,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,helm_id,npm_id,npm_url,npm_monthly_downloads,brew_id,apt_id,yum_id,trending,updated_github_id,maven_id,maven_url,snap_id,dnf_id,yay_id
141,Prophet,facebook/prophet,time-series-data,,https://github.com/facebook/prophet,https://github.com/facebook/prophet,MIT,2016-11-16 01:50:08.000,2023-04-02 16:08:03.000000,2023-02-28 18:26:34,760.0,16.0,4311.0,422.0,407.0,313.0,1663.0,15697.0,Tool for producing high quality forecasts for time series data that has multiple seasonality with linear or non-linear..,163.0,33,True,2023-01-20 11:04:56,1.1.2,13.0,fbprophet,conda-forge/prophet,,,,,,https://pypi.org/project/fbprophet,1462026.0,1482562.0,https://anaconda.org/conda-forge/prophet,2023-01-21 14:54:27.313,492411.0,,,,,1.0,1432.0,,,,,,,,,,,,,,
142,InsightFace,deepinsight/insightface,image,,https://github.com/deepinsight/insightface,https://github.com/deepinsight/insightface,MIT,2017-09-01 00:36:51.000,2023-04-06 09:11:30.000000,2023-04-06 09:11:30,2205.0,61.0,4121.0,469.0,137.0,1211.0,927.0,13833.0,State-of-the-art 2D and 3D Face Analysis Project.,53.0,33,True,2023-04-02 07:43:27,0.7,1.0,insightface,,,,['mxnet'],279.0,279.0,https://pypi.org/project/insightface,21648.0,21949.0,,,,,,,,2.0,301.0,,,,,,,,,,,,,,
143,Annoy,spotify/annoy,nn-search,,https://github.com/spotify/annoy,https://github.com/spotify/annoy,Apache-2.0,2013-04-01 20:29:40.000,2023-03-24 15:24:36.000000,2023-03-24 15:24:36,850.0,6.0,1058.0,318.0,258.0,48.0,328.0,11022.0,Approximate Nearest Neighbors in C++/Python optimized for memory usage and loading/saving to disk.,84.0,33,True,2022-08-08 09:33:59,1.17.1,20.0,annoy,conda-forge/python-annoy,,,,2716.0,2716.0,https://pypi.org/project/annoy,958609.0,962608.0,https://anaconda.org/conda-forge/python-annoy,2022-10-31 10:34:45.740,315968.0,,,,,2.0,,,,,,,,,,,,,,,
144,Turi Create,apple/turicreate,ml-frameworks,,https://github.com/apple/turicreate,https://github.com/apple/turicreate,BSD-3-Clause,2017-12-01 00:42:04.000,2023-02-25 09:02:42.000000,2021-11-29 19:55:31,1571.0,,1119.0,349.0,1681.0,494.0,1294.0,10979.0,Turi Create simplifies the development of custom machine learning models.,85.0,33,False,2020-09-30 22:44:07,6.4.1,30.0,turicreate,,,,,348.0,348.0,https://pypi.org/project/turicreate,27484.0,27609.0,,,,,,,,2.0,8029.0,,,,,,,,,,,,,,
145,Lime,marcotcr/lime,interpretability,,https://github.com/marcotcr/lime,https://github.com/marcotcr/lime,BSD-2-Clause,2016-03-15 22:18:10.000,2023-03-03 00:43:31.000000,2021-07-29 23:17:25,531.0,,1668.0,268.0,111.0,72.0,531.0,10578.0,Lime: Explaining the predictions of any machine learning classifier.,62.0,33,False,2020-04-03 22:05:03,0.2.0.0,18.0,lime,conda-forge/lime,,,,3424.0,3424.0,https://pypi.org/project/lime,462897.0,464927.0,https://anaconda.org/conda-forge/lime,2022-09-23 13:59:18.301,154304.0,,,,,1.0,,,,,,,,,,,,,,,
146,ParlAI,facebookresearch/ParlAI,nlp,,https://github.com/facebookresearch/ParlAI,https://github.com/facebookresearch/ParlAI,MIT,2017-04-24 17:10:44.000,2023-04-06 03:01:03.000000,2023-04-05 20:58:39,4310.0,19.0,1945.0,290.0,3346.0,70.0,1455.0,9929.0,A framework for training and evaluating AI models on a variety of openly available dialogue datasets.,206.0,33,True,2022-09-16 16:27:05,1.7.1,22.0,parlai,,,,['pytorch'],175.0,175.0,https://pypi.org/project/parlai,2597.0,2597.0,,,,,,,,2.0,,,,,,,,,,,,,,,
147,carla,carla-simulator/carla,others,,https://github.com/carla-simulator/carla,https://github.com/carla-simulator/carla,,2017-10-24 09:06:23.000,2023-04-06 11:12:59.000000,2023-01-24 16:27:46,5833.0,4.0,2724.0,236.0,1345.0,896.0,3449.0,9046.0,Open-source simulator for autonomous driving research.,152.0,33,False,2022-12-24 02:26:17,0.9.14,25.0,carla,,,,,398.0,398.0,https://pypi.org/project/carla,22067.0,22067.0,,,,,,,,1.0,,,,,,,,,,,,,,,
148,TPOT,EpistasisLab/tpot,hyperopt,,https://github.com/EpistasisLab/tpot,https://github.com/EpistasisLab/tpot,LGPL-3.0,2015-11-03 21:08:40.000,2023-03-24 18:16:05.000000,2023-03-24 18:15:36,2400.0,10.0,1483.0,292.0,418.0,270.0,607.0,9010.0,A Python Automated Machine Learning tool that optimizes machine learning pipelines using genetic programming.,113.0,33,False,2021-01-06 15:19:33,0.11.7,27.0,tpot,conda-forge/tpot,,,['sklearn'],2045.0,2045.0,https://pypi.org/project/tpot,39230.0,41798.0,https://anaconda.org/conda-forge/tpot,2021-03-05 04:04:38.005,202889.0,,,,,2.0,,,,,,,,,,,,,,,
149,Ludwig,ludwig-ai/ludwig,ml-frameworks,,https://github.com/ludwig-ai/ludwig,https://github.com/ludwig-ai/ludwig,Apache-2.0,2018-12-27 23:58:12.000,2023-04-06 06:57:50.000000,2023-04-05 23:30:30,3447.0,294.0,985.0,182.0,2366.0,217.0,691.0,8853.0,Data-centric declarative deep learning framework.,131.0,33,True,2023-03-23 15:29:23,0.7.4,33.0,ludwig,,,,['tensorflow'],161.0,161.0,https://pypi.org/project/ludwig,2799.0,2799.0,,,,,,,,2.0,,,,,,,,,,,,,,,
150,Datasette,simonw/datasette,others,,https://github.com/simonw/datasette,https://github.com/simonw/datasette,Apache-2.0,2017-10-23 00:39:03.000,2023-04-05 23:26:16.000000,2023-03-31 16:45:16,2366.0,29.0,489.0,102.0,383.0,457.0,1104.0,7327.0,An open source multi-tool for exploring and publishing data.,75.0,33,True,2023-03-08 20:46:27,0.64.2,100.0,datasette,conda-forge/datasette,,,,956.0,956.0,https://pypi.org/project/datasette,42149.0,42884.0,https://anaconda.org/conda-forge/datasette,2023-03-11 17:55:30.692,17616.0,,,,,1.0,43.0,,,,,datasette,,,,,,,,,
151,Tokenizers,huggingface/tokenizers,nlp,,https://github.com/huggingface/tokenizers,https://github.com/huggingface/tokenizers,Apache-2.0,2019-11-01 17:52:20.000,2023-04-06 13:38:02.000000,2023-04-06 10:30:14,1650.0,26.0,551.0,108.0,469.0,230.0,508.0,6681.0,Fast State-of-the-Art Tokenizers optimized for Research and Production.,67.0,33,True,2023-04-05 08:02:19,0.13.3,71.0,tokenizers,conda-forge/tokenizers,,,,56.0,56.0,https://pypi.org/project/tokenizers,10778693.0,10808102.0,https://anaconda.org/conda-forge/tokenizers,2023-04-05 14:47:38.203,970498.0,,,,,2.0,,,,,,,,,,,,,,,
152,Metaflow,Netflix/metaflow,ml-experiments,,https://github.com/Netflix/metaflow,https://github.com/Netflix/metaflow,Apache-2.0,2019-09-17 17:48:25.000,2023-04-06 04:29:52.000000,2023-04-05 00:20:02,653.0,51.0,589.0,252.0,844.0,214.0,285.0,6556.0,Build and manage real-life data science projects with ease!.,67.0,33,True,2023-03-28 23:03:18,2.8.2,75.0,metaflow,conda-forge/metaflow,,,,449.0,449.0,https://pypi.org/project/metaflow,108478.0,111148.0,https://anaconda.org/conda-forge/metaflow,2023-03-30 15:52:14.465,106806.0,,,,,2.0,,,,,,,,,,,,,,,
153,OpenNMT,OpenNMT/OpenNMT-py,nlp,,https://github.com/OpenNMT/OpenNMT-py,https://github.com/OpenNMT/OpenNMT-py,MIT,2017-02-22 19:01:50.000,2023-04-06 10:11:06.000000,2023-04-04 08:14:13,2734.0,40.0,2030.0,169.0,979.0,14.0,1351.0,5980.0,Open Source Neural Machine Translation in PyTorch.,186.0,33,True,2023-03-30 16:47:54,3.1.1,40.0,OpenNMT-py,,,,['pytorch'],181.0,181.0,https://pypi.org/project/OpenNMT-py,4734.0,4734.0,,,,,,,,2.0,,,,,,,,,,,,,,,
154,Chainer,chainer/chainer,ml-frameworks,,https://github.com/chainer/chainer,https://github.com/chainer/chainer,MIT,2015-06-05 05:50:37.000,2022-10-17 02:32:13.000000,2022-10-17 02:18:00,30611.0,,1322.0,291.0,6586.0,12.0,2030.0,5785.0,A flexible framework of neural networks for deep learning.,324.0,33,True,2022-06-29 08:19:03,7.8.1.post1,100.0,chainer,conda-forge/chainer,,,,2970.0,2970.0,https://pypi.org/project/chainer,20897.0,21240.0,https://anaconda.org/conda-forge/chainer,2022-01-21 17:09:00.786,13044.0,,,,,2.0,,,,,,,,,,,,,,,
155,InterpretML,interpretml/interpret,interpretability,,https://github.com/interpretml/interpret,https://github.com/interpretml/interpret,MIT,2019-05-03 05:47:52.000,2023-04-06 09:32:22.000000,2023-04-06 09:32:09,2377.0,184.0,644.0,145.0,67.0,60.0,290.0,5404.0,Fit interpretable models. Explain blackbox machine learning.,36.0,33,True,2023-03-14 23:02:29,0.3.2,34.0,interpret,,,,['jupyter'],381.0,381.0,https://pypi.org/project/interpret,62041.0,62041.0,,,,,,,,1.0,,,,,,,,,,,,,,,
156,PML,KevinMusgrave/pytorch-metric-learning,pytorch-utils,,https://github.com/KevinMusgrave/pytorch-metric-learning,https://github.com/KevinMusgrave/pytorch-metric-learning,MIT,2019-10-23 17:20:35.000,2023-04-05 23:23:25.000000,2023-04-05 23:23:25,1110.0,86.0,595.0,67.0,109.0,41.0,393.0,5168.0,"The easiest way to use deep metric learning in your application. Modular, flexible, and extensible. Written in PyTorch.",33.0,33,True,2023-04-05 23:21:15,2.1.0,54.0,pytorch-metric-learning,metric-learning/pytorch-metric-learning,,,['pytorch'],571.0,571.0,https://pypi.org/project/pytorch-metric-learning,197225.0,197479.0,https://anaconda.org/metric-learning/pytorch-metric-learning,2022-11-01 23:17:24.322,9933.0,,,,,1.0,,,,,,,,,,,,,,,
157,MLxtend,rasbt/mlxtend,sklearn-utils,,https://github.com/rasbt/mlxtend,https://github.com/rasbt/mlxtend,,2014-08-14 01:56:16.000,2023-04-06 12:47:27.873000,2023-04-02 19:10:13,1597.0,37.0,797.0,119.0,502.0,111.0,328.0,4347.0,A library of extension and helper modules for Pythons data analysis and machine learning libraries.,95.0,33,False,2023-04-02 18:57:58,0.22.0,27.0,mlxtend,conda-forge/mlxtend,,,['sklearn'],8624.0,8624.0,https://pypi.org/project/mlxtend,1040001.0,1043832.0,https://anaconda.org/conda-forge/mlxtend,2023-04-06 12:47:27.873,264400.0,,,,,2.0,,,,,,,,,,,,,,,
158,ClearML,allegroai/clearml,ml-experiments,,https://github.com/allegroai/clearml,https://github.com/allegroai/clearml,Apache-2.0,2019-06-10 08:18:32.000,2023-04-06 13:31:41.000000,2023-04-06 13:31:35,2076.0,122.0,555.0,84.0,201.0,305.0,451.0,4271.0,"ClearML - Auto-Magical CI/CD to streamline your ML workflow. Experiment Manager, MLOps and Data-Management.",76.0,33,True,2023-04-04 09:28:57,1.10.2,80.0,clearml,,allegroai/trains,,,477.0,477.0,https://pypi.org/project/clearml,235668.0,236342.0,,,,https://hub.docker.com/r/allegroai/trains,2020-10-05 10:16:46.865671,,30170.0,2.0,880.0,,,,,,,,,,,,,,
159,tensorflow-probability,tensorflow/probability,probabilistics,,https://github.com/tensorflow/probability,https://github.com/tensorflow/probability,Apache-2.0,2017-10-23 23:50:54.000,2023-04-04 22:53:53.000000,2023-04-04 22:53:51,11846.0,76.0,1004.0,172.0,439.0,551.0,716.0,3887.0,Probabilistic reasoning and statistical analysis in TensorFlow.,472.0,33,True,2022-12-06 22:34:10,0.19.0,45.0,tensorflow-probability,conda-forge/tensorflow-probability,,,['tensorflow'],,,https://pypi.org/project/tensorflow-probability,776289.0,778238.0,https://anaconda.org/conda-forge/tensorflow-probability,2023-02-16 21:27:29.767,97454.0,,,,,1.0,,,,,,,,,,,,,,,
160,TensorFlow Datasets,tensorflow/datasets,tensorflow-utils,,https://github.com/tensorflow/datasets,https://github.com/tensorflow/datasets,Apache-2.0,2018-09-10 21:27:22.000,2023-04-06 13:19:00.000000,2023-04-06 13:18:53,5741.0,204.0,1351.0,110.0,3790.0,384.0,655.0,3810.0,"TFDS is a collection of datasets ready to use with TensorFlow, Jax, ...",279.0,33,True,2023-04-05 07:30:49,4.9.0,28.0,tensorflow-datasets,conda-forge/tensorflow-datasets,,,['tensorflow'],,,https://pypi.org/project/tensorflow-datasets,1216562.0,1217247.0,https://anaconda.org/conda-forge/tensorflow-datasets,2023-02-27 19:53:09.423,15765.0,,,,,2.0,,,,,,,,,,,,,,,
161,GPyTorch,cornellius-gp/gpytorch,probabilistics,,https://github.com/cornellius-gp/gpytorch,https://github.com/cornellius-gp/gpytorch,MIT,2017-06-09 14:48:20.000,2023-04-06 11:15:05.000000,2023-03-16 15:28:01,3757.0,23.0,470.0,54.0,842.0,297.0,916.0,3070.0,A highly efficient implementation of Gaussian Processes in PyTorch.,115.0,33,True,2023-01-04 22:49:51,1.9.1,30.0,gpytorch,conda-forge/gpytorch,,,['pytorch'],1193.0,1193.0,https://pypi.org/project/gpytorch,230280.0,232582.0,https://anaconda.org/conda-forge/gpytorch,2023-01-06 03:36:28.952,85174.0,,,,,1.0,,,,,,,,,,,,,,,
162,datashader,holoviz/datashader,data-viz,,https://github.com/holoviz/datashader,https://github.com/holoviz/datashader,BSD-3-Clause,2015-12-23 18:02:20.000,2023-04-06 10:49:11.000000,2023-03-24 18:00:18,1412.0,26.0,352.0,94.0,658.0,123.0,408.0,2956.0,Quickly and accurately render even the largest data.,53.0,33,True,2023-02-02 14:26:33,0.14.4,29.0,datashader,conda-forge/datashader,,,,2103.0,2103.0,https://pypi.org/project/datashader,137560.0,145744.0,https://anaconda.org/conda-forge/datashader,2023-02-02 21:57:55.937,532017.0,,,,,2.0,,,,,,,,,,,,,,,
163,NeuralProphet,ourownstory/neural_prophet,time-series-data,,https://github.com/ourownstory/neural_prophet,https://github.com/ourownstory/neural_prophet,MIT,2020-05-04 05:12:43.000,2023-04-06 05:15:40.000000,2023-04-06 05:13:19,1270.0,63.0,390.0,48.0,593.0,76.0,358.0,2869.0,NeuralProphet: A simple forecasting package.,37.0,33,True,2023-03-17 03:18:45,0.5.3,20.0,neuralprophet,,,,['pytorch'],203.0,203.0,https://pypi.org/project/neuralprophet,170064.0,170064.0,,,,,,,,1.0,,,,,,,,,,,,,,,
164,BoTorch,pytorch/botorch,hyperopt,,https://github.com/pytorch/botorch,https://github.com/pytorch/botorch,MIT,2018-07-30 23:59:57.000,2023-04-06 12:18:03.000000,2023-04-05 21:55:01,1502.0,89.0,301.0,51.0,1226.0,63.0,320.0,2577.0,Bayesian optimization in PyTorch.,90.0,33,True,2023-03-15 21:03:49,0.8.3,33.0,botorch,conda-forge/botorch,,,['pytorch'],491.0,491.0,https://pypi.org/project/botorch,208640.0,210584.0,https://anaconda.org/conda-forge/botorch,2023-03-16 02:20:21.225,62235.0,,,,,2.0,,,,,,,,,,,,,,,
165,scikit-optimize,scikit-optimize/scikit-optimize,hyperopt,,https://github.com/scikit-optimize/scikit-optimize,https://github.com/scikit-optimize/scikit-optimize,BSD-3-Clause,2016-03-20 21:10:54.000,2023-03-31 21:54:22.000000,2021-10-12 13:32:38,1570.0,,457.0,66.0,523.0,238.0,389.0,2563.0,Sequential model-based optimization with a `scipy.optimize` interface.,76.0,33,False,2021-10-12 15:33:19,0.9.0,23.0,scikit-optimize,conda-forge/scikit-optimize,,,,4020.0,4020.0,https://pypi.org/project/scikit-optimize,599431.0,608471.0,https://anaconda.org/conda-forge/scikit-optimize,2021-12-15 05:01:56.230,623779.0,,,,,2.0,,,,,,,,,,,,,,,
166,Ax,facebook/Ax,hyperopt,,https://github.com/facebook/Ax,https://github.com/facebook/Ax,MIT,2019-02-09 15:23:44.000,2023-04-06 02:53:35.000000,2023-04-06 02:48:47,2365.0,152.0,242.0,69.0,1055.0,30.0,485.0,2023.0,Adaptive Experimentation Platform.,143.0,33,True,2023-03-15 21:58:56,0.3.1,33.0,ax-platform,conda-forge/ax-platform,,,['pytorch'],436.0,436.0,https://pypi.org/project/ax-platform,144095.0,144443.0,https://anaconda.org/conda-forge/ax-platform,2023-03-18 17:59:52.391,7658.0,,,,,2.0,,,,,,,,,,,,,,,
167,pyLDAvis,bmabey/pyLDAvis,interpretability,,https://github.com/bmabey/pyLDAvis,https://github.com/bmabey/pyLDAvis,BSD-3-Clause,2015-04-09 22:48:03.000,2023-02-18 18:29:06.352000,2023-02-15 17:41:07,271.0,22.0,345.0,56.0,75.0,77.0,94.0,1698.0,Python library for interactive topic model visualization. Port of the R LDAvis package.,39.0,33,True,2023-02-15 17:48:31,3.4.0,6.0,pyldavis,conda-forge/pyldavis,,,['jupyter'],4721.0,4721.0,https://pypi.org/project/pyldavis,696881.0,697968.0,https://anaconda.org/conda-forge/pyldavis,2023-02-18 18:29:06.352,63088.0,,,,,1.0,,,,,,,,,,,,,,,
168,snakemake,snakemake/snakemake,ml-experiments,,https://github.com/snakemake/snakemake,https://github.com/snakemake/snakemake,MIT,2015-10-17 15:43:54.867,2023-04-05 10:56:04.000000,2023-03-23 07:31:57,4703.0,76.0,412.0,20.0,958.0,716.0,531.0,1651.0,"This is the development home of the workflow management system Snakemake. For general information, see.",283.0,33,True,2023-03-23 07:33:05,7.25.0,197.0,snakemake,bioconda/snakemake,,,,1472.0,1472.0,https://pypi.org/project/snakemake,34800.0,42580.0,https://anaconda.org/bioconda/snakemake,2023-03-23 11:06:10.587,700248.0,,,,,2.0,,,,,,,,,,,,,,,
169,Graphviz,xflr6/graphviz,data-viz,,https://github.com/xflr6/graphviz,https://github.com/xflr6/graphviz,MIT,2014-01-12 17:49:29.000,2023-03-16 14:11:56.878000,2023-01-30 19:02:45,1184.0,3.0,189.0,32.0,39.0,7.0,149.0,1356.0,Simple Python interface for Graphviz.,19.0,33,True,,,13.0,graphviz,anaconda/python-graphviz,,,,45415.0,45415.0,https://pypi.org/project/graphviz,8032150.0,8032644.0,https://anaconda.org/anaconda/python-graphviz,2023-03-16 14:11:56.878,35609.0,,,,,2.0,,,,,,,,,,,,,,,
170,cartopy,SciTools/cartopy,data-viz,,https://github.com/SciTools/cartopy,https://github.com/SciTools/cartopy,LGPL-3.0,2012-08-03 07:43:59.000,2023-04-04 23:55:12.000000,2023-04-04 17:15:11,2757.0,49.0,336.0,57.0,1031.0,298.0,836.0,1203.0,Cartopy - a cartographic python library with matplotlib support.,121.0,33,False,2022-12-12 22:21:03,0.21.1,23.0,cartopy,conda-forge/cartopy,,,,3186.0,3186.0,https://pypi.org/project/cartopy,64304.0,97262.0,https://anaconda.org/conda-forge/cartopy,2023-03-18 00:21:28.463,2801466.0,,,,,2.0,,,,,,,,,,,,,,,
171,petl,petl-developers/petl,data-pipelines,,https://github.com/petl-developers/petl,https://github.com/petl-developers/petl,MIT,2011-08-19 09:51:03.000,2023-03-06 12:56:28.000000,2022-11-23 19:30:21,1274.0,,178.0,51.0,196.0,77.0,370.0,1107.0,Python Extract Transform and Load Tables of Data.,58.0,33,True,2022-11-23 18:32:16,1.7.12,44.0,petl,conda-forge/petl,,http://petl.readthedocs.org,,3339.0,3339.0,https://pypi.org/project/petl,646117.0,648260.0,https://anaconda.org/conda-forge/petl,2022-11-23 22:16:41.153,169298.0,,,,,2.0,,,,,,,,,,,,,,,
172,Nilearn,nilearn/nilearn,medical-data,,https://github.com/nilearn/nilearn,https://github.com/nilearn/nilearn,,2011-01-09 19:02:23.000,2023-04-06 13:53:39.000000,2023-04-06 10:55:26,9813.0,101.0,495.0,72.0,1918.0,259.0,1485.0,962.0,Machine learning for NeuroImaging in Python.,211.0,33,False,2023-01-06 13:49:04,0.10.0,20.0,nilearn,conda-forge/nilearn,,,['sklearn'],2126.0,2126.0,https://pypi.org/project/nilearn,39198.0,41807.0,https://anaconda.org/conda-forge/nilearn,2023-01-06 20:36:09.589,216269.0,,,,,2.0,103.0,,,,,,,,,,,,,,
173,TensorFlow Transform,tensorflow/transform,tensorflow-utils,,https://github.com/tensorflow/transform,https://github.com/tensorflow/transform,Apache-2.0,2017-02-10 00:36:53.000,2023-04-06 10:55:26.000000,2023-04-06 10:55:25,877.0,25.0,189.0,60.0,96.0,32.0,165.0,951.0,Input pipeline framework.,27.0,33,True,2022-12-08 21:00:35,1.12.0,43.0,tensorflow-transform,,,,['tensorflow'],1253.0,1253.0,https://pypi.org/project/tensorflow-transform,4085542.0,4085542.0,,,,,,,,2.0,,,,,,,,,,,,,,,
174,Hail,hail-is/hail,medical-data,,https://github.com/hail-is/hail,https://github.com/hail-is/hail,MIT,2015-10-27 20:55:42.000,2023-04-06 03:18:42.000000,2023-04-06 03:18:42,10552.0,212.0,219.0,60.0,10820.0,6.0,2025.0,870.0,Scalable genomic data analysis.,84.0,33,True,2023-03-16 15:39:58,0.2.112,100.0,hail,,,,['spark'],94.0,94.0,https://pypi.org/project/hail,26974.0,26974.0,,,,,,,,2.0,,,,,,,,,,,,,,,
175,NIPYPE,nipy/nipype,medical-data,,https://github.com/nipy/nipype,https://github.com/nipy/nipype,Apache-2.0,2010-07-22 17:06:49.000,2023-04-06 12:43:34.000000,2023-04-06 12:43:20,14672.0,23.0,477.0,50.0,2247.0,374.0,935.0,665.0,Workflows and interfaces for neuroimaging packages.,241.0,33,True,2022-09-01 22:11:24,1.8.4,45.0,nipype,conda-forge/nipype,,,,1383.0,1383.0,https://pypi.org/project/nipype,77101.0,83829.0,https://anaconda.org/conda-forge/nipype,2022-11-06 11:25:36.912,545010.0,,,,,2.0,,,,,,,,,,,,,,,
176,spleeter,deezer/spleeter,audio,,https://github.com/deezer/spleeter,https://github.com/deezer/spleeter,MIT,2019-09-26 15:40:46.000,2023-04-06 12:47:09.000000,2023-04-06 12:47:08,530.0,34.0,2404.0,373.0,110.0,168.0,551.0,22101.0,Deezer source separation library including pretrained models.,19.0,32,True,2021-09-03 09:59:00,2.3.0,10.0,spleeter,conda-forge/spleeter,,,['tensorflow'],481.0,481.0,https://pypi.org/project/spleeter,16726.0,71936.0,https://anaconda.org/conda-forge/spleeter,2020-06-30 14:33:43.220,73947.0,,,,,2.0,2243110.0,,,,,,,,,,,,,,
177,Netron,lutzroeder/netron,interpretability,,https://github.com/lutzroeder/netron,https://github.com/lutzroeder/netron,MIT,2010-12-26 12:53:43.000,2023-04-06 02:53:26.000000,2023-04-06 02:53:21,6625.0,286.0,2390.0,284.0,148.0,24.0,895.0,21870.0,"Visualizer for neural network, deep learning, and machine learning models.",,32,True,2023-03-30 02:47:35,6.7.9,1.0,netron,,,,"['pytorch', 'tensorflow']",10.0,10.0,https://pypi.org/project/netron,14393.0,55254.0,,,,,,,,1.0,40861.0,,,,,,,,,,,,,,
178,PyFlink,apache/flink,ml-frameworks,,https://github.com/apache/flink,https://github.com/apache/flink,Apache-2.0,2014-06-07 07:00:10.000,2023-04-06 13:20:10.000000,2023-04-06 12:51:32,33133.0,609.0,11564.0,945.0,22351.0,,,21019.0,Apache Flink Python API.,1707.0,32,True,,,,apache-flink,,,,,,,https://pypi.org/project/apache-flink,79754.0,79754.0,,,,,,,,3.0,,,,,,,,,,,,,,,
179,EasyOCR,JaidedAI/EasyOCR,ocr,,https://github.com/JaidedAI/EasyOCR,https://github.com/JaidedAI/EasyOCR,Apache-2.0,2020-03-14 11:46:39.000,2023-03-29 05:31:00.000000,2023-03-29 05:30:27,570.0,1.0,2455.0,283.0,207.0,185.0,562.0,17519.0,"Ready-to-use OCR with 80+ supported languages and all popular writing scripts including Latin, Chinese, Arabic,..",114.0,32,True,2022-09-15 11:34:18,1.6.2,20.0,easyocr,,,,,2420.0,2420.0,https://pypi.org/project/easyocr,139550.0,262312.0,,,,,,,,1.0,4173913.0,,,,,,,,,,,,,,
180,PaddleHub,PaddlePaddle/PaddleHub,others,,https://github.com/PaddlePaddle/PaddleHub,https://github.com/PaddlePaddle/PaddleHub,Apache-2.0,2018-12-21 06:00:48.000,2023-04-02 12:42:47.000000,2023-03-28 11:49:55,2665.0,2.0,1990.0,183.0,991.0,529.0,686.0,11446.0,"Awesome pre-trained models toolkit based on PaddlePaddle. (400+ models including Image, Text, Audio, Video and Cross-..",69.0,32,True,2022-11-28 08:29:05,2.3.1,29.0,paddlehub,,,,['paddle'],1188.0,1188.0,https://pypi.org/project/paddlehub,7342.0,7354.0,,,,,,,,2.0,604.0,,,,,,,,,,,,,,
181,Sonnet,deepmind/sonnet,ml-frameworks,,https://github.com/deepmind/sonnet,https://github.com/deepmind/sonnet,Apache-2.0,2017-04-03 11:34:35.000,2023-02-23 15:39:15.000000,2023-02-23 15:39:10,857.0,3.0,1258.0,427.0,79.0,29.0,156.0,9541.0,TensorFlow-based neural network library.,56.0,32,True,2020-03-27 10:36:19,2.0.0,13.0,dm-sonnet,conda-forge/sonnet,,,['tensorflow'],1020.0,1020.0,https://pypi.org/project/dm-sonnet,23292.0,23813.0,https://anaconda.org/conda-forge/sonnet,2020-11-14 18:13:23.843,21398.0,,,,,3.0,,,,,,,,,,,,,,,
182,tensorboardX,lanpa/tensorboardX,ml-experiments,,https://github.com/lanpa/tensorboardX,https://github.com/lanpa/tensorboardX,MIT,2017-06-13 13:54:19.000,2023-04-05 14:55:00.000000,2023-03-23 16:35:53,506.0,8.0,855.0,89.0,251.0,70.0,370.0,7583.0,"tensorboard for pytorch (and chainer, mxnet, numpy, ...).",76.0,32,True,2022-06-05 10:13:32,2.5,15.0,tensorboardX,conda-forge/tensorboardx,,,,28226.0,28226.0,https://pypi.org/project/tensorboardX,1306995.0,1323200.0,https://anaconda.org/conda-forge/tensorboardx,2022-06-07 21:45:23.917,1020612.0,,,,,2.0,372.0,,,,,,,,,,,,,,
183,auto-sklearn,automl/auto-sklearn,hyperopt,,https://github.com/automl/auto-sklearn,https://github.com/automl/auto-sklearn,BSD-3-Clause,2015-07-02 15:38:10.000,2023-04-05 15:00:40.000000,2022-12-07 08:59:21,2758.0,,1193.0,214.0,692.0,145.0,818.0,6835.0,Automated Machine Learning with scikit-learn.,88.0,32,True,2023-02-13 12:35:21,0.15.0,35.0,auto-sklearn,conda-forge/auto-sklearn,,,['sklearn'],419.0,419.0,https://pypi.org/project/auto-sklearn,35753.0,36369.0,https://anaconda.org/conda-forge/auto-sklearn,2022-09-21 23:06:55.991,14803.0,,,,,2.0,42.0,,,,,,,,,,,,,,
184,PaddleSeg,PaddlePaddle/PaddleSeg,image,,https://github.com/PaddlePaddle/PaddleSeg,https://github.com/PaddlePaddle/PaddleSeg,Apache-2.0,2019-08-26 02:32:22.000,2023-04-06 11:57:57.000000,2023-02-27 03:22:01,2709.0,10.0,1425.0,80.0,1473.0,187.0,1460.0,6737.0,"Easy-to-use image segmentation library with awesome pre-trained model zoo, supporting wide-range of practical tasks in..",96.0,32,True,2022-11-30 06:56:27,2.7.0,17.0,paddleseg,,,,['paddle'],852.0,852.0,https://pypi.org/project/paddleseg,4953.0,4953.0,,,,,,,,2.0,,,,,,,,,,,,,,,
