,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,npm_id,npm_url,npm_monthly_downloads,helm_id,trending,updated_github_id,brew_id,apt_id,yum_id,maven_id,maven_url,snap_id,dnf_id,yay_id
171,Autograd,HIPS/autograd,others,,https://github.com/HIPS/autograd,https://github.com/HIPS/autograd,MIT,2014-11-24 15:50:23.000,2022-10-03 07:57:46.067000,2022-09-29 07:04:22,1382,1.0,803.0,216.0,209.0,148.0,226.0,6004,Efficiently computes derivatives of numpy code.,52.0,32,True,2015-03-05 19:30:11,1.0,6.0,autograd,conda-forge/autograd,,,,3996.0,3996.0,https://pypi.org/project/autograd,1085082.0,1088289.0,https://anaconda.org/conda-forge/autograd,2022-10-03 07:57:46.067,237364.0,,,,,1.0,,,,,,,,,,,,,,,
172,Tokenizers,huggingface/tokenizers,nlp,,https://github.com/huggingface/tokenizers,https://github.com/huggingface/tokenizers,Apache-2.0,2019-11-01 17:52:20.000,2022-10-06 20:09:21.595000,2022-10-06 13:45:56,1601,20.0,487.0,97.0,413.0,197.0,470.0,5952,Fast State-of-the-Art Tokenizers optimized for Research and Production.,60.0,32,True,2022-10-06 13:10:07,node-v0.13.1,64.0,tokenizers,conda-forge/tokenizers,,,,52.0,52.0,https://pypi.org/project/tokenizers,7668006.0,7685144.0,https://anaconda.org/conda-forge/tokenizers,2022-10-06 20:09:21.595,462734.0,,,,,2.0,,,,,,,,,,,,,,,
173,PaddleSeg,PaddlePaddle/PaddleSeg,image,,https://github.com/PaddlePaddle/PaddleSeg,https://github.com/PaddlePaddle/PaddleSeg,Apache-2.0,2019-08-26 02:32:22.000,2022-10-13 09:49:06.000000,2022-10-11 08:32:32,2488,60.0,1194.0,70.0,1271.0,592.0,746.0,5545,"Easy-to-use image segmentation library with awesome pre-trained model zoo, supporting wide-range of practical tasks in..",84.0,32,True,2022-07-20 13:00:13,2.6.0,16.0,paddleseg,,,,['paddle'],684.0,684.0,https://pypi.org/project/paddleseg,2598.0,2598.0,,,,,,,,2.0,,,,,,,,,,,,,,,
174,GluonCV,dmlc/gluon-cv,image,,https://github.com/dmlc/gluon-cv,https://github.com/dmlc/gluon-cv,Apache-2.0,2018-02-26 01:33:21.000,2022-08-14 03:28:00.000000,2022-08-11 16:47:31,899,1.0,1161.0,154.0,948.0,44.0,768.0,5333,Gluon CV Toolkit.,117.0,32,True,2021-03-09 00:20:06,0.10.0,10.0,gluoncv,,,,['mxnet'],883.0,883.0,https://pypi.org/project/gluoncv,567752.0,567752.0,,,,,,,,2.0,,,,,,,,,,,,,,,
175,InterpretML,interpretml/interpret,interpretability,,https://github.com/interpretml/interpret,https://github.com/interpretml/interpret,MIT,2019-05-03 05:47:52.000,2022-10-12 21:11:11.000000,2022-10-12 21:08:52,2137,125.0,593.0,146.0,55.0,104.0,208.0,5019,Fit interpretable models. Explain blackbox machine learning.,31.0,32,True,2021-09-23 20:41:03,0.2.7,31.0,interpret,,,,['jupyter'],286.0,286.0,https://pypi.org/project/interpret,111928.0,111928.0,,,,,,,,1.0,,,,,,,,,,,,,,,
176,NeMo,NVIDIA/NeMo,nlp,,https://github.com/NVIDIA/NeMo,https://github.com/NVIDIA/NeMo,Apache-2.0,2019-08-05 20:16:42.000,2022-10-13 13:17:45.000000,2022-10-13 07:38:31,4748,233.0,1156.0,132.0,3516.0,39.0,1246.0,4876,NeMo: a toolkit for conversational AI.,180.0,32,True,2022-10-10 22:11:51,1.12.0,34.0,nemo-toolkit,,,,['pytorch'],,,https://pypi.org/project/nemo-toolkit,14599.0,14671.0,,,,,,,,2.0,2679.0,,,,,,,,,,,,,,
177,PML,KevinMusgrave/pytorch-metric-learning,pytorch-utils,,https://github.com/KevinMusgrave/pytorch-metric-learning,https://github.com/KevinMusgrave/pytorch-metric-learning,MIT,2019-10-23 17:20:35.000,2022-09-20 20:15:34.000000,2022-09-20 20:15:27,998,49.0,568.0,66.0,95.0,51.0,335.0,4805,"The easiest way to use deep metric learning in your application. Modular, flexible, and extensible. Written in PyTorch.",29.0,32,True,2022-09-20 20:09:42,1.6.2,53.0,pytorch-metric-learning,metric-learning/pytorch-metric-learning,,,['pytorch'],350.0,350.0,https://pypi.org/project/pytorch-metric-learning,94740.0,94999.0,https://anaconda.org/metric-learning/pytorch-metric-learning,2022-09-20 20:14:41.095,8564.0,,,,,1.0,,,,,,,,,,,,,,,
178,scikit-optimize,scikit-optimize/scikit-optimize,hyperopt,,https://github.com/scikit-optimize/scikit-optimize,https://github.com/scikit-optimize/scikit-optimize,BSD-3-Clause,2016-03-20 21:10:54.000,2022-08-30 17:01:38.000000,2021-10-12 13:32:38,1570,,429.0,65.0,515.0,218.0,387.0,2402,Sequential model-based optimization with a `scipy.optimize` interface.,76.0,32,True,2021-10-12 15:33:19,0.9.0,23.0,scikit-optimize,conda-forge/scikit-optimize,,,,3217.0,3217.0,https://pypi.org/project/scikit-optimize,725786.0,735054.0,https://anaconda.org/conda-forge/scikit-optimize,2021-12-15 05:01:56.230,583918.0,,,,,2.0,,,,,,,,,,,,,,,
179,FairScale,facebookresearch/fairscale,distributed-ml,,https://github.com/facebookresearch/fairscale,https://github.com/facebookresearch/fairscale,BSD-3-Clause,2020-07-07 19:02:01.000,2022-10-05 20:20:36.000000,2022-10-05 20:20:36,685,42.0,191.0,36.0,763.0,59.0,264.0,1896,PyTorch extensions for high performance and large scale training.,64.0,32,True,2022-10-05 16:51:45,0.4.12,34.0,fairscale,conda-forge/fairscale,,,['pytorch'],649.0,649.0,https://pypi.org/project/fairscale,613250.0,618520.0,https://anaconda.org/conda-forge/fairscale,2022-06-20 14:14:00.361,57980.0,,,,,2.0,,,,,,,,,,,,,,,
180,TF Model Optimization,tensorflow/model-optimization,tensorflow-utils,,https://github.com/tensorflow/model-optimization,https://github.com/tensorflow/model-optimization,Apache-2.0,2018-10-31 20:34:28.000,2022-10-13 00:15:09.000000,2022-09-23 08:58:23,777,13.0,279.0,125.0,710.0,149.0,156.0,1309,"A toolkit to optimize ML models for deployment for Keras and TensorFlow, including quantization and pruning.",73.0,32,True,2022-07-20 20:42:08,0.7.3,18.0,tensorflow-model-optimization,,,,['tensorflow'],2169.0,2169.0,https://pypi.org/project/tensorflow-model-optimization,158528.0,158528.0,,,,,,,,2.0,,,,,,,,,,,,,,,
181,Graphviz,xflr6/graphviz,data-viz,,https://github.com/xflr6/graphviz,https://github.com/xflr6/graphviz,MIT,2014-01-12 17:49:29.000,2022-10-07 18:52:59.000000,2022-09-05 16:06:36,1177,8.0,182.0,30.0,39.0,6.0,134.0,1281,Simple Python interface for Graphviz.,19.0,32,True,,,13.0,graphviz,anaconda/python-graphviz,,,,35532.0,35532.0,https://pypi.org/project/graphviz,9295854.0,9296303.0,https://anaconda.org/anaconda/python-graphviz,2022-08-10 07:32:49.546,29642.0,,,,,2.0,,,,,,,,,,,,,,,
182,pmdarima,alkaline-ml/pmdarima,time-series-data,,https://github.com/alkaline-ml/pmdarima,https://github.com/alkaline-ml/pmdarima,MIT,2017-03-30 14:58:30.000,2022-09-23 12:22:02.000000,2022-09-23 12:16:00,1065,4.0,216.0,36.0,231.0,28.0,263.0,1254,"A statistical library designed to fill the void in Pythons time series analysis capabilities, including the equivalent..",22.0,32,True,2022-08-23 15:13:51,2.0.1,40.0,pmdarima,conda-forge/pmdarima,,,,2664.0,2664.0,https://pypi.org/project/pmdarima,1466361.0,1469618.0,https://anaconda.org/conda-forge/pmdarima,2022-08-24 07:06:35.765,78185.0,,,,,1.0,,,,,,,,,,,,,,,
183,cartopy,SciTools/cartopy,data-viz,,https://github.com/SciTools/cartopy,https://github.com/SciTools/cartopy,LGPL-3.0,2012-08-03 07:43:59.000,2022-10-06 19:21:25.000000,2022-10-06 19:21:25,2687,36.0,329.0,55.0,1001.0,280.0,812.0,1115,Cartopy - a cartographic python library with matplotlib support.,115.0,32,False,2022-09-10 00:49:38,0.21.0,22.0,cartopy,conda-forge/cartopy,,,,2687.0,2687.0,https://pypi.org/project/cartopy,118699.0,149175.0,https://anaconda.org/conda-forge/cartopy,2022-09-10 11:35:29.804,2407634.0,,,,,2.0,,,,,,,,,,,,,,,
184,igraph,igraph/python-igraph,graph,,https://github.com/igraph/python-igraph,https://github.com/igraph/python-igraph,GPL-2.0,2015-01-08 23:55:16.000,2022-10-12 06:03:15.000000,2022-10-12 06:03:15,2389,107.0,219.0,33.0,152.0,36.0,394.0,1020,Python interface for igraph.,67.0,32,False,2022-09-13 06:50:21,0.10.1,18.0,python-igraph,conda-forge/igraph,,,,932.0,932.0,https://pypi.org/project/python-igraph,292533.0,304231.0,https://anaconda.org/conda-forge/igraph,2022-09-23 07:28:09.866,333015.0,,,,,1.0,481081.0,,,,,,,,,,,,,,
185,Nilearn,nilearn/nilearn,medical-data,,https://github.com/nilearn/nilearn,https://github.com/nilearn/nilearn,,2011-01-09 19:02:23.000,2022-10-13 14:24:39.000000,2022-10-07 10:10:08,9671,32.0,461.0,76.0,1751.0,239.0,1391.0,894,Machine learning for NeuroImaging in Python.,194.0,32,False,2022-08-24 11:32:03,0.9.2,19.0,nilearn,conda-forge/nilearn,,,['sklearn'],1745.0,1745.0,https://pypi.org/project/nilearn,26154.0,28611.0,https://anaconda.org/conda-forge/nilearn,2022-08-24 15:52:48.090,188889.0,,,,,2.0,71.0,,,,,,,,,,,,,,
186,pyecharts,pyecharts/pyecharts,data-viz,,https://github.com/pyecharts/pyecharts,https://github.com/pyecharts/pyecharts,MIT,2017-06-22 02:50:25.000,2022-08-30 01:30:27.000000,2022-08-30 01:30:27,1525,2.0,2688.0,379.0,438.0,31.0,1591.0,12808,Python Echarts Plotting Library.,31.0,31,True,,,,pyecharts,,,https://github.com/pyecharts/pyecharts/blob/master/README.en.md,['jupyter'],2530.0,2530.0,https://pypi.org/project/pyecharts,54368.0,54368.0,,,,,,,,2.0,,,,,,,,,,,,,,,
187,InsightFace,deepinsight/insightface,image,,https://github.com/deepinsight/insightface,https://github.com/deepinsight/insightface,MIT,2017-09-01 00:36:51.000,2022-10-12 01:48:33.000000,2022-10-11 04:30:09,2102,35.0,3935.0,464.0,127.0,1126.0,886.0,12758,State-of-the-art 2D and 3D Face Analysis Project.,49.0,31,True,,,,insightface,,,,['mxnet'],197.0,197.0,https://pypi.org/project/insightface,24223.0,24223.0,,,,,,,,2.0,,,,,,,,,,,,,,,
188,Gradio,gradio-app/gradio,others,,https://github.com/gradio-app/gradio,https://github.com/gradio-app/gradio,Apache-2.0,2018-12-19 08:24:04.000,2022-10-13 08:33:20.000000,2022-10-13 03:53:05,4477,237.0,614.0,81.0,1035.0,237.0,1008.0,10031,"Wrap UIs around any model, share with anyone.",104.0,31,True,2022-10-13 07:17:35,3.0.1b121,42.0,gradio,,,,,,,https://pypi.org/project/gradio,838752.0,838752.0,,,,,,,,2.0,,,,,,,,,,,,,,,
189,Qlib,microsoft/qlib,financial-data,,https://github.com/microsoft/qlib,https://github.com/microsoft/qlib,MIT,2020-08-14 06:46:00.000,2022-10-13 09:32:31.000000,2022-10-12 08:44:28,1846,33.0,1714.0,244.0,684.0,178.0,454.0,9700,"Qlib is an AI-oriented quantitative investment platform, which aims to realize the potential, empower the research,..",107.0,31,True,2022-06-15 06:53:00,0.8.6,15.0,pyqlib,,,,['pytorch'],27.0,27.0,https://pypi.org/project/pyqlib,2057.0,2070.0,,,,,,,,1.0,333.0,,,,,,,,,,,,,,
190,Sonnet,deepmind/sonnet,ml-frameworks,,https://github.com/deepmind/sonnet,https://github.com/deepmind/sonnet,Apache-2.0,2017-04-03 11:34:35.000,2022-08-23 20:09:04.000000,2022-08-23 20:08:58,850,2.0,1247.0,426.0,71.0,27.0,155.0,9399,TensorFlow-based neural network library.,54.0,31,True,2020-03-27 10:36:19,2.0.0,13.0,dm-sonnet,conda-forge/sonnet,,,['tensorflow'],919.0,919.0,https://pypi.org/project/dm-sonnet,22333.0,22838.0,https://anaconda.org/conda-forge/sonnet,2020-11-14 18:13:23.843,17675.0,,,,,3.0,,,,,,,,,,,,,,,
191,TPOT,EpistasisLab/tpot,hyperopt,,https://github.com/EpistasisLab/tpot,https://github.com/EpistasisLab/tpot,LGPL-3.0,2015-11-03 21:08:40.000,2022-08-25 21:48:14.000000,2022-07-29 17:42:53,2390,2.0,1466.0,292.0,410.0,255.0,605.0,8771,A Python Automated Machine Learning tool that optimizes machine learning pipelines using genetic programming.,112.0,31,False,2021-01-06 15:19:33,0.11.7,27.0,tpot,conda-forge/tpot,,,['sklearn'],1661.0,1661.0,https://pypi.org/project/tpot,46452.0,48828.0,https://anaconda.org/conda-forge/tpot,2021-03-05 04:04:38.005,173450.0,,,,,2.0,,,,,,,,,,,,,,,
192,carla,carla-simulator/carla,others,,https://github.com/carla-simulator/carla,https://github.com/carla-simulator/carla,,2017-10-24 09:06:23.000,2022-10-13 13:36:06.000000,2021-11-19 11:13:47,5439,,2424.0,237.0,1225.0,679.0,3374.0,8343,Open-source simulator for autonomous driving research.,138.0,31,False,2021-11-16 19:51:12,0.9.13,24.0,carla,,,,,263.0,263.0,https://pypi.org/project/carla,19650.0,19650.0,,,,,,,,2.0,,,,,,,,,,,,,,,
193,Kornia,kornia/kornia,image,,https://github.com/kornia/kornia,https://github.com/kornia/kornia,Apache-2.0,2018-08-22 10:31:37.000,2022-10-13 09:23:22.000000,2022-10-13 09:19:46,2167,101.0,714.0,115.0,1216.0,168.0,462.0,7207,Open Source Differentiable Computer Vision Library.,190.0,31,True,2022-10-13 09:21:21,0.6.8,31.0,kornia,conda-forge/kornia,,,['pytorch'],,,https://pypi.org/project/kornia,1073969.0,1075390.0,https://anaconda.org/conda-forge/kornia,2022-08-30 23:48:21.640,40970.0,,,,,2.0,449.0,,,,,,,,,,,,,,
194,Pydub,jiaaro/pydub,audio,,https://github.com/jiaaro/pydub,https://github.com/jiaaro/pydub,MIT,2011-05-02 18:42:38.000,2022-10-09 17:00:55.000000,2022-10-09 17:00:55,744,1.0,850.0,126.0,194.0,232.0,261.0,6424,Manipulate audio with a simple and easy high level interface.,93.0,31,True,2021-03-10 02:10:41,0.25.1,31.0,pydub,conda-forge/pydub,,,,14564.0,14564.0,https://pypi.org/project/pydub,2049117.0,2049797.0,https://anaconda.org/conda-forge/pydub,2021-03-13 05:16:50.142,31307.0,,,,,2.0,,,,,,,,,,,,,,,
195,tensorpack,tensorpack/tensorpack,ml-frameworks,,https://github.com/tensorpack/tensorpack,https://github.com/tensorpack/tensorpack,Apache-2.0,2015-12-25 23:08:44.000,2022-05-04 12:19:58.000000,2022-05-04 12:19:51,2939,,1809.0,201.0,205.0,10.0,1340.0,6234,"A Neural Net Training Interface on TensorFlow, with focus on speed + flexibility.",58.0,31,True,2019-01-18 19:18:13,doc-v0.9.0.1,3.0,tensorpack,conda-forge/tensorpack,,,['tensorflow'],1097.0,1097.0,https://pypi.org/project/tensorpack,13422.0,13761.0,https://anaconda.org/conda-forge/tensorpack,2022-02-06 19:35:57.930,4050.0,,,,,3.0,143.0,,,,,,,,,,,,,,
196,Metaflow,Netflix/metaflow,ml-experiments,,https://github.com/Netflix/metaflow,https://github.com/Netflix/metaflow,Apache-2.0,2019-09-17 17:48:25.000,2022-10-13 02:57:02.000000,2022-10-13 02:57:01,567,41.0,518.0,238.0,732.0,189.0,241.0,6045,Build and manage real-life data science projects with ease!.,55.0,31,True,2022-09-26 19:38:59,2.7.12,61.0,metaflow,conda-forge/metaflow,,,,323.0,323.0,https://pypi.org/project/metaflow,54203.0,56436.0,https://anaconda.org/conda-forge/metaflow,2022-09-17 02:32:34.098,75934.0,,,,,2.0,,,,,,,,,,,,,,,
197,AutoGluon,awslabs/autogluon,hyperopt,,https://github.com/awslabs/autogluon,https://github.com/awslabs/autogluon,Apache-2.0,2019-07-29 18:51:24.000,2022-10-13 11:57:40.000000,2022-10-12 14:33:14,1154,132.0,637.0,92.0,1280.0,167.0,593.0,4905,"AutoGluon: AutoML for Image, Text, and Tabular Data.",90.0,31,True,2022-07-29 00:05:50,0.5.2,21.0,autogluon,,,,['mxnet'],171.0,171.0,https://pypi.org/project/autogluon,35810.0,35810.0,,,,,,,,2.0,,,,,,,,,,,,,,,
198,DEAP,deap/deap,distributed-ml,,https://github.com/DEAP/deap,https://github.com/DEAP/deap,LGPL-3.0,2014-05-21 20:07:39.000,2022-08-20 10:30:18.000000,2022-08-08 11:09:11,2218,18.0,988.0,197.0,199.0,207.0,263.0,4846,Distributed Evolutionary Algorithms in Python.,79.0,31,False,,,5.0,deap,conda-forge/deap,,,,2941.0,2941.0,https://pypi.org/project/deap,186165.0,188974.0,https://anaconda.org/conda-forge/deap,2022-08-08 17:58:14.179,213528.0,,,,,2.0,,,,,,,,,,,,,,,
199,VisualDL,PaddlePaddle/VisualDL,ml-experiments,,https://github.com/PaddlePaddle/VisualDL,https://github.com/PaddlePaddle/VisualDL,Apache-2.0,2017-12-20 12:34:31.000,2022-09-28 13:24:11.000000,2022-09-14 12:12:25,880,10.0,593.0,148.0,707.0,94.0,338.0,4450,Deep Learning Visualization Toolkit.,32.0,31,True,2022-09-16 02:07:11,2.4.1,14.0,visualdl,,,,['paddle'],1438.0,1438.0,https://pypi.org/project/visualdl,59067.0,59075.0,,,,,,,,2.0,230.0,,,,,,,,,,,,,,
200,River,online-ml/river,others,,https://github.com/online-ml/river,https://github.com/online-ml/river,BSD-3-Clause,2019-01-24 15:18:26.000,2022-10-13 09:06:53.000000,2022-10-13 09:02:14,3456,83.0,404.0,78.0,387.0,,381.0,3734,Online machine learning in Python.,84.0,31,True,2022-09-19 18:08:51,0.13.0,6.0,river,conda-forge/river,,,,170.0,170.0,https://pypi.org/project/river,10843.0,11681.0,https://anaconda.org/conda-forge/river,2022-10-04 17:42:01.005,15097.0,,,,,2.0,,,,,,,,,,,,,,,
201,gpustat,wookayin/gpustat,gpu-utilities,,https://github.com/wookayin/gpustat,https://github.com/wookayin/gpustat,MIT,2016-04-24 10:46:43.000,2022-10-11 21:06:30.582000,2022-10-10 20:49:33,195,15.0,228.0,43.0,45.0,18.0,74.0,3064,A simple command-line utility for querying and monitoring GPU status.,15.0,31,True,2022-09-04 23:51:40,1.0.0,9.0,gpustat,conda-forge/gpustat,,,,2264.0,2264.0,https://pypi.org/project/gpustat,800914.0,804272.0,https://anaconda.org/conda-forge/gpustat,2022-10-11 21:06:30.582,144397.0,,,,,1.0,,,,,,,,,,,,,,,
202,implicit,benfred/implicit,recommender-systems,,https://github.com/benfred/implicit,https://github.com/benfred/implicit,MIT,2016-04-17 03:45:23.000,2022-10-04 13:10:17.000000,2022-09-27 14:46:04,398,10.0,541.0,81.0,191.0,72.0,360.0,2967,Fast Python Collaborative Filtering for Implicit Feedback Datasets.,32.0,31,True,2022-08-31 20:59:40,0.6.1,14.0,implicit,conda-forge/implicit,,,,679.0,679.0,https://pypi.org/project/implicit,156292.0,163459.0,https://anaconda.org/conda-forge/implicit,2022-01-29 16:35:56.077,407538.0,,,,,1.0,165.0,,,,,,,,,,,,,,
203,Core ML Tools,apple/coremltools,model-serialisation,,https://github.com/apple/coremltools,https://github.com/apple/coremltools,BSD-3-Clause,2017-06-30 07:39:02.000,2022-10-13 12:55:28.000000,2022-10-13 03:38:38,977,29.0,433.0,109.0,630.0,219.0,785.0,2898,"Core ML tools contain supporting tools for Core ML model conversion, editing, and validation.",136.0,31,True,2022-09-19 18:13:45,6.0,29.0,coremltools,conda-forge/coremltools,,,,1067.0,1067.0,https://pypi.org/project/coremltools,108903.0,110558.0,https://anaconda.org/conda-forge/coremltools,2021-10-15 05:58:32.248,37983.0,,,,,1.0,4507.0,,,,,,,,,,,,,,
204,aim,aimhubio/aim,ml-experiments,,https://github.com/aimhubio/aim,https://github.com/aimhubio/aim,Apache-2.0,2019-05-31 18:25:07.000,2022-10-13 12:54:02.000000,2022-10-11 21:08:57,1901,170.0,168.0,34.0,1561.0,162.0,531.0,2797,Aim easy-to-use and performant open-source ML experiment tracker.,44.0,31,True,2022-10-07 17:08:00,3.14.1,40.0,aim,conda-forge/aim,,,,113.0,113.0,https://pypi.org/project/aim,30991.0,32150.0,https://anaconda.org/conda-forge/aim,2021-10-15 14:36:27.336,17395.0,,,,,2.0,,,,,,,,,,,,,,,
205,mrjob,Yelp/mrjob,data-pipelines,,https://github.com/Yelp/mrjob,https://github.com/Yelp/mrjob,Apache-2.0,2010-10-13 18:35:21.000,2022-10-04 01:18:49.000000,2020-11-16 22:20:52,8622,,578.0,111.0,921.0,205.0,1093.0,2587,Run MapReduce jobs on Hadoop or Amazon Web Services.,142.0,31,False,,,13.0,mrjob,conda-forge/mrjob,,,,1103.0,1103.0,https://pypi.org/project/mrjob,55487.0,62289.0,https://anaconda.org/conda-forge/mrjob,2022-02-06 18:33:13.189,496558.0,,,,,2.0,,,,,,,,,,,,,,,
206,STUMPY,TDAmeritrade/stumpy,time-series-data,,https://github.com/TDAmeritrade/stumpy,https://github.com/TDAmeritrade/stumpy,BSD-3-Clause,2019-05-03 19:23:44.000,2022-10-11 08:22:58.000000,2022-10-04 16:27:36,1124,14.0,232.0,50.0,145.0,42.0,303.0,2384,STUMPY is a powerful and scalable Python library for modern time series analysis.,31.0,31,True,2022-03-31 21:21:50,1.11.1,25.0,stumpy,conda-forge/stumpy,,,,272.0,272.0,https://pypi.org/project/stumpy,262881.0,264452.0,https://anaconda.org/conda-forge/stumpy,2022-03-31 21:30:16.208,64449.0,,,,,2.0,,,,,,,,,,,,,,,
207,TF-Agents,tensorflow/agents,reinforcement-learning,,https://github.com/tensorflow/agents,https://github.com/tensorflow/agents,Apache-2.0,2018-11-17 00:29:12.000,2022-10-10 15:48:51.000000,2022-10-07 16:56:06,2151,55.0,623.0,80.0,187.0,134.0,439.0,2362,"TF-Agents: A reliable, scalable and easy to use TensorFlow library for Contextual Bandits and Reinforcement Learning.",131.0,31,True,,,,tf-agents,,,,['tensorflow'],917.0,917.0,https://pypi.org/project/tf-agents,414708.0,414708.0,,,,,,,,1.0,,,,,,,,,,,,,,,
208,HoloViews,holoviz/holoviews,data-viz,,https://github.com/holoviz/holoviews,https://github.com/holoviz/holoviews,BSD-3-Clause,2014-05-07 16:59:22.000,2022-10-11 07:54:26.000000,2022-10-07 16:11:08,10387,35.0,352.0,60.0,2574.0,918.0,1959.0,2294,"With Holoviews, your data visualizes itself.",126.0,31,True,2022-10-07 15:56:12,1.15.1,67.0,holoviews,conda-forge/holoviews,,,['jupyter'],,,https://pypi.org/project/holoviews,461764.0,474585.0,https://anaconda.org/conda-forge/holoviews,2022-10-04 21:30:26.322,916570.0,,,,,2.0,,@pyviz/jupyterlab_pyviz,https://www.npmjs.com/package/@pyviz/jupyterlab_pyviz,918.0,,,,,,,,,,,
209,hdbscan,scikit-learn-contrib/hdbscan,others,,https://github.com/scikit-learn-contrib/hdbscan,https://github.com/scikit-learn-contrib/hdbscan,BSD-3-Clause,2015-04-22 13:32:37.000,2022-09-23 08:56:59.000000,2022-09-16 14:29:19,959,10.0,395.0,56.0,122.0,290.0,159.0,2273,A high performance implementation of HDBSCAN clustering.,80.0,31,True,2022-02-08 17:15:41,0.8.28.wheels,40.0,hdbscan,conda-forge/hdbscan,,,['sklearn'],1585.0,1585.0,https://pypi.org/project/hdbscan,449391.0,466217.0,https://anaconda.org/conda-forge/hdbscan,2022-02-11 21:21:32.499,1262001.0,,,,,2.0,,,,,,,,,,,,,,,
210,Haiku,deepmind/dm-haiku,ml-frameworks,,https://github.com/deepmind/dm-haiku,https://github.com/deepmind/dm-haiku,Apache-2.0,2020-02-18 07:14:02.000,2022-10-12 13:02:54.000000,2022-10-07 08:46:38,810,45.0,177.0,37.0,346.0,54.0,140.0,2194,JAX-based neural network library.,64.0,31,True,2022-09-21 14:10:45,0.0.8,10.0,dm-haiku,conda-forge/dm-haiku,,,,587.0,587.0,https://pypi.org/project/dm-haiku,116523.0,116828.0,https://anaconda.org/conda-forge/dm-haiku,2022-09-21 19:38:58.042,6101.0,,,,,3.0,,,,,,,,,,,,,,,
211,torchaudio,pytorch/audio,audio,,https://github.com/pytorch/audio,https://github.com/pytorch/audio,BSD-2-Clause,2017-05-05 00:38:05.000,2022-10-13 14:35:21.000000,2022-10-13 07:47:47,1687,150.0,457.0,68.0,2101.0,146.0,515.0,1859,"Data manipulation and transformation for audio signal processing, powered by PyTorch.",179.0,31,True,2022-08-05 21:15:34,0.12.1,20.0,torchaudio,,,,['pytorch'],,,https://pypi.org/project/torchaudio,728313.0,728313.0,,,,,,,,2.0,,,,,,,,,,,,,,,
212,TFX,tensorflow/tfx,data-pipelines,,https://github.com/tensorflow/tfx,https://github.com/tensorflow/tfx,Apache-2.0,2019-02-04 17:14:36.000,2022-10-13 13:27:11.000000,2022-10-13 13:25:40,4565,210.0,596.0,87.0,4564.0,171.0,615.0,1845,TFX is an end-to-end platform for deploying production ML pipelines.,151.0,31,True,2022-09-30 16:57:21,1.10.0,83.0,tfx,,,,['tensorflow'],,,https://pypi.org/project/tfx,394748.0,394748.0,,,,,,,,2.0,,,,,,,,,,,,,,,
213,Pythran,serge-sans-paille/pythran,others,,https://github.com/serge-sans-paille/pythran,https://github.com/serge-sans-paille/pythran,BSD-3-Clause,2012-05-29 08:02:14.000,2022-09-28 20:05:27.000000,2022-09-28 20:05:27,3561,15.0,174.0,53.0,1263.0,109.0,655.0,1810,Ahead of Time compiler for numeric kernels.,66.0,31,True,,,25.0,pythran,conda-forge/pythran,,,,273.0,273.0,https://pypi.org/project/pythran,514015.0,519248.0,https://anaconda.org/conda-forge/pythran,2022-09-28 14:31:01.815,277365.0,,,,,2.0,,,,,,,,,,,,,,pythran,python-pythran
214,GPflow,GPflow/GPflow,probabilistics,,https://github.com/GPflow/GPflow,https://github.com/GPflow/GPflow,Apache-2.0,2016-01-14 11:29:24.000,2022-10-13 10:23:29.000000,2022-10-13 08:09:01,2405,27.0,413.0,75.0,1195.0,109.0,666.0,1668,Gaussian processes in TensorFlow.,78.0,31,True,2022-10-13 09:20:05,2.6.3,41.0,gpflow,conda-forge/gpflow,,,['tensorflow'],407.0,407.0,https://pypi.org/project/gpflow,29621.0,29925.0,https://anaconda.org/conda-forge/gpflow,2022-05-24 14:05:38.796,16159.0,,,,,2.0,,,,,,,,,,,,,,,
215,pyLDAvis,bmabey/pyLDAvis,interpretability,,https://github.com/bmabey/pyLDAvis,https://github.com/bmabey/pyLDAvis,BSD-3-Clause,2015-04-09 22:48:03.000,2022-09-30 20:19:46.000000,2021-03-24 13:03:31,240,,328.0,57.0,67.0,86.0,78.0,1646,Python library for interactive topic model visualization. Port of the R LDAvis package.,32.0,31,False,2021-03-24 13:05:21,3.3.1,5.0,pyldavis,conda-forge/pyldavis,,,['jupyter'],4026.0,4026.0,https://pypi.org/project/pyldavis,832124.0,833085.0,https://anaconda.org/conda-forge/pyldavis,2021-03-24 15:17:07.309,49990.0,,,,,1.0,,,,,,,,,,,,,,,
