,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,labels,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,docs_url,npm_id,npm_url,npm_monthly_downloads,dockerhub_id,helm_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,trending,updated_github_id,brew_id,apt_id,yum_id,snap_id,maven_id,maven_url,dnf_id,yay_id
178,aim,aimhubio/aim,ml-experiments,,https://github.com/aimhubio/aim,https://github.com/aimhubio/aim,Apache-2.0,2019-05-31 18:25:07.000,2022-09-08 14:42:57.000000,2022-09-07 12:34:41,1853.0,194.0,163.0,34.0,1487.0,145.0,500.0,2737.0,Aim easy-to-use and performant open-source ML experiment tracker.,43.0,32,True,2022-09-01 20:08:48,3.13.1,35.0,aim,conda-forge/aim,,,28415.0,103.0,103.0,https://pypi.org/project/aim,27242.0,https://anaconda.org/conda-forge/aim,2021-10-15 14:36:27.336,16425.0,2.0,,,,,,,,,,,,,,,,,,,,
179,scikit-optimize,scikit-optimize/scikit-optimize,hyperopt,,https://github.com/scikit-optimize/scikit-optimize,https://github.com/scikit-optimize/scikit-optimize,BSD-3-Clause,2016-03-20 21:10:54.000,2022-08-30 17:01:38.000000,2021-10-12 13:32:38,1570.0,,426.0,65.0,515.0,215.0,387.0,2382.0,Sequential model-based optimization with a `scipy.optimize` interface.,76.0,32,True,2021-10-12 15:33:19,0.9.0,23.0,scikit-optimize,conda-forge/scikit-optimize,,,760688.0,3104.0,3104.0,https://pypi.org/project/scikit-optimize,751379.0,https://anaconda.org/conda-forge/scikit-optimize,2021-12-15 05:01:56.230,577173.0,2.0,,,,,,,,,,,,,,,,,,,,
180,FiftyOne,voxel51/fiftyone,data-viz,,https://github.com/voxel51/fiftyone,https://github.com/voxel51/fiftyone,Apache-2.0,2020-04-22 13:43:28.000,2022-09-08 14:22:25.000000,2022-09-08 14:22:24,13771.0,304.0,221.0,26.0,1165.0,286.0,617.0,1865.0,"Visualize, create, and debug image and video datasets and model predictions.",47.0,32,True,2022-08-25 22:22:49,desktop-v0.22.2,48.0,fiftyone,,"['tensorflow', 'pytorch', 'jupyter']",,16578.0,164.0,164.0,https://pypi.org/project/fiftyone,16578.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
181,TF Model Optimization,tensorflow/model-optimization,tensorflow-utils,,https://github.com/tensorflow/model-optimization,https://github.com/tensorflow/model-optimization,Apache-2.0,2018-10-31 20:34:28.000,2022-08-29 14:26:31.000000,2022-08-29 14:26:26,773.0,22.0,278.0,126.0,705.0,149.0,156.0,1287.0,"A toolkit to optimize ML models for deployment for Keras and TensorFlow, including quantization and pruning.",71.0,32,True,2022-07-20 20:42:08,0.7.3,18.0,tensorflow-model-optimization,,['tensorflow'],,186028.0,2088.0,2088.0,https://pypi.org/project/tensorflow-model-optimization,186028.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
182,pmdarima,alkaline-ml/pmdarima,time-series-data,,https://github.com/alkaline-ml/pmdarima,https://github.com/alkaline-ml/pmdarima,MIT,2017-03-30 14:58:30.000,2022-08-24 07:06:35.765000,2022-08-23 11:55:51,1063.0,3.0,213.0,35.0,230.0,27.0,259.0,1246.0,"A statistical library designed to fill the void in Pythons time series analysis capabilities, including the equivalent..",21.0,32,True,2022-08-23 15:13:51,2.0.1,40.0,pmdarima,conda-forge/pmdarima,,,1410419.0,2532.0,2532.0,https://pypi.org/project/pmdarima,1407817.0,https://anaconda.org/conda-forge/pmdarima,2022-08-24 07:06:35.765,59854.0,1.0,,,,,,,,,,,,,,,,,,,,
183,igraph,igraph/python-igraph,graph,,https://github.com/igraph/python-igraph,https://github.com/igraph/python-igraph,GPL-2.0,2015-01-08 23:55:16.000,2022-09-08 09:46:13.000000,2022-09-07 08:53:54,2317.0,55.0,218.0,34.0,140.0,41.0,376.0,1006.0,Python interface for igraph.,65.0,32,False,2022-09-06 06:31:25,0.10.0,17.0,python-igraph,conda-forge/igraph,,462841.0,257080.0,872.0,872.0,https://pypi.org/project/python-igraph,245671.0,https://anaconda.org/conda-forge/igraph,2022-09-03 11:17:28.242,319798.0,1.0,,,,,,,,,,,,,,,,,,,,
184,adapter-transformers,Adapter-Hub/adapter-transformers,others,,https://github.com/adapter-hub/adapter-transformers,https://github.com/adapter-hub/adapter-transformers,Apache-2.0,2020-04-21 16:21:43.000,2022-09-07 10:21:44.000000,2022-09-06 07:43:53,10944.0,345.0,168.0,15.0,198.0,51.0,167.0,989.0,Huggingface Transformers + Adapters =.,1426.0,32,True,2022-05-18 08:48:09,adapters3.0.1,11.0,adapter-transformers,,['huggingface'],,40306.0,85.0,85.0,https://pypi.org/project/adapter-transformers,40306.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
185,PyFlink,apache/flink,ml-frameworks,,https://github.com/apache/flink,https://github.com/apache/flink,Apache-2.0,2014-06-07 07:00:10.000,2022-09-08 13:55:25.000000,2022-09-08 12:56:15,31806.0,814.0,10920.0,940.0,20778.0,,,19698.0,Apache Flink Python API.,1619.0,31,True,,,,apache-flink,,,,51078.0,,,https://pypi.org/project/apache-flink,51078.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
186,pyecharts,pyecharts/pyecharts,data-viz,,https://github.com/pyecharts/pyecharts,https://github.com/pyecharts/pyecharts,MIT,2017-06-22 02:50:25.000,2022-08-30 01:30:27.000000,2022-08-30 01:30:27,1525.0,2.0,2681.0,379.0,438.0,21.0,1591.0,12702.0,Python Echarts Plotting Library.,31.0,31,True,,,,pyecharts,,['jupyter'],,44676.0,2468.0,2468.0,https://pypi.org/project/pyecharts,44676.0,,,,2.0,https://github.com/pyecharts/pyecharts/blob/master/README.en.md,,,,,,,,,,,,,,,,,,,
187,Sonnet,deepmind/sonnet,ml-frameworks,,https://github.com/deepmind/sonnet,https://github.com/deepmind/sonnet,Apache-2.0,2017-04-03 11:34:35.000,2022-08-23 20:09:04.000000,2022-08-23 20:08:58,850.0,2.0,1243.0,429.0,71.0,27.0,154.0,9365.0,TensorFlow-based neural network library.,54.0,31,True,2020-03-27 10:36:19,2.0.0,13.0,dm-sonnet,conda-forge/sonnet,['tensorflow'],,21998.0,902.0,902.0,https://pypi.org/project/dm-sonnet,21508.0,https://anaconda.org/conda-forge/sonnet,2020-11-14 18:13:23.843,16661.0,3.0,,,,,,,,,,,,,,,,,,,,
188,carla,carla-simulator/carla,others,,https://github.com/carla-simulator/carla,https://github.com/carla-simulator/carla,,2017-10-24 09:06:23.000,2022-09-08 11:14:45.000000,2021-11-19 11:13:47,5439.0,,2377.0,238.0,1210.0,656.0,3349.0,8204.0,Open-source simulator for autonomous driving research.,138.0,31,False,2021-11-16 19:51:12,0.9.13,24.0,carla,,,,24601.0,242.0,242.0,https://pypi.org/project/carla,24601.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
189,tensorpack,tensorpack/tensorpack,ml-frameworks,,https://github.com/tensorpack/tensorpack,https://github.com/tensorpack/tensorpack,Apache-2.0,2015-12-25 23:08:44.000,2022-05-04 12:19:58.000000,2022-05-04 12:19:51,2939.0,,1803.0,201.0,205.0,9.0,1339.0,6232.0,"A Neural Net Training Interface on TensorFlow, with focus on speed + flexibility.",58.0,31,True,2019-01-18 19:18:13,doc-v0.9.0.1,3.0,tensorpack,conda-forge/tensorpack,['tensorflow'],142.0,19729.0,1088.0,1088.0,https://pypi.org/project/tensorpack,19433.0,https://anaconda.org/conda-forge/tensorpack,2022-02-06 19:35:57.930,3243.0,3.0,,,,,,,,,,,,,,,,,,,,
190,Tokenizers,huggingface/tokenizers,nlp,,https://github.com/huggingface/tokenizers,https://github.com/huggingface/tokenizers,Apache-2.0,2019-11-01 17:52:20.000,2022-08-31 18:58:30.000000,2022-08-25 12:50:06,1591.0,10.0,484.0,100.0,403.0,195.0,458.0,5852.0,Fast State-of-the-Art Tokenizers optimized for Research and Production.,59.0,31,True,2022-03-31 13:07:30,node-v0.12.0,58.0,tokenizers,conda-forge/tokenizers,,,6440417.0,51.0,51.0,https://pypi.org/project/tokenizers,6426686.0,https://anaconda.org/conda-forge/tokenizers,2022-05-21 19:32:48.700,357025.0,2.0,,,,,,,,,,,,,,,,,,,,
191,OpenNMT,OpenNMT/OpenNMT-py,nlp,,https://github.com/OpenNMT/OpenNMT-py,https://github.com/OpenNMT/OpenNMT-py,MIT,2017-02-22 19:01:50.000,2022-09-08 13:50:29.000000,2022-09-08 08:30:44,2595.0,6.0,1983.0,167.0,872.0,86.0,1234.0,5694.0,Open Source Neural Machine Translation in PyTorch.,176.0,31,True,2021-09-14 08:48:31,2.2.0,32.0,OpenNMT-py,,['pytorch'],,4622.0,150.0,150.0,https://pypi.org/project/OpenNMT-py,4622.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
192,DEAP,deap/deap,distributed-ml,,https://github.com/DEAP/deap,https://github.com/DEAP/deap,LGPL-3.0,2014-05-21 20:07:39.000,2022-08-20 10:30:18.000000,2022-08-08 11:09:11,2218.0,20.0,982.0,197.0,199.0,204.0,263.0,4809.0,Distributed Evolutionary Algorithms in Python.,79.0,31,False,,,5.0,deap,conda-forge/deap,,,170946.0,2867.0,2867.0,https://pypi.org/project/deap,168225.0,https://anaconda.org/conda-forge/deap,2022-08-08 17:58:14.179,204125.0,2.0,,,,,,,,,,,,,,,,,,,,
193,PML,KevinMusgrave/pytorch-metric-learning,pytorch-utils,,https://github.com/KevinMusgrave/pytorch-metric-learning,https://github.com/KevinMusgrave/pytorch-metric-learning,MIT,2019-10-23 17:20:35.000,2022-09-08 13:57:17.000000,2022-09-08 13:57:17,984.0,42.0,562.0,68.0,91.0,50.0,328.0,4712.0,"The easiest way to use deep metric learning in your application. Modular, flexible, and extensible. Written in PyTorch.",29.0,31,True,2022-09-03 19:54:29,1.6.0,51.0,pytorch-metric-learning,metric-learning/pytorch-metric-learning,['pytorch'],,83654.0,335.0,335.0,https://pypi.org/project/pytorch-metric-learning,83399.0,https://anaconda.org/metric-learning/pytorch-metric-learning,2022-09-03 20:08:27.267,8172.0,1.0,,,,,,,,,,,,,,,,,,,,
194,NeMo,NVIDIA/NeMo,nlp,,https://github.com/NVIDIA/NeMo,https://github.com/NVIDIA/NeMo,Apache-2.0,2019-08-05 20:16:42.000,2022-09-08 14:07:55.000000,2022-09-08 00:19:57,4635.0,173.0,1102.0,132.0,3327.0,51.0,1191.0,4688.0,NeMo: a toolkit for conversational AI.,174.0,31,True,2022-07-01 22:14:42,1.10.0,32.0,nemo-toolkit,,['pytorch'],17243.0,17238.0,,,https://pypi.org/project/nemo-toolkit,16760.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
195,sacred,IDSIA/sacred,ml-experiments,,https://github.com/IDSIA/sacred,https://github.com/IDSIA/sacred,MIT,2014-03-31 18:05:29.000,2022-09-06 19:34:51.000000,2022-09-06 05:13:30,1323.0,5.0,346.0,73.0,347.0,89.0,451.0,3896.0,"Sacred is a tool to help you configure, organize, log and reproduce experiments developed at IDSIA.",100.0,31,True,2022-03-28 13:51:55,0.8.3,11.0,sacred,conda-forge/sacred,,,64637.0,1552.0,1552.0,https://pypi.org/project/sacred,64506.0,https://anaconda.org/conda-forge/sacred,2021-11-14 09:49:23.948,1318.0,2.0,,,,,,,,,,,,,,,,,,,,
196,River,online-ml/river,others,,https://github.com/online-ml/river,https://github.com/online-ml/river,BSD-3-Clause,2019-01-24 15:18:26.000,2022-09-06 11:18:39.000000,2022-09-02 20:38:55,3429.0,81.0,391.0,74.0,360.0,5.0,370.0,3602.0,Online machine learning in Python.,81.0,31,True,2022-09-02 20:37:47,0.12.1,5.0,river,conda-forge/river,,,10499.0,161.0,161.0,https://pypi.org/project/river,9757.0,https://anaconda.org/conda-forge/river,2021-12-09 16:10:41.029,12620.0,2.0,,,,,,,,,,,,,,,,,,,,
197,nlpaug,makcedward/nlpaug,nlp,,https://github.com/makcedward/nlpaug,https://github.com/makcedward/nlpaug,MIT,2019-03-21 03:00:17.000,2022-07-07 14:36:25.115000,2022-07-07 05:16:43,738.0,15.0,393.0,38.0,120.0,38.0,152.0,3500.0,Data augmentation for NLP.,33.0,31,True,2022-07-07 05:24:14,1.1.11,25.0,nlpaug,conda-forge/nlpaug,,,98848.0,405.0,405.0,https://pypi.org/project/nlpaug,98557.0,https://anaconda.org/conda-forge/nlpaug,2022-07-07 14:36:25.115,4379.0,2.0,,,,,,,,,,,,,,,,,,,,
198,gpustat,wookayin/gpustat,gpu-utilities,,https://github.com/wookayin/gpustat,https://github.com/wookayin/gpustat,MIT,2016-04-24 10:46:43.000,2022-09-04 23:50:08.000000,2022-09-04 23:46:55,189.0,15.0,225.0,43.0,44.0,15.0,72.0,3009.0,A simple command-line utility for querying and monitoring GPU status.,14.0,31,True,2022-09-04 23:51:40,1.0.0,9.0,gpustat,conda-forge/gpustat,,,718791.0,2175.0,2175.0,https://pypi.org/project/gpustat,715398.0,https://anaconda.org/conda-forge/gpustat,2020-11-24 19:59:04.772,142541.0,1.0,,,,,,,,,,,,,,,,,,,,
199,TextDistance,life4/textdistance,nlp,,https://github.com/life4/textdistance,https://github.com/life4/textdistance,MIT,2017-05-05 08:46:10.000,2022-09-08 09:23:51.000000,2022-09-08 09:23:47,368.0,43.0,231.0,58.0,45.0,,,2942.0,"Compute distance between sequences. 30+ algorithms, pure python implementation, common interface, optional external..",12.0,31,True,2022-08-21 07:00:39,4.4.0,10.0,textdistance,conda-forge/textdistance,,836.0,633938.0,2711.0,2711.0,https://pypi.org/project/textdistance,630233.0,https://anaconda.org/conda-forge/textdistance,2022-08-21 20:28:18.519,191896.0,2.0,,,,,,,,,,,,,,,,,,,,
200,implicit,benfred/implicit,recommender-systems,,https://github.com/benfred/implicit,https://github.com/benfred/implicit,MIT,2016-04-17 03:45:23.000,2022-08-31 21:02:31.000000,2022-08-31 20:28:05,397.0,10.0,535.0,82.0,188.0,69.0,355.0,2938.0,Fast Python Collaborative Filtering for Implicit Feedback Datasets.,32.0,31,True,2022-08-31 20:59:40,0.6.1,14.0,implicit,conda-forge/implicit,,98.0,160016.0,655.0,655.0,https://pypi.org/project/implicit,152984.0,https://anaconda.org/conda-forge/implicit,2022-01-29 16:35:56.077,393120.0,1.0,,,,,,,,,,,,,,,,,,,,
201,mrjob,Yelp/mrjob,data-pipelines,,https://github.com/Yelp/mrjob,https://github.com/Yelp/mrjob,Apache-2.0,2010-10-13 18:35:21.000,2022-07-14 07:58:49.000000,2020-11-16 22:20:52,8622.0,,575.0,111.0,920.0,205.0,1093.0,2582.0,Run MapReduce jobs on Hadoop or Amazon Web Services.,142.0,31,False,,,13.0,mrjob,conda-forge/mrjob,,,78884.0,1077.0,1077.0,https://pypi.org/project/mrjob,72068.0,https://anaconda.org/conda-forge/mrjob,2022-02-06 18:33:13.189,490765.0,2.0,,,,,,,,,,,,,,,,,,,,
202,filterpy,rlabbe/filterpy,probabilistics,,https://github.com/rlabbe/filterpy,https://github.com/rlabbe/filterpy,MIT,2014-07-15 02:15:19.000,2022-08-22 18:21:14.000000,2022-08-22 18:21:12,586.0,14.0,517.0,73.0,71.0,49.0,157.0,2398.0,"Python Kalman filtering and optimal estimation library. Implements Kalman filter, particle filter, Extended Kalman..",43.0,31,True,,,5.0,filterpy,conda-forge/filterpy,,,873132.0,1603.0,1603.0,https://pypi.org/project/filterpy,870916.0,https://anaconda.org/conda-forge/filterpy,2020-05-05 21:13:59.073,139627.0,2.0,,,,,,,,,,,,,,,,,,,,
203,STUMPY,TDAmeritrade/stumpy,time-series-data,,https://github.com/TDAmeritrade/stumpy,https://github.com/TDAmeritrade/stumpy,BSD-3-Clause,2019-05-03 19:23:44.000,2022-09-07 22:11:05.000000,2022-09-01 17:37:05,1120.0,16.0,230.0,49.0,140.0,39.0,299.0,2368.0,STUMPY is a powerful and scalable Python library for modern time series analysis.,31.0,31,True,2022-03-31 21:21:50,1.11.1,25.0,stumpy,conda-forge/stumpy,,,165745.0,260.0,260.0,https://pypi.org/project/stumpy,164511.0,https://anaconda.org/conda-forge/stumpy,2022-03-31 21:30:16.208,49363.0,2.0,,,,,,,,,,,,,,,,,,,,
204,pgmpy,pgmpy/pgmpy,probabilistics,,https://github.com/pgmpy/pgmpy,https://github.com/pgmpy/pgmpy,MIT,2013-09-20 08:18:58.000,2022-08-22 07:37:19.000000,2022-08-22 07:37:19,2839.0,21.0,635.0,78.0,785.0,190.0,582.0,2153.0,"Python Library for learning (Structure and Parameter), inference (Probabilistic and Causal), and simulations in..",110.0,31,True,2022-06-30 09:29:19,0.1.19,9.0,pgmpy,,,161.0,51012.0,403.0,403.0,https://pypi.org/project/pgmpy,51007.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
205,Haiku,deepmind/dm-haiku,ml-frameworks,,https://github.com/deepmind/dm-haiku,https://github.com/deepmind/dm-haiku,Apache-2.0,2020-02-18 07:14:02.000,2022-09-04 16:23:55.000000,2022-09-04 16:23:51,801.0,46.0,170.0,37.0,334.0,50.0,135.0,2147.0,JAX-based neural network library.,64.0,31,True,2022-07-04 18:49:07,0.0.7,9.0,dm-haiku,conda-forge/dm-haiku,,,121186.0,556.0,556.0,https://pypi.org/project/dm-haiku,120915.0,https://anaconda.org/conda-forge/dm-haiku,2022-07-04 19:09:56.818,5160.0,3.0,,,,,,,,,,,,,,,,,,,,
206,FairScale,facebookresearch/fairscale,distributed-ml,,https://github.com/facebookresearch/fairscale,https://github.com/facebookresearch/fairscale,BSD-3-Clause,2020-07-07 19:02:01.000,2022-09-07 18:38:23.000000,2022-09-07 18:38:22,667.0,42.0,184.0,37.0,746.0,67.0,251.0,1860.0,PyTorch extensions for high performance and large scale training.,63.0,31,True,2022-09-07 02:51:59,0.4.9,31.0,fairscale,conda-forge/fairscale,['pytorch'],,233875.0,523.0,523.0,https://pypi.org/project/fairscale,229015.0,https://anaconda.org/conda-forge/fairscale,2022-06-20 14:14:00.361,48602.0,2.0,,,,,,,,,,,,,,,,,,,,
207,torchaudio,pytorch/audio,audio,,https://github.com/pytorch/audio,https://github.com/pytorch/audio,BSD-2-Clause,2017-05-05 00:38:05.000,2022-09-08 12:37:16.000000,2022-09-07 01:34:37,1620.0,125.0,449.0,68.0,2012.0,134.0,510.0,1828.0,"Data manipulation and transformation for audio signal processing, powered by PyTorch.",173.0,31,True,2022-08-05 21:15:34,0.12.1,20.0,torchaudio,,['pytorch'],,682605.0,,,https://pypi.org/project/torchaudio,682605.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
208,GPflow,GPflow/GPflow,probabilistics,,https://github.com/GPflow/GPflow,https://github.com/GPflow/GPflow,Apache-2.0,2016-01-14 11:29:24.000,2022-09-08 13:47:47.000000,2022-09-08 12:07:04,2390.0,31.0,412.0,76.0,1171.0,118.0,659.0,1657.0,Gaussian processes in TensorFlow.,78.0,31,True,2022-05-10 10:29:01,2.5.2,37.0,gpflow,conda-forge/gpflow,['tensorflow'],,22593.0,397.0,397.0,https://pypi.org/project/gpflow,22304.0,https://anaconda.org/conda-forge/gpflow,2022-05-24 14:05:38.796,15051.0,2.0,,,,,,,,,,,,,,,,,,,,
209,ogb,snap-stanford/ogb,graph,,https://github.com/snap-stanford/ogb,https://github.com/snap-stanford/ogb,MIT,2019-11-22 22:13:57.000,2022-08-30 13:16:16.000000,2022-08-30 13:16:13,627.0,42.0,314.0,40.0,39.0,1.0,228.0,1438.0,"Benchmark datasets, data loaders, and evaluators for graph machine learning.",23.0,31,True,2022-08-20 11:06:28,1.3.4,14.0,ogb,conda-forge/ogb,,,69312.0,397.0,397.0,https://pypi.org/project/ogb,68828.0,https://anaconda.org/conda-forge/ogb,2022-08-22 12:34:55.006,11620.0,2.0,,,,,,,,,,,,,,,,,,,,
210,cartopy,SciTools/cartopy,data-viz,,https://github.com/SciTools/cartopy,https://github.com/SciTools/cartopy,LGPL-3.0,2012-08-03 07:43:59.000,2022-09-07 23:02:05.000000,2022-09-07 23:02:04,2643.0,32.0,323.0,57.0,997.0,289.0,791.0,1093.0,Cartopy - a cartographic python library with matplotlib support.,115.0,31,False,2022-06-29 03:06:31,0.20.3,21.0,cartopy,conda-forge/cartopy,,,157417.0,2610.0,2610.0,https://pypi.org/project/cartopy,127606.0,https://anaconda.org/conda-forge/cartopy,2022-08-25 20:18:53.716,2325318.0,2.0,,,,,,,,,,,,,,,,,,,,
211,TensorFlow Text,tensorflow/text,nlp,,https://github.com/tensorflow/text,https://github.com/tensorflow/text,Apache-2.0,2019-05-29 22:10:03.000,2022-09-08 13:10:45.000000,2022-09-02 21:35:29,726.0,25.0,229.0,38.0,825.0,33.0,144.0,982.0,Making text a first-class citizen in TensorFlow.,92.0,31,True,2022-09-08 08:15:31,2.10.0,42.0,tensorflow-text,,['tensorflow'],,2002494.0,2213.0,2213.0,https://pypi.org/project/tensorflow-text,2002494.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
212,tensorflow-upstream,ROCmSoftwarePlatform/tensorflow-upstream,ml-frameworks,,https://github.com/ROCmSoftwarePlatform/tensorflow-upstream,https://github.com/ROCmSoftwarePlatform/tensorflow-upstream,Apache-2.0,2018-04-09 21:24:50.000,2022-09-08 14:22:43.000000,2022-09-07 15:28:07,137948.0,3593.0,71.0,48.0,1483.0,55.0,272.0,606.0,TensorFlow ROCm port.,4130.0,31,True,2019-10-11 17:16:09,2.0.0-rocm,2.0,tensorflow-rocm,,['tensorflow'],20.0,10149.0,,,https://pypi.org/project/tensorflow-rocm,10149.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
213,InsightFace,deepinsight/insightface,image,,https://github.com/deepinsight/insightface,https://github.com/deepinsight/insightface,MIT,2017-09-01 00:36:51.000,2022-08-29 16:11:20.000000,2022-08-29 16:11:20,2087.0,25.0,3894.0,461.0,120.0,1100.0,878.0,12553.0,State-of-the-art 2D and 3D Face Analysis Project.,46.0,30,True,,,,insightface,,['mxnet'],,25042.0,187.0,187.0,https://pypi.org/project/insightface,25042.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
214,MindsDB,mindsdb/mindsdb,ml-frameworks,,https://github.com/mindsdb/mindsdb,https://github.com/mindsdb/mindsdb,GPL-3.0,2018-08-02 17:56:45.000,2022-09-08 12:54:37.000000,2022-09-08 08:34:46,7071.0,1168.0,1047.0,309.0,1531.0,158.0,1103.0,9938.0,In-Database Machine Learning.,131.0,30,False,2022-08-30 10:51:19,22.8.5.0,100.0,mindsdb,,['pytorch'],,3301.0,,,https://pypi.org/project/mindsdb,3301.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
215,TFlearn,tflearn/tflearn,ml-frameworks,,https://github.com/tflearn/tflearn,https://github.com/tflearn/tflearn,,2016-03-31 12:05:53.000,2021-01-25 09:41:59.000000,2020-11-30 04:34:51,613.0,,2319.0,464.0,255.0,548.0,362.0,9572.0,Deep learning library featuring a higher-level API for TensorFlow.,128.0,30,False,2020-11-11 19:26:11,0.5.0,8.0,tflearn,,['tensorflow'],,17856.0,4066.0,4066.0,https://pypi.org/project/tflearn,17856.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
216,pysc2,deepmind/pysc2,others,,https://github.com/deepmind/pysc2,https://github.com/deepmind/pysc2,Apache-2.0,2017-07-25 18:16:57.000,2022-08-07 11:14:23.000000,2022-08-07 11:07:38,571.0,12.0,1122.0,357.0,74.0,41.0,226.0,7586.0,StarCraft II Learning Environment.,36.0,30,True,2022-07-13 12:08:43,4.0,6.0,pysc2,,,29089.0,2955.0,420.0,420.0,https://pypi.org/project/pysc2,2479.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
217,Hyperopt,hyperopt/hyperopt,hyperopt,,https://github.com/hyperopt/hyperopt,https://github.com/hyperopt/hyperopt,,2011-09-06 22:24:59.000,2022-07-12 10:19:09.000000,2021-11-29 10:21:36,1194.0,,864.0,127.0,257.0,373.0,235.0,6372.0,Distributed Asynchronous Hyperparameter Optimization in Python.,93.0,30,False,,,7.0,hyperopt,conda-forge/hyperopt,,,1622165.0,7556.0,7556.0,https://pypi.org/project/hyperopt,1611425.0,https://anaconda.org/conda-forge/hyperopt,2022-04-30 16:43:00.797,515537.0,2.0,,,,,,,,,,,,,,,,,,,,
218,featuretools,alteryx/featuretools,hyperopt,,https://github.com/alteryx/featuretools,https://github.com/alteryx/featuretools,BSD-3-Clause,2017-09-08 22:15:17.000,2022-09-07 20:03:48.000000,2022-09-07 20:03:47,1119.0,91.0,803.0,157.0,1415.0,156.0,700.0,6319.0,An open source python library for automated feature engineering.,68.0,30,True,2022-09-01 18:35:02,1.14.0,100.0,featuretools,conda-forge/featuretools,,,158551.0,,,https://pypi.org/project/featuretools,156194.0,https://anaconda.org/conda-forge/featuretools,2022-09-01 19:42:11.935,106068.0,2.0,,,,,,,,,,,,,,,,,,,,
219,stanza,stanfordnlp/stanza,nlp,,https://github.com/stanfordnlp/stanza,https://github.com/stanfordnlp/stanza,,2017-09-26 08:00:56.000,2022-09-08 06:25:40.000000,2022-04-23 04:36:46,2654.0,,791.0,142.0,382.0,85.0,633.0,6272.0,Official Stanford NLP Python Library for Many Human Languages.,48.0,30,False,2022-04-23 06:01:01,1.4.0,13.0,stanza,stanfordnlp/stanza,,,302579.0,1204.0,1204.0,https://pypi.org/project/stanza,302392.0,https://anaconda.org/stanfordnlp/stanza,2022-04-23 06:42:39.551,5618.0,2.0,,,,,,,,,,,,,,,,,,,,
220,FinRL,AI4Finance-Foundation/FinRL,reinforcement-learning,,https://github.com/AI4Finance-Foundation/FinRL,https://github.com/AI4Finance-Foundation/FinRL,MIT,2020-07-26 13:18:16.000,2022-09-08 06:32:25.000000,2022-09-08 06:32:18,2512.0,289.0,1365.0,158.0,226.0,50.0,385.0,6028.0,FinRL: Financial Reinforcement Learning. Please star.,77.0,30,True,2022-06-26 01:52:35,0.3.5,1.0,finrl,,,,427.0,17.0,17.0,https://pypi.org/project/finrl,427.0,,,,1.0,,,,,,,,,,,,,,,,,,,,
221,H2O-3,h2oai/h2o-3,distributed-ml,,https://github.com/h2oai/h2o-3,https://github.com/h2oai/h2o-3,Apache-2.0,2014-03-03 16:08:07.000,2022-09-08 14:09:17.000000,2022-09-08 13:56:24,31174.0,234.0,1877.0,396.0,6240.0,,,5971.0,"H2O is an Open Source, Distributed, Fast & Scalable Machine Learning Platform: Deep Learning, Gradient Boosting (GBM)..",229.0,30,True,,,,h2o,,,,493674.0,,,https://pypi.org/project/h2o,493674.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
222,cuDF,rapidsai/cudf,gpu-utilities,,https://github.com/rapidsai/cudf,https://github.com/rapidsai/cudf,Apache-2.0,2017-05-07 03:43:37.000,2022-09-08 14:16:29.000000,2022-09-08 05:41:19,35564.0,341.0,634.0,135.0,6853.0,606.0,4175.0,4976.0,cuDF - GPU DataFrame Library.,250.0,30,True,2022-08-17 15:15:31,22.08.00,26.0,cudf,,,,1659.0,,,https://pypi.org/project/cudf,1659.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
