,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,helm_id,updated_github_id,npm_id,npm_url,npm_monthly_downloads,trending,brew_id,apt_id,yum_id,maven_id,maven_url,snap_id,dnf_id,yay_id
112,einops,arogozhnikov/einops,ml-frameworks,,https://github.com/arogozhnikov/einops,https://github.com/arogozhnikov/einops,MIT,2018-09-22 00:45:08.000,2023-10-11 23:12:45.000000,2023-10-11 23:12:41,657.0,30.0,310.0,67.0,102.0,27.0,125.0,7347.0,"Deep learning operations reinvented (for pytorch, tensorflow, jax and others).",24.0,35,True,2023-10-01 01:13:00,0.7.0,13.0,einops,conda-forge/einops,,,,19547.0,19547.0,https://pypi.org/project/einops,4757998.0,4762390.0,https://anaconda.org/conda-forge/einops,2023-10-01 10:01:09.036,162508.0,,,,,2.0,,,,,,,,,,,,,,,
113,BentoML,bentoml/BentoML,model-serialisation,,https://github.com/bentoml/BentoML,https://github.com/bentoml/BentoML,Apache-2.0,2019-04-02 01:39:27.000,2023-11-02 06:34:56.000000,2023-11-02 06:34:55,2673.0,103.0,646.0,73.0,3096.0,153.0,779.0,5855.0,Build Production-Grade AI Applications.,181.0,35,True,2023-10-12 18:24:57,1.1.7,92.0,bentoml,,,,,1344.0,1344.0,https://pypi.org/project/bentoml,64785.0,64823.0,,,,,,,,2.0,2118.0,,,,,,8.0,,,,,,,,
114,Ignite,pytorch/ignite,ml-frameworks,,https://github.com/pytorch/ignite,https://github.com/pytorch/ignite,BSD-3-Clause,2017-11-23 17:31:21.000,2023-10-19 09:10:03.000000,2023-10-19 08:47:27,1641.0,41.0,585.0,60.0,1782.0,123.0,1180.0,4361.0,High-level library to help with training and evaluating neural networks in PyTorch flexibly and transparently.,201.0,35,True,2023-10-19 08:22:16,0.4.13,24.0,pytorch-ignite,pytorch/ignite,,,['pytorch'],2477.0,2477.0,https://pypi.org/project/pytorch-ignite,176039.0,178580.0,https://anaconda.org/pytorch/ignite,2023-10-19 08:25:55.130,165192.0,,,,,2.0,,,,,,,,,,,,,,,
115,TorchServe,pytorch/serve,model-serialisation,,https://github.com/pytorch/serve,https://github.com/pytorch/serve,Apache-2.0,2019-10-03 03:17:43.000,2023-11-02 04:47:58.000000,2023-11-01 20:02:52,3580.0,119.0,760.0,56.0,1317.0,298.0,1142.0,3743.0,"Serve, optimize and scale PyTorch models in production.",176.0,35,True,2023-10-13 00:21:43,0.9.0,22.0,torchserve,pytorch/torchserve,pytorch/torchserve,,['pytorch'],529.0,529.0,https://pypi.org/project/torchserve,40579.0,68286.0,https://anaconda.org/pytorch/torchserve,2023-10-12 22:01:52.717,128105.0,https://hub.docker.com/r/pytorch/torchserve,2023-10-12 22:44:52.307587,21.0,1205625.0,2.0,5334.0,,,,,,,,,,,,,,
116,Rasterio,rasterio/rasterio,geospatial-data,,https://github.com/rasterio/rasterio,https://github.com/rasterio/rasterio,,2013-11-04 16:36:27.000,2023-11-02 03:44:41.000000,2023-10-26 22:57:10,3786.0,17.0,507.0,147.0,1107.0,124.0,1589.0,2038.0,Rasterio reads and writes geospatial raster datasets.,150.0,35,False,2023-10-19 14:09:18,1.3.9,82.0,rasterio,conda-forge/rasterio,,,,9181.0,9181.0,https://pypi.org/project/rasterio,1909659.0,1988497.0,https://anaconda.org/conda-forge/rasterio,2023-10-19 11:41:01.295,2680235.0,,,,,2.0,853.0,,,,,,,,,,,,,,
117,PyVista,pyvista/pyvista,data-viz,,https://github.com/pyvista/pyvista,https://github.com/pyvista/pyvista,MIT,2017-05-31 18:01:42.000,2023-11-02 06:28:02.000000,2023-11-02 02:52:54,3907.0,208.0,381.0,31.0,2699.0,380.0,973.0,2025.0,3D plotting and mesh analysis through a streamlined interface for the Visualization Toolkit (VTK).,147.0,35,True,2023-10-07 04:19:00,0.42.3,65.0,pyvista,conda-forge/pyvista,,,['jupyter'],2318.0,2318.0,https://pypi.org/project/pyvista,191325.0,201502.0,https://anaconda.org/conda-forge/pyvista,2023-10-07 03:29:50.976,416849.0,,,,,2.0,780.0,,,,,,,,,,,,,,
118,snakemake,snakemake/snakemake,ml-experiments,,https://github.com/snakemake/snakemake,https://github.com/snakemake/snakemake,MIT,2015-10-17 15:43:54.867,2023-11-02 13:45:54.000000,2023-10-30 13:10:05,4870.0,77.0,452.0,21.0,1087.0,845.0,568.0,1962.0,"This is the development home of the workflow management system Snakemake. For general information, see.",309.0,35,True,2023-09-18 14:43:30,7.32.4,216.0,snakemake,bioconda/snakemake,,,,1708.0,1708.0,https://pypi.org/project/snakemake,121832.0,131123.0,https://anaconda.org/bioconda/snakemake,2023-10-17 09:53:13.042,901285.0,,,,,2.0,,,,,,,,,,,,,,,
119,metrics,PyTorchLightning/metrics,distributed-ml,,https://github.com/Lightning-AI/torchmetrics,https://github.com/Lightning-AI/torchmetrics,Apache-2.0,2020-12-22 20:02:42.000,2023-11-02 14:03:13.000000,2023-10-24 01:31:56,1544.0,152.0,329.0,27.0,1279.0,56.0,662.0,1698.0,"Torchmetrics - Machine learning metrics for distributed, scalable PyTorch applications.",215.0,35,True,2023-09-22 13:17:42,1.2.0,39.0,metrics,conda-forge/torchmetrics,,,['pytorch'],16494.0,16494.0,https://pypi.org/project/metrics,5995.0,41940.0,https://anaconda.org/conda-forge/torchmetrics,2023-09-25 21:19:09.764,1146153.0,,,,,2.0,4112.0,,Lightning-AI/torchmetrics,,,,,,,,,,,,
120,TF Addons,tensorflow/addons,tensorflow-utils,,https://github.com/tensorflow/addons,https://github.com/tensorflow/addons,Apache-2.0,2018-11-26 23:57:17.000,2023-10-20 22:47:44.000000,2023-10-19 17:10:39,1515.0,5.0,553.0,57.0,1877.0,77.0,893.0,1670.0,Useful extra functionality for TensorFlow 2.x maintained by SIG-addons.,205.0,35,True,2023-10-17 04:25:20,0.22.0,37.0,tensorflow-addons,,,,['tensorflow'],13347.0,13347.0,https://pypi.org/project/tensorflow-addons,848257.0,848257.0,,,,,,,,1.0,,,,,,,,,,,,,,,
121,Graphviz,xflr6/graphviz,data-viz,,https://github.com/xflr6/graphviz,https://github.com/xflr6/graphviz,MIT,2014-01-12 17:49:29.000,2023-10-26 17:56:26.000000,2023-10-26 17:56:04,1210.0,11.0,199.0,33.0,45.0,8.0,157.0,1480.0,Simple Python interface for Graphviz.,21.0,35,True,,,13.0,graphviz,anaconda/python-graphviz,,,,55250.0,55250.0,https://pypi.org/project/graphviz,7768527.0,7769051.0,https://anaconda.org/anaconda/python-graphviz,2023-06-16 13:23:51.228,41443.0,,,,,2.0,,,,,,,,,,,,,,,
122,arviz,arviz-devs/arviz,interpretability,,https://github.com/arviz-devs/arviz,https://github.com/arviz-devs/arviz,Apache-2.0,2015-07-29 11:51:10.000,2023-11-01 12:32:07.000000,2023-10-30 17:59:23,1510.0,4.0,352.0,48.0,1454.0,158.0,661.0,1456.0,Exploratory analysis of Bayesian models with Python.,149.0,35,True,2023-07-18 19:49:18,0.16.1,33.0,arviz,conda-forge/arviz,,,,5049.0,5049.0,https://pypi.org/project/arviz,1447485.0,1496046.0,https://anaconda.org/conda-forge/arviz,2023-09-19 13:51:11.324,2039492.0,,,,,1.0,133.0,,,,,,,,,,,,,,
123,TensorFlow Text,tensorflow/text,nlp,,https://github.com/tensorflow/text,https://github.com/tensorflow/text,Apache-2.0,2019-05-29 22:10:03.000,2023-11-01 00:49:15.000000,2023-10-17 15:41:51,860.0,15.0,299.0,44.0,997.0,69.0,161.0,1151.0,Making text a first-class citizen in TensorFlow.,111.0,35,True,2023-10-06 19:23:09,2.14.0,52.0,tensorflow-text,,,,['tensorflow'],5973.0,5973.0,https://pypi.org/project/tensorflow-text,3483929.0,3483929.0,,,,,,,,2.0,,,,,,,,,,,,,,,
124,Fiona,Toblerity/Fiona,geospatial-data,,https://github.com/Toblerity/Fiona,https://github.com/Toblerity/Fiona,BSD-3-Clause,2011-12-31 19:47:00.000,2023-10-26 21:54:40.000000,2023-10-26 21:54:40,1467.0,24.0,195.0,47.0,520.0,29.0,728.0,1083.0,Fiona reads and writes geographic data files.,72.0,35,True,2023-10-12 19:29:21,1.9.5,47.0,fiona,conda-forge/fiona,,,,15589.0,15589.0,https://pypi.org/project/fiona,6624022.0,6750715.0,https://anaconda.org/conda-forge/fiona,2023-10-12 03:02:02.085,5067729.0,,,,,2.0,,,,,,,,,,,,,,,
125,detectron2,facebookresearch/detectron2,image,,https://github.com/facebookresearch/detectron2,https://github.com/facebookresearch/detectron2,Apache-2.0,2019-09-05 21:30:20.000,2023-11-01 16:05:26.000000,2023-11-01 15:55:51,1492.0,10.0,6685.0,385.0,640.0,363.0,3023.0,27039.0,"Detectron2 is a platform for object detection, segmentation and other visual recognition tasks.",260.0,34,True,2021-11-15 22:08:26,0.6,10.0,detectron2,conda-forge/detectron2,,,['pytorch'],1424.0,1424.0,https://pypi.org/project/detectron2,,5244.0,https://anaconda.org/conda-forge/detectron2,2023-06-23 08:23:13.856,209786.0,,,,,2.0,,,,,,,,,,,,,,,
126,fastText,facebookresearch/fastText,nlp,,https://github.com/facebookresearch/fastText,https://github.com/facebookresearch/fastText,MIT,2016-07-16 13:38:42.000,2023-10-23 14:33:59.000000,2023-10-04 06:55:43,386.0,2.0,4477.0,850.0,265.0,457.0,610.0,25131.0,Library for fast text representation and classification.,64.0,34,True,2020-04-28 09:51:33,0.9.2,4.0,fasttext,conda-forge/fasttext,,,,5139.0,5139.0,https://pypi.org/project/fasttext,1310904.0,1312654.0,https://anaconda.org/conda-forge/fasttext,2023-09-26 23:15:16.887,66531.0,,,,,2.0,,,,,,,,,,,,,,,
127,Netron,lutzroeder/netron,interpretability,,https://github.com/lutzroeder/netron,https://github.com/lutzroeder/netron,MIT,2010-12-26 12:53:43.000,2023-11-02 02:10:02.000000,2023-11-02 02:06:44,7292.0,261.0,2524.0,296.0,175.0,23.0,976.0,24343.0,"Visualizer for neural network, deep learning and machine learning models.",,34,True,2023-10-28 04:03:29,7.2.7,2.0,netron,,,,"['pytorch', 'tensorflow']",10.0,10.0,https://pypi.org/project/netron,17313.0,83488.0,,,,,,,,1.0,66175.0,,,,,,,,,,,,,,
128,DeepSpeech,mozilla/DeepSpeech,audio,,https://github.com/mozilla/DeepSpeech,https://github.com/mozilla/DeepSpeech,MPL-2.0,2016-06-02 15:04:53.000,2023-09-16 05:37:11.000000,2021-11-17 17:52:52,3466.0,,3707.0,667.0,1668.0,116.0,1979.0,23244.0,"DeepSpeech is an open source embedded (offline, on-device) speech-to-text engine which can run in real time on devices..",163.0,34,False,2020-12-10 15:58:47,0.9.3,100.0,deepspeech,conda-forge/deepspeech,,,['tensorflow'],375.0,375.0,https://pypi.org/project/deepspeech,8482.0,25908.0,https://anaconda.org/conda-forge/deepspeech,2023-06-16 19:27:01.157,2362.0,,,,,1.0,1075263.0,,,,,,,,,,,,,,
129,PyFlink,apache/flink,ml-frameworks,,https://github.com/apache/flink,https://github.com/apache/flink,Apache-2.0,2014-06-07 07:00:10.000,2023-11-02 13:32:38.000000,2023-11-02 10:01:10,34182.0,355.0,12063.0,945.0,23635.0,,,22169.0,Apache Flink Python API.,1787.0,34,True,,,,apache-flink,,,,,21.0,21.0,https://pypi.org/project/apache-flink,109410.0,109410.0,,,,,,,,2.0,,,,,,,,,,,,,,,
130,Recommenders,microsoft/recommenders,recommender-systems,,https://github.com/recommenders-team/recommenders,https://github.com/recommenders-team/recommenders,MIT,2018-09-19 10:06:07.000,2023-11-01 00:13:50.000000,2023-10-13 16:32:21,8666.0,169.0,2799.0,264.0,1207.0,164.0,647.0,16619.0,Best Practices on Recommendation Systems.,128.0,34,True,2022-07-20 05:58:55,1.1.1,12.0,recommenders,,,,,87.0,87.0,https://pypi.org/project/recommenders,52315.0,52322.0,,,,,,,,1.0,437.0,,recommenders-team/recommenders,,,,,,,,,,,,
131,imgaug,aleju/imgaug,image,,https://github.com/aleju/imgaug,https://github.com/aleju/imgaug,MIT,2015-07-10 20:31:33.000,2023-07-26 09:00:34.000000,2020-06-01 14:58:26,2913.0,,2360.0,232.0,336.0,282.0,223.0,13847.0,Image augmentation for machine learning experiments.,36.0,34,False,2020-02-06 06:18:40,0.4.0,3.0,imgaug,conda-forge/imgaug,,,,16912.0,16912.0,https://pypi.org/project/imgaug,338940.0,341680.0,https://anaconda.org/conda-forge/imgaug,2023-06-16 16:15:24.882,145226.0,,,,,2.0,,,,,,,,,,,,,,,
132,horovod,horovod/horovod,distributed-ml,,https://github.com/horovod/horovod,https://github.com/horovod/horovod,,2017-08-09 19:39:59.000,2023-11-01 21:52:50.000000,2023-09-18 08:44:36,1331.0,6.0,2147.0,333.0,1575.0,361.0,1846.0,13624.0,"Distributed training framework for TensorFlow, Keras, PyTorch, and Apache MXNet.",172.0,34,False,2023-06-12 09:26:22,0.28.1,24.0,horovod,,,,,1028.0,1028.0,https://pypi.org/project/horovod,53251.0,53251.0,,,,,,,,2.0,,stable/horovod,,,,,,,,,,,,,
133,Annoy,spotify/annoy,nn-search,,https://github.com/spotify/annoy,https://github.com/spotify/annoy,Apache-2.0,2013-04-01 20:29:40.000,2023-09-25 04:57:08.085000,2023-08-20 17:38:53,890.0,5.0,1091.0,321.0,266.0,47.0,341.0,12098.0,Approximate Nearest Neighbors in C++/Python optimized for memory usage and loading/saving to disk.,88.0,34,True,2023-06-14 16:34:48,1.17.3,21.0,annoy,conda-forge/python-annoy,,,,3241.0,3241.0,https://pypi.org/project/annoy,1070413.0,1080159.0,https://anaconda.org/conda-forge/python-annoy,2023-09-25 04:57:08.085,370365.0,,,,,2.0,,,,,,,,,,,,,,,
134,AllenNLP,allenai/allennlp,nlp,,https://github.com/allenai/allennlp,https://github.com/allenai/allennlp,Apache-2.0,2017-05-15 15:52:41.000,2023-06-16 16:12:37.768000,2022-11-22 00:42:46,2719.0,,2175.0,284.0,3096.0,80.0,2477.0,11598.0,"An open-source NLP research library, built on PyTorch.",265.0,34,True,2022-10-18 23:32:24,2.10.1,59.0,allennlp,conda-forge/allennlp,,,['pytorch'],3789.0,3789.0,https://pypi.org/project/allennlp,48423.0,50406.0,https://anaconda.org/conda-forge/allennlp,2023-06-16 16:12:37.768,117017.0,,,,,2.0,61.0,,,,,,,,,,,,,,
135,OCRmyPDF,ocrmypdf/OCRmyPDF,ocr,,https://github.com/ocrmypdf/OCRmyPDF,https://github.com/ocrmypdf/OCRmyPDF,MPL-2.0,2013-12-20 08:26:28.000,2023-10-30 08:20:52.000000,2023-10-30 07:33:21,3642.0,195.0,764.0,134.0,154.0,99.0,923.0,10294.0,"OCRmyPDF adds an OCR text layer to scanned PDF files, allowing them to be searched.",87.0,34,True,2023-10-30 08:33:29,15.4.0,46.0,ocrmypdf,conda-forge/ocrmypdf,,,,651.0,651.0,https://pypi.org/project/ocrmypdf,51122.0,53155.0,https://anaconda.org/conda-forge/ocrmypdf,2023-06-16 19:24:58.228,58155.0,,,,,2.0,815.0,,,,,,,ocrmypdf,ocrmypdf,,,,,,
136,Theano,Theano/Theano,ml-frameworks,,https://github.com/Theano/Theano,https://github.com/Theano/Theano,,2011-08-10 03:48:06.000,2023-07-01 12:19:02.000000,2022-12-20 16:49:55,28132.0,,2411.0,545.0,4118.0,587.0,2088.0,9793.0,"Theano was a Python library that allows you to define, optimize, and evaluate mathematical expressions involving..",386.0,34,False,,,8.0,theano,conda-forge/theano,,,,14399.0,14399.0,https://pypi.org/project/theano,345103.0,372161.0,https://anaconda.org/conda-forge/theano,2023-06-16 13:23:49.668,2381106.0,,,,,2.0,,,,,,,,,,,,,,,
137,PySyft,OpenMined/PySyft,privacy-ml,,https://github.com/OpenMined/PySyft,https://github.com/OpenMined/PySyft,Apache-2.0,2017-07-18 20:41:16.000,2023-11-02 11:55:12.000000,2023-11-02 07:17:55,24902.0,1399.0,1899.0,202.0,4774.0,123.0,3304.0,8993.0,Perform data science on data that remains in someone elses server.,502.0,34,True,2023-08-30 03:17:27,syftcli-v0.1.7,56.0,syft,,,,['pytorch'],,,https://pypi.org/project/syft,5961.0,5968.0,,,,,,,,1.0,357.0,,,,,,,,,,,,,,
138,TextBlob,sloria/TextBlob,nlp,,https://github.com/sloria/TextBlob,https://github.com/sloria/TextBlob,MIT,2013-06-30 18:29:18.000,2023-06-16 13:22:54.304000,2023-03-11 18:17:15,563.0,,1090.0,268.0,156.0,101.0,155.0,8743.0,"Simple, Pythonic, text processing--Sentiment analysis, part-of-speech tagging, noun phrase extraction, translation,..",36.0,34,True,2013-09-26 02:29:01,0.7.0,7.0,textblob,conda-forge/textblob,,,,33569.0,33569.0,https://pypi.org/project/textblob,597604.0,600339.0,https://anaconda.org/conda-forge/textblob,2023-06-16 13:22:54.304,238015.0,,,,,2.0,113.0,,,,,,,,,,,,,,
139,sentencepiece,google/sentencepiece,nlp,,https://github.com/google/sentencepiece,https://github.com/google/sentencepiece,Apache-2.0,2017-03-07 10:03:48.000,2023-11-02 09:17:09.257000,2023-08-05 09:01:02,884.0,1.0,1009.0,125.0,259.0,37.0,632.0,8419.0,Unsupervised text tokenizer for Neural Network-based text generation.,78.0,34,True,2023-05-02 03:20:40,0.1.99,25.0,sentencepiece,conda-forge/sentencepiece,,,,44932.0,44932.0,https://pypi.org/project/sentencepiece,10016599.0,10033535.0,https://anaconda.org/conda-forge/sentencepiece,2023-11-02 09:17:09.257,657663.0,,,,,2.0,31194.0,,,,,,,,,,,,,,
140,Vowpal Wabbit,VowpalWabbit/vowpal_wabbit,ml-frameworks,,https://github.com/VowpalWabbit/vowpal_wabbit,https://github.com/VowpalWabbit/vowpal_wabbit,BSD-3-Clause,2009-07-31 19:36:58.000,2023-11-02 13:33:10.000000,2023-11-01 21:59:23,10396.0,10.0,1858.0,349.0,3399.0,125.0,1130.0,8308.0,Vowpal Wabbit is a machine learning system which pushes the frontier of machine learning with techniques such as..,332.0,34,True,2023-07-19 14:18:35,9.9.0,29.0,vowpalwabbit,conda-forge/vowpalwabbit,,,,,,https://pypi.org/project/vowpalwabbit,122023.0,125655.0,https://anaconda.org/conda-forge/vowpalwabbit,2023-10-08 10:19:04.401,134419.0,,,,,2.0,,,,,,,,,,,,,,,
141,PyOD,yzhao062/pyod,others,,https://github.com/yzhao062/pyod,https://github.com/yzhao062/pyod,BSD-2-Clause,2017-10-03 20:29:04.000,2023-10-27 05:48:37.000000,2023-10-25 07:33:27,1701.0,12.0,1271.0,148.0,202.0,170.0,144.0,7540.0,A Comprehensive and Scalable Python Library for Outlier Detection (Anomaly Detection).,49.0,34,True,2023-10-25 07:38:28,1.1.1,37.0,pyod,conda-forge/pyod,,,,2922.0,2922.0,https://pypi.org/project/pyod,655494.0,657509.0,https://anaconda.org/conda-forge/pyod,2023-10-25 09:59:42.105,84635.0,,,,,1.0,,,,,,,,,,,,,,,
142,Activeloop,activeloopai/Hub,data-pipelines,,https://github.com/activeloopai/deeplake,https://github.com/activeloopai/deeplake,MPL-2.0,2019-08-09 06:17:59.000,2023-11-02 11:27:25.000000,2023-10-28 18:59:24,8431.0,431.0,532.0,83.0,2197.0,51.0,387.0,7057.0,"Database for AI. Store Vectors, Images, Texts, Videos, etc. Use with LLMs/LangChain. Store, query, version, &..",119.0,34,True,2023-10-24 14:07:33,3.8.3,100.0,hub,,,,,2448.0,2448.0,https://pypi.org/project/hub,3489.0,3489.0,,,,,,,,2.0,,,activeloopai/deeplake,,,,,,,,,,,,
143,featuretools,alteryx/featuretools,hyperopt,,https://github.com/alteryx/featuretools,https://github.com/alteryx/featuretools,BSD-3-Clause,2017-09-08 22:15:17.000,2023-10-27 14:28:34.721000,2023-10-26 18:06:30,1312.0,17.0,819.0,157.0,1647.0,169.0,803.0,6843.0,An open source python library for automated feature engineering.,71.0,34,True,2023-10-26 18:21:15,1.28.0,100.0,featuretools,conda-forge/featuretools,,,,1446.0,1446.0,https://pypi.org/project/featuretools,64955.0,69100.0,https://anaconda.org/conda-forge/featuretools,2023-10-27 14:28:34.721,169948.0,,,,,1.0,,,,,,,,,,,,,,,
144,OpenNMT,OpenNMT/OpenNMT-py,nlp,,https://github.com/OpenNMT/OpenNMT-py,https://github.com/OpenNMT/OpenNMT-py,MIT,2017-02-22 19:01:50.000,2023-11-02 12:57:50.000000,2023-11-02 12:52:05,2839.0,26.0,2069.0,173.0,1090.0,14.0,1392.0,6318.0,Open Source Neural Machine Translation and (Large) Language Models in PyTorch.,190.0,34,True,2023-11-02 12:53:15,3.4.3,48.0,OpenNMT-py,,,,['pytorch'],228.0,228.0,https://pypi.org/project/OpenNMT-py,6354.0,6354.0,,,,,,,,2.0,,,,,,,,,,,,,,,
145,FiftyOne,voxel51/fiftyone,data-viz,,https://github.com/voxel51/fiftyone,https://github.com/voxel51/fiftyone,Apache-2.0,2020-04-22 13:43:28.000,2023-11-02 14:20:42.000000,2023-11-02 14:20:41,18496.0,709.0,425.0,52.0,2404.0,406.0,952.0,5341.0,"Visualize, create, and debug image and video datasets and model predictions.",96.0,34,True,2023-10-20 13:51:36,0.22.2,73.0,fiftyone,,,,"['tensorflow', 'pytorch', 'jupyter']",420.0,420.0,https://pypi.org/project/fiftyone,50859.0,50859.0,,,,,,,,2.0,,,,,,,,,,,,,,,
146,BigDL,intel-analytics/BigDL,distributed-ml,,https://github.com/intel-analytics/BigDL,https://github.com/intel-analytics/BigDL,Apache-2.0,2016-08-29 07:59:50.000,2023-11-02 13:59:39.000000,2023-11-02 12:22:43,20694.0,452.0,1064.0,238.0,7402.0,643.0,1293.0,4478.0,Accelerate LLM with low-bit (FP4 / INT4 / FP8 / INT8) optimizations using bigdl-llm.,188.0,34,True,2023-04-24 02:17:43,2.3.0,18.0,bigdl,,,,,45.0,45.0,https://pypi.org/project/bigdl,6550.0,6550.0,,,,,,,,2.0,,,,,,,,,,,com.intel.analytics.bigdl:bigdl-SPARK_2.4,https://search.maven.org/artifact/com.intel.analytics.bigdl/bigdl-SPARK_2.4,,,
147,ART,Trusted-AI/adversarial-robustness-toolbox,adversarial,,https://github.com/Trusted-AI/adversarial-robustness-toolbox,https://github.com/Trusted-AI/adversarial-robustness-toolbox,MIT,2018-03-15 14:40:43.000,2023-11-02 07:52:20.000000,2023-11-02 07:52:20,11956.0,275.0,1042.0,101.0,1261.0,106.0,736.0,4069.0,"Adversarial Robustness Toolbox (ART) - Python Library for Machine Learning Security - Evasion, Poisoning, Extraction,..",133.0,34,True,2023-09-22 14:42:30,1.16.0,54.0,adversarial-robustness-toolbox,conda-forge/adversarial-robustness-toolbox,,,,441.0,441.0,https://pypi.org/project/adversarial-robustness-toolbox,26729.0,27565.0,https://anaconda.org/conda-forge/adversarial-robustness-toolbox,2023-09-22 17:09:10.511,33463.0,,,,,1.0,,,,,,,,,,,,,,,
148,plotnine,has2k1/plotnine,data-viz,,https://github.com/has2k1/plotnine,https://github.com/has2k1/plotnine,MIT,2017-04-24 19:00:44.000,2023-11-02 13:26:59.000000,2023-08-08 07:57:53,1994.0,4.0,196.0,67.0,128.0,70.0,509.0,3605.0,A Grammar of Graphics for Python.,103.0,34,True,2023-09-01 18:57:17,0.12.3,16.0,plotnine,conda-forge/plotnine,,,,6059.0,6059.0,https://pypi.org/project/plotnine,1522237.0,1530067.0,https://anaconda.org/conda-forge/plotnine,2023-09-01 19:46:10.034,321037.0,,,,,2.0,,,,,,,,,,,,,,,
149,VisPy,vispy/vispy,data-viz,,https://github.com/vispy/vispy,https://github.com/vispy/vispy,,2013-03-21 18:43:22.000,2023-10-31 15:18:07.000000,2023-10-31 15:18:07,7309.0,46.0,593.0,117.0,1143.0,302.0,1099.0,3137.0,High-performance interactive 2D/3D data visualization library.,189.0,34,False,2023-10-03 22:23:12,0.14.1,35.0,vispy,conda-forge/vispy,,,['jupyter'],1296.0,1296.0,https://pypi.org/project/vispy,75750.0,87311.0,https://anaconda.org/conda-forge/vispy,2023-10-04 03:59:45.400,438233.0,,,,,2.0,,,,vispy,https://www.npmjs.com/package/vispy,29.0,,,,,,,,,
150,rubrix,recognai/rubrix,nlp,,https://github.com/argilla-io/argilla,https://github.com/argilla-io/argilla,Apache-2.0,2021-04-28 14:37:42.000,2023-11-02 14:26:00.000000,2023-11-02 10:08:51,2625.0,279.0,249.0,24.0,2404.0,205.0,1372.0,2590.0,Argilla: the open-source feedback platform for LLMs.,71.0,34,True,2023-10-25 16:03:57,1.18.0,99.0,rubrix,conda-forge/rubrix,,,,2001.0,2001.0,https://pypi.org/project/rubrix,386.0,1576.0,https://anaconda.org/conda-forge/rubrix,2023-06-16 19:28:09.653,27372.0,,,,,2.0,,,argilla-io/argilla,,,,12.0,,,,,,,,
151,Ax,facebook/Ax,hyperopt,,https://github.com/facebook/Ax,https://github.com/facebook/Ax,MIT,2019-02-09 15:23:44.000,2023-11-02 07:17:00.000000,2023-11-02 01:47:05,2637.0,150.0,262.0,68.0,1350.0,25.0,562.0,2161.0,Adaptive Experimentation Platform.,154.0,34,True,2023-08-11 14:37:31,0.3.4,36.0,ax-platform,conda-forge/ax-platform,,,['pytorch'],567.0,567.0,https://pypi.org/project/ax-platform,113754.0,114245.0,https://anaconda.org/conda-forge/ax-platform,2023-08-12 13:48:33.316,14245.0,,,,,1.0,,,,,,,,,,,,,,,
152,Wand,emcconville/wand,image,,https://github.com/emcconville/wand,https://github.com/emcconville/wand,MIT,2011-09-30 21:36:38.000,2023-11-02 14:24:13.000000,2023-11-02 14:24:09,1829.0,5.0,195.0,29.0,207.0,18.0,388.0,1329.0,The ctypes-based simple ImageMagick binding for Python.,103.0,34,True,2023-01-05 13:25:52,0.6.11,23.0,wand,conda-forge/wand,,,,17472.0,17472.0,https://pypi.org/project/wand,832568.0,833704.0,https://anaconda.org/conda-forge/wand,2023-06-16 16:16:46.218,33638.0,,,,,2.0,28658.0,,,,,,,,,,,,,,
153,cartopy,SciTools/cartopy,data-viz,,https://github.com/SciTools/cartopy,https://github.com/SciTools/cartopy,LGPL-3.0,2012-08-03 07:43:59.000,2023-11-02 13:19:46.000000,2023-10-29 08:32:23,2920.0,64.0,346.0,57.0,1101.0,276.0,905.0,1288.0,Cartopy - a cartographic python library with matplotlib support.,124.0,34,False,2023-08-05 00:46:57,0.22.0,24.0,cartopy,conda-forge/cartopy,,,,3926.0,3926.0,https://pypi.org/project/cartopy,137730.0,215788.0,https://anaconda.org/conda-forge/cartopy,2023-10-24 18:58:07.197,3278464.0,,,,,2.0,,,,,,,,,,,,,,,
154,Coqui TTS,coqui-ai/TTS,audio,,https://github.com/coqui-ai/TTS,https://github.com/coqui-ai/TTS,MPL-2.0,2020-05-20 15:45:28.000,2023-11-01 15:25:42.000000,2023-10-30 09:37:28,4515.0,135.0,2278.0,221.0,616.0,20.0,734.0,21309.0,"- a deep learning toolkit for Text-to-Speech, battle-tested in research and production.",153.0,33,True,2023-10-30 09:40:13,0.19.1,86.0,tts,conda-forge/tts,,,"['pytorch', 'tensorflow']",,,https://pypi.org/project/tts,87683.0,135524.0,https://anaconda.org/conda-forge/tts,2023-06-16 19:27:41.222,9866.0,,,,,2.0,1518309.0,,,,,,,,,,,,,,
