,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,trending,npm_id,npm_url,npm_monthly_downloads,helm_id,updated_github_id,brew_id,apt_id,yum_id,maven_id,maven_url,snap_id,dnf_id,yay_id
237,filterpy,rlabbe/filterpy,probabilistics,,https://github.com/rlabbe/filterpy,https://github.com/rlabbe/filterpy,MIT,2014-07-15 02:15:19.000,2022-06-07 03:26:49.000000,2022-06-03 17:23:01,571,7.0,501.0,73.0,70.0,43.0,156.0,2265,"Python Kalman filtering and optimal estimation library. Implements Kalman filter, particle filter, Extended Kalman..",42.0,30,True,,,5.0,filterpy,conda-forge/filterpy,,,,1443.0,1443.0,https://pypi.org/project/filterpy,690788.0,692492.0,https://anaconda.org/conda-forge/filterpy,2020-05-05 21:13:59.073,102294.0,,,,,2.0,,,,,,,,,,,,,,,
238,hdbscan,scikit-learn-contrib/hdbscan,others,,https://github.com/scikit-learn-contrib/hdbscan,https://github.com/scikit-learn-contrib/hdbscan,BSD-3-Clause,2015-04-22 13:32:37.000,2022-05-10 10:55:09.000000,2022-05-02 14:25:44,946,5.0,375.0,56.0,117.0,272.0,159.0,2180,A high performance implementation of HDBSCAN clustering.,78.0,30,True,2022-02-08 17:15:41,0.8.28.wheels,40.0,hdbscan,conda-forge/hdbscan,,,['sklearn'],1403.0,1403.0,https://pypi.org/project/hdbscan,410215.0,425719.0,https://anaconda.org/conda-forge/hdbscan,2022-02-11 21:21:32.499,1100802.0,,,,,2.0,,,,,,,,,,,,,,,
239,pytorch-forecasting,jdb78/pytorch-forecasting,time-series-data,,https://github.com/jdb78/pytorch-forecasting,https://github.com/jdb78/pytorch-forecasting,MIT,2020-07-03 13:05:24.000,2022-06-08 19:29:01.000000,2022-06-08 19:28:48,1386,203.0,319.0,31.0,553.0,218.0,249.0,2003,Time series forecasting with PyTorch.,29.0,30,True,2022-05-23 11:53:09,0.10.2,29.0,pytorch-forecasting,conda-forge/pytorch-forecasting,,,,,,https://pypi.org/project/pytorch-forecasting,67741.0,68679.0,https://anaconda.org/conda-forge/pytorch-forecasting,2022-05-23 16:56:34.706,19716.0,,,,,2.0,,,,,,,,,,,,,,,
240,shapash,MAIF/shapash,interpretability,,https://github.com/MAIF/shapash,https://github.com/MAIF/shapash,Apache-2.0,2020-04-29 07:34:23.000,2022-05-09 08:18:08.000000,2022-05-09 07:42:07,1123,110.0,233.0,39.0,228.0,17.0,100.0,1779,Shapash makes Machine Learning models transparent and understandable by everyone.,34.0,30,True,2022-05-09 08:18:08,2.0.1,16.0,shapash,,,,['jupyter'],74.0,74.0,https://pypi.org/project/shapash,17817.0,17817.0,,,,,,,,2.0,,,,,,,,,,,,,,,
241,kmodes,nicodv/kmodes,others,,https://github.com/nicodv/kmodes,https://github.com/nicodv/kmodes,MIT,2013-08-01 11:54:40.000,2022-05-09 05:22:13.000000,2022-05-09 05:22:09,514,21.0,369.0,53.0,34.0,15.0,131.0,1019,"Python implementations of the k-modes and k-prototypes clustering algorithms, for clustering categorical data.",21.0,30,True,2022-04-14 21:25:10,0.12.1,10.0,kmodes,conda-forge/kmodes,,,,1238.0,1238.0,https://pypi.org/project/kmodes,373805.0,374176.0,https://anaconda.org/conda-forge/kmodes,2022-04-15 01:12:43.970,9659.0,,,,,2.0,,,,,,,,,,,,,,,
242,igraph,igraph/python-igraph,graph,,https://github.com/igraph/python-igraph,https://github.com/igraph/python-igraph,GPL-2.0,2015-01-08 23:55:16.000,2022-06-08 22:34:07.000000,2022-06-08 20:54:34,1906,37.0,216.0,34.0,137.0,36.0,362.0,977,Python interface for igraph.,60.0,30,False,2022-06-08 20:43:44,0.9.11,16.0,python-igraph,conda-forge/igraph,,,,696.0,696.0,https://pypi.org/project/python-igraph,260126.0,270854.0,https://anaconda.org/conda-forge/igraph,2022-04-12 09:31:20.357,291531.0,,,,,1.0,412093.0,,,,,,,,,,,,,,
243,adapter-transformers,Adapter-Hub/adapter-transformers,others,,https://github.com/adapter-hub/adapter-transformers,https://github.com/adapter-hub/adapter-transformers,Apache-2.0,2020-04-21 16:21:43.000,2022-06-08 13:39:39.000000,2022-06-08 13:39:38,10370,629.0,138.0,14.0,177.0,59.0,130.0,853,Huggingface Transformers + Adapters =.,1316.0,30,True,2022-05-18 08:48:09,adapters3.0.1,11.0,adapter-transformers,,,,['huggingface'],77.0,77.0,https://pypi.org/project/adapter-transformers,41959.0,41959.0,,,,,,,,2.0,,,,,,,,,,,,,,,
244,Satpy,pytroll/satpy,geospatial-data,,https://github.com/pytroll/satpy,https://github.com/pytroll/satpy,GPL-3.0,2016-02-09 20:29:43.000,2022-06-09 07:55:19.000000,2022-06-08 09:43:18,10192,340.0,235.0,32.0,1360.0,295.0,466.0,839,Python package for earth-observing satellite data processing.,122.0,30,False,2022-04-14 07:42:13,0.36.0,46.0,satpy,conda-forge/satpy,,,,70.0,70.0,https://pypi.org/project/satpy,1625.0,3553.0,https://anaconda.org/conda-forge/satpy,2022-04-14 11:56:29.017,90655.0,,,,,3.0,,,,,,,,,,,,,,,
245,PyNNDescent,lmcinnes/pynndescent,nn-search,,https://github.com/lmcinnes/pynndescent,https://github.com/lmcinnes/pynndescent,BSD-2-Clause,2018-02-07 23:23:54.000,2022-06-09 13:47:06.000000,2022-06-09 12:26:04,620,44.0,86.0,12.0,83.0,47.0,54.0,626,A Python nearest neighbor descent for approximate nearest neighbors.,20.0,30,True,2022-05-14 02:50:28,0.5.7,19.0,pynndescent,conda-forge/pynndescent,,,,1705.0,1705.0,https://pypi.org/project/pynndescent,3560660.0,3578706.0,https://anaconda.org/conda-forge/pynndescent,2022-05-15 21:11:06.816,649660.0,,,,,2.0,,2.0,,,,,,,,,,,,,
246,hvPlot,holoviz/hvplot,data-viz,,https://github.com/holoviz/hvplot,https://github.com/holoviz/hvplot,BSD-3-Clause,2018-03-19 14:22:41.000,2022-06-03 23:31:31.000000,2022-05-30 14:33:26,478,35.0,68.0,21.0,305.0,140.0,279.0,566,"A high-level plotting API for pandas, dask, xarray, and networkx built on HoloViews.",36.0,30,True,2022-05-09 22:03:14,0.8.0,12.0,hvplot,conda-forge/hvplot,,,,1332.0,1332.0,https://pypi.org/project/hvplot,128788.0,132678.0,https://anaconda.org/conda-forge/hvplot,2022-05-09 16:16:22.098,178945.0,,,,,2.0,,,,,,,,,,,,,,,
247,NiBabel,nipy/nibabel,medical-data,,https://github.com/nipy/nibabel,https://github.com/nipy/nibabel,,2010-07-22 16:28:30.000,2022-06-09 04:16:16.000000,2022-06-07 14:23:12,5161,40.0,227.0,39.0,679.0,111.0,322.0,476,Python package to access a cacophony of neuro-imaging file formats.,94.0,30,False,2022-06-06 14:23:45,4.0.0rc0,34.0,nibabel,conda-forge/nibabel,,,,7278.0,7278.0,https://pypi.org/project/nibabel,174814.0,180840.0,https://anaconda.org/conda-forge/nibabel,2022-02-07 20:18:47.734,439926.0,,,,,2.0,,,,,,,,,,,,,,,
248,Face Recognition,ageitgey/face_recognition,image,,https://github.com/ageitgey/face_recognition,https://github.com/ageitgey/face_recognition,MIT,2017-03-03 21:52:39.000,2022-06-09 05:19:46.000000,2021-06-14 10:10:40,219,,12023.0,1584.0,193.0,654.0,559.0,44810,The worlds simplest facial recognition api for Python and the command line.,47.0,29,True,2018-04-02 17:18:43,1.2.2,2.0,face_recognition,conda-forge/face_recognition,,,['pytorch'],,,https://pypi.org/project/face_recognition,58283.0,58621.0,https://anaconda.org/conda-forge/face_recognition,2021-04-30 19:06:15.265,6951.0,,,,,2.0,461.0,,,,,,,,,,,,,,
249,vit-pytorch,lucidrains/vit-pytorch,image,,https://github.com/lucidrains/vit-pytorch,https://github.com/lucidrains/vit-pytorch,MIT,2020-10-03 22:47:24.000,2022-06-03 21:49:38.000000,2022-05-04 03:24:14,243,21.0,1669.0,123.0,32.0,86.0,97.0,10362,"Implementation of Vision Transformer, a simple way to achieve SOTA in vision classification with only a single..",15.0,29,True,2022-05-04 02:44:42,0.35.2,100.0,vit-pytorch,,,,['pytorch'],117.0,117.0,https://pypi.org/project/vit-pytorch,21845.0,21845.0,,,,,,,,2.0,,,,,,,,,,,,,,,
250,carla,carla-simulator/carla,others,,https://github.com/carla-simulator/carla,https://github.com/carla-simulator/carla,,2017-10-24 09:06:23.000,2022-06-08 22:32:53.000000,2021-11-19 11:13:47,5439,,2267.0,235.0,1168.0,549.0,3318.0,7831,Open-source simulator for autonomous driving research.,138.0,29,False,2021-11-16 19:51:12,0.9.13,24.0,carla,,,,,186.0,186.0,https://pypi.org/project/carla,23229.0,23229.0,,,,,,,,2.0,,,,,,,,,,,,,,,
251,Gradio,gradio-app/gradio,others,,https://github.com/gradio-app/gradio,https://github.com/gradio-app/gradio,Apache-2.0,2018-12-19 08:24:04.000,2022-06-09 13:04:53.000000,2022-06-09 08:05:10,4126,606.0,460.0,76.0,628.0,166.0,584.0,7366,"Wrap UIs around any model, share with anyone.",79.0,29,True,2022-05-17 15:21:52,3.0,8.0,gradio,,,,,1.0,1.0,https://pypi.org/project/gradio,241553.0,241553.0,,,,,,,,2.0,,,,,,,,,,,,,,,
252,imageai,OlafenwaMoses/ImageAI,image,,https://github.com/OlafenwaMoses/ImageAI,https://github.com/OlafenwaMoses/ImageAI,MIT,2018-03-19 23:12:33.000,2022-05-26 20:30:40.000000,2021-05-08 20:05:36,292,,1918.0,278.0,70.0,257.0,429.0,7056,A python library built to empower developers to build applications and systems with self-contained Computer Vision..,15.0,29,False,2021-01-04 19:24:41,essentials-v5,10.0,imageai,conda-forge/imageai,,,,1113.0,1113.0,https://pypi.org/project/imageai,11507.0,26757.0,https://anaconda.org/conda-forge/imageai,2021-04-30 19:03:25.297,2870.0,,,,,2.0,756317.0,,,,,,,,,,,,,,
253,featuretools,alteryx/featuretools,hyperopt,,https://github.com/alteryx/featuretools,https://github.com/alteryx/featuretools,BSD-3-Clause,2017-09-08 22:15:17.000,2022-06-07 17:42:04.000000,2022-06-05 21:33:02,1025,76.0,792.0,159.0,1293.0,165.0,636.0,6202,An open source python library for automated feature engineering.,65.0,29,True,2022-05-27 16:44:50,1.9.1,100.0,featuretools,conda-forge/featuretools,,,,,,https://pypi.org/project/featuretools,141895.0,143971.0,https://anaconda.org/conda-forge/featuretools,2022-05-31 13:17:43.481,87213.0,,,,,2.0,,,,,,,,,,,,,,,
254,PyTorch3D,facebookresearch/pytorch3d,image,,https://github.com/facebookresearch/pytorch3d,https://github.com/facebookresearch/pytorch3d,,2019-10-25 02:23:45.000,2022-06-01 20:54:21.000000,2022-06-01 20:52:26,781,103.0,877.0,137.0,105.0,82.0,961.0,6040,PyTorch3D is FAIRs library of reusable components for deep learning with 3D data.,87.0,29,False,2022-04-28 16:15:23,0.6.2,11.0,pytorch3d,pytorch3d/pytorch3d,,,['pytorch'],208.0,208.0,https://pypi.org/project/pytorch3d,15587.0,17125.0,https://anaconda.org/pytorch3d/pytorch3d,2022-04-28 15:25:00.343,47691.0,,,,,2.0,,,,,,,,,,,,,,,
255,H2O-3,h2oai/h2o-3,distributed-ml,,https://github.com/h2oai/h2o-3,https://github.com/h2oai/h2o-3,Apache-2.0,2014-03-03 16:08:07.000,2022-06-09 11:41:24.000000,2022-06-08 15:08:39,30938,278.0,1871.0,396.0,6147.0,,,5844,"H2O is an Open Source, Distributed, Fast & Scalable Machine Learning Platform: Deep Learning, Gradient Boosting (GBM)..",226.0,29,True,,,,h2o,,,,,,,https://pypi.org/project/h2o,428180.0,428180.0,,,,,,,,2.0,,,,,,,,,,,,,,,
256,CleverHans,cleverhans-lab/cleverhans,adversarial,,https://github.com/cleverhans-lab/cleverhans,https://github.com/cleverhans-lab/cleverhans,MIT,2016-09-15 00:28:04.000,2022-01-23 02:08:30.000000,2021-09-23 22:14:27,3201,,1328.0,190.0,780.0,24.0,422.0,5509,"An adversarial example library for constructing attacks, building defenses, and benchmarking both.",128.0,29,True,2021-07-24 08:48:41,4.0.0,8.0,cleverhans,conda-forge/cleverhans,,,['tensorflow'],326.0,326.0,https://pypi.org/project/cleverhans,1352.0,1482.0,https://anaconda.org/conda-forge/cleverhans,2021-07-29 12:49:41.903,3123.0,,,,,2.0,,,,,,,,,,,,,,,
257,keras-rl,keras-rl/keras-rl,reinforcement-learning,,https://github.com/keras-rl/keras-rl,https://github.com/keras-rl/keras-rl,MIT,2016-07-02 15:53:12.000,2022-05-23 13:10:46.000000,2019-11-11 22:14:54,308,,1283.0,212.0,156.0,7.0,227.0,5277,Deep Reinforcement Learning for Keras.,40.0,29,False,2018-05-01 14:27:32,0.4.2,8.0,keras-rl,,,,['tensorflow'],585.0,585.0,https://pypi.org/project/keras-rl,2026.0,2026.0,,,,,,,,1.0,,,,,,,,,,,,,,,
258,pyfolio,quantopian/pyfolio,financial-data,,https://github.com/quantopian/pyfolio,https://github.com/quantopian/pyfolio,Apache-2.0,2015-06-01 15:31:39.000,2021-12-26 17:08:51.000000,2020-07-15 13:46:58,1184,,1366.0,307.0,290.0,133.0,265.0,4429,Portfolio and risk analytics in Python.,56.0,29,False,2019-04-15 11:38:22,0.9.2,8.0,pyfolio,conda-forge/pyfolio,,,,417.0,417.0,https://pypi.org/project/pyfolio,5847.0,6012.0,https://anaconda.org/conda-forge/pyfolio,2020-05-16 14:11:57.267,8591.0,,,,,2.0,,,,,,,,,,,,,,,
259,Ignite,pytorch/ignite,ml-frameworks,,https://github.com/pytorch/ignite,https://github.com/pytorch/ignite,BSD-3-Clause,2017-11-23 17:31:21.000,2022-06-09 14:03:38.000000,2022-05-31 20:39:56,1385,26.0,535.0,61.0,1506.0,121.0,934.0,3977,High-level library to help with training and evaluating neural networks in PyTorch flexibly and transparently.,173.0,29,True,2022-05-04 20:24:44,0.4.9,20.0,pytorch-ignite,pytorch/ignite,,,['pytorch'],,,https://pypi.org/project/pytorch-ignite,172560.0,174421.0,https://anaconda.org/pytorch/ignite,2022-05-04 20:29:56.200,89350.0,,,,,3.0,,,,,,,,,,,,,,,
260,nevergrad,facebookresearch/nevergrad,hyperopt,,https://github.com/facebookresearch/nevergrad,https://github.com/facebookresearch/nevergrad,MIT,2018-11-21 00:33:17.000,2022-06-09 12:11:33.000000,2022-05-06 20:29:06,1012,46.0,308.0,66.0,1232.0,64.0,155.0,3303,A Python toolbox for performing gradient-free optimization.,49.0,29,True,,,18.0,nevergrad,conda-forge/nevergrad,,,,338.0,338.0,https://pypi.org/project/nevergrad,44378.0,45408.0,https://anaconda.org/conda-forge/nevergrad,2021-06-14 12:44:22.518,26800.0,,,,,2.0,,,,,,,,,,,,,,,
261,nlpaug,makcedward/nlpaug,nlp,,https://github.com/makcedward/nlpaug,https://github.com/makcedward/nlpaug,MIT,2019-03-21 03:00:17.000,2022-05-15 08:44:51.000000,2022-04-03 20:16:49,722,10.0,366.0,38.0,114.0,39.0,143.0,3286,Data augmentation for NLP.,30.0,29,True,2021-12-25 02:49:58,1.1.10,24.0,nlpaug,conda-forge/nlpaug,,,,343.0,343.0,https://pypi.org/project/nlpaug,71096.0,71268.0,https://anaconda.org/conda-forge/nlpaug,2021-12-25 16:31:39.772,2073.0,,,,,2.0,,,,,,,,,,,,,,,
262,ftfy,rspeer/python-ftfy,nlp,,https://github.com/rspeer/python-ftfy,https://github.com/rspeer/python-ftfy,MIT,2012-08-24 16:14:59.000,2022-05-07 09:43:39.000000,2022-02-09 19:43:12,605,,109.0,73.0,63.0,12.0,118.0,3248,"Fixes mojibake and other glitches in Unicode text, after the fact.",18.0,29,True,2021-08-23 21:02:05,6.0.3,11.0,ftfy,conda-forge/ftfy,,,,5864.0,5864.0,https://pypi.org/project/ftfy,1700352.0,1702995.0,https://anaconda.org/conda-forge/ftfy,2022-03-13 19:47:23.479,163884.0,,,,,2.0,,,,,,,,,,,,,,,
263,Sumy,miso-belica/sumy,nlp,,https://github.com/miso-belica/sumy,https://github.com/miso-belica/sumy,Apache-2.0,2013-02-20 12:56:48.000,2022-04-22 07:57:30.389000,2022-04-21 22:32:03,411,5.0,463.0,113.0,72.0,14.0,87.0,2821,Module for automatic summarization of text documents and HTML pages.,22.0,29,True,2022-04-21 21:59:07,0.10.0,14.0,sumy,conda-forge/sumy,,,,1262.0,1262.0,https://pypi.org/project/sumy,23090.0,23178.0,https://anaconda.org/conda-forge/sumy,2022-04-22 07:57:30.389,1057.0,,,,,2.0,,,,,,,,,,,,,,,
264,Acme,deepmind/acme,reinforcement-learning,,https://github.com/deepmind/acme,https://github.com/deepmind/acme,Apache-2.0,2020-05-01 09:18:12.000,2022-06-08 10:33:28.000000,2022-06-08 10:32:53,921,155.0,331.0,73.0,43.0,24.0,170.0,2661,A library of reinforcement learning components and agents.,68.0,29,True,2022-02-10 06:52:01,0.4.0,12.0,dm-acme,conda-forge/dm-acme,,,['tensorflow'],81.0,81.0,https://pypi.org/project/dm-acme,3951.0,4079.0,https://anaconda.org/conda-forge/dm-acme,2021-12-09 14:52:24.765,2440.0,,,,,1.0,,,,,,,,,,,,,,,
265,TorchServe,pytorch/serve,model-serialisation,,https://github.com/pytorch/serve,https://github.com/pytorch/serve,Apache-2.0,2019-10-03 03:17:43.000,2022-06-09 06:14:59.000000,2022-05-26 20:48:44,3182,276.0,521.0,49.0,780.0,128.0,765.0,2656,"Serve, optimize and scale PyTorch models in production.",116.0,29,True,2022-05-16 20:02:45,0.6.0,14.0,torchserve,pytorch/torchserve,pytorch/torchserve,,['pytorch'],,,https://pypi.org/project/torchserve,22651.0,55572.0,https://anaconda.org/pytorch/torchserve,2022-05-13 21:22:14.370,23989.0,https://hub.docker.com/r/pytorch/torchserve,2022-06-09 00:28:18.201421,12.0,1021766.0,2.0,1794.0,,,,,,,,,,,,,,
266,GluonNLP,dmlc/gluon-nlp,nlp,,https://github.com/dmlc/gluon-nlp,https://github.com/dmlc/gluon-nlp,Apache-2.0,2018-04-04 20:57:13.000,2022-05-18 19:05:58.000000,2021-08-24 19:11:38,840,,496.0,103.0,1039.0,232.0,296.0,2417,"Toolkit that enables easy text preprocessing, datasets loading and neural models building to help you speed up your..",82.0,29,True,2020-08-13 19:16:27,0.10.0,15.0,gluonnlp,,,,['mxnet'],829.0,829.0,https://pypi.org/project/gluonnlp,79175.0,79175.0,,,,,,,,2.0,,,,,,,,,,,,,,,
267,Foolbox,bethgelab/foolbox,adversarial,,https://github.com/bethgelab/foolbox,https://github.com/bethgelab/foolbox,MIT,2017-06-14 13:05:48.000,2022-05-30 10:24:06.000000,2022-05-25 09:55:55,1696,9.0,392.0,45.0,343.0,19.0,327.0,2246,"A Python toolbox to create adversarial examples that fool neural networks in PyTorch, TensorFlow, and JAX.",32.0,29,True,2022-04-02 15:26:25,3.3.3,58.0,foolbox,conda-forge/foolbox,,,,297.0,297.0,https://pypi.org/project/foolbox,2608.0,2873.0,https://anaconda.org/conda-forge/foolbox,2021-04-30 19:06:43.853,6108.0,,,,,2.0,,,,,,,,,,,,,,,
268,tslearn,tslearn-team/tslearn,time-series-data,,https://github.com/tslearn-team/tslearn,https://github.com/tslearn-team/tslearn,BSD-2-Clause,2017-05-04 13:08:13.000,2022-06-09 13:58:17.000000,2022-06-09 07:06:43,1582,1.0,275.0,60.0,135.0,82.0,184.0,2145,A machine learning toolkit dedicated to time-series data.,37.0,29,True,2021-08-16 07:09:52,0.5.2,21.0,tslearn,conda-forge/tslearn,,,['sklearn'],501.0,501.0,https://pypi.org/project/tslearn,100915.0,105956.0,https://anaconda.org/conda-forge/tslearn,2022-01-15 08:48:51.564,257094.0,,,,,2.0,,,,,,,,,,,,,,,
269,TFX,tensorflow/tfx,data-pipelines,,https://github.com/tensorflow/tfx,https://github.com/tensorflow/tfx,Apache-2.0,2019-02-04 17:14:36.000,2022-06-09 11:12:56.000000,2022-06-09 11:12:51,4286,136.0,561.0,85.0,4168.0,222.0,532.0,1767,TFX is an end-to-end platform for deploying production ML pipelines.,140.0,29,True,2022-05-25 23:32:49,1.8.0,77.0,tfx,,,,['tensorflow'],,,https://pypi.org/project/tfx,318000.0,318000.0,,,,,,,,2.0,,,,,,,,,,,,,,,
270,Pythran,serge-sans-paille/pythran,others,,https://github.com/serge-sans-paille/pythran,https://github.com/serge-sans-paille/pythran,BSD-3-Clause,2012-05-29 08:02:14.000,2022-06-09 05:40:19.000000,2022-06-09 05:40:19,3537,23.0,173.0,53.0,1251.0,98.0,648.0,1736,Ahead of Time compiler for numeric kernels.,66.0,29,True,,,24.0,pythran,conda-forge/pythran,,,,148.0,148.0,https://pypi.org/project/pythran,352313.0,357128.0,https://anaconda.org/conda-forge/pythran,2022-04-10 10:43:10.231,235940.0,,,,,2.0,,,,,,,,,,,,,,pythran,python-pythran
271,Alibi,SeldonIO/alibi,interpretability,,https://github.com/SeldonIO/alibi,https://github.com/SeldonIO/alibi,Apache-2.0,2019-02-26 10:10:56.000,2022-06-09 14:06:40.000000,2022-06-08 09:55:34,438,65.0,184.0,44.0,406.0,118.0,171.0,1645,Algorithms for explaining machine learning models.,18.0,29,True,2022-05-18 11:35:00,0.7.0,25.0,alibi,,,,,174.0,174.0,https://pypi.org/project/alibi,23064.0,23064.0,,,,,,,,2.0,,,,,,,,,,,,,,,
272,tesserocr,sirfz/tesserocr,ocr,,https://github.com/sirfz/tesserocr,https://github.com/sirfz/tesserocr,MIT,2015-12-17 23:29:36.000,2022-05-04 23:34:17.279000,2021-11-09 18:12:47,178,,214.0,54.0,58.0,77.0,167.0,1638,A Python wrapper for the tesseract-ocr API.,26.0,29,True,2021-06-19 21:08:11,2.5.2,13.0,tesserocr,conda-forge/tesserocr,,,,666.0,666.0,https://pypi.org/project/tesserocr,61339.0,63589.0,https://anaconda.org/conda-forge/tesserocr,2022-05-04 23:34:17.279,72002.0,,,,,2.0,,,,,,,,,,,,,,,
273,pyLDAvis,bmabey/pyLDAvis,interpretability,,https://github.com/bmabey/pyLDAvis,https://github.com/bmabey/pyLDAvis,BSD-3-Clause,2015-04-09 22:48:03.000,2022-02-01 14:45:02.000000,2021-03-24 13:03:31,240,,320.0,57.0,64.0,84.0,78.0,1616,Python library for interactive topic model visualization. Port of the R LDAvis package.,32.0,29,False,2021-03-24 13:05:21,3.3.1,5.0,pyldavis,conda-forge/pyldavis,,,['jupyter'],3567.0,3567.0,https://pypi.org/project/pyldavis,815131.0,815967.0,https://anaconda.org/conda-forge/pyldavis,2021-03-24 15:17:07.309,40147.0,,,,,2.0,,,,,,,,,,,,,,,
274,lightning-flash,PyTorchLightning/lightning-flash,pytorch-utils,,https://github.com/PyTorchLightning/lightning-flash,https://github.com/PyTorchLightning/lightning-flash,Apache-2.0,2021-01-28 18:47:16.000,2022-06-07 10:40:15.000000,2022-06-06 11:14:01,906,67.0,162.0,34.0,838.0,29.0,428.0,1474,Your PyTorch AI Factory - Flash enables you to easily configure and run complex AI recipes for over 15 tasks across 7..,70.0,29,True,2022-05-11 18:16:51,0.7.5,22.0,lightning-flash,conda-forge/lightning-flash,,,['pytorch'],82.0,82.0,https://pypi.org/project/lightning-flash,7670.0,7873.0,https://anaconda.org/conda-forge/lightning-flash,2022-05-12 00:02:28.024,2039.0,,,,,1.0,,,,,,,,,,,,,,,
275,ArcGIS API,Esri/arcgis-python-api,geospatial-data,,https://github.com/Esri/arcgis-python-api,https://github.com/Esri/arcgis-python-api,Apache-2.0,2016-03-16 01:09:14.000,2022-06-09 05:06:22.000000,2022-06-09 05:06:22,3540,98.0,888.0,137.0,833.0,30.0,410.0,1317,Documentation and samples for ArcGIS API for Python.,80.0,29,True,2022-06-01 17:24:30,2.0.1,31.0,arcgis,,esridocker/arcgis-api-python-notebook,,,,,https://pypi.org/project/arcgis,71201.0,71345.0,,,,https://hub.docker.com/r/esridocker/arcgis-api-python-notebook,2022-06-06 11:26:10.139398,34.0,7019.0,3.0,3566.0,,,,,,,,,,,,,,
276,Model Analysis,tensorflow/model-analysis,interpretability,,https://github.com/tensorflow/model-analysis,https://github.com/tensorflow/model-analysis,Apache-2.0,2018-03-23 19:08:49.000,2022-06-09 00:41:49.000000,2022-06-09 00:41:48,1160,47.0,232.0,71.0,91.0,15.0,49.0,1158,Model analysis tools for TensorFlow.,43.0,29,True,2022-05-16 03:23:38,0.39.0,49.0,tensorflow-model-analysis,,,,"['tensorflow', 'jupyter']",,,https://pypi.org/project/tensorflow-model-analysis,781598.0,781598.0,,,,,,,,2.0,,,,,,,,,,,,,,,
277,agate,wireservice/agate,others,,https://github.com/wireservice/agate,https://github.com/wireservice/agate,MIT,2014-04-25 13:59:09.000,2022-03-02 09:28:56.000000,2021-07-15 17:22:49,1466,,136.0,42.0,125.0,10.0,630.0,1092,A Python data analysis library that is optimized for humans instead of machines.,49.0,29,True,,,5.0,agate,conda-forge/agate,,,,954.0,954.0,https://pypi.org/project/agate,4262122.0,4263431.0,https://anaconda.org/conda-forge/agate,2021-07-16 07:46:42.405,83800.0,,,,,2.0,,,,,,,,,,,,,,,
278,pyjanitor,pyjanitor-devs/pyjanitor,others,,https://github.com/pyjanitor-devs/pyjanitor,https://github.com/pyjanitor-devs/pyjanitor,MIT,2018-03-04 22:43:33.000,2022-06-08 00:31:26.000000,2022-06-02 01:10:30,1396,50.0,151.0,20.0,639.0,103.0,371.0,927,Clean APIs for data cleaning. Python implementation of R package Janitor.,104.0,29,True,2022-05-03 04:09:24,0.23.1,50.0,pyjanitor,conda-forge/pyjanitor,,,,185.0,185.0,https://pypi.org/project/pyjanitor,23918.0,26269.0,https://anaconda.org/conda-forge/pyjanitor,2021-11-22 17:28:45.154,119943.0,,,,,2.0,,,,,,,,,,,,,,,
279,dask-ml,dask/dask-ml,distributed-ml,,https://github.com/dask/dask-ml,https://github.com/dask/dask-ml,BSD-3-Clause,2017-06-15 15:56:06.000,2022-06-06 15:39:53.000000,2022-06-06 15:25:17,804,7.0,223.0,39.0,492.0,201.0,244.0,806,Scalable Machine Learning with Dask.,75.0,29,True,2022-05-27 14:17:08,2022.5.27,27.0,dask-ml,conda-forge/dask-ml,,,,625.0,625.0,https://pypi.org/project/dask-ml,76328.0,82185.0,https://anaconda.org/conda-forge/dask-ml,2022-05-27 20:11:18.984,328046.0,,,,,2.0,,,,,,,,,,,,,,,
280,data-validation,tensorflow/data-validation,data-viz,,https://github.com/tensorflow/data-validation,https://github.com/tensorflow/data-validation,Apache-2.0,2018-07-02 15:47:02.000,2022-06-06 19:17:29.000000,2022-06-06 19:17:28,779,34.0,121.0,46.0,68.0,25.0,120.0,637,Library for exploring and validating machine learning data.,24.0,29,True,2022-05-16 07:40:43,1.8.0,37.0,tensorflow-data-validation,,,,"['tensorflow', 'jupyter']",483.0,483.0,https://pypi.org/project/tensorflow-data-validation,1915627.0,1915635.0,,,,,,,,3.0,364.0,,,,,,,,,,,,,,
