,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,labels,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,helm_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,docs_url,npm_id,npm_url,npm_monthly_downloads,brew_id,apt_id,yum_id,trending,updated_github_id,maven_id,maven_url,dnf_id,yay_id,snap_id
202,tensorboardX,lanpa/tensorboardX,ml-experiments,,https://github.com/lanpa/tensorboardX,https://github.com/lanpa/tensorboardX,MIT,2017-06-13 13:54:19.000,2023-01-02 17:40:37.000000,2023-01-02 17:39:50,498.0,2.0,853.0,87.0,242.0,68.0,369.0,7495,"tensorboard for pytorch (and chainer, mxnet, numpy, ...).",73.0,31,True,2022-06-05 10:13:32,2.5,15.0,tensorboardX,conda-forge/tensorboardx,,350.0,1840718.0,24861.0,24861.0,https://pypi.org/project/tensorboardX,1825411.0,https://anaconda.org/conda-forge/tensorboardx,2022-06-07 21:45:23.917,918140.0,2.0,,,,,,,,,,,,,,,,,,,,
203,tensorpack,tensorpack/tensorpack,ml-frameworks,,https://github.com/tensorpack/tensorpack,https://github.com/tensorpack/tensorpack,Apache-2.0,2015-12-25 23:08:44.000,2022-12-28 06:22:25.000000,2022-11-26 10:13:22,2940.0,1.0,1819.0,202.0,206.0,10.0,1340.0,6250,"A Neural Net Training Interface on TensorFlow, with focus on speed + flexibility.",58.0,31,True,2019-01-18 19:18:13,doc-v0.9.0.1,3.0,tensorpack,conda-forge/tensorpack,['tensorflow'],145.0,11945.0,1153.0,1153.0,https://pypi.org/project/tensorpack,11533.0,https://anaconda.org/conda-forge/tensorpack,2022-02-06 19:35:57.930,6151.0,3.0,,,,,,,,,,,,,,,,,,,,
204,DeepPavlov,deepmipt/DeepPavlov,nlp,,https://github.com/deeppavlov/DeepPavlov,https://github.com/deeppavlov/DeepPavlov,Apache-2.0,2017-11-17 14:35:29.000,2023-01-05 12:29:58.000000,2022-11-22 06:53:07,2663.0,12.0,1054.0,210.0,993.0,53.0,567.0,5973,An open source library for deep learning end-to-end dialog systems and chatbots.,73.0,31,True,2022-11-22 07:00:06,1.0.1,55.0,deeppavlov,,['tensorflow'],,6581.0,313.0,313.0,https://pypi.org/project/deeppavlov,6581.0,,,,2.0,,,,,,,,,,,,,,,deeppavlov/DeepPavlov,,,,,
205,DoWhy,Microsoft/dowhy,interpretability,,https://github.com/py-why/dowhy,https://github.com/py-why/dowhy,MIT,2018-05-31 13:07:04.000,2023-01-03 18:39:36.000000,2022-12-22 13:51:12,790.0,120.0,768.0,137.0,463.0,98.0,222.0,5555,DoWhy is a Python library for causal inference that supports explicit modeling and testing of causal assumptions...,66.0,31,True,2022-12-17 06:13:06,0.9.1,11.0,dowhy,conda-forge/dowhy,,31.0,77499.0,169.0,169.0,https://pypi.org/project/dowhy,77151.0,https://anaconda.org/conda-forge/dowhy,2022-07-19 11:17:50.796,11151.0,2.0,,,,,,,,,,,,,,,py-why/dowhy,,,,,
206,skorch,skorch-dev/skorch,ml-frameworks,,https://github.com/skorch-dev/skorch,https://github.com/skorch-dev/skorch,BSD-3-Clause,2017-07-18 00:13:54.000,2023-01-05 13:36:10.000000,2023-01-03 10:17:31,1029.0,14.0,322.0,81.0,471.0,47.0,409.0,4928,A scikit-learn compatible neural network library that wraps PyTorch.,52.0,31,True,2022-11-18 12:42:50,0.12.1,12.0,skorch,conda-forge/skorch,"['pytorch', 'sklearn']",,125276.0,636.0,636.0,https://pypi.org/project/skorch,112060.0,https://anaconda.org/conda-forge/skorch,2021-11-30 10:48:50.965,687236.0,3.0,,,,,,,,,,,,,,,,,,,,
207,mlpack,mlpack/mlpack,ml-frameworks,,https://github.com/mlpack/mlpack,https://github.com/mlpack/mlpack,,2014-12-17 18:16:59.000,2023-01-01 17:04:19.000000,2022-12-29 18:47:10,28415.0,98.0,1438.0,179.0,1874.0,28.0,1446.0,4187,"mlpack: a fast, header-only C++ machine learning library.",296.0,31,False,2022-12-29 15:40:58,4.0.1,42.0,mlpack,conda-forge/mlpack,,,11639.0,,,https://pypi.org/project/mlpack,9276.0,https://anaconda.org/conda-forge/mlpack,2022-12-30 21:56:55.663,127650.0,3.0,,,,,,,,,,,,,,,,,,,,
208,torchtext,pytorch/text,nlp,,https://github.com/pytorch/text,https://github.com/pytorch/text,BSD-3-Clause,2016-12-12 00:56:03.000,2023-01-05 12:30:48.000000,2023-01-04 16:39:15,1223.0,46.0,729.0,262.0,1311.0,234.0,471.0,3172,Data loaders and abstractions for text and NLP.,143.0,31,True,2022-12-16 00:35:35,0.14.1,22.0,torchtext,,['pytorch'],,864004.0,,,https://pypi.org/project/torchtext,864004.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
209,implicit,benfred/implicit,recommender-systems,,https://github.com/benfred/implicit,https://github.com/benfred/implicit,MIT,2016-04-17 03:45:23.000,2022-12-23 23:13:47.000000,2022-12-11 00:17:11,408.0,10.0,553.0,82.0,200.0,74.0,368.0,3048,Fast Python Collaborative Filtering for Implicit Feedback Datasets.,34.0,31,True,2022-12-11 00:47:48,0.6.2,14.0,implicit,conda-forge/implicit,,268.0,154592.0,755.0,755.0,https://pypi.org/project/implicit,147246.0,https://anaconda.org/conda-forge/implicit,2022-01-29 16:35:56.077,439468.0,1.0,,,,,,,,,,,,,,,,,,,,
210,aim,aimhubio/aim,ml-experiments,,https://github.com/aimhubio/aim,https://github.com/aimhubio/aim,Apache-2.0,2019-05-31 18:25:07.000,2023-01-05 08:02:06.000000,2022-12-28 14:18:29,1990.0,90.0,182.0,35.0,1675.0,184.0,575.0,2966,Aim easy-to-use and performant open-source ML experiment tracker.,48.0,31,True,2022-12-23 10:51:41,3.15.2,46.0,aim,conda-forge/aim,,,34144.0,131.0,131.0,https://pypi.org/project/aim,33047.0,https://anaconda.org/conda-forge/aim,2021-10-15 14:36:27.336,19762.0,2.0,,,,,,,,,,,,,,,,,,,,
211,GluonNLP,dmlc/gluon-nlp,nlp,,https://github.com/dmlc/gluon-nlp,https://github.com/dmlc/gluon-nlp,Apache-2.0,2018-04-04 20:57:13.000,2022-12-25 20:52:27.000000,2022-12-25 20:52:27,843.0,3.0,497.0,100.0,1043.0,234.0,296.0,2462,"Toolkit that enables easy text preprocessing, datasets loading and neural models building to help you speed up your..",84.0,31,True,2020-08-13 19:16:27,0.10.0,15.0,gluonnlp,,['mxnet'],,622705.0,1055.0,1055.0,https://pypi.org/project/gluonnlp,622705.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
212,dtreeviz,parrt/dtreeviz,interpretability,,https://github.com/parrt/dtreeviz,https://github.com/parrt/dtreeviz,MIT,2018-08-13 21:45:15.000,2023-01-05 01:43:34.000000,2023-01-05 01:43:34,519.0,96.0,293.0,46.0,93.0,32.0,109.0,2373,A python library for decision tree visualization and model interpretation.,21.0,31,True,2022-12-27 19:58:41,2.0.0,29.0,dtreeviz,conda-forge/dtreeviz,,,65565.0,568.0,568.0,https://pypi.org/project/dtreeviz,64349.0,https://anaconda.org/conda-forge/dtreeviz,2022-12-28 06:40:23.775,31637.0,2.0,,,,,,,,,,,,,,,,,,,,
213,Haiku,deepmind/dm-haiku,ml-frameworks,,https://github.com/deepmind/dm-haiku,https://github.com/deepmind/dm-haiku,Apache-2.0,2020-02-18 07:14:02.000,2022-12-22 11:12:01.000000,2022-12-22 11:11:54,831.0,21.0,193.0,37.0,377.0,59.0,152.0,2300,JAX-based neural network library.,68.0,31,True,2022-11-16 12:15:05,0.0.9,11.0,dm-haiku,conda-forge/dm-haiku,,,104154.0,692.0,692.0,https://pypi.org/project/dm-haiku,103795.0,https://anaconda.org/conda-forge/dm-haiku,2022-09-21 19:38:58.042,8258.0,3.0,,,,,,,,,,,,,,,,,,,,
214,torchaudio,pytorch/audio,audio,,https://github.com/pytorch/audio,https://github.com/pytorch/audio,BSD-2-Clause,2017-05-05 00:38:05.000,2023-01-05 13:38:51.000000,2023-01-05 13:29:41,1799.0,127.0,479.0,70.0,2246.0,149.0,558.0,1937,"Data manipulation and transformation for audio signal processing, powered by PyTorch.",185.0,31,True,2022-12-15 23:57:49,0.13.1,22.0,torchaudio,,['pytorch'],,528442.0,,,https://pypi.org/project/torchaudio,528442.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
215,TFX,tensorflow/tfx,data-pipelines,,https://github.com/tensorflow/tfx,https://github.com/tensorflow/tfx,Apache-2.0,2019-02-04 17:14:36.000,2023-01-05 12:42:57.000000,2023-01-04 01:22:52,4856.0,210.0,613.0,91.0,4797.0,154.0,654.0,1884,TFX is an end-to-end platform for deploying production ML pipelines.,160.0,31,True,2022-12-19 16:48:53,1.12.0,87.0,tfx,,['tensorflow'],,415398.0,,,https://pypi.org/project/tfx,415398.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
216,Pythran,serge-sans-paille/pythran,others,,https://github.com/serge-sans-paille/pythran,https://github.com/serge-sans-paille/pythran,BSD-3-Clause,2012-05-29 08:02:14.000,2023-01-05 13:20:52.000000,2023-01-03 08:28:41,3592.0,31.0,176.0,53.0,1282.0,109.0,674.0,1839,Ahead of Time compiler for numeric kernels.,68.0,31,True,,,25.0,pythran,conda-forge/pythran,,,505973.0,421.0,421.0,https://pypi.org/project/pythran,500436.0,https://anaconda.org/conda-forge/pythran,2022-10-26 18:29:29.879,310101.0,2.0,,,,,,,,,,,,,,,,,,pythran,python-pythran,
217,GPflow,GPflow/GPflow,probabilistics,,https://github.com/GPflow/GPflow,https://github.com/GPflow/GPflow,Apache-2.0,2016-01-14 11:29:24.000,2023-01-02 11:09:11.000000,2022-12-12 14:22:33,2415.0,14.0,417.0,76.0,1215.0,113.0,669.0,1690,Gaussian processes in TensorFlow.,80.0,31,True,2022-12-02 15:24:19,2.6.4,42.0,gpflow,conda-forge/gpflow,['tensorflow'],,56261.0,444.0,444.0,https://pypi.org/project/gpflow,55933.0,https://anaconda.org/conda-forge/gpflow,2022-05-24 14:05:38.796,18410.0,2.0,,,,,,,,,,,,,,,,,,,,
218,pyLDAvis,bmabey/pyLDAvis,interpretability,,https://github.com/bmabey/pyLDAvis,https://github.com/bmabey/pyLDAvis,BSD-3-Clause,2015-04-09 22:48:03.000,2022-12-15 20:52:37.000000,2021-03-24 13:03:31,240.0,,333.0,57.0,69.0,88.0,78.0,1672,Python library for interactive topic model visualization. Port of the R LDAvis package.,32.0,31,False,2021-03-24 13:05:21,3.3.1,5.0,pyldavis,conda-forge/pyldavis,['jupyter'],,668832.0,4350.0,4350.0,https://pypi.org/project/pyldavis,667809.0,https://anaconda.org/conda-forge/pyldavis,2021-03-24 15:17:07.309,56319.0,2.0,,,,,,,,,,,,,,,,,,,,
219,Geocoder,DenisCarriere/geocoder,geospatial-data,,https://github.com/DenisCarriere/geocoder,https://github.com/DenisCarriere/geocoder,MIT,2014-01-13 04:19:21.000,2022-08-17 17:00:40.000000,2018-10-12 15:53:05,1251.0,,269.0,51.0,153.0,76.0,217.0,1505,Python Geocoder.,73.0,31,False,2016-09-05 17:57:51,1.17.3,18.0,geocoder,conda-forge/geocoder,,,402323.0,5955.0,5955.0,https://pypi.org/project/geocoder,400706.0,https://anaconda.org/conda-forge/geocoder,2019-06-27 16:40:50.469,114849.0,2.0,,,,,,,,,,,,,,,,,,,,geocoder
220,mleap,combust/mleap,data-pipelines,,https://github.com/combust/mleap,https://github.com/combust/mleap,Apache-2.0,2016-08-23 03:51:03.000,2023-01-03 22:07:08.000000,2023-01-03 22:07:03,1019.0,12.0,301.0,70.0,388.0,94.0,359.0,1426,MLeap: Deploy ML Pipelines to Production.,80.0,31,True,2022-12-22 21:54:37,0.21.1,10.0,mleap,conda-forge/mleap,,,101253.0,200.0,200.0,https://pypi.org/project/mleap,99937.0,https://anaconda.org/conda-forge/mleap,2022-12-23 01:34:12.733,59241.0,2.0,,,,,,,,,,,,,,,,,,,,
221,agate,wireservice/agate,others,,https://github.com/wireservice/agate,https://github.com/wireservice/agate,MIT,2014-04-25 13:59:09.000,2023-01-05 00:05:13.909000,2023-01-04 20:11:59,1484.0,17.0,140.0,41.0,129.0,9.0,633.0,1116,A Python data analysis library that is optimized for humans instead of machines.,51.0,31,True,,,7.0,agate,conda-forge/agate,,,2181115.0,1361.0,1361.0,https://pypi.org/project/agate,2179567.0,https://anaconda.org/conda-forge/agate,2023-01-05 00:05:13.909,109920.0,2.0,,,,,,,,,,,,,,,,,,,,
222,tensorflow-upstream,ROCmSoftwarePlatform/tensorflow-upstream,ml-frameworks,,https://github.com/ROCmSoftwarePlatform/tensorflow-upstream,https://github.com/ROCmSoftwarePlatform/tensorflow-upstream,Apache-2.0,2018-04-09 21:24:50.000,2023-01-05 12:42:35.000000,2022-12-23 11:35:59,144270.0,3915.0,74.0,51.0,1624.0,59.0,274.0,621,TensorFlow ROCm port.,4226.0,31,True,2019-10-11 17:16:09,2.0.0-rocm,2.0,tensorflow-rocm,,['tensorflow'],20.0,1786.0,,,https://pypi.org/project/tensorflow-rocm,1786.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
223,NiBabel,nipy/nibabel,medical-data,,https://github.com/nipy/nibabel,https://github.com/nipy/nibabel,,2010-07-22 16:28:30.000,2023-01-03 20:33:16.000000,2023-01-03 17:48:45,5365.0,130.0,236.0,39.0,719.0,120.0,334.0,511,Python package to access a cacophony of neuro-imaging file formats.,94.0,31,False,2022-06-17 23:19:01,4.0.0,35.0,nibabel,conda-forge/nibabel,,,190559.0,9114.0,9114.0,https://pypi.org/project/nibabel,184095.0,https://anaconda.org/conda-forge/nibabel,2022-08-31 19:30:48.313,517135.0,2.0,,,,,,,,,,,,,,,,,,,,
224,glfw,glfw/glfw,image,,https://github.com/glfw/glfw,https://github.com/glfw/glfw,Zlib,2013-04-18 15:24:53.000,2023-01-04 13:31:08.000000,2022-12-16 12:44:59,4609.0,3.0,3666.0,382.0,596.0,433.0,1204.0,10042,"A multi-platform library for OpenGL, OpenGL ES, Vulkan, window and input.",186.0,30,False,2022-07-22 13:50:50,3.3.8,19.0,glfw,conda-forge/glfw,,3052545.0,188830.0,,,https://pypi.org/project/glfw,154434.0,https://anaconda.org/conda-forge/glfw,2022-07-23 14:48:23.443,90412.0,2.0,,,,,,,,,,,,,,,,,,,,
225,TFlearn,tflearn/tflearn,ml-frameworks,,https://github.com/tflearn/tflearn,https://github.com/tflearn/tflearn,,2016-03-31 12:05:53.000,2021-01-25 09:41:59.000000,2020-11-30 04:34:51,613.0,,2309.0,463.0,255.0,550.0,362.0,9590,Deep learning library featuring a higher-level API for TensorFlow.,128.0,30,False,2020-11-11 19:26:11,0.5.0,8.0,tflearn,,['tensorflow'],,19707.0,4221.0,4221.0,https://pypi.org/project/tflearn,19707.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
226,stanza,stanfordnlp/stanza,nlp,,https://github.com/stanfordnlp/stanza,https://github.com/stanfordnlp/stanza,,2017-09-26 08:00:56.000,2023-01-02 02:50:49.000000,2022-09-15 06:04:09,3146.0,,815.0,141.0,414.0,72.0,667.0,6447,Official Stanford NLP Python Library for Many Human Languages.,54.0,30,False,2022-09-15 05:47:38,1.4.2,15.0,stanza,stanfordnlp/stanza,,,132836.0,1412.0,1412.0,https://pypi.org/project/stanza,132655.0,https://anaconda.org/stanfordnlp/stanza,2022-09-14 18:22:52.582,6155.0,2.0,,,,,,,,,,,,,,,,,,,,
227,deepface,serengil/deepface,image,,https://github.com/serengil/deepface,https://github.com/serengil/deepface,MIT,2020-02-08 20:42:28.000,2023-01-05 14:05:11.000000,2023-01-05 14:05:11,866.0,25.0,1115.0,97.0,51.0,1.0,571.0,5243,"A Lightweight Face Recognition and Facial Attribute Analysis (Age, Gender, Emotion and Race) Library for Python.",31.0,30,True,,,,deepface,,,,74888.0,999.0,999.0,https://pypi.org/project/deepface,74888.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
228,cuDF,rapidsai/cudf,gpu-utilities,,https://github.com/rapidsai/cudf,https://github.com/rapidsai/cudf,Apache-2.0,2017-05-07 03:43:37.000,2023-01-05 13:33:39.000000,2023-01-05 13:15:41,36079.0,363.0,655.0,135.0,7378.0,666.0,4404.0,5240,cuDF - GPU DataFrame Library.,256.0,30,True,2022-12-08 19:18:51,22.12.01,32.0,cudf,,,,1944.0,,,https://pypi.org/project/cudf,1944.0,,,,1.0,,,,,,,,,,,,,,,,,,,,
229,Darts,unit8co/darts,time-series-data,,https://github.com/unit8co/darts,https://github.com/unit8co/darts,Apache-2.0,2018-09-13 15:17:28.000,2023-01-05 10:02:53.000000,2023-01-05 09:57:24,915.0,56.0,565.0,43.0,663.0,192.0,612.0,5221,A python library for user-friendly forecasting and anomaly detection on time series.,74.0,30,True,2022-12-23 09:58:41,0.23.0,33.0,u8darts,conda-forge/u8darts-all,,,10979.0,159.0,159.0,https://pypi.org/project/u8darts,9844.0,https://anaconda.org/conda-forge/u8darts-all,2022-12-23 18:49:16.476,20307.0,2.0,unit8/darts,,https://hub.docker.com/r/unit8/darts,2022-12-23 11:22:04.525155,,364.0,,,,,,,,,,,,,,
230,Activeloop,activeloopai/Hub,data-pipelines,,https://github.com/activeloopai/deeplake,https://github.com/activeloopai/deeplake,MPL-2.0,2019-08-09 06:17:59.000,2023-01-05 10:47:35.000000,2023-01-04 14:40:31,6667.0,300.0,410.0,67.0,1661.0,47.0,355.0,5131,"Data Lake for Deep Learning. Build, manage, query, version, & visualize datasets. Stream data real-time to..",110.0,30,True,2023-01-04 14:04:13,3.1.8,80.0,hub,,,,4447.0,16.0,16.0,https://pypi.org/project/hub,4447.0,,,,2.0,,,,,,,,,,,,,,,activeloopai/deeplake,,,,,
231,PML,KevinMusgrave/pytorch-metric-learning,pytorch-utils,,https://github.com/KevinMusgrave/pytorch-metric-learning,https://github.com/KevinMusgrave/pytorch-metric-learning,MIT,2019-10-23 17:20:35.000,2022-11-06 06:34:52.000000,2022-11-01 23:18:29,1002.0,4.0,583.0,68.0,98.0,57.0,350.0,4969,"The easiest way to use deep metric learning in your application. Modular, flexible, and extensible. Written in PyTorch.",29.0,30,True,2022-11-01 23:07:04,1.6.3,54.0,pytorch-metric-learning,metric-learning/pytorch-metric-learning,['pytorch'],,183948.0,438.0,438.0,https://pypi.org/project/pytorch-metric-learning,183690.0,https://anaconda.org/metric-learning/pytorch-metric-learning,2022-11-01 23:17:24.322,9310.0,1.0,,,,,,,,,,,,,,,,,,,,
232,DEAP,deap/deap,distributed-ml,,https://github.com/DEAP/deap,https://github.com/DEAP/deap,LGPL-3.0,2014-05-21 20:07:39.000,2023-01-04 12:24:53.000000,2022-08-08 11:09:11,2218.0,,1010.0,197.0,203.0,212.0,266.0,4938,Distributed Evolutionary Algorithms in Python.,79.0,30,False,,,5.0,deap,conda-forge/deap,,,176087.0,3139.0,3139.0,https://pypi.org/project/deap,173066.0,https://anaconda.org/conda-forge/deap,2022-10-29 13:22:14.841,238670.0,2.0,,,,,,,,,,,,,,,,,,,,
233,cleanlab,cleanlab/cleanlab,others,,https://github.com/cleanlab/cleanlab,https://github.com/cleanlab/cleanlab,AGPL-3.0,2018-05-11 01:55:21.000,2023-01-05 08:29:42.000000,2023-01-05 01:31:16,1191.0,72.0,388.0,63.0,362.0,45.0,151.0,4344,"The standard data-centric AI package for data quality and machine learning with messy, real-world data and labels.",26.0,30,False,2022-11-28 16:28:13,2.2.0,6.0,cleanlab,conda-forge/cleanlab,,,15643.0,79.0,79.0,https://pypi.org/project/cleanlab,15349.0,https://anaconda.org/conda-forge/cleanlab,2022-11-28 21:19:04.246,9729.0,2.0,,,,,,,,,,,,,,,,,,,,
234,imutils,PyImageSearch/imutils,image,,https://github.com/PyImageSearch/imutils,https://github.com/PyImageSearch/imutils,MIT,2015-01-11 20:05:39.000,2022-11-07 08:29:46.000000,2022-01-27 13:24:16,139.0,,1000.0,153.0,111.0,88.0,78.0,4268,"A series of convenience functions to make basic image processing operations such as translation, rotation, resizing,..",21.0,30,True,,,3.0,imutils,conda-forge/imutils,,,299016.0,30158.0,30158.0,https://pypi.org/project/imutils,296283.0,https://anaconda.org/conda-forge/imutils,2022-11-06 01:39:14.437,117552.0,2.0,,,,,,,,,,,,,,,,,,,,
235,geopy,geopy/geopy,geospatial-data,,https://github.com/geopy/geopy,https://github.com/geopy/geopy,MIT,2010-03-04 22:05:28.000,2023-01-04 19:55:40.000000,2022-11-13 09:58:17,1107.0,17.0,582.0,94.0,256.0,19.0,242.0,3838,Geocoding library for Python.,128.0,30,True,2022-11-13 10:17:11,2.3.0,35.0,geopy,conda-forge/geopy,,,4175606.0,,,https://pypi.org/project/geopy,4164537.0,https://anaconda.org/conda-forge/geopy,2022-11-13 14:50:04.191,907726.0,3.0,,,,,,,,,,,,,,,,,,,,
236,D-Tale,man-group/dtale,data-viz,,https://github.com/man-group/dtale,https://github.com/man-group/dtale,LGPL-2.1,2019-07-15 09:34:48.000,2023-01-04 19:58:26.000000,2022-12-28 21:25:39,638.0,13.0,314.0,70.0,229.0,47.0,442.0,3790,Visualizer for pandas data structures.,29.0,30,True,2022-12-28 21:47:02,2.9.1,115.0,dtale,conda-forge/dtale,"['pandas', 'jupyter']",,183730.0,586.0,586.0,https://pypi.org/project/dtale,178507.0,https://anaconda.org/conda-forge/dtale,2022-12-28 22:17:29.050,182831.0,2.0,,,,,,,,,,,,,,,,,,,,
237,Dedupe,dedupeio/dedupe,nlp,,https://github.com/dedupeio/dedupe,https://github.com/dedupeio/dedupe,MIT,2012-04-20 14:57:36.000,2022-12-26 02:02:55.000000,2022-12-12 04:20:02,3230.0,20.0,476.0,120.0,344.0,60.0,719.0,3581,"A python library for accurate and scalable fuzzy matching, record deduplication and entity-resolution.",68.0,30,True,,,12.0,dedupe,conda-forge/dedupe,,,343501.0,250.0,250.0,https://pypi.org/project/dedupe,341841.0,https://anaconda.org/conda-forge/dedupe,2022-12-12 17:16:06.331,21586.0,2.0,,,,,,,,,,,,,,,,,,,,
238,AzureML SDK,Azure/MachineLearningNotebooks,ml-experiments,,https://github.com/Azure/MachineLearningNotebooks,https://github.com/Azure/MachineLearningNotebooks,MIT,2018-08-17 17:29:14.000,2022-12-20 03:37:42.000000,2022-12-20 03:37:41,1259.0,18.0,2220.0,2025.0,511.0,307.0,1047.0,3549,Python notebooks with ML and deep learning examples with Azure Machine Learning Python SDK | Microsoft.,61.0,30,True,2019-08-29 17:25:28,80469,28.0,azureml-sdk,,,479.0,1512276.0,,,https://pypi.org/project/azureml-sdk,1512267.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
239,dyNET,clab/dynet,ml-frameworks,,https://github.com/clab/dynet,https://github.com/clab/dynet,Apache-2.0,2015-02-08 23:09:21.000,2022-11-22 09:59:24.000000,2022-08-14 17:11:42,3272.0,,674.0,185.0,733.0,264.0,665.0,3335,DyNet: The Dynamic Neural Network Toolkit.,160.0,30,True,2020-10-21 13:39:07,2.1.2,9.0,dyNET,,,8381.0,3087.0,231.0,231.0,https://pypi.org/project/dyNET,2976.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
240,pandas-ta,twopirllc/pandas-ta,probabilistics,,https://github.com/twopirllc/pandas-ta,https://github.com/twopirllc/pandas-ta,MIT,2019-02-19 16:41:09.000,2022-11-29 15:22:28.000000,2022-09-24 16:20:26,585.0,,682.0,88.0,164.0,89.0,369.0,3200,Technical Analysis Indicators - Pandas TA is an easy to use Python 3 Pandas Extension with 130+ Indicators.,45.0,30,True,2021-07-28 20:21:21,0.3.14,5.0,pandas-ta,conda-forge/pandas-ta,['pandas'],,74356.0,1008.0,1008.0,https://pypi.org/project/pandas-ta,74059.0,https://anaconda.org/conda-forge/pandas-ta,2021-10-05 09:16:48.657,4456.0,2.0,,,,,,,,,,,,,,,,,,,,
241,gpustat,wookayin/gpustat,gpu-utilities,,https://github.com/wookayin/gpustat,https://github.com/wookayin/gpustat,MIT,2016-04-24 10:46:43.000,2022-12-15 23:33:24.000000,2022-12-15 23:33:21,217.0,25.0,227.0,42.0,47.0,19.0,81.0,3196,A simple command-line utility for querying and monitoring GPU status.,17.0,30,True,2022-09-04 23:51:40,1.0,9.0,gpustat,conda-forge/gpustat,,,669705.0,2500.0,2500.0,https://pypi.org/project/gpustat,666348.0,https://anaconda.org/conda-forge/gpustat,2022-10-11 21:06:30.582,154439.0,1.0,,,,,,,,,,,,,,,,,,,,
242,hmmlearn,hmmlearn/hmmlearn,probabilistics,,https://github.com/hmmlearn/hmmlearn,https://github.com/hmmlearn/hmmlearn,BSD-3-Clause,2014-03-23 10:33:09.000,2023-01-05 03:37:17.000000,2023-01-02 21:11:06,444.0,16.0,682.0,116.0,103.0,50.0,348.0,2682,"Hidden Markov Models in Python, with scikit-learn like API.",41.0,30,True,,,9.0,hmmlearn,conda-forge/hmmlearn,['sklearn'],,97805.0,1521.0,1521.0,https://pypi.org/project/hmmlearn,94703.0,https://anaconda.org/conda-forge/hmmlearn,2022-11-05 09:38:21.083,155106.0,2.0,,,,,,,,,,,,,,,,,,,,
243,ImageHash,JohannesBuchner/imagehash,image,,https://github.com/JohannesBuchner/imagehash,https://github.com/JohannesBuchner/imagehash,BSD-2-Clause,2013-03-02 23:32:48.000,2022-09-28 13:22:48.042000,2022-09-28 08:43:58,311.0,,309.0,63.0,65.0,7.0,110.0,2612,A Python Perceptual Image Hashing Module.,23.0,30,True,2021-03-25 13:49:48,4.1.0,7.0,ImageHash,conda-forge/imagehash,,,1067959.0,6940.0,6940.0,https://pypi.org/project/ImageHash,1064323.0,https://anaconda.org/conda-forge/imagehash,2022-09-28 13:22:48.042,269101.0,2.0,,,,,,,,,,,,,,,,,,,,
244,zenml,zenml-io/zenml,data-pipelines,,https://github.com/zenml-io/zenml,https://github.com/zenml-io/zenml,Apache-2.0,2020-11-19 09:25:46.000,2023-01-05 13:52:50.000000,2022-12-23 15:20:07,5282.0,266.0,248.0,37.0,1061.0,15.0,123.0,2601,"ZenML : Build portable, production-ready MLOps pipelines. https://zenml.io.",59.0,30,True,2022-12-23 17:09:43,0.31.0,53.0,zenml,,,1.0,7835.0,45.0,45.0,https://pypi.org/project/zenml,7835.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
245,TF-Agents,tensorflow/agents,reinforcement-learning,,https://github.com/tensorflow/agents,https://github.com/tensorflow/agents,Apache-2.0,2018-11-17 00:29:12.000,2023-01-04 18:18:57.000000,2023-01-04 18:17:53,2179.0,28.0,642.0,84.0,191.0,150.0,448.0,2413,"TF-Agents: A reliable, scalable and easy to use TensorFlow library for Contextual Bandits and Reinforcement Learning.",133.0,30,True,,,,tf-agents,,['tensorflow'],,106883.0,998.0,998.0,https://pypi.org/project/tf-agents,106883.0,,,,1.0,,,,,,,,,,,,,,,,,,,,
246,HoloViews,holoviz/holoviews,data-viz,,https://github.com/holoviz/holoviews,https://github.com/holoviz/holoviews,BSD-3-Clause,2014-05-07 16:59:22.000,2023-01-04 09:11:52.000000,2023-01-04 09:10:33,10424.0,37.0,356.0,63.0,2626.0,945.0,1984.0,2348,"With Holoviews, your data visualizes itself.",128.0,30,True,2022-12-13 08:18:39,1.15.3,69.0,holoviews,conda-forge/holoviews,['jupyter'],,336263.0,,,https://pypi.org/project/holoviews,322541.0,https://anaconda.org/conda-forge/holoviews,2022-12-13 08:31:52.347,1041089.0,2.0,,,,,,,,@pyviz/jupyterlab_pyviz,https://www.npmjs.com/package/@pyviz/jupyterlab_pyviz,709.0,,,,,,,,,,
