,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,helm_id,npm_id,npm_url,npm_monthly_downloads,trending,updated_github_id,brew_id,apt_id,yum_id,maven_id,maven_url,snap_id,dnf_id,yay_id
154,Datasette,simonw/datasette,others,,https://github.com/simonw/datasette,https://github.com/simonw/datasette,Apache-2.0,2017-10-23 00:39:03.000,2023-07-27 13:40:54.000000,2023-07-26 18:52:57,2397,28.0,526.0,102.0,402.0,489.0,1117.0,8022,An open source multi-tool for exploring and publishing data.,75.0,33,True,2023-04-27 15:00:27,0.64.3,100.0,datasette,conda-forge/datasette,,,,1028.0,1028.0,https://pypi.org/project/datasette,29894.0,30777.0,https://anaconda.org/conda-forge/datasette,2023-06-16 19:25:39.949,23822.0,,,,,2.0,52.0,,,,,,,datasette,,,,,,,
155,tensorboardX,lanpa/tensorboardX,ml-experiments,,https://github.com/lanpa/tensorboardX,https://github.com/lanpa/tensorboardX,MIT,2017-06-13 13:54:19.000,2023-07-25 01:45:28.000000,2023-07-16 09:53:06,521,13.0,859.0,87.0,267.0,72.0,372.0,7655,"tensorboard for pytorch (and chainer, mxnet, numpy, ...).",80.0,33,True,2022-06-05 10:13:32,2.5,15.0,tensorboardX,conda-forge/tensorboardx,,,,32693.0,32693.0,https://pypi.org/project/tensorboardX,2001986.0,2031967.0,https://anaconda.org/conda-forge/tensorboardx,2023-06-18 18:44:28.706,1079150.0,,,,,2.0,398.0,,,,,,,,,,,,,,
156,Pydub,jiaaro/pydub,audio,,https://github.com/jiaaro/pydub,https://github.com/jiaaro/pydub,MIT,2011-05-02 18:42:38.000,2023-07-25 10:36:18.000000,2022-12-08 17:49:19,746,,942.0,134.0,216.0,264.0,266.0,7464,Manipulate audio with a simple and easy high level interface.,95.0,33,True,2021-03-10 02:10:41,0.25.1,31.0,pydub,conda-forge/pydub,,,,33081.0,33081.0,https://pypi.org/project/pydub,3265180.0,3266250.0,https://anaconda.org/conda-forge/pydub,2023-06-16 16:12:25.533,58904.0,,,,,2.0,,,,,,,,,,,,,,,
157,NeMo,NVIDIA/NeMo,nlp,,https://github.com/NVIDIA/NeMo,https://github.com/NVIDIA/NeMo,Apache-2.0,2019-08-05 20:16:42.000,2023-07-27 12:23:03.000000,2023-07-27 12:22:37,5652,245.0,1623.0,161.0,4919.0,44.0,1634.0,7370,NeMo: a toolkit for conversational AI.,229.0,33,True,2023-07-13 20:42:56,1.19.1,43.0,nemo-toolkit,,,,['pytorch'],,,https://pypi.org/project/nemo-toolkit,34865.0,36014.0,,,,,,,,2.0,52873.0,,,,,,,,,,,,,,
158,Tokenizers,huggingface/tokenizers,nlp,,https://github.com/huggingface/tokenizers,https://github.com/huggingface/tokenizers,Apache-2.0,2019-11-01 17:52:20.000,2023-07-27 07:37:51.000000,2023-07-25 10:57:23,1682,27.0,594.0,114.0,504.0,238.0,558.0,7268,Fast State-of-the-Art Tokenizers optimized for Research and Production.,75.0,33,True,2023-04-05 08:02:19,0.13.3,73.0,tokenizers,conda-forge/tokenizers,,,,64.0,64.0,https://pypi.org/project/tokenizers,10436408.0,10468812.0,https://anaconda.org/conda-forge/tokenizers,2023-06-16 19:20:53.569,1166563.0,,,,,2.0,26.0,,,,,,,,,,,,,,
159,Bayesian Optimization,fmfn/BayesianOptimization,hyperopt,,https://github.com/bayesian-optimization/BayesianOptimization,https://github.com/bayesian-optimization/BayesianOptimization,MIT,2014-06-06 08:18:56.000,2023-07-14 06:47:55.000000,2023-07-14 06:46:40,354,28.0,1394.0,133.0,121.0,12.0,305.0,6921,A Python implementation of global optimization with gaussian processes.,41.0,33,True,2023-04-25 21:59:23,1.4.3,13.0,bayesian-optimization,,,,,1990.0,1990.0,https://pypi.org/project/bayesian-optimization,197507.0,197508.0,,,,,,,,2.0,133.0,,,,,,bayesian-optimization/BayesianOptimization,,,,,,,,
160,Metaflow,Netflix/metaflow,ml-experiments,,https://github.com/Netflix/metaflow,https://github.com/Netflix/metaflow,Apache-2.0,2019-09-17 17:48:25.000,2023-07-26 13:57:01.000000,2023-07-17 14:00:47,741,72.0,608.0,268.0,951.0,227.0,308.0,6866,Build and manage real-life data science projects with ease!.,72.0,33,True,2023-07-17 14:03:16,2.9.11,91.0,metaflow,conda-forge/metaflow,,,,497.0,497.0,https://pypi.org/project/metaflow,121658.0,125540.0,https://anaconda.org/conda-forge/metaflow,2023-07-19 20:43:51.522,139759.0,,,,,2.0,,,,,,,,,,,,,,,
161,PML,KevinMusgrave/pytorch-metric-learning,pytorch-utils,,https://github.com/KevinMusgrave/pytorch-metric-learning,https://github.com/KevinMusgrave/pytorch-metric-learning,MIT,2019-10-23 17:20:35.000,2023-07-25 15:01:13.000000,2023-07-25 15:00:08,1165,54.0,609.0,66.0,122.0,45.0,419.0,5350,"The easiest way to use deep metric learning in your application. Modular, flexible, and extensible. Written in PyTorch.",38.0,33,True,2023-07-25 15:01:13,2.3.0,54.0,pytorch-metric-learning,metric-learning/pytorch-metric-learning,,,['pytorch'],797.0,797.0,https://pypi.org/project/pytorch-metric-learning,229275.0,229526.0,https://anaconda.org/metric-learning/pytorch-metric-learning,2023-06-16 19:17:36.446,10556.0,,,,,1.0,,,,,,,,,,,,,,,
162,ClearML,allegroai/clearml,ml-experiments,,https://github.com/allegroai/clearml,https://github.com/allegroai/clearml,Apache-2.0,2019-06-10 08:18:32.000,2023-07-27 11:54:19.000000,2023-07-27 11:54:19,2165,82.0,579.0,86.0,226.0,369.0,478.0,4577,"ClearML - Auto-Magical CI/CD to streamline your ML workflow. Experiment Manager, MLOps and Data-Management.",84.0,33,True,2023-07-21 11:24:24,1.12.0,85.0,clearml,,allegroai/trains,,,647.0,647.0,https://pypi.org/project/clearml,215078.0,215721.0,,,,https://hub.docker.com/r/allegroai/trains,2020-10-05 10:16:46.865671,,30180.0,2.0,1401.0,,,,,,,,,,,,,,
163,MLxtend,rasbt/mlxtend,sklearn-utils,,https://github.com/rasbt/mlxtend,https://github.com/rasbt/mlxtend,,2014-08-14 01:56:16.000,2023-07-14 23:21:47.000000,2023-07-14 23:18:16,1628,27.0,804.0,117.0,512.0,117.0,335.0,4470,A library of extension and helper modules for Pythons data analysis and machine learning libraries.,99.0,33,False,2023-04-02 18:57:58,0.22.0,27.0,mlxtend,conda-forge/mlxtend,,,['sklearn'],9994.0,9994.0,https://pypi.org/project/mlxtend,757478.0,761403.0,https://anaconda.org/conda-forge/mlxtend,2023-06-16 13:24:16.113,282604.0,,,,,1.0,,,,,,,,,,,,,,,
164,tensorflow-probability,tensorflow/probability,probabilistics,,https://github.com/tensorflow/probability,https://github.com/tensorflow/probability,Apache-2.0,2017-10-23 23:50:54.000,2023-07-27 14:20:13.000000,2023-07-27 09:39:50,11927,60.0,1017.0,169.0,445.0,567.0,723.0,3947,Probabilistic reasoning and statistical analysis in TensorFlow.,481.0,33,True,2023-05-08 20:13:58,0.20.0,46.0,tensorflow-probability,conda-forge/tensorflow-probability,,,['tensorflow'],,,https://pypi.org/project/tensorflow-probability,1257532.0,1261282.0,https://anaconda.org/conda-forge/tensorflow-probability,2023-07-23 10:45:53.935,108757.0,,,,,1.0,,,,,,,,,,,,,,,
165,ART,Trusted-AI/adversarial-robustness-toolbox,adversarial,,https://github.com/Trusted-AI/adversarial-robustness-toolbox,https://github.com/Trusted-AI/adversarial-robustness-toolbox,MIT,2018-03-15 14:40:43.000,2023-07-21 23:40:35.000000,2023-07-04 15:24:39,11624,186.0,999.0,97.0,1215.0,102.0,713.0,3819,"Adversarial Robustness Toolbox (ART) - Python Library for Machine Learning Security - Evasion, Poisoning, Extraction,..",130.0,33,True,2023-06-30 22:18:12,1.15.0,51.0,adversarial-robustness-toolbox,conda-forge/adversarial-robustness-toolbox,,,,397.0,397.0,https://pypi.org/project/adversarial-robustness-toolbox,29902.0,30725.0,https://anaconda.org/conda-forge/adversarial-robustness-toolbox,2023-07-01 02:28:37.959,29651.0,,,,,1.0,,,,,,,,,,,,,,,
166,VisPy,vispy/vispy,data-viz,,https://github.com/vispy/vispy,https://github.com/vispy/vispy,,2013-03-21 18:43:22.000,2023-07-27 06:37:09.000000,2023-07-17 15:51:35,7263,57.0,592.0,118.0,1126.0,293.0,1093.0,3090,High-performance interactive 2D/3D data visualization library.,187.0,33,False,2023-05-17 15:53:12,0.13.0,33.0,vispy,conda-forge/vispy,,,['jupyter'],1197.0,1197.0,https://pypi.org/project/vispy,66809.0,72824.0,https://anaconda.org/conda-forge/vispy,2023-06-16 13:22:11.969,413948.0,,,,,2.0,,,vispy,https://www.npmjs.com/package/vispy,16.0,,,,,,,,,,
167,datashader,holoviz/datashader,data-viz,,https://github.com/holoviz/datashader,https://github.com/holoviz/datashader,BSD-3-Clause,2015-12-23 18:02:20.000,2023-07-27 09:33:16.000000,2023-07-25 09:05:35,1450,37.0,352.0,94.0,694.0,124.0,431.0,3037,Quickly and accurately render even the largest data.,53.0,33,True,2023-07-05 19:35:53,0.15.1,31.0,datashader,conda-forge/datashader,,,,2684.0,2684.0,https://pypi.org/project/datashader,63887.0,80450.0,https://anaconda.org/conda-forge/datashader,2023-07-06 09:20:40.941,629417.0,,,,,2.0,,,,,,,,,,,,,,,
168,StatsForecast,Nixtla/statsforecast,time-series-data,,https://github.com/Nixtla/statsforecast,https://github.com/Nixtla/statsforecast,Apache-2.0,2021-11-24 02:19:14.000,2023-07-27 04:09:58.000000,2023-07-23 23:31:30,1176,47.0,189.0,25.0,337.0,84.0,115.0,2741,Lightning fast forecasting with statistical and econometric models.,26.0,33,True,2023-02-28 19:25:43,1.5.0,23.0,statsforecast,conda-forge/statsforecast,,,,373.0,373.0,https://pypi.org/project/statsforecast,545888.0,548644.0,https://anaconda.org/conda-forge/statsforecast,2023-06-18 08:40:58.514,44109.0,,,,,1.0,,,,,,8.0,,,,,,,,,
169,BoTorch,pytorch/botorch,hyperopt,,https://github.com/pytorch/botorch,https://github.com/pytorch/botorch,MIT,2018-07-30 23:59:57.000,2023-07-27 12:07:17.000000,2023-07-27 06:06:32,1615,94.0,319.0,52.0,1348.0,46.0,364.0,2693,Bayesian optimization in PyTorch.,96.0,33,True,2023-05-08 17:31:42,0.8.5,35.0,botorch,conda-forge/botorch,,,['pytorch'],615.0,615.0,https://pypi.org/project/botorch,184140.0,186341.0,https://anaconda.org/conda-forge/botorch,2023-06-16 19:21:08.624,77044.0,,,,,2.0,,,,,,,,,,,,,,,
170,scikit-optimize,scikit-optimize/scikit-optimize,hyperopt,,https://github.com/scikit-optimize/scikit-optimize,https://github.com/scikit-optimize/scikit-optimize,BSD-3-Clause,2016-03-20 21:10:54.000,2023-07-23 16:37:56.000000,2021-10-12 13:32:38,1570,,478.0,64.0,530.0,245.0,390.0,2623,Sequential model-based optimization with a `scipy.optimize` interface.,76.0,33,False,2021-10-12 15:33:19,0.9.0,23.0,scikit-optimize,conda-forge/scikit-optimize,,,,4550.0,4550.0,https://pypi.org/project/scikit-optimize,531493.0,540577.0,https://anaconda.org/conda-forge/scikit-optimize,2023-06-16 13:23:01.487,654104.0,,,,,2.0,,,,,,,,,,,,,,,
171,tslearn,tslearn-team/tslearn,time-series-data,,https://github.com/tslearn-team/tslearn,https://github.com/tslearn-team/tslearn,BSD-2-Clause,2017-05-04 13:08:13.000,2023-07-24 09:55:51.000000,2023-07-18 10:18:05,1614,12.0,311.0,59.0,165.0,105.0,189.0,2551,A machine learning toolkit dedicated to time-series data.,43.0,33,True,2023-07-05 12:11:29,0.6.1,23.0,tslearn,conda-forge/tslearn,,,['sklearn'],906.0,906.0,https://pypi.org/project/tslearn,253347.0,282076.0,https://anaconda.org/conda-forge/tslearn,2023-07-05 17:51:11.053,1062984.0,,,,,1.0,,,,,,,,,,,,,,,
172,hdbscan,scikit-learn-contrib/hdbscan,others,,https://github.com/scikit-learn-contrib/hdbscan,https://github.com/scikit-learn-contrib/hdbscan,BSD-3-Clause,2015-04-22 13:32:37.000,2023-07-24 20:18:49.000000,2023-07-21 20:18:10,985,20.0,426.0,55.0,130.0,313.0,163.0,2492,A high performance implementation of HDBSCAN clustering.,84.0,33,True,2023-07-18 17:50:51,0.8.33,46.0,hdbscan,conda-forge/hdbscan,,,['sklearn'],2443.0,2443.0,https://pypi.org/project/hdbscan,552934.0,602423.0,https://anaconda.org/conda-forge/hdbscan,2023-07-18 19:33:21.587,1633162.0,,,,,2.0,,,,,,,,,,,,,,,
173,rubrix,recognai/rubrix,nlp,,https://github.com/argilla-io/argilla,https://github.com/argilla-io/argilla,Apache-2.0,2021-04-28 14:37:42.000,2023-07-27 14:26:22.000000,2023-07-27 11:45:30,2321,657.0,218.0,23.0,2028.0,221.0,1094.0,2342,Argilla: the open-source data curation platform for LLMs.,60.0,33,True,2023-07-24 14:08:12,1.13.2,91.0,rubrix,conda-forge/rubrix,,,,1270.0,1270.0,https://pypi.org/project/rubrix,528.0,1837.0,https://anaconda.org/conda-forge/rubrix,2023-06-16 19:28:09.653,24876.0,,,,,2.0,,,,,,11.0,argilla-io/argilla,,,,,,,,
174,Lifelines,CamDavidsonPilon/lifelines,medical-data,,https://github.com/CamDavidsonPilon/lifelines,https://github.com/CamDavidsonPilon/lifelines,MIT,2013-08-28 00:16:42.000,2023-07-21 00:20:21.000000,2023-07-21 00:20:21,2255,27.0,519.0,70.0,474.0,245.0,670.0,2143,Survival analysis in Python.,111.0,33,True,2023-05-01 16:15:35,0.27.7,100.0,lifelines,conda-forge/lifelines,,,,1723.0,1723.0,https://pypi.org/project/lifelines,320681.0,323942.0,https://anaconda.org/conda-forge/lifelines,2023-06-16 13:24:15.529,277237.0,,,,,2.0,,,,,,,,,,,,,,,
175,Geocoder,DenisCarriere/geocoder,geospatial-data,,https://github.com/DenisCarriere/geocoder,https://github.com/DenisCarriere/geocoder,MIT,2014-01-13 04:19:21.000,2023-06-16 13:21:27.128000,2018-10-12 15:53:05,1251,,271.0,52.0,153.0,81.0,217.0,1539,Python Geocoder.,73.0,33,False,2016-09-05 17:57:51,1.17.3,18.0,geocoder,conda-forge/geocoder,,,,7401.0,7401.0,https://pypi.org/project/geocoder,462190.0,463845.0,https://anaconda.org/conda-forge/geocoder,2023-06-16 13:21:27.128,127488.0,,,,,2.0,,,,,,,,,,,,,geocoder,,
176,pmdarima,alkaline-ml/pmdarima,time-series-data,,https://github.com/alkaline-ml/pmdarima,https://github.com/alkaline-ml/pmdarima,MIT,2017-03-30 14:58:30.000,2023-07-06 21:53:11.000000,2023-07-03 18:08:53,1073,4.0,225.0,35.0,243.0,43.0,268.0,1398,"A statistical library designed to fill the void in Pythons time series analysis capabilities, including the equivalent..",22.0,33,True,2023-03-15 20:42:28,2.0.3,43.0,pmdarima,conda-forge/pmdarima,,,,5802.0,5802.0,https://pypi.org/project/pmdarima,1492506.0,1517117.0,https://anaconda.org/conda-forge/pmdarima,2023-06-16 19:23:20.782,812189.0,,,,,1.0,,,,,,,,,,,,,,,
177,Wand,emcconville/wand,image,,https://github.com/emcconville/wand,https://github.com/emcconville/wand,MIT,2011-09-30 21:36:38.000,2023-06-16 20:29:18.000000,2023-06-16 20:29:14,1824,6.0,192.0,29.0,205.0,19.0,380.0,1296,The ctypes-based simple ImageMagick binding for Python.,102.0,33,True,2023-01-05 13:25:52,0.6.11,23.0,wand,conda-forge/wand,,,,16662.0,16662.0,https://pypi.org/project/wand,757602.0,758528.0,https://anaconda.org/conda-forge/wand,2023-06-16 16:16:46.218,27047.0,,,,,2.0,19670.0,,,,,,,,,,,,,,
178,igraph,igraph/python-igraph,graph,,https://github.com/igraph/python-igraph,https://github.com/igraph/python-igraph,GPL-2.0,2015-01-08 23:55:16.000,2023-07-19 15:18:05.000000,2023-07-19 15:18:02,2646,80.0,239.0,34.0,183.0,41.0,463.0,1135,Python interface for igraph.,71.0,33,False,2023-07-13 14:24:44,0.10.6,23.0,python-igraph,conda-forge/igraph,,,,2022.0,2022.0,https://pypi.org/project/python-igraph,251814.0,271512.0,https://anaconda.org/conda-forge/igraph,2023-07-15 16:20:54.682,440667.0,,,,,1.0,561591.0,,,,,,,,,,,,,,
179,Nilearn,nilearn/nilearn,medical-data,,https://github.com/nilearn/nilearn,https://github.com/nilearn/nilearn,,2011-01-09 19:02:23.000,2023-07-26 13:02:42.000000,2023-07-26 13:02:38,9955,97.0,509.0,72.0,2046.0,272.0,1547.0,1025,Machine learning for NeuroImaging in Python.,221.0,33,False,2023-04-28 09:19:30,0.10.1,21.0,nilearn,conda-forge/nilearn,,,['sklearn'],2398.0,2398.0,https://pypi.org/project/nilearn,31638.0,34376.0,https://anaconda.org/conda-forge/nilearn,2023-06-16 13:17:38.098,235071.0,,,,,2.0,134.0,,,,,,,,,,,,,,
180,Hail,hail-is/hail,medical-data,,https://github.com/hail-is/hail,https://github.com/hail-is/hail,MIT,2015-10-27 20:55:42.000,2023-07-27 14:00:57.000000,2023-07-27 14:00:56,10830,212.0,222.0,59.0,11218.0,47.0,2047.0,884,Cloud-native genomic dataframes and batch computing.,88.0,33,True,2023-06-28 18:43:33,0.2.119,100.0,hail,,,,['spark'],108.0,108.0,https://pypi.org/project/hail,20709.0,20709.0,,,,,,,,2.0,,,,,,,,,,,,,,,
181,InsightFace,deepinsight/insightface,image,,https://github.com/deepinsight/insightface,https://github.com/deepinsight/insightface,,2017-09-01 00:36:51.000,2023-07-21 02:58:57.000000,2023-07-21 02:58:22,2255,23.0,4486.0,483.0,146.0,910.0,1322.0,16918,State-of-the-art 2D and 3D Face Analysis Project.,55.0,32,False,2023-04-02 07:43:27,0.7,1.0,insightface,,,,['mxnet'],550.0,550.0,https://pypi.org/project/insightface,248288.0,319881.0,,,,,,,,2.0,214779.0,,,,,,,,,,,,,,
182,Coqui TTS,coqui-ai/TTS,audio,,https://github.com/coqui-ai/TTS,https://github.com/coqui-ai/TTS,MPL-2.0,2020-05-20 15:45:28.000,2023-07-27 11:58:56.000000,2023-07-24 14:04:10,4371,97.0,1723.0,176.0,525.0,26.0,625.0,13578,"- a deep learning toolkit for Text-to-Speech, battle-tested in research and production.",135.0,32,True,2023-07-24 14:04:48,0.16.0,64.0,tts,conda-forge/tts,,,"['pytorch', 'tensorflow']",,,https://pypi.org/project/tts,27393.0,67681.0,https://anaconda.org/conda-forge/tts,2023-06-16 19:27:41.222,9261.0,,,,,2.0,1115735.0,,,,,,,,,,,,,,
183,PaddleHub,PaddlePaddle/PaddleHub,others,,https://github.com/PaddlePaddle/PaddleHub,https://github.com/PaddlePaddle/PaddleHub,Apache-2.0,2018-12-21 06:00:48.000,2023-07-06 21:38:18.000000,2023-03-28 11:49:55,2665,,2045.0,184.0,1001.0,558.0,695.0,11992,"Awesome pre-trained models toolkit based on PaddlePaddle. (400+ models including Image, Text, Audio, Video and Cross-..",69.0,32,True,2022-11-28 08:29:05,2.3.1,29.0,paddlehub,,,,['paddle'],1329.0,1329.0,https://pypi.org/project/paddlehub,4623.0,4635.0,,,,,,,,2.0,659.0,,,,,,,,,,,,,,
184,PaddleDetection,PaddlePaddle/PaddleDetection,image,,https://github.com/PaddlePaddle/PaddleDetection,https://github.com/PaddlePaddle/PaddleDetection,Apache-2.0,2019-10-25 07:21:14.000,2023-07-27 11:48:32.000000,2023-07-14 09:37:11,2145,13.0,2625.0,190.0,3533.0,1126.0,3814.0,10909,"Object Detection toolkit based on PaddlePaddle. It supports object detection, instance segmentation, multiple object..",142.0,32,True,2023-02-23 03:25:22,2.6.0,8.0,paddledet,,,,['paddle'],99.0,99.0,https://pypi.org/project/paddledet,828.0,828.0,,,,,,,,2.0,,,,,,,,,,,,,,,
185,Ludwig,ludwig-ai/ludwig,ml-frameworks,,https://github.com/ludwig-ai/ludwig,https://github.com/ludwig-ai/ludwig,Apache-2.0,2018-12-27 23:58:12.000,2023-07-27 06:29:04.000000,2023-07-26 22:55:29,3548,69.0,1002.0,187.0,2494.0,229.0,701.0,9052,"Declarative framework for building LLMs, neural networks, and GBMs.",138.0,32,True,2023-03-23 15:29:23,0.7.4,33.0,ludwig,,,,['tensorflow'],182.0,182.0,https://pypi.org/project/ludwig,1836.0,1836.0,,,,,,,,3.0,,,,,,,,,,,,,,,
186,PaddleSeg,PaddlePaddle/PaddleSeg,image,,https://github.com/PaddlePaddle/PaddleSeg,https://github.com/PaddlePaddle/PaddleSeg,Apache-2.0,2019-08-26 02:32:22.000,2023-07-26 12:25:34.000000,2023-07-26 12:16:33,2836,9.0,1524.0,87.0,1567.0,287.0,1544.0,7392,"Easy-to-use image segmentation library with awesome pre-trained model zoo, supporting wide-range of practical tasks in..",112.0,32,True,2023-04-11 13:27:26,2.8.0,18.0,paddleseg,,,,['paddle'],969.0,969.0,https://pypi.org/project/paddleseg,2518.0,2518.0,,,,,,,,2.0,,,,,,,,,,,,,,,
187,auto-sklearn,automl/auto-sklearn,hyperopt,,https://github.com/automl/auto-sklearn,https://github.com/automl/auto-sklearn,BSD-3-Clause,2015-07-02 15:38:10.000,2023-06-16 19:25:30.278000,2023-04-18 11:08:13,2759,,1205.0,215.0,696.0,157.0,824.0,7064,Automated Machine Learning with scikit-learn.,88.0,32,True,2023-02-13 12:35:21,0.15.0,35.0,auto-sklearn,conda-forge/auto-sklearn,,,['sklearn'],471.0,471.0,https://pypi.org/project/auto-sklearn,26853.0,27525.0,https://anaconda.org/conda-forge/auto-sklearn,2023-06-16 19:25:30.278,18169.0,,,,,2.0,49.0,,,,,,,,,,,,,,
188,Activeloop,activeloopai/Hub,data-pipelines,,https://github.com/activeloopai/deeplake,https://github.com/activeloopai/deeplake,MPL-2.0,2019-08-09 06:17:59.000,2023-07-27 01:05:40.000000,2023-07-27 01:05:38,7908,563.0,491.0,79.0,2045.0,44.0,381.0,6541,"Database for AI. Store Vectors, Images, Texts, Videos, etc. Use with LLMs/LangChain. Store, query, version, &..",114.0,32,True,2023-07-25 19:50:26,3.6.14,100.0,hub,,,,,428.0,428.0,https://pypi.org/project/hub,4583.0,4583.0,,,,,,,,2.0,,,,,,,activeloopai/deeplake,,,,,,,,
189,tensorpack,tensorpack/tensorpack,ml-frameworks,,https://github.com/tensorpack/tensorpack,https://github.com/tensorpack/tensorpack,Apache-2.0,2015-12-25 23:08:44.000,2023-06-16 19:27:42.012000,2023-03-31 20:54:05,2943,,1817.0,201.0,206.0,9.0,1343.0,6278,"A Neural Net Training Interface on TensorFlow, with focus on speed + flexibility.",58.0,32,True,2019-01-18 19:18:13,doc-v0.9.0.1,3.0,tensorpack,conda-forge/tensorpack,,,['tensorflow'],1333.0,1333.0,https://pypi.org/project/tensorpack,15269.0,15733.0,https://anaconda.org/conda-forge/tensorpack,2023-06-16 19:27:42.012,9705.0,,,,,3.0,157.0,,,,,,,,,,,,,,
190,skorch,skorch-dev/skorch,ml-frameworks,,https://github.com/skorch-dev/skorch,https://github.com/skorch-dev/skorch,BSD-3-Clause,2017-07-18 00:13:54.000,2023-07-26 12:47:41.000000,2023-07-26 09:57:36,1065,24.0,344.0,82.0,502.0,45.0,440.0,5250,A scikit-learn compatible neural network library that wraps PyTorch.,59.0,32,True,2023-06-26 15:29:37,0.14.0,14.0,skorch,conda-forge/skorch,,,"['pytorch', 'sklearn']",915.0,915.0,https://pypi.org/project/skorch,58953.0,81685.0,https://anaconda.org/conda-forge/skorch,2023-06-27 09:31:33.970,772896.0,,,,,3.0,,,,,,,,,,,,,,,
191,DEAP,deap/deap,distributed-ml,,https://github.com/DEAP/deap,https://github.com/DEAP/deap,LGPL-3.0,2014-05-21 20:07:39.000,2023-07-25 11:17:09.000000,2023-07-24 02:12:46,2324,73.0,1044.0,190.0,226.0,218.0,273.0,5208,Distributed Evolutionary Algorithms in Python.,87.0,32,False,,,6.0,deap,conda-forge/deap,,,,3777.0,3777.0,https://pypi.org/project/deap,158833.0,168322.0,https://anaconda.org/conda-forge/deap,2023-07-21 14:58:59.700,313168.0,,,,,2.0,,,,,,,,,,,,,,,
192,huey,coleifer/huey,data-pipelines,,https://github.com/coleifer/huey,https://github.com/coleifer/huey,MIT,2011-11-03 16:39:43.000,2023-07-19 13:57:35.000000,2023-07-19 13:57:02,977,13.0,356.0,83.0,170.0,,585.0,4546,a little task queue for python.,67.0,32,True,2023-02-09 14:36:55,2.4.5,47.0,huey,conda-forge/huey,,,,1223.0,1223.0,https://pypi.org/project/huey,84426.0,84928.0,https://anaconda.org/conda-forge/huey,2023-06-16 16:09:17.692,31661.0,,,,,2.0,,,,,,,,,,,,,,,
193,River,online-ml/river,others,,https://github.com/online-ml/river,https://github.com/online-ml/river,BSD-3-Clause,2019-01-24 15:18:26.000,2023-07-24 16:09:23.000000,2023-07-24 15:55:26,3710,138.0,472.0,83.0,493.0,11.0,427.0,4335,Online machine learning in Python.,101.0,32,True,2023-06-27 09:20:33,0.18.0,11.0,river,conda-forge/river,,,,334.0,334.0,https://pypi.org/project/river,14152.0,15857.0,https://anaconda.org/conda-forge/river,2023-06-16 19:25:37.799,46035.0,,,,,2.0,,,,,,,,,,,,,,,
194,Captum,pytorch/captum,interpretability,,https://github.com/pytorch/captum,https://github.com/pytorch/captum,BSD-3-Clause,2019-08-27 15:34:41.000,2023-07-17 18:17:24.000000,2023-07-08 00:30:37,1017,12.0,428.0,216.0,702.0,145.0,317.0,4074,Model interpretability and understanding for PyTorch.,102.0,32,True,2022-12-28 01:14:50,0.6.0,8.0,captum,conda-forge/captum,,,['pytorch'],1341.0,1341.0,https://pypi.org/project/captum,128240.0,128986.0,https://anaconda.org/conda-forge/captum,2023-06-16 19:28:19.191,14176.0,,,,,1.0,,,,,,,,,,,,,,,
195,TensorFlow Datasets,tensorflow/datasets,tensorflow-utils,,https://github.com/tensorflow/datasets,https://github.com/tensorflow/datasets,Apache-2.0,2018-09-10 21:27:22.000,2023-07-27 13:49:02.000000,2023-07-27 13:48:54,5964,167.0,1394.0,111.0,3941.0,388.0,681.0,3951,"TFDS is a collection of datasets ready to use with TensorFlow, Jax, ...",291.0,32,True,2023-04-13 11:21:10,4.9.2,30.0,tensorflow-datasets,conda-forge/tensorflow-datasets,,,['tensorflow'],,,https://pypi.org/project/tensorflow-datasets,1366382.0,1367190.0,https://anaconda.org/conda-forge/tensorflow-datasets,2023-06-16 19:25:46.849,21008.0,,,,,1.0,,,,,,,,,,,,,,,
196,Core ML Tools,apple/coremltools,model-serialisation,,https://github.com/apple/coremltools,https://github.com/apple/coremltools,BSD-3-Clause,2017-06-30 07:39:02.000,2023-07-27 13:33:44.000000,2023-07-25 18:19:37,1059,23.0,509.0,116.0,737.0,219.0,966.0,3510,"Core ML tools contain supporting tools for Core ML model conversion, editing, and validation.",154.0,32,True,2023-04-03 16:26:24,6.3,33.0,coremltools,conda-forge/coremltools,,,,3232.0,3232.0,https://pypi.org/project/coremltools,142577.0,144219.0,https://anaconda.org/conda-forge/coremltools,2023-06-16 19:23:14.592,50694.0,,,,,2.0,7486.0,,,,,,,,,,,,,,
