,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,helm_id,trending,brew_id,apt_id,yum_id,npm_id,npm_url,npm_monthly_downloads,updated_github_id,maven_id,maven_url,snap_id,dnf_id,yay_id
155,Tokenizers,huggingface/tokenizers,nlp,,https://github.com/huggingface/tokenizers,https://github.com/huggingface/tokenizers,Apache-2.0,2019-11-01 17:52:20.000,2023-06-26 08:47:00.000000,2023-06-26 08:46:59,1674.0,29.0,586.0,113.0,492.0,241.0,545.0,7193,Fast State-of-the-Art Tokenizers optimized for Research and Production.,71.0,33,True,2023-04-05 08:02:19,0.13.3,73.0,tokenizers,conda-forge/tokenizers,,,,63.0,63.0,https://pypi.org/project/tokenizers,10824249.0,10856418.0,https://anaconda.org/conda-forge/tokenizers,2023-06-16 19:20:53.569,1125935.0,,,,,2.0,13.0,,,,,,,,,,,,,,
156,PyOD,yzhao062/pyod,others,,https://github.com/yzhao062/pyod,https://github.com/yzhao062/pyod,BSD-2-Clause,2017-10-03 20:29:04.000,2023-06-26 04:46:35.290000,2023-06-25 05:56:54,1686.0,9.0,1251.0,148.0,197.0,161.0,142.0,7167,A Comprehensive and Scalable Python Library for Outlier Detection (Anomaly Detection).,48.0,33,True,2023-06-25 06:09:29,1.1.0,36.0,pyod,conda-forge/pyod,,,,2498.0,2498.0,https://pypi.org/project/pyod,511461.0,513420.0,https://anaconda.org/conda-forge/pyod,2023-06-26 04:46:35.290,72484.0,,,,,1.0,,,,,,,,,,,,,,,
157,NeMo,NVIDIA/NeMo,nlp,,https://github.com/NVIDIA/NeMo,https://github.com/NVIDIA/NeMo,Apache-2.0,2019-08-05 20:16:42.000,2023-06-29 13:57:49.000000,2023-06-29 02:30:46,5592.0,257.0,1566.0,158.0,4811.0,43.0,1593.0,7130,NeMo: a toolkit for conversational AI.,224.0,33,True,2023-06-15 23:46:05,1.19.0,42.0,nemo-toolkit,,,,['pytorch'],,,https://pypi.org/project/nemo-toolkit,36818.0,37852.0,,,,,,,,2.0,46565.0,,,,,,,,,,,,,,
158,Bayesian Optimization,fmfn/BayesianOptimization,hyperopt,,https://github.com/bayesian-optimization/BayesianOptimization,https://github.com/bayesian-optimization/BayesianOptimization,MIT,2014-06-06 08:18:56.000,2023-05-25 17:26:06.000000,2023-05-25 07:09:50,353.0,34.0,1389.0,133.0,119.0,10.0,302.0,6864,A Python implementation of global optimization with gaussian processes.,40.0,33,True,2023-04-25 21:59:23,1.4.3,13.0,bayesian-optimization,,,,,1936.0,1936.0,https://pypi.org/project/bayesian-optimization,194223.0,194224.0,,,,,,,,1.0,131.0,,,,,,,,,bayesian-optimization/BayesianOptimization,,,,,
159,Metaflow,Netflix/metaflow,ml-experiments,,https://github.com/Netflix/metaflow,https://github.com/Netflix/metaflow,Apache-2.0,2019-09-17 17:48:25.000,2023-06-28 17:53:42.000000,2023-06-27 09:04:40,729.0,81.0,604.0,265.0,935.0,225.0,303.0,6773,Build and manage real-life data science projects with ease!.,72.0,33,True,2023-06-27 09:21:06,2.9.7,87.0,metaflow,conda-forge/metaflow,,,,491.0,491.0,https://pypi.org/project/metaflow,117045.0,120852.0,https://anaconda.org/conda-forge/metaflow,2023-06-21 15:39:14.619,133271.0,,,,,2.0,,,,,,,,,,,,,,,
160,featuretools,alteryx/featuretools,hyperopt,,https://github.com/alteryx/featuretools,https://github.com/alteryx/featuretools,BSD-3-Clause,2017-09-08 22:15:17.000,2023-06-26 14:24:21.000000,2023-06-26 14:24:19,1284.0,21.0,813.0,156.0,1615.0,172.0,782.0,6684,An open source python library for automated feature engineering.,70.0,33,True,2023-04-27 21:49:53,1.26.0,100.0,featuretools,conda-forge/featuretools,,,,1373.0,1373.0,https://pypi.org/project/featuretools,53915.0,56759.0,https://anaconda.org/conda-forge/featuretools,2023-06-16 16:13:37.499,153623.0,,,,,1.0,,,,,,,,,,,,,,,
161,DeepPavlov,deepmipt/DeepPavlov,nlp,,https://github.com/deeppavlov/DeepPavlov,https://github.com/deeppavlov/DeepPavlov,Apache-2.0,2017-11-17 14:35:29.000,2023-06-29 10:00:13.000000,2023-06-06 08:57:44,2683.0,10.0,1098.0,209.0,1023.0,56.0,572.0,6255,An open source library for deep learning end-to-end dialog systems and chatbots.,74.0,33,True,2023-06-06 08:59:39,1.2.0,59.0,deeppavlov,,,,['tensorflow'],349.0,349.0,https://pypi.org/project/deeppavlov,8426.0,8426.0,,,,,,,,2.0,,,,,,,,,,deeppavlov/DeepPavlov,,,,,
162,PML,KevinMusgrave/pytorch-metric-learning,pytorch-utils,,https://github.com/KevinMusgrave/pytorch-metric-learning,https://github.com/KevinMusgrave/pytorch-metric-learning,MIT,2019-10-23 17:20:35.000,2023-06-27 14:52:14.000000,2023-06-18 18:58:15,1146.0,46.0,606.0,67.0,118.0,47.0,412.0,5319,"The easiest way to use deep metric learning in your application. Modular, flexible, and extensible. Written in PyTorch.",35.0,33,True,2023-06-18 18:51:37,2.2.0,54.0,pytorch-metric-learning,metric-learning/pytorch-metric-learning,,,['pytorch'],744.0,744.0,https://pypi.org/project/pytorch-metric-learning,239851.0,240103.0,https://anaconda.org/metric-learning/pytorch-metric-learning,2023-06-16 19:17:36.446,10368.0,,,,,1.0,,,,,,,,,,,,,,,
163,ClearML,allegroai/clearml,ml-experiments,,https://github.com/allegroai/clearml,https://github.com/allegroai/clearml,Apache-2.0,2019-06-10 08:18:32.000,2023-06-26 19:40:07.000000,2023-06-25 05:05:53,2138.0,72.0,571.0,83.0,218.0,357.0,474.0,4507,"ClearML - Auto-Magical CI/CD to streamline your ML workflow. Experiment Manager, MLOps and Data-Management.",81.0,33,True,2023-06-22 08:56:16,1.11.1,84.0,clearml,,allegroai/trains,,,615.0,615.0,https://pypi.org/project/clearml,218278.0,218933.0,,,,https://hub.docker.com/r/allegroai/trains,2020-10-05 10:16:46.865671,,30170.0,2.0,1310.0,,,,,,,,,,,,,,
164,MLxtend,rasbt/mlxtend,sklearn-utils,,https://github.com/rasbt/mlxtend,https://github.com/rasbt/mlxtend,,2014-08-14 01:56:16.000,2023-06-16 13:24:16.113000,2023-05-21 13:07:26,1626.0,40.0,803.0,117.0,511.0,116.0,334.0,4439,A library of extension and helper modules for Pythons data analysis and machine learning libraries.,98.0,33,False,2023-04-02 18:57:58,0.22.0,27.0,mlxtend,conda-forge/mlxtend,,,['sklearn'],9701.0,9701.0,https://pypi.org/project/mlxtend,628392.0,632321.0,https://anaconda.org/conda-forge/mlxtend,2023-06-16 13:24:16.113,278980.0,,,,,1.0,,,,,,,,,,,,,,,
165,tensorflow-probability,tensorflow/probability,probabilistics,,https://github.com/tensorflow/probability,https://github.com/tensorflow/probability,Apache-2.0,2017-10-23 23:50:54.000,2023-06-28 20:56:13.000000,2023-06-28 20:56:10,11904.0,60.0,1015.0,170.0,443.0,564.0,720.0,3930,Probabilistic reasoning and statistical analysis in TensorFlow.,476.0,33,True,2023-05-08 20:13:58,0.20.0,46.0,tensorflow-probability,conda-forge/tensorflow-probability,,,['tensorflow'],,,https://pypi.org/project/tensorflow-probability,1106275.0,1108316.0,https://anaconda.org/conda-forge/tensorflow-probability,2023-06-16 16:07:20.094,106154.0,,,,,1.0,,,,,,,,,,,,,,,
166,ART,Trusted-AI/adversarial-robustness-toolbox,adversarial,,https://github.com/Trusted-AI/adversarial-robustness-toolbox,https://github.com/Trusted-AI/adversarial-robustness-toolbox,MIT,2018-03-15 14:40:43.000,2023-06-29 04:14:06.000000,2023-06-20 13:55:59,11485.0,98.0,987.0,96.0,1205.0,105.0,701.0,3766,"Adversarial Robustness Toolbox (ART) - Python Library for Machine Learning Security - Evasion, Poisoning, Extraction,..",127.0,33,True,2023-04-21 19:47:55,1.14.1,50.0,adversarial-robustness-toolbox,conda-forge/adversarial-robustness-toolbox,,,,388.0,388.0,https://pypi.org/project/adversarial-robustness-toolbox,19903.0,20702.0,https://anaconda.org/conda-forge/adversarial-robustness-toolbox,2023-06-16 19:21:01.275,27977.0,,,,,1.0,,,,,,,,,,,,,,,
167,GPyTorch,cornellius-gp/gpytorch,probabilistics,,https://github.com/cornellius-gp/gpytorch,https://github.com/cornellius-gp/gpytorch,MIT,2017-06-09 14:48:20.000,2023-06-16 19:18:19.251000,2023-06-02 22:03:20,3801.0,44.0,482.0,56.0,857.0,291.0,943.0,3152,A highly efficient implementation of Gaussian Processes in PyTorch.,121.0,33,True,2023-06-02 22:04:02,1.11,32.0,gpytorch,conda-forge/gpytorch,,,['pytorch'],1387.0,1387.0,https://pypi.org/project/gpytorch,205539.0,208172.0,https://anaconda.org/conda-forge/gpytorch,2023-06-16 19:18:19.251,102690.0,,,,,1.0,,,,,,,,,,,,,,,
168,VisPy,vispy/vispy,data-viz,,https://github.com/vispy/vispy,https://github.com/vispy/vispy,,2013-03-21 18:43:22.000,2023-06-28 20:48:36.000000,2023-06-22 20:36:08,7236.0,62.0,592.0,118.0,1121.0,294.0,1088.0,3077,High-performance interactive 2D/3D data visualization library.,187.0,33,False,2023-05-17 15:53:12,0.13.0,33.0,vispy,conda-forge/vispy,,,['jupyter'],1180.0,1180.0,https://pypi.org/project/vispy,81569.0,87487.0,https://anaconda.org/conda-forge/vispy,2023-06-16 13:22:11.969,402063.0,,,,,2.0,,,,,,,vispy,https://www.npmjs.com/package/vispy,6.0,,,,,,
169,datashader,holoviz/datashader,data-viz,,https://github.com/holoviz/datashader,https://github.com/holoviz/datashader,BSD-3-Clause,2015-12-23 18:02:20.000,2023-06-29 09:09:34.000000,2023-06-29 09:09:33,1439.0,27.0,352.0,94.0,682.0,124.0,427.0,3013,Quickly and accurately render even the largest data.,53.0,33,True,2023-06-01 09:16:22,0.15.0,30.0,datashader,conda-forge/datashader,,,,2576.0,2576.0,https://pypi.org/project/datashader,60766.0,69806.0,https://anaconda.org/conda-forge/datashader,2023-06-16 13:24:46.671,605733.0,,,,,2.0,,,,,,,,,,,,,,,
170,NeuralProphet,ourownstory/neural_prophet,time-series-data,,https://github.com/ourownstory/neural_prophet,https://github.com/ourownstory/neural_prophet,MIT,2020-05-04 05:12:43.000,2023-06-27 18:59:58.000000,2023-06-14 04:24:03,1337.0,70.0,413.0,49.0,672.0,32.0,424.0,3008,NeuralProphet: A simple forecasting package.,40.0,33,True,2023-06-14 22:41:07,0.6.2,25.0,neuralprophet,,,,['pytorch'],264.0,264.0,https://pypi.org/project/neuralprophet,182671.0,182671.0,,,,,,,,1.0,,,,,,,,,,,,,,,
171,StatsForecast,Nixtla/statsforecast,time-series-data,,https://github.com/Nixtla/statsforecast,https://github.com/Nixtla/statsforecast,Apache-2.0,2021-11-24 02:19:14.000,2023-06-29 13:17:39.000000,2023-06-26 21:07:32,1166.0,50.0,184.0,25.0,326.0,86.0,108.0,2689,Lightning fast forecasting with statistical and econometric models.,24.0,33,True,2023-02-28 19:25:43,1.5.0,23.0,statsforecast,conda-forge/statsforecast,,,,338.0,338.0,https://pypi.org/project/statsforecast,468342.0,471070.0,https://anaconda.org/conda-forge/statsforecast,2023-06-18 08:40:58.514,40928.0,,,,,1.0,,,8.0,,,,,,,,,,,,
172,BoTorch,pytorch/botorch,hyperopt,,https://github.com/pytorch/botorch,https://github.com/pytorch/botorch,MIT,2018-07-30 23:59:57.000,2023-06-29 12:05:33.000000,2023-06-28 17:45:11,1582.0,86.0,314.0,51.0,1307.0,47.0,361.0,2671,Bayesian optimization in PyTorch.,95.0,33,True,2023-05-08 17:31:42,0.8.5,35.0,botorch,conda-forge/botorch,,,['pytorch'],582.0,582.0,https://pypi.org/project/botorch,179972.0,182120.0,https://anaconda.org/conda-forge/botorch,2023-06-16 19:21:08.624,73034.0,,,,,1.0,,,,,,,,,,,,,,,
173,scikit-optimize,scikit-optimize/scikit-optimize,hyperopt,,https://github.com/scikit-optimize/scikit-optimize,https://github.com/scikit-optimize/scikit-optimize,BSD-3-Clause,2016-03-20 21:10:54.000,2023-06-28 10:44:45.000000,2021-10-12 13:32:38,1570.0,,472.0,64.0,529.0,244.0,390.0,2613,Sequential model-based optimization with a `scipy.optimize` interface.,76.0,33,False,2021-10-12 15:33:19,0.9.0,23.0,scikit-optimize,conda-forge/scikit-optimize,,,,4431.0,4431.0,https://pypi.org/project/scikit-optimize,547285.0,556390.0,https://anaconda.org/conda-forge/scikit-optimize,2023-06-16 13:23:01.487,646488.0,,,,,1.0,,,,,,,,,,,,,,,
174,rubrix,recognai/rubrix,nlp,,https://github.com/argilla-io/argilla,https://github.com/argilla-io/argilla,Apache-2.0,2021-04-28 14:37:42.000,2023-06-29 14:25:13.000000,2023-06-29 10:36:06,2208.0,672.0,204.0,22.0,1924.0,232.0,1013.0,2258,Argilla: the open-source data curation platform for LLMs.,59.0,33,True,2023-06-29 14:27:02,1.12.0,87.0,rubrix,conda-forge/rubrix,,,,909.0,909.0,https://pypi.org/project/rubrix,809.0,2118.0,https://anaconda.org/conda-forge/rubrix,2023-06-16 19:28:09.653,23563.0,,,,,2.0,,,11.0,,,,,,,argilla-io/argilla,,,,,
175,Lifelines,CamDavidsonPilon/lifelines,medical-data,,https://github.com/CamDavidsonPilon/lifelines,https://github.com/CamDavidsonPilon/lifelines,MIT,2013-08-28 00:16:42.000,2023-06-16 13:24:15.529000,2023-06-14 12:46:17,2251.0,28.0,520.0,70.0,472.0,241.0,668.0,2121,Survival analysis in Python.,109.0,33,True,2023-05-01 16:15:35,0.27.7,100.0,lifelines,conda-forge/lifelines,,,,1664.0,1664.0,https://pypi.org/project/lifelines,355462.0,358673.0,https://anaconda.org/conda-forge/lifelines,2023-06-16 13:24:15.529,269784.0,,,,,2.0,,,,,,,,,,,,,,,
176,Ax,facebook/Ax,hyperopt,,https://github.com/facebook/Ax,https://github.com/facebook/Ax,MIT,2019-02-09 15:23:44.000,2023-06-29 04:25:55.000000,2023-06-27 01:08:50,2440.0,84.0,249.0,68.0,1145.0,42.0,500.0,2086,Adaptive Experimentation Platform.,146.0,33,True,2023-06-26 20:46:38,0.3.3,35.0,ax-platform,conda-forge/ax-platform,,,['pytorch'],499.0,499.0,https://pypi.org/project/ax-platform,123311.0,123742.0,https://anaconda.org/conda-forge/ax-platform,2023-06-27 14:38:12.082,10348.0,,,,,1.0,,,,,,,,,,,,,,,
177,Geocoder,DenisCarriere/geocoder,geospatial-data,,https://github.com/DenisCarriere/geocoder,https://github.com/DenisCarriere/geocoder,MIT,2014-01-13 04:19:21.000,2023-06-16 13:21:27.128000,2018-10-12 15:53:05,1251.0,,273.0,51.0,153.0,80.0,217.0,1537,Python Geocoder.,73.0,33,False,2016-09-05 17:57:51,1.17.3,18.0,geocoder,conda-forge/geocoder,,,,7243.0,7243.0,https://pypi.org/project/geocoder,482112.0,483767.0,https://anaconda.org/conda-forge/geocoder,2023-06-16 13:21:27.128,125811.0,,,,,2.0,,,,,,,,,,,,,geocoder,,
178,Graphviz,xflr6/graphviz,data-viz,,https://github.com/xflr6/graphviz,https://github.com/xflr6/graphviz,MIT,2014-01-12 17:49:29.000,2023-06-16 13:23:51.228000,2023-01-30 19:02:45,1184.0,,193.0,33.0,40.0,7.0,153.0,1414,Simple Python interface for Graphviz.,19.0,33,True,,,13.0,graphviz,anaconda/python-graphviz,,,,49856.0,49856.0,https://pypi.org/project/graphviz,8079324.0,8079840.0,https://anaconda.org/anaconda/python-graphviz,2023-06-16 13:23:51.228,38189.0,,,,,2.0,,,,,,,,,,,,,,,
179,pmdarima,alkaline-ml/pmdarima,time-series-data,,https://github.com/alkaline-ml/pmdarima,https://github.com/alkaline-ml/pmdarima,MIT,2017-03-30 14:58:30.000,2023-06-16 19:23:20.782000,2023-05-26 14:15:03,1072.0,3.0,224.0,35.0,241.0,41.0,268.0,1381,"A statistical library designed to fill the void in Pythons time series analysis capabilities, including the equivalent..",22.0,33,True,2023-03-15 20:42:28,2.0.3,43.0,pmdarima,conda-forge/pmdarima,,,,5621.0,5621.0,https://pypi.org/project/pmdarima,1553993.0,1576562.0,https://anaconda.org/conda-forge/pmdarima,2023-06-16 19:23:20.782,722222.0,,,,,1.0,,,,,,,,,,,,,,,
180,igraph,igraph/python-igraph,graph,,https://github.com/igraph/python-igraph,https://github.com/igraph/python-igraph,GPL-2.0,2015-01-08 23:55:16.000,2023-06-29 11:48:13.000000,2023-06-29 11:48:09,2593.0,64.0,240.0,34.0,179.0,40.0,452.0,1122,Python interface for igraph.,71.0,33,False,2023-01-28 13:24:44,0.10.4,21.0,python-igraph,conda-forge/igraph,,,,1920.0,1920.0,https://pypi.org/project/python-igraph,228600.0,241365.0,https://anaconda.org/conda-forge/igraph,2023-06-16 13:19:23.938,428793.0,,,,,1.0,561400.0,,,,,,,,,,,,,,
181,Nilearn,nilearn/nilearn,medical-data,,https://github.com/nilearn/nilearn,https://github.com/nilearn/nilearn,,2011-01-09 19:02:23.000,2023-06-29 13:55:09.000000,2023-06-29 10:26:06,9898.0,97.0,503.0,73.0,2000.0,266.0,1525.0,1011,Machine learning for NeuroImaging in Python.,216.0,33,False,2023-04-28 09:19:30,0.10.1,21.0,nilearn,conda-forge/nilearn,,,['sklearn'],2340.0,2340.0,https://pypi.org/project/nilearn,34099.0,36814.0,https://anaconda.org/conda-forge/nilearn,2023-06-16 13:17:38.098,230372.0,,,,,2.0,132.0,,,,,,,,,,,,,,
182,NIPYPE,nipy/nipype,medical-data,,https://github.com/nipy/nipype,https://github.com/nipy/nipype,Apache-2.0,2010-07-22 17:06:49.000,2023-06-26 15:44:12.000000,2023-05-28 13:51:11,14700.0,26.0,483.0,50.0,2254.0,386.0,939.0,688,Workflows and interfaces for neuroimaging packages.,244.0,33,True,2022-09-01 22:11:24,1.8.4,46.0,nipype,conda-forge/nipype,,,,1579.0,1579.0,https://pypi.org/project/nipype,71473.0,78348.0,https://anaconda.org/conda-forge/nipype,2023-06-16 13:24:57.429,570658.0,,,,,2.0,,,,,,,,,,,,,,,
183,MMDetection,open-mmlab/mmdetection,image,,https://github.com/open-mmlab/mmdetection,https://github.com/open-mmlab/mmdetection,Apache-2.0,2018-08-22 07:06:06.000,2023-06-29 08:56:52.000000,2023-04-06 06:55:28,2539.0,8.0,7875.0,373.0,2950.0,742.0,6429.0,24752,OpenMMLab Detection Toolbox and Benchmark.,394.0,32,True,2023-04-06 07:26:03,3.0.0,50.0,mmdet,,,,['pytorch'],,,https://pypi.org/project/mmdet,160255.0,160255.0,,,,,,,,2.0,,,,,,,,,,,,,,,
184,PyFlink,apache/flink,ml-frameworks,,https://github.com/apache/flink,https://github.com/apache/flink,Apache-2.0,2014-06-07 07:00:10.000,2023-06-29 13:31:36.000000,2023-06-29 12:25:20,33572.0,469.0,11784.0,943.0,22892.0,,,21485,Apache Flink Python API.,1739.0,32,True,,,,apache-flink,,,,,,,https://pypi.org/project/apache-flink,64896.0,64896.0,,,,,,,,3.0,,,,,,,,,,,,,,,
185,tensor2tensor,tensorflow/tensor2tensor,tensorflow-utils,,https://github.com/tensorflow/tensor2tensor,https://github.com/tensorflow/tensor2tensor,Apache-2.0,2017-06-15 16:57:39.000,2023-06-02 18:55:09.000000,2023-04-01 10:19:28,4379.0,1.0,3201.0,463.0,671.0,575.0,672.0,13819,Library of deep learning models and datasets designed to make deep learning more accessible and accelerate ML research.,244.0,32,True,2020-06-17 16:10:01,1.15.7,75.0,tensor2tensor,,,,['tensorflow'],1383.0,1383.0,https://pypi.org/project/tensor2tensor,7013.0,7013.0,,,,,,,,1.0,,,,,,,,,,,,,,,
186,Coqui TTS,coqui-ai/TTS,audio,,https://github.com/coqui-ai/TTS,https://github.com/coqui-ai/TTS,MPL-2.0,2020-05-20 15:45:28.000,2023-06-28 22:46:51.000000,2023-06-28 13:24:20,4337.0,100.0,1623.0,173.0,508.0,25.0,591.0,12832,"- a deep learning toolkit for Text-to-Speech, battle-tested in research and production.",128.0,32,True,2023-06-28 22:46:51,0.15.0,58.0,tts,conda-forge/tts,,,"['pytorch', 'tensorflow']",,,https://pypi.org/project/tts,22786.0,60344.0,https://anaconda.org/conda-forge/tts,2023-06-16 19:27:41.222,8776.0,,,,,2.0,1002264.0,,,,,,,,,,,,,,
187,PaddleHub,PaddlePaddle/PaddleHub,others,,https://github.com/PaddlePaddle/PaddleHub,https://github.com/PaddlePaddle/PaddleHub,Apache-2.0,2018-12-21 06:00:48.000,2023-06-06 10:02:26.000000,2023-03-28 11:49:55,2665.0,,2044.0,184.0,997.0,549.0,692.0,11893,"Awesome pre-trained models toolkit based on PaddlePaddle. (400+ models including Image, Text, Audio, Video and Cross-..",69.0,32,True,2022-11-28 08:29:05,2.3.1,29.0,paddlehub,,,,['paddle'],1310.0,1310.0,https://pypi.org/project/paddlehub,5938.0,5950.0,,,,,,,,2.0,650.0,,,,,,,,,,,,,,
188,PaddleDetection,PaddlePaddle/PaddleDetection,image,,https://github.com/PaddlePaddle/PaddleDetection,https://github.com/PaddlePaddle/PaddleDetection,Apache-2.0,2019-10-25 07:21:14.000,2023-06-29 02:46:46.000000,2023-06-13 07:20:31,2144.0,16.0,2595.0,189.0,3506.0,1076.0,3805.0,10743,"Object Detection toolkit based on PaddlePaddle. It supports object detection, instance segmentation, multiple object..",141.0,32,True,2023-02-23 03:25:22,2.6.0,8.0,paddledet,,,,['paddle'],93.0,93.0,https://pypi.org/project/paddledet,769.0,769.0,,,,,,,,2.0,,,,,,,,,,,,,,,
189,Sonnet,deepmind/sonnet,ml-frameworks,,https://github.com/deepmind/sonnet,https://github.com/deepmind/sonnet,Apache-2.0,2017-04-03 11:34:35.000,2023-06-19 01:55:22.000000,2023-02-23 15:39:10,857.0,,1270.0,425.0,80.0,30.0,156.0,9579,TensorFlow-based neural network library.,56.0,32,True,2020-03-27 10:36:19,2.0.0,13.0,dm-sonnet,conda-forge/sonnet,,,['tensorflow'],1100.0,1100.0,https://pypi.org/project/dm-sonnet,19939.0,20495.0,https://anaconda.org/conda-forge/sonnet,2023-06-16 16:19:12.602,23934.0,,,,,3.0,,,,,,,,,,,,,,,
190,Ludwig,ludwig-ai/ludwig,ml-frameworks,,https://github.com/ludwig-ai/ludwig,https://github.com/ludwig-ai/ludwig,Apache-2.0,2018-12-27 23:58:12.000,2023-06-29 10:07:59.000000,2023-06-29 07:38:49,3532.0,94.0,996.0,185.0,2470.0,223.0,700.0,8998,Data-centric declarative deep learning framework.,136.0,32,True,2023-03-23 15:29:23,0.7.4,33.0,ludwig,,,,['tensorflow'],175.0,175.0,https://pypi.org/project/ludwig,2683.0,2683.0,,,,,,,,3.0,,,,,,,,,,,,,,,
191,AutoKeras,keras-team/autokeras,hyperopt,,https://github.com/keras-team/autokeras,https://github.com/keras-team/autokeras,Apache-2.0,2017-11-19 23:18:20.000,2023-06-28 11:36:08.000000,2023-06-21 15:51:47,1385.0,2.0,1363.0,305.0,886.0,125.0,756.0,8861,AutoML library for deep learning.,142.0,32,True,2023-01-28 18:28:09,1.1.0,58.0,autokeras,,,,['tensorflow'],513.0,513.0,https://pypi.org/project/autokeras,11776.0,12010.0,,,,,,,,2.0,15726.0,,,,,,,,,,,,,,
192,H2O-3,h2oai/h2o-3,distributed-ml,,https://github.com/h2oai/h2o-3,https://github.com/h2oai/h2o-3,Apache-2.0,2014-03-03 16:08:07.000,2023-06-29 12:37:22.000000,2023-06-27 14:36:11,32000.0,258.0,1921.0,390.0,6554.0,2636.0,6342.0,6335,"H2O is an Open Source, Distributed, Fast & Scalable Machine Learning Platform: Deep Learning, Gradient Boosting (GBM)..",242.0,32,True,,,,h2o,,,,,,,https://pypi.org/project/h2o,345396.0,345396.0,,,,,,,,2.0,,,,,,,,,,,,,,,
193,Activeloop,activeloopai/Hub,data-pipelines,,https://github.com/activeloopai/deeplake,https://github.com/activeloopai/deeplake,MPL-2.0,2019-08-09 06:17:59.000,2023-06-29 11:40:34.000000,2023-06-29 00:38:06,7756.0,597.0,474.0,77.0,2001.0,45.0,378.0,6303,"Database for AI. Store Vectors, Images, Texts, Videos, etc. Use with LLMs/LangChain. Store, query, version, &..",112.0,32,True,2023-06-28 11:39:35,3.6.7,100.0,hub,,,,,343.0,343.0,https://pypi.org/project/hub,5893.0,5893.0,,,,,,,,2.0,,,,,,,,,,activeloopai/deeplake,,,,,
194,tensorpack,tensorpack/tensorpack,ml-frameworks,,https://github.com/tensorpack/tensorpack,https://github.com/tensorpack/tensorpack,Apache-2.0,2015-12-25 23:08:44.000,2023-06-16 19:27:42.012000,2023-03-31 20:54:05,2943.0,,1821.0,201.0,206.0,9.0,1343.0,6276,"A Neural Net Training Interface on TensorFlow, with focus on speed + flexibility.",58.0,32,True,2019-01-18 19:18:13,doc-v0.9.0.1,3.0,tensorpack,conda-forge/tensorpack,,,['tensorflow'],1321.0,1321.0,https://pypi.org/project/tensorpack,14717.0,15196.0,https://anaconda.org/conda-forge/tensorpack,2023-06-16 19:27:42.012,9553.0,,,,,3.0,153.0,,,,,,,,,,,,,,
195,skorch,skorch-dev/skorch,ml-frameworks,,https://github.com/skorch-dev/skorch,https://github.com/skorch-dev/skorch,BSD-3-Clause,2017-07-18 00:13:54.000,2023-06-29 12:10:37.000000,2023-06-29 12:10:34,1062.0,25.0,342.0,81.0,498.0,44.0,438.0,5212,A scikit-learn compatible neural network library that wraps PyTorch.,59.0,32,True,2023-06-26 15:29:37,0.14.0,14.0,skorch,conda-forge/skorch,,,"['pytorch', 'sklearn']",889.0,889.0,https://pypi.org/project/skorch,51351.0,74732.0,https://anaconda.org/conda-forge/skorch,2023-06-27 09:31:33.970,771573.0,,,,,3.0,,,,,,,,,,,,,,,
196,huey,coleifer/huey,data-pipelines,,https://github.com/coleifer/huey,https://github.com/coleifer/huey,MIT,2011-11-03 16:39:43.000,2023-06-23 23:16:18.000000,2023-06-23 23:15:11,973.0,11.0,357.0,85.0,169.0,,581.0,4523,a little task queue for python.,67.0,32,True,2023-02-09 14:36:55,2.4.5,47.0,huey,conda-forge/huey,,,,1208.0,1208.0,https://pypi.org/project/huey,88534.0,89035.0,https://anaconda.org/conda-forge/huey,2023-06-16 16:09:17.692,31109.0,,,,,2.0,,,,,,,,,,,,,,,
197,River,online-ml/river,others,,https://github.com/online-ml/river,https://github.com/online-ml/river,BSD-3-Clause,2019-01-24 15:18:26.000,2023-06-27 10:11:54.000000,2023-06-27 09:21:35,3683.0,112.0,466.0,84.0,481.0,10.0,420.0,4289,Online machine learning in Python.,98.0,32,True,2023-06-27 09:20:33,0.18.0,11.0,river,conda-forge/river,,,,321.0,321.0,https://pypi.org/project/river,15479.0,17120.0,https://anaconda.org/conda-forge/river,2023-06-16 19:25:37.799,42689.0,,,,,2.0,,,,,,,,,,,,,,,
198,Captum,pytorch/captum,interpretability,,https://github.com/pytorch/captum,https://github.com/pytorch/captum,BSD-3-Clause,2019-08-27 15:34:41.000,2023-06-23 18:20:43.000000,2023-06-22 23:18:31,1014.0,10.0,424.0,216.0,701.0,144.0,314.0,4016,Model interpretability and understanding for PyTorch.,102.0,32,True,2022-12-28 01:14:50,0.6.0,8.0,captum,conda-forge/captum,,,['pytorch'],1292.0,1292.0,https://pypi.org/project/captum,125356.0,126092.0,https://anaconda.org/conda-forge/captum,2023-06-16 19:28:19.191,13252.0,,,,,1.0,,,,,,,,,,,,,,,
