,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,helm_id,npm_id,npm_url,npm_monthly_downloads,brew_id,apt_id,yum_id,trending,updated_github_id,maven_id,maven_url,snap_id,dnf_id,yay_id
149,Metaflow,Netflix/metaflow,ml-experiments,,https://github.com/Netflix/metaflow,https://github.com/Netflix/metaflow,Apache-2.0,2019-09-17 17:48:25.000,2023-04-20 13:11:07.000000,2023-04-17 22:35:08,662.0,54.0,593.0,261.0,856.0,217.0,286.0,6591.0,Build and manage real-life data science projects with ease!.,70.0,33,True,2023-04-12 17:52:26,2.8.3,76.0,metaflow,conda-forge/metaflow,,,,454.0,454.0,https://pypi.org/project/metaflow,107708.0,110496.0,https://anaconda.org/conda-forge/metaflow,2023-04-12 22:35:27.052,111528.0,,,,,2.0,,,,,,,,,,,,,,,
150,Autograd,HIPS/autograd,others,,https://github.com/HIPS/autograd,https://github.com/HIPS/autograd,MIT,2014-11-24 15:50:23.000,2023-04-20 12:50:49.000000,2023-04-20 12:50:49,1386.0,4.0,823.0,218.0,211.0,151.0,229.0,6258.0,Efficiently computes derivatives of numpy code.,53.0,33,True,2015-03-05 19:30:11,1.0,6.0,autograd,conda-forge/autograd,,,,5042.0,5042.0,https://pypi.org/project/autograd,1121468.0,1125310.0,https://anaconda.org/conda-forge/autograd,2022-10-03 07:57:46.067,307360.0,,,,,1.0,,,,,,,,,,,,,,,
151,UMAP,lmcinnes/umap,data-viz,,https://github.com/lmcinnes/umap,https://github.com/lmcinnes/umap,BSD-3-Clause,2017-07-02 01:11:17.000,2023-04-20 13:30:09.000000,2023-03-29 13:57:35,1672.0,7.0,681.0,124.0,244.0,375.0,317.0,6163.0,Uniform Manifold Approximation and Projection.,113.0,33,True,2022-04-13 21:19:42,0.5.3,26.0,umap-learn,conda-forge/umap-learn,,,,8563.0,8563.0,https://pypi.org/project/umap-learn,810187.0,840612.0,https://anaconda.org/conda-forge/umap-learn,2022-04-14 03:58:56.571,1825526.0,,,,,2.0,,,,,,,,,,,,,,,
152,OpenNMT,OpenNMT/OpenNMT-py,nlp,,https://github.com/OpenNMT/OpenNMT-py,https://github.com/OpenNMT/OpenNMT-py,MIT,2017-02-22 19:01:50.000,2023-04-20 09:59:50.000000,2023-04-14 13:54:06,2737.0,35.0,2032.0,171.0,983.0,16.0,1351.0,6018.0,Open Source Neural Machine Translation in PyTorch.,186.0,33,True,2023-03-30 16:47:54,3.1.1,40.0,OpenNMT-py,,,,['pytorch'],185.0,185.0,https://pypi.org/project/OpenNMT-py,4043.0,4043.0,,,,,,,,2.0,,,,,,,,,,,,,,,
153,Chainer,chainer/chainer,ml-frameworks,,https://github.com/chainer/chainer,https://github.com/chainer/chainer,MIT,2015-06-05 05:50:37.000,2022-10-17 02:32:13.000000,2022-10-17 02:18:00,30611.0,,1321.0,291.0,6586.0,12.0,2030.0,5787.0,A flexible framework of neural networks for deep learning.,324.0,33,True,2022-06-29 08:19:03,7.8.1.post1,100.0,chainer,conda-forge/chainer,,,,2983.0,2983.0,https://pypi.org/project/chainer,19383.0,19733.0,https://anaconda.org/conda-forge/chainer,2022-01-21 17:09:00.786,13319.0,,,,,2.0,,,,,,,,,,,,,,,
154,PML,KevinMusgrave/pytorch-metric-learning,pytorch-utils,,https://github.com/KevinMusgrave/pytorch-metric-learning,https://github.com/KevinMusgrave/pytorch-metric-learning,MIT,2019-10-23 17:20:35.000,2023-04-05 23:23:25.000000,2023-04-05 23:23:25,1110.0,69.0,599.0,67.0,109.0,45.0,395.0,5206.0,"The easiest way to use deep metric learning in your application. Modular, flexible, and extensible. Written in PyTorch.",33.0,33,True,2023-04-05 23:21:15,2.1.0,54.0,pytorch-metric-learning,metric-learning/pytorch-metric-learning,,,['pytorch'],588.0,588.0,https://pypi.org/project/pytorch-metric-learning,178481.0,178737.0,https://anaconda.org/metric-learning/pytorch-metric-learning,2022-11-01 23:17:24.322,9997.0,,,,,1.0,,,,,,,,,,,,,,,
155,MLxtend,rasbt/mlxtend,sklearn-utils,,https://github.com/rasbt/mlxtend,https://github.com/rasbt/mlxtend,,2014-08-14 01:56:16.000,2023-04-11 01:10:22.000000,2023-04-11 01:10:22,1601.0,41.0,797.0,119.0,503.0,112.0,328.0,4363.0,A library of extension and helper modules for Pythons data analysis and machine learning libraries.,96.0,33,False,2023-04-02 18:57:58,0.22.0,27.0,mlxtend,conda-forge/mlxtend,,,['sklearn'],8755.0,8755.0,https://pypi.org/project/mlxtend,873050.0,876923.0,https://anaconda.org/conda-forge/mlxtend,2023-04-06 12:47:27.873,267253.0,,,,,2.0,,,,,,,,,,,,,,,
156,ClearML,allegroai/clearml,ml-experiments,,https://github.com/allegroai/clearml,https://github.com/allegroai/clearml,Apache-2.0,2019-06-10 08:18:32.000,2023-04-20 08:05:11.000000,2023-04-19 12:06:10,2080.0,114.0,558.0,83.0,203.0,319.0,455.0,4312.0,"ClearML - Auto-Magical CI/CD to streamline your ML workflow. Experiment Manager, MLOps and Data-Management.",76.0,33,True,2023-04-06 17:33:16,1.10.3,81.0,clearml,,allegroai/trains,,,503.0,503.0,https://pypi.org/project/clearml,221564.0,222238.0,,,,https://hub.docker.com/r/allegroai/trains,2020-10-05 10:16:46.865671,,30170.0,2.0,910.0,,,,,,,,,,,,,,
157,tensorflow-probability,tensorflow/probability,probabilistics,,https://github.com/tensorflow/probability,https://github.com/tensorflow/probability,Apache-2.0,2017-10-23 23:50:54.000,2023-04-19 04:32:37.000000,2023-04-19 04:32:35,11855.0,80.0,1009.0,171.0,439.0,553.0,718.0,3899.0,Probabilistic reasoning and statistical analysis in TensorFlow.,473.0,33,True,2022-12-06 22:34:10,0.19.0,45.0,tensorflow-probability,conda-forge/tensorflow-probability,,,['tensorflow'],,,https://pypi.org/project/tensorflow-probability,857936.0,859916.0,https://anaconda.org/conda-forge/tensorflow-probability,2023-02-16 21:27:29.767,99014.0,,,,,1.0,,,,,,,,,,,,,,,
158,datashader,holoviz/datashader,data-viz,,https://github.com/holoviz/datashader,https://github.com/holoviz/datashader,BSD-3-Clause,2015-12-23 18:02:20.000,2023-04-07 19:48:47.000000,2023-04-07 19:48:46,1413.0,21.0,352.0,94.0,658.0,125.0,409.0,2963.0,Quickly and accurately render even the largest data.,53.0,33,True,2023-02-02 14:26:33,0.14.4,29.0,datashader,conda-forge/datashader,,,,2179.0,2179.0,https://pypi.org/project/datashader,65784.0,74156.0,https://anaconda.org/conda-forge/datashader,2023-02-02 21:57:55.937,544222.0,,,,,2.0,,,,,,,,,,,,,,,
159,NeuralProphet,ourownstory/neural_prophet,time-series-data,,https://github.com/ourownstory/neural_prophet,https://github.com/ourownstory/neural_prophet,MIT,2020-05-04 05:12:43.000,2023-04-19 23:17:21.000000,2023-04-19 23:17:20,1296.0,80.0,401.0,47.0,623.0,54.0,385.0,2898.0,NeuralProphet: A simple forecasting package.,37.0,33,True,2023-04-08 02:08:56,0.5.4,22.0,neuralprophet,,,,['pytorch'],209.0,209.0,https://pypi.org/project/neuralprophet,149500.0,149500.0,,,,,,,,1.0,,,,,,,,,,,,,,,
160,Keras Tuner,keras-team/keras-tuner,hyperopt,,https://github.com/keras-team/keras-tuner,https://github.com/keras-team/keras-tuner,Apache-2.0,2019-06-06 22:38:21.000,2023-04-19 07:05:59.000000,2023-04-13 02:37:14,1031.0,63.0,359.0,65.0,437.0,191.0,254.0,2709.0,A Hyperparameter Tuning Library for Keras.,55.0,33,True,2023-04-13 04:21:57,1.3.5,23.0,keras-tuner,conda-forge/keras-tuner,,,['tensorflow'],2172.0,2172.0,https://pypi.org/project/keras-tuner,409678.0,410128.0,https://anaconda.org/conda-forge/keras-tuner,2023-04-13 17:14:35.253,16686.0,,,,,1.0,,,,,,,,,,,,,,,
161,BoTorch,pytorch/botorch,hyperopt,,https://github.com/pytorch/botorch,https://github.com/pytorch/botorch,MIT,2018-07-30 23:59:57.000,2023-04-20 12:13:21.000000,2023-04-19 22:38:28,1514.0,95.0,302.0,51.0,1238.0,61.0,323.0,2595.0,Bayesian optimization in PyTorch.,90.0,33,True,2023-03-15 21:03:49,0.8.3,33.0,botorch,conda-forge/botorch,,,['pytorch'],502.0,502.0,https://pypi.org/project/botorch,210032.0,212035.0,https://anaconda.org/conda-forge/botorch,2023-03-16 02:20:21.225,64097.0,,,,,1.0,,,,,,,,,,,,,,,
162,scikit-optimize,scikit-optimize/scikit-optimize,hyperopt,,https://github.com/scikit-optimize/scikit-optimize,https://github.com/scikit-optimize/scikit-optimize,BSD-3-Clause,2016-03-20 21:10:54.000,2023-03-31 21:54:22.000000,2021-10-12 13:32:38,1570.0,,459.0,64.0,523.0,238.0,389.0,2576.0,Sequential model-based optimization with a `scipy.optimize` interface.,76.0,33,False,2021-10-12 15:33:19,0.9.0,23.0,scikit-optimize,conda-forge/scikit-optimize,,,,4091.0,4091.0,https://pypi.org/project/scikit-optimize,564345.0,573444.0,https://anaconda.org/conda-forge/scikit-optimize,2021-12-15 05:01:56.230,627888.0,,,,,1.0,,,,,,,,,,,,,,,
163,Ax,facebook/Ax,hyperopt,,https://github.com/facebook/Ax,https://github.com/facebook/Ax,MIT,2019-02-09 15:23:44.000,2023-04-20 13:48:27.000000,2023-04-17 15:18:14,2370.0,146.0,246.0,69.0,1063.0,33.0,485.0,2037.0,Adaptive Experimentation Platform.,143.0,33,True,2023-03-15 21:58:56,0.3.1,33.0,ax-platform,conda-forge/ax-platform,,,['pytorch'],444.0,444.0,https://pypi.org/project/ax-platform,149671.0,150045.0,https://anaconda.org/conda-forge/ax-platform,2023-03-18 17:59:52.391,8239.0,,,,,1.0,,,,,,,,,,,,,,,
164,pyLDAvis,bmabey/pyLDAvis,interpretability,,https://github.com/bmabey/pyLDAvis,https://github.com/bmabey/pyLDAvis,BSD-3-Clause,2015-04-09 22:48:03.000,2023-02-18 18:29:06.352000,2023-02-15 17:41:07,271.0,22.0,345.0,56.0,75.0,78.0,94.0,1704.0,Python library for interactive topic model visualization. Port of the R LDAvis package.,39.0,33,True,2023-02-15 17:48:31,3.4.0,6.0,pyldavis,conda-forge/pyldavis,,,['jupyter'],4772.0,4772.0,https://pypi.org/project/pyldavis,514493.0,515595.0,https://anaconda.org/conda-forge/pyldavis,2023-02-18 18:29:06.352,63957.0,,,,,1.0,,,,,,,,,,,,,,,
165,Graphviz,xflr6/graphviz,data-viz,,https://github.com/xflr6/graphviz,https://github.com/xflr6/graphviz,MIT,2014-01-12 17:49:29.000,2023-03-16 14:11:56.878000,2023-01-30 19:02:45,1184.0,3.0,189.0,32.0,39.0,8.0,149.0,1380.0,Simple Python interface for Graphviz.,19.0,33,True,,,13.0,graphviz,anaconda/python-graphviz,,,,46072.0,46072.0,https://pypi.org/project/graphviz,7581548.0,7582049.0,https://anaconda.org/anaconda/python-graphviz,2023-03-16 14:11:56.878,36118.0,,,,,2.0,,,,,,,,,,,,,,,
166,Wand,emcconville/wand,image,,https://github.com/emcconville/wand,https://github.com/emcconville/wand,MIT,2011-09-30 21:36:38.000,2023-03-06 11:41:24.000000,2023-03-05 16:58:56,1817.0,1.0,192.0,29.0,205.0,18.0,375.0,1268.0,The ctypes-based simple ImageMagick binding for Python.,102.0,33,True,2023-01-05 13:25:52,0.6.11,23.0,wand,conda-forge/wand,,,,15303.0,15303.0,https://pypi.org/project/wand,637170.0,637926.0,https://anaconda.org/conda-forge/wand,2022-08-22 21:57:19.809,22901.0,,,,,2.0,12528.0,,,,,,,,,,,,,,
167,cartopy,SciTools/cartopy,data-viz,,https://github.com/SciTools/cartopy,https://github.com/SciTools/cartopy,LGPL-3.0,2012-08-03 07:43:59.000,2023-04-17 21:20:53.000000,2023-04-17 21:20:53,2759.0,51.0,337.0,57.0,1032.0,299.0,837.0,1208.0,Cartopy - a cartographic python library with matplotlib support.,122.0,33,False,2022-12-12 22:21:03,0.21.1,23.0,cartopy,conda-forge/cartopy,,,,3225.0,3225.0,https://pypi.org/project/cartopy,65598.0,98954.0,https://anaconda.org/conda-forge/cartopy,2023-03-18 00:21:28.463,2835271.0,,,,,2.0,,,,,,,,,,,,,,,
168,petl,petl-developers/petl,data-pipelines,,https://github.com/petl-developers/petl,https://github.com/petl-developers/petl,MIT,2011-08-19 09:51:03.000,2023-03-06 12:56:28.000000,2022-11-23 19:30:21,1274.0,,178.0,50.0,196.0,77.0,370.0,1110.0,Python Extract Transform and Load Tables of Data.,58.0,33,True,2022-11-23 18:32:16,1.7.12,44.0,petl,conda-forge/petl,,http://petl.readthedocs.org,,3345.0,3345.0,https://pypi.org/project/petl,738849.0,741022.0,https://anaconda.org/conda-forge/petl,2022-11-23 22:16:41.153,171728.0,,,,,2.0,,,,,,,,,,,,,,,
169,Nilearn,nilearn/nilearn,medical-data,,https://github.com/nilearn/nilearn,https://github.com/nilearn/nilearn,,2011-01-09 19:02:23.000,2023-04-20 13:50:56.000000,2023-04-20 06:50:25,9845.0,126.0,499.0,72.0,1949.0,259.0,1503.0,973.0,Machine learning for NeuroImaging in Python.,211.0,33,False,2023-01-06 13:49:04,0.10.0,20.0,nilearn,conda-forge/nilearn,,,['sklearn'],2156.0,2156.0,https://pypi.org/project/nilearn,39776.0,42408.0,https://anaconda.org/conda-forge/nilearn,2023-01-06 20:36:09.589,218179.0,,,,,2.0,106.0,,,,,,,,,,,,,,
170,TensorFlow Transform,tensorflow/transform,tensorflow-utils,,https://github.com/tensorflow/transform,https://github.com/tensorflow/transform,Apache-2.0,2017-02-10 00:36:53.000,2023-04-20 00:18:35.000000,2023-04-20 00:18:34,884.0,31.0,190.0,60.0,97.0,32.0,166.0,953.0,Input pipeline framework.,27.0,33,True,2023-04-13 22:11:06,1.13.0,44.0,tensorflow-transform,,,,['tensorflow'],1277.0,1277.0,https://pypi.org/project/tensorflow-transform,3828929.0,3828929.0,,,,,,,,2.0,,,,,,,,,,,,,,,
171,Hail,hail-is/hail,medical-data,,https://github.com/hail-is/hail,https://github.com/hail-is/hail,MIT,2015-10-27 20:55:42.000,2023-04-20 14:02:52.000000,2023-04-19 22:35:34,10592.0,225.0,219.0,60.0,10876.0,8.0,2026.0,875.0,Cloud-native genomic dataframes and batch computing.,84.0,33,True,2023-04-11 23:58:38,0.2.113,100.0,hail,,,,['spark'],94.0,94.0,https://pypi.org/project/hail,26682.0,26682.0,,,,,,,,2.0,,,,,,,,,,,,,,,
172,NIPYPE,nipy/nipype,medical-data,,https://github.com/nipy/nipype,https://github.com/nipy/nipype,Apache-2.0,2010-07-22 17:06:49.000,2023-04-17 13:30:48.000000,2023-04-17 12:32:16,14690.0,41.0,479.0,50.0,2248.0,378.0,935.0,671.0,Workflows and interfaces for neuroimaging packages.,242.0,33,True,2022-09-01 22:11:24,1.8.4,46.0,nipype,conda-forge/nipype,,,,1412.0,1412.0,https://pypi.org/project/nipype,84713.0,91492.0,https://anaconda.org/conda-forge/nipype,2023-04-11 15:43:59.059,549100.0,,,,,2.0,,,,,,,,,,,,,,,
173,spleeter,deezer/spleeter,audio,,https://github.com/deezer/spleeter,https://github.com/deezer/spleeter,MIT,2019-09-26 15:40:46.000,2023-04-12 02:24:10.000000,2023-04-06 12:47:08,530.0,26.0,2420.0,374.0,111.0,168.0,553.0,22237.0,Deezer source separation library including pretrained models.,19.0,32,True,2021-09-03 09:59:00,2.3.0,10.0,spleeter,conda-forge/spleeter,,,['tensorflow'],487.0,487.0,https://pypi.org/project/spleeter,18589.0,74650.0,https://anaconda.org/conda-forge/spleeter,2020-06-30 14:33:43.220,74424.0,,,,,2.0,2278364.0,,,,,,,,,,,,,,
174,PyFlink,apache/flink,ml-frameworks,,https://github.com/apache/flink,https://github.com/apache/flink,Apache-2.0,2014-06-07 07:00:10.000,2023-04-20 13:03:18.000000,2023-04-20 07:45:29,33186.0,551.0,11599.0,947.0,22422.0,,,21095.0,Apache Flink Python API.,1710.0,32,True,,,,apache-flink,,,,,,,https://pypi.org/project/apache-flink,73564.0,73564.0,,,,,,,,3.0,,,,,,,,,,,,,,,
175,Magenta,magenta/magenta,audio,,https://github.com/magenta/magenta,https://github.com/magenta/magenta,Apache-2.0,2016-05-05 20:10:40.000,2023-01-18 21:45:23.000000,2023-01-18 21:45:16,1419.0,,3592.0,775.0,1125.0,333.0,585.0,18393.0,Magenta: Music and Art Generation with Machine Intelligence.,155.0,32,True,2022-08-01 18:18:44,2.1.4,48.0,magenta,,,,['tensorflow'],416.0,416.0,https://pypi.org/project/magenta,8986.0,8986.0,,,,,,,,2.0,,,,,,,,,,,,,,,
176,EasyOCR,JaidedAI/EasyOCR,ocr,,https://github.com/JaidedAI/EasyOCR,https://github.com/JaidedAI/EasyOCR,Apache-2.0,2020-03-14 11:46:39.000,2023-04-11 05:25:57.000000,2023-03-29 05:30:27,570.0,1.0,2471.0,285.0,210.0,192.0,563.0,17683.0,"Ready-to-use OCR with 80+ supported languages and all popular writing scripts including Latin, Chinese, Arabic,..",114.0,32,True,2022-09-15 11:34:18,1.6.2,20.0,easyocr,,,,,2538.0,2538.0,https://pypi.org/project/easyocr,124161.0,250281.0,,,,,,,,1.0,4288094.0,,,,,,,,,,,,,,
177,Prophet,facebook/prophet,time-series-data,,https://github.com/facebook/prophet,https://github.com/facebook/prophet,MIT,2016-11-16 01:50:08.000,2023-04-12 05:58:11.000000,2023-02-28 18:26:34,760.0,3.0,4315.0,423.0,408.0,320.0,1664.0,15763.0,Tool for producing high quality forecasts for time series data that has multiple seasonality with linear or non-linear..,163.0,32,True,2023-01-20 11:04:56,1.1.2,13.0,fbprophet,conda-forge/prophet,,,,,,https://pypi.org/project/fbprophet,1457627.0,1479938.0,https://anaconda.org/conda-forge/prophet,2023-01-21 14:54:27.313,534995.0,,,,,1.0,1463.0,,,,,,,,,,,,,,
178,PaddleHub,PaddlePaddle/PaddleHub,others,,https://github.com/PaddlePaddle/PaddleHub,https://github.com/PaddlePaddle/PaddleHub,Apache-2.0,2018-12-21 06:00:48.000,2023-04-02 12:42:47.000000,2023-03-28 11:49:55,2665.0,2.0,2005.0,183.0,991.0,536.0,688.0,11563.0,"Awesome pre-trained models toolkit based on PaddlePaddle. (400+ models including Image, Text, Audio, Video and Cross-..",69.0,32,True,2022-11-28 08:29:05,2.3.1,29.0,paddlehub,,,,['paddle'],1212.0,1212.0,https://pypi.org/project/paddlehub,7929.0,7941.0,,,,,,,,2.0,606.0,,,,,,,,,,,,,,
179,Lime,marcotcr/lime,interpretability,,https://github.com/marcotcr/lime,https://github.com/marcotcr/lime,BSD-2-Clause,2016-03-15 22:18:10.000,2023-03-03 00:43:31.000000,2021-07-29 23:17:25,531.0,,1669.0,267.0,111.0,72.0,532.0,10600.0,Lime: Explaining the predictions of any machine learning classifier.,62.0,32,False,2020-04-03 22:05:03,0.2.0.0,18.0,lime,conda-forge/lime,,,,3528.0,3528.0,https://pypi.org/project/lime,393034.0,395101.0,https://anaconda.org/conda-forge/lime,2022-09-23 13:59:18.301,157124.0,,,,,1.0,,,,,,,,,,,,,,,
180,Sonnet,deepmind/sonnet,ml-frameworks,,https://github.com/deepmind/sonnet,https://github.com/deepmind/sonnet,Apache-2.0,2017-04-03 11:34:35.000,2023-02-23 15:39:15.000000,2023-02-23 15:39:10,857.0,3.0,1257.0,426.0,79.0,29.0,156.0,9555.0,TensorFlow-based neural network library.,56.0,32,True,2020-03-27 10:36:19,2.0.0,13.0,dm-sonnet,conda-forge/sonnet,,,['tensorflow'],1027.0,1027.0,https://pypi.org/project/dm-sonnet,22019.0,22550.0,https://anaconda.org/conda-forge/sonnet,2020-11-14 18:13:23.843,21809.0,,,,,3.0,,,,,,,,,,,,,,,
181,tensorboardX,lanpa/tensorboardX,ml-experiments,,https://github.com/lanpa/tensorboardX,https://github.com/lanpa/tensorboardX,MIT,2017-06-13 13:54:19.000,2023-04-19 17:20:04.000000,2023-04-16 16:57:41,507.0,9.0,857.0,89.0,252.0,71.0,370.0,7589.0,"tensorboard for pytorch (and chainer, mxnet, numpy, ...).",76.0,32,True,2022-06-05 10:13:32,2.5,15.0,tensorboardX,conda-forge/tensorboardx,,,,28734.0,28734.0,https://pypi.org/project/tensorboardX,1327887.0,1344388.0,https://anaconda.org/conda-forge/tensorboardx,2022-06-07 21:45:23.917,1039289.0,,,,,2.0,374.0,,,,,,,,,,,,,,
182,Bayesian Optimization,fmfn/BayesianOptimization,hyperopt,,https://github.com/fmfn/BayesianOptimization,https://github.com/fmfn/BayesianOptimization,MIT,2014-06-06 08:18:56.000,2023-04-13 00:07:50.000000,2023-04-13 00:04:18,322.0,8.0,1372.0,136.0,108.0,16.0,283.0,6714.0,A Python implementation of global optimization with gaussian processes.,39.0,32,True,2022-12-04 05:43:28,1.4.2,12.0,bayesian-optimization,,,,,1743.0,1743.0,https://pypi.org/project/bayesian-optimization,186627.0,186628.0,,,,,,,,2.0,117.0,,,,,,,,,,,,,,
183,stanza,stanfordnlp/stanza,nlp,,https://github.com/stanfordnlp/stanza,https://github.com/stanfordnlp/stanza,,2017-09-26 08:00:56.000,2023-04-20 11:23:30.000000,2023-03-14 16:10:05,3603.0,91.0,822.0,142.0,433.0,76.0,704.0,6594.0,Official Stanford NLP Python Library for Many Human Languages.,58.0,32,False,2023-03-14 05:09:33,1.5.0,16.0,stanza,stanfordnlp/stanza,,,,1711.0,1711.0,https://pypi.org/project/stanza,176033.0,176206.0,https://anaconda.org/stanfordnlp/stanza,2023-03-24 23:37:42.794,6426.0,,,,,2.0,,,,,,,,,,,,,,,
184,triton,openai/triton,model-serialisation,,https://github.com/openai/triton,https://github.com/openai/triton,MIT,2014-08-30 17:07:16.000,2023-04-20 10:37:19.000000,2023-04-20 00:13:01,883.0,266.0,596.0,131.0,952.0,177.0,361.0,6422.0,Development repository for the Triton language and compiler.,106.0,32,True,,,,triton,,,,,1460.0,1460.0,https://pypi.org/project/triton,3170995.0,3170995.0,,,,,,,,2.0,,,,,,,,,,,,,,,
185,NeMo,NVIDIA/NeMo,nlp,,https://github.com/NVIDIA/NeMo,https://github.com/NVIDIA/NeMo,Apache-2.0,2019-08-05 20:16:42.000,2023-04-20 10:53:31.000000,2023-04-19 18:49:21,5384.0,305.0,1443.0,146.0,4468.0,37.0,1501.0,6333.0,NeMo: a toolkit for conversational AI.,220.0,32,True,2023-04-05 00:10:51,1.17.0,39.0,nemo-toolkit,,,,['pytorch'],,,https://pypi.org/project/nemo-toolkit,33195.0,33997.0,,,,,,,,2.0,34512.0,,,,,,,,,,,,,,
186,tensorpack,tensorpack/tensorpack,ml-frameworks,,https://github.com/tensorpack/tensorpack,https://github.com/tensorpack/tensorpack,Apache-2.0,2015-12-25 23:08:44.000,2023-03-31 20:54:33.000000,2023-03-31 20:54:05,2943.0,3.0,1820.0,201.0,206.0,7.0,1343.0,6270.0,"A Neural Net Training Interface on TensorFlow, with focus on speed + flexibility.",58.0,32,True,2019-01-18 19:18:13,doc-v0.9.0.1,3.0,tensorpack,conda-forge/tensorpack,,,['tensorflow'],1232.0,1232.0,https://pypi.org/project/tensorpack,14565.0,15070.0,https://anaconda.org/conda-forge/tensorpack,2022-02-06 19:35:57.930,9065.0,,,,,3.0,149.0,,,,,,,,,,,,,,
187,huey,coleifer/huey,data-pipelines,,https://github.com/coleifer/huey,https://github.com/coleifer/huey,MIT,2011-11-03 16:39:43.000,2023-03-24 23:30:50.000000,2023-03-24 23:30:33,962.0,10.0,355.0,86.0,166.0,,565.0,4453.0,a little task queue for python.,67.0,32,True,2023-02-09 14:36:55,2.4.5,47.0,huey,conda-forge/huey,,,,1167.0,1167.0,https://pypi.org/project/huey,72192.0,72686.0,https://anaconda.org/conda-forge/huey,2019-10-16 15:34:27.487,29663.0,,,,,2.0,,,,,,,,,,,,,,,
188,sacred,IDSIA/sacred,ml-experiments,,https://github.com/IDSIA/sacred,https://github.com/IDSIA/sacred,MIT,2014-03-31 18:05:29.000,2023-04-11 08:19:25.000000,2023-02-24 14:28:50,1340.0,12.0,358.0,70.0,363.0,94.0,458.0,4029.0,"Sacred is a tool to help you configure, organize, log and reproduce experiments developed at IDSIA.",104.0,32,True,2023-01-25 17:03:54,0.8.4,12.0,sacred,conda-forge/sacred,,,,2262.0,2262.0,https://pypi.org/project/sacred,38941.0,39108.0,https://anaconda.org/conda-forge/sacred,2021-11-14 09:49:23.948,2855.0,,,,,2.0,,,,,,,,,,,,,,,
189,Captum,pytorch/captum,interpretability,,https://github.com/pytorch/captum,https://github.com/pytorch/captum,BSD-3-Clause,2019-08-27 15:34:41.000,2023-04-20 11:36:40.000000,2023-04-06 00:11:56,1005.0,5.0,411.0,214.0,693.0,134.0,307.0,3889.0,Model interpretability and understanding for PyTorch.,100.0,32,True,2022-12-28 01:14:50,0.6.0,8.0,captum,conda-forge/captum,,,['pytorch'],1100.0,1100.0,https://pypi.org/project/captum,142637.0,143205.0,https://anaconda.org/conda-forge/captum,2023-02-15 03:32:14.724,9091.0,,,,,1.0,,,,,,,,,,,,,,,
190,TensorFlow Datasets,tensorflow/datasets,tensorflow-utils,,https://github.com/tensorflow/datasets,https://github.com/tensorflow/datasets,Apache-2.0,2018-09-10 21:27:22.000,2023-04-20 09:51:48.000000,2023-04-20 09:51:44,5772.0,178.0,1356.0,109.0,3816.0,382.0,661.0,3830.0,"TFDS is a collection of datasets ready to use with TensorFlow, Jax, ...",280.0,32,True,2023-04-13 11:21:10,4.9.2,30.0,tensorflow-datasets,conda-forge/tensorflow-datasets,,,['tensorflow'],,,https://pypi.org/project/tensorflow-datasets,1450481.0,1451198.0,https://anaconda.org/conda-forge/tensorflow-datasets,2023-02-27 19:53:09.423,16513.0,,,,,2.0,,,,,,,,,,,,,,,
191,aim,aimhubio/aim,ml-experiments,,https://github.com/aimhubio/aim,https://github.com/aimhubio/aim,Apache-2.0,2019-05-31 18:25:07.000,2023-04-20 14:05:10.000000,2023-04-19 15:00:53,2132.0,132.0,214.0,39.0,1785.0,233.0,623.0,3497.0,"Aim An easy-to-use & supercharged open-source AI metadata tracker (experiment tracking, prompt engineering).",57.0,32,True,2023-04-06 18:34:42,3.17.3,53.0,aim,conda-forge/aim,,,,187.0,187.0,https://pypi.org/project/aim,62010.0,63308.0,https://anaconda.org/conda-forge/aim,2023-04-07 14:09:44.672,27267.0,,,,,2.0,,,,,,,,,,,,,,,
192,GPyTorch,cornellius-gp/gpytorch,probabilistics,,https://github.com/cornellius-gp/gpytorch,https://github.com/cornellius-gp/gpytorch,MIT,2017-06-09 14:48:20.000,2023-04-20 12:16:34.000000,2023-04-14 21:00:35,3758.0,19.0,474.0,54.0,844.0,299.0,916.0,3088.0,A highly efficient implementation of Gaussian Processes in PyTorch.,115.0,32,True,2023-04-14 21:01:02,1.10,31.0,gpytorch,conda-forge/gpytorch,,,['pytorch'],1222.0,1222.0,https://pypi.org/project/gpytorch,234435.0,236832.0,https://anaconda.org/conda-forge/gpytorch,2023-04-15 22:57:00.443,88698.0,,,,,2.0,,,,,,,,,,,,,,,
