,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,trending,npm_id,npm_url,npm_monthly_downloads,helm_id,updated_github_id,brew_id,apt_id,yum_id,snap_id,maven_id,maven_url,dnf_id,yay_id
98,Faiss,facebookresearch/faiss,nn-search,,https://github.com/facebookresearch/faiss,https://github.com/facebookresearch/faiss,MIT,2017-02-07 16:07:05.000,2022-05-21 14:17:33.000000,2022-05-17 12:19:54,624,28.0,2546.0,445.0,498.0,170.0,1625.0,17018,A library for efficient similarity search and clustering of dense vectors.,98.0,34,True,2022-01-10 12:19:49,1.7.2,13.0,pymilvus,conda-forge/faiss,,,,639.0,639.0,https://pypi.org/project/pymilvus,40096.0,53585.0,https://anaconda.org/conda-forge/faiss,2022-02-09 02:10:28.516,323737.0,,,,,1.0,,,,,,,,,,,,,,,
99,Recommenders,microsoft/recommenders,recommender-systems,,https://github.com/microsoft/recommenders,https://github.com/microsoft/recommenders,MIT,2018-09-19 10:06:07.000,2022-05-25 01:53:02.000000,2022-03-31 17:52:29,7654,87.0,2267.0,262.0,1041.0,126.0,557.0,13231,Best Practices on Recommendation Systems.,115.0,34,True,2022-04-01 09:25:04,1.1.0,11.0,recommenders,,,,,27.0,27.0,https://pypi.org/project/recommenders,108335.0,108339.0,,,,,,,,1.0,171.0,,,,,,,,,,,,,,
100,tensor2tensor,tensorflow/tensor2tensor,tensorflow-utils,,https://github.com/tensorflow/tensor2tensor,https://github.com/tensorflow/tensor2tensor,Apache-2.0,2017-06-15 16:57:39.000,2022-05-26 10:21:13.000000,2022-04-15 18:02:23,4371,8.0,3010.0,451.0,666.0,565.0,669.0,12311,Library of deep learning models and datasets designed to make deep learning more accessible and accelerate ML research.,239.0,34,True,2020-06-17 16:10:01,1.15.7,75.0,tensor2tensor,,,,['tensorflow'],1184.0,1184.0,https://pypi.org/project/tensor2tensor,11908.0,11908.0,,,,,,,,2.0,,,,,,,,,,,,,,,
101,DVC,iterative/dvc,ml-experiments,,https://github.com/iterative/dvc,https://github.com/iterative/dvc,Apache-2.0,2017-03-04 08:16:33.000,2022-05-26 13:15:34.000000,2022-05-25 07:01:39,7551,240.0,914.0,137.0,3926.0,626.0,3053.0,9748,Data Version Control | Git for Data & Models | ML Experiments Management.,266.0,34,True,2022-04-28 13:05:04,2.10.2,182.0,dvc,conda-forge/dvc,,,,,,https://pypi.org/project/dvc,515847.0,550953.0,https://anaconda.org/conda-forge/dvc,2022-05-01 22:39:34.305,1057024.0,,,,,2.0,84391.0,,,,,,,dvc,dvc,dvc,,,,,
102,dgl,dmlc/dgl,graph,,https://github.com/dmlc/dgl,https://github.com/dmlc/dgl,Apache-2.0,2018-04-20 14:49:09.000,2022-05-26 06:58:22.000000,2022-05-26 04:40:40,2263,118.0,2194.0,175.0,2573.0,162.0,1315.0,9645,"Python package built to ease deep learning on graph, on top of existing DL frameworks.",208.0,34,True,2022-04-17 05:19:36,0.8.1,24.0,dgl,,,,,6.0,6.0,https://pypi.org/project/dgl,25915.0,25915.0,,,,,,,,1.0,,,,,,,,,,,,,,,
103,AutoKeras,keras-team/autokeras,hyperopt,,https://github.com/keras-team/autokeras,https://github.com/keras-team/autokeras,Apache-2.0,2017-11-19 23:18:20.000,2022-05-16 23:49:49.000000,2022-05-16 23:49:49,1315,19.0,1339.0,306.0,811.0,83.0,738.0,8508,AutoML library for deep learning.,136.0,34,True,2022-04-30 05:35:07,1.0.19,56.0,autokeras,,,,['tensorflow'],321.0,321.0,https://pypi.org/project/autokeras,53225.0,53306.0,,,,,,,,1.0,4385.0,,,,,,,,,,,,,,
104,TextBlob,sloria/TextBlob,nlp,,https://github.com/sloria/TextBlob,https://github.com/sloria/TextBlob,MIT,2013-06-30 18:29:18.000,2021-12-09 03:19:59.000000,2021-10-22 03:17:05,562,,1031.0,270.0,155.0,90.0,155.0,8163,"Simple, Pythonic, text processing--Sentiment analysis, part-of-speech tagging, noun phrase extraction, translation,..",35.0,34,True,2013-09-26 02:29:01,0.7.0,7.0,textblob,conda-forge/textblob,,,,20170.0,20170.0,https://pypi.org/project/textblob,944488.0,946816.0,https://anaconda.org/conda-forge/textblob,2019-02-24 23:32:55.233,160691.0,,,,,2.0,99.0,,,,,,,,,,,,,,
105,yfinance,ranaroussi/yfinance,financial-data,,https://github.com/ranaroussi/yfinance,https://github.com/ranaroussi/yfinance,Apache-2.0,2017-05-21 10:16:15.000,2022-05-09 12:29:25.000000,2022-01-30 12:13:53,397,,1536.0,203.0,220.0,445.0,340.0,7084,Download market data from Yahoo! Finances API.,53.0,34,True,2022-01-30 12:14:21,0.1.70,6.0,yfinance,ranaroussi/yfinance,,,,11566.0,11566.0,https://pypi.org/project/yfinance,328299.0,332556.0,https://anaconda.org/ranaroussi/yfinance,2021-07-10 20:29:09.532,42577.0,,,,,1.0,,,,,,,,,,,,,,,
106,sentencepiece,google/sentencepiece,nlp,,https://github.com/google/sentencepiece,https://github.com/google/sentencepiece,Apache-2.0,2017-03-07 10:03:48.000,2022-05-25 05:03:53.000000,2022-05-25 05:03:45,719,12.0,779.0,109.0,232.0,37.0,485.0,5898,Unsupervised text tokenizer for Neural Network-based text generation.,66.0,34,True,2021-06-17 16:55:39,0.1.96,21.0,sentencepiece,conda-forge/sentencepiece,,,,15178.0,15178.0,https://pypi.org/project/sentencepiece,6850637.0,6859555.0,https://anaconda.org/conda-forge/sentencepiece,2022-04-08 22:58:03.701,185993.0,,,,,2.0,20923.0,,,,,,,,,,,,,,
107,imbalanced-learn,scikit-learn-contrib/imbalanced-learn,sklearn-utils,,https://github.com/scikit-learn-contrib/imbalanced-learn,https://github.com/scikit-learn-contrib/imbalanced-learn,MIT,2014-08-16 05:08:26.000,2022-05-17 06:52:26.000000,2022-05-16 18:51:43,771,6.0,1119.0,148.0,409.0,35.0,459.0,5877,A Python Package to Tackle the Curse of Imbalanced Datasets in Machine Learning.,63.0,34,True,2022-05-16 18:44:33,0.9.1,30.0,imbalanced-learn,conda-forge/imbalanced-learn,,,['sklearn'],10892.0,10892.0,https://pypi.org/project/imbalanced-learn,2740502.0,2744393.0,https://anaconda.org/conda-forge/imbalanced-learn,2022-05-16 19:16:17.050,214017.0,,,,,1.0,,,,,,,,,,,,,,,
108,UMAP,lmcinnes/umap,data-viz,,https://github.com/lmcinnes/umap,https://github.com/lmcinnes/umap,BSD-3-Clause,2017-07-02 01:11:17.000,2022-05-24 09:28:24.000000,2022-05-06 14:19:59,1581,9.0,611.0,125.0,212.0,318.0,291.0,5592,Uniform Manifold Approximation and Projection.,100.0,34,True,2022-04-13 21:19:42,0.5.3,26.0,umap-learn,conda-forge/umap-learn,,,,5333.0,5333.0,https://pypi.org/project/umap-learn,736743.0,758482.0,https://anaconda.org/conda-forge/umap-learn,2022-04-14 03:58:56.571,1065227.0,,,,,2.0,,,,,,,,,,,,,,,
109,Beam,apache/beam,data-pipelines,,https://github.com/apache/beam,https://github.com/apache/beam,,2016-02-02 08:00:06.000,2022-05-26 14:12:08.000000,2022-05-26 07:13:05,36034,1021.0,3358.0,256.0,17747.0,,,5526,"Unified programming model to define and execute data processing pipelines, including ETL, batch and stream processing.",1275.0,34,False,2022-05-25 18:47:33,2.39.0,22.0,apache-beam,conda-forge/apache-beam-with-aws,,,,,,https://pypi.org/project/apache-beam,7149673.0,7150828.0,https://anaconda.org/conda-forge/apache-beam-with-aws,2022-05-24 02:15:54.345,9240.0,,,,,2.0,,,,,,,,,,,,,,,
110,geopy,geopy/geopy,geospatial-data,,https://github.com/geopy/geopy,https://github.com/geopy/geopy,MIT,2010-03-04 22:05:28.000,2022-05-16 15:31:14.000000,2022-05-16 15:30:19,1081,9.0,566.0,98.0,252.0,27.0,228.0,3646,Geocoding library for Python.,127.0,34,True,2021-07-11 12:18:10,2.2.0,34.0,geopy,conda-forge/geopy,,,,38213.0,38213.0,https://pypi.org/project/geopy,3619462.0,3629003.0,https://anaconda.org/conda-forge/geopy,2021-07-12 18:34:05.605,706072.0,,,,,2.0,,,,,,,,,,,,,,,
111,category_encoders,scikit-learn-contrib/category_encoders,sklearn-utils,,https://github.com/scikit-learn-contrib/category_encoders,https://github.com/scikit-learn-contrib/category_encoders,BSD-3-Clause,2015-11-29 19:32:37.000,2022-05-10 22:21:00.735000,2022-05-10 14:46:27,765,15.0,345.0,39.0,112.0,67.0,176.0,1944,A library of sklearn compatible categorical variable encoders.,52.0,34,True,2022-05-10 14:47:34,2.4.1,14.0,category_encoders,conda-forge/category_encoders,,,['sklearn'],3441.0,3441.0,https://pypi.org/project/category_encoders,3281350.0,3283581.0,https://anaconda.org/conda-forge/category_encoders,2022-05-10 22:21:00.735,156190.0,,,,,1.0,,1.0,,,,,,,,,,,,,
112,Rasterio,rasterio/rasterio,geospatial-data,,https://github.com/rasterio/rasterio,https://github.com/rasterio/rasterio,,2013-11-04 16:36:27.000,2022-05-18 15:20:37.000000,2022-05-16 18:40:30,3542,62.0,454.0,154.0,923.0,134.0,1391.0,1730,Rasterio reads and writes geospatial raster datasets.,126.0,34,False,2021-10-21 15:00:11,1.3a2,72.0,rasterio,conda-forge/rasterio,,,,4920.0,4920.0,https://pypi.org/project/rasterio,743187.0,763857.0,https://anaconda.org/conda-forge/rasterio,2022-03-11 00:28:09.879,1528958.0,,,,,2.0,756.0,,,,,,,,,,,,,,
113,arviz,arviz-devs/arviz,interpretability,,https://github.com/arviz-devs/arviz,https://github.com/arviz-devs/arviz,Apache-2.0,2015-07-29 11:51:10.000,2022-05-18 22:58:44.000000,2022-05-18 03:36:40,1384,33.0,273.0,44.0,1306.0,143.0,579.0,1220,Exploratory analysis of Bayesian models with Python.,122.0,34,True,2022-05-13 16:05:00,0.12.1,26.0,arviz,conda-forge/arviz,,,,2305.0,2305.0,https://pypi.org/project/arviz,445707.0,465645.0,https://anaconda.org/conda-forge/arviz,2022-05-17 03:45:03.381,717718.0,,,,,1.0,113.0,,,,,,,,,,,,,,
114,NIPYPE,nipy/nipype,medical-data,,https://github.com/nipy/nipype,https://github.com/nipy/nipype,Apache-2.0,2010-07-22 17:06:49.000,2022-05-24 23:25:08.962000,2022-05-16 23:02:36,14545,186.0,456.0,49.0,2208.0,356.0,910.0,630,Workflows and interfaces for neuroimaging packages.,236.0,34,True,2022-05-16 20:45:54,1.8.1,41.0,nipype,conda-forge/nipype,,,,928.0,928.0,https://pypi.org/project/nipype,51278.0,58009.0,https://anaconda.org/conda-forge/nipype,2022-05-24 23:25:08.962,471188.0,,,,,1.0,,,,,,,,,,,,,,,
115,fastText,facebookresearch/fastText,nlp,,https://github.com/facebookresearch/fastText,https://github.com/facebookresearch/fastText,MIT,2016-07-16 13:38:42.000,2022-04-28 12:09:20.000000,2022-03-04 15:19:01,381,1.0,4305.0,856.0,243.0,417.0,604.0,23638,Library for fast text representation and classification.,59.0,33,True,2020-04-28 09:51:33,0.9.2,4.0,fasttext,conda-forge/fasttext,,,,2946.0,2946.0,https://pypi.org/project/fasttext,508990.0,509533.0,https://anaconda.org/conda-forge/fasttext,2022-04-16 18:03:36.665,29900.0,,,,,2.0,,,,,,,,,,,,,,,
116,detectron2,facebookresearch/detectron2,image,,https://github.com/facebookresearch/detectron2,https://github.com/facebookresearch/detectron2,Apache-2.0,2019-09-05 21:30:20.000,2022-05-25 23:30:13.000000,2022-05-25 23:04:43,1359,22.0,5423.0,341.0,481.0,175.0,2801.0,21009,"Detectron2 is a platform for object detection, segmentation and other visual recognition tasks.",207.0,33,True,2021-11-15 22:08:26,0.6,10.0,detectron2,conda-forge/detectron2,,,['pytorch'],617.0,617.0,https://pypi.org/project/detectron2,1.0,2192.0,https://anaconda.org/conda-forge/detectron2,2022-04-25 07:03:51.961,52596.0,,,,,2.0,,,,,,,,,,,,,,,
117,Magenta,magenta/magenta,audio,,https://github.com/magenta/magenta,https://github.com/magenta/magenta,Apache-2.0,2016-05-05 20:10:40.000,2022-05-02 01:13:38.000000,2022-04-16 00:54:32,1407,10.0,3486.0,786.0,1114.0,305.0,576.0,17623,Magenta: Music and Art Generation with Machine Intelligence.,151.0,33,True,2020-09-08 13:05:49,2.1.2,47.0,magenta,,,,['tensorflow'],359.0,359.0,https://pypi.org/project/magenta,4652.0,4652.0,,,,,,,,1.0,,,,,,,,,,,,,,,
118,Albumentations,albumentations-team/albumentations,image,,https://github.com/albumentations-team/albumentations,https://github.com/albumentations-team/albumentations,MIT,2018-06-06 03:10:50.000,2022-05-14 00:57:29.000000,2022-02-13 11:37:49,699,,1308.0,126.0,562.0,248.0,350.0,10265,Fast image augmentation library and an easy-to-use wrapper around other libraries. Documentation:..,100.0,33,True,2021-10-04 09:30:05,1.1.0,14.0,albumentations,conda-forge/albumentations,,,['pytorch'],7938.0,7938.0,https://pypi.org/project/albumentations,261761.0,262826.0,https://anaconda.org/conda-forge/albumentations,2021-07-15 13:53:18.638,37278.0,,,,,2.0,,,,,,,,,,,,,,,
119,glfw,glfw/glfw,image,,https://github.com/glfw/glfw,https://github.com/glfw/glfw,Zlib,2013-04-18 15:24:53.000,2022-05-26 06:35:31.000000,2022-05-06 17:19:25,4489,85.0,3264.0,372.0,557.0,404.0,1149.0,9093,"A multi-platform library for OpenGL, OpenGL ES, Vulkan, window and input.",179.0,33,False,2022-04-05 17:24:46,3.3.7,18.0,glfw,conda-forge/glfw,,,,1.0,1.0,https://pypi.org/project/glfw,70037.0,103485.0,https://anaconda.org/conda-forge/glfw,2022-04-05 23:26:20.177,54243.0,,,,,2.0,2757021.0,,,,,,,,,,,,,,
120,Ludwig,ludwig-ai/ludwig,ml-frameworks,,https://github.com/ludwig-ai/ludwig,https://github.com/ludwig-ai/ludwig,Apache-2.0,2018-12-27 23:58:12.000,2022-05-26 13:13:12.000000,2022-05-26 04:37:09,2605,208.0,938.0,189.0,1315.0,178.0,538.0,8320,Data-centric declarative deep learning framework.,117.0,33,True,2022-05-23 21:44:05,0.5.1,16.0,ludwig,,,,['tensorflow'],118.0,118.0,https://pypi.org/project/ludwig,3660.0,3660.0,,,,,,,,2.0,,,,,,,,,,,,,,,
121,Pyro,pyro-ppl/pyro,probabilistics,,https://github.com/pyro-ppl/pyro,https://github.com/pyro-ppl/pyro,Apache-2.0,2017-06-16 05:03:47.000,2022-05-18 23:10:10.000000,2022-05-13 20:33:31,2332,28.0,887.0,202.0,2142.0,190.0,761.0,7453,Deep universal probabilistic programming with Python and PyTorch.,126.0,33,True,2022-03-24 14:48:23,1.8.1,28.0,pyro-ppl,conda-forge/pyro-ppl,,,['pytorch'],722.0,722.0,https://pypi.org/project/pyro-ppl,177257.0,177893.0,https://anaconda.org/conda-forge/pyro-ppl,2022-03-24 21:05:41.375,8910.0,,,,,1.0,,,,,,,,,,,,,,,
122,Gradio,gradio-app/gradio,others,,https://github.com/gradio-app/gradio,https://github.com/gradio-app/gradio,Apache-2.0,2018-12-19 08:24:04.000,2022-05-26 13:40:20.000000,2022-05-26 05:54:43,4083,681.0,444.0,77.0,578.0,130.0,554.0,7120,"Wrap UIs around any model, share with anyone.",72.0,33,True,2022-05-17 15:21:52,3.0,8.0,gradio,,,,,798.0,798.0,https://pypi.org/project/gradio,294975.0,294975.0,,,,,,,,1.0,,,,,,,,,,,,,,,
123,Kornia,kornia/kornia,image,,https://github.com/kornia/kornia,https://github.com/kornia/kornia,,2018-08-22 10:31:37.000,2022-05-22 19:37:49.000000,2022-05-22 08:27:43,2034,66.0,645.0,110.0,1078.0,136.0,425.0,6591,Open Source Differentiable Computer Vision Library.,168.0,33,False,2022-05-17 09:25:28,0.6.5,28.0,kornia,conda-forge/kornia,,,['pytorch'],1319.0,1319.0,https://pypi.org/project/kornia,323841.0,324527.0,https://anaconda.org/conda-forge/kornia,2022-05-17 15:38:19.750,16318.0,,,,,2.0,307.0,,,,,,,,,,,,,,
124,auto-sklearn,automl/auto-sklearn,hyperopt,,https://github.com/automl/auto-sklearn,https://github.com/automl/auto-sklearn,BSD-3-Clause,2015-07-02 15:38:10.000,2022-05-25 17:47:22.000000,2022-04-24 13:29:16,2627,10.0,1133.0,211.0,606.0,101.0,778.0,6289,Automated Machine Learning with scikit-learn.,79.0,33,True,2022-02-18 11:09:13,0.14.6,33.0,auto-sklearn,conda-forge/auto-sklearn,,,['sklearn'],287.0,287.0,https://pypi.org/project/auto-sklearn,37544.0,37886.0,https://anaconda.org/conda-forge/auto-sklearn,2022-02-18 18:13:43.553,4457.0,,,,,1.0,35.0,,,,,,,,,,,,,,
125,stanza,stanfordnlp/stanza,nlp,,https://github.com/stanfordnlp/stanza,https://github.com/stanfordnlp/stanza,,2017-09-26 08:00:56.000,2022-05-26 08:07:29.000000,2022-04-23 04:36:46,2654,387.0,772.0,146.0,341.0,64.0,620.0,6123,Official Stanford NLP Python Library for Many Human Languages.,48.0,33,False,2022-04-23 06:01:01,1.4.0,13.0,stanza,stanfordnlp/stanza,,,,1066.0,1066.0,https://pypi.org/project/stanza,435518.0,435715.0,https://anaconda.org/stanfordnlp/stanza,2022-04-23 06:42:39.551,5146.0,,,,,2.0,,,,,,,,,,,,,,,
126,Datasette,simonw/datasette,others,,https://github.com/simonw/datasette,https://github.com/simonw/datasette,Apache-2.0,2017-10-23 00:39:03.000,2022-05-20 22:23:23.000000,2022-05-20 22:23:09,2016,97.0,396.0,99.0,318.0,360.0,981.0,6102,An open source multi-tool for exploring and publishing data.,63.0,33,True,2022-03-23 20:31:09,0.61.1,100.0,datasette,conda-forge/datasette,,,,664.0,664.0,https://pypi.org/project/datasette,252293.0,252599.0,https://anaconda.org/conda-forge/datasette,2022-03-24 00:50:34.931,3978.0,,,,,1.0,39.0,,,,,,,datasette,,,,,,,
127,Tokenizers,huggingface/tokenizers,nlp,,https://github.com/huggingface/tokenizers,https://github.com/huggingface/tokenizers,Apache-2.0,2019-11-01 17:52:20.000,2022-05-21 19:32:48.700000,2022-05-05 13:48:40,1579,44.0,465.0,101.0,384.0,178.0,440.0,5639,Fast State-of-the-Art Tokenizers optimized for Research and Production.,56.0,33,True,2022-03-31 13:07:30,node-v0.12.0,58.0,tokenizers,conda-forge/tokenizers,,,,49.0,49.0,https://pypi.org/project/tokenizers,7186983.0,7194888.0,https://anaconda.org/conda-forge/tokenizers,2022-05-21 19:32:48.700,173919.0,,,,,2.0,,,,,,,,,,,,,,,
128,PML,KevinMusgrave/pytorch-metric-learning,pytorch-utils,,https://github.com/KevinMusgrave/pytorch-metric-learning,https://github.com/KevinMusgrave/pytorch-metric-learning,MIT,2019-10-23 17:20:35.000,2022-05-24 01:16:10.000000,2022-03-30 08:37:06,901,46.0,533.0,69.0,76.0,49.0,304.0,4436,"The easiest way to use deep metric learning in your application. Modular, flexible, and extensible. Written in PyTorch.",24.0,33,True,2022-03-30 08:31:55,1.3.0,44.0,pytorch-metric-learning,metric-learning/pytorch-metric-learning,,,['pytorch'],265.0,265.0,https://pypi.org/project/pytorch-metric-learning,2193739.0,2193986.0,https://anaconda.org/metric-learning/pytorch-metric-learning,2022-03-30 08:10:45.133,6941.0,,,,,1.0,,,,,,,,,,,,,,,
129,MLxtend,rasbt/mlxtend,sklearn-utils,,https://github.com/rasbt/mlxtend,https://github.com/rasbt/mlxtend,,2014-08-14 01:56:16.000,2022-05-25 06:50:29.000000,2022-05-24 14:46:45,1337,67.0,750.0,119.0,471.0,108.0,308.0,3938,A library of extension and helper modules for Pythons data analysis and machine learning libraries.,89.0,33,False,2021-09-02 23:54:04,0.19.0,24.0,mlxtend,conda-forge/mlxtend,,,['sklearn'],5950.0,5950.0,https://pypi.org/project/mlxtend,1444808.0,1448334.0,https://anaconda.org/conda-forge/mlxtend,2021-09-03 13:27:33.719,204509.0,,,,,2.0,,,,,,,,,,,,,,,
130,tensorflow-probability,tensorflow/probability,probabilistics,,https://github.com/tensorflow/probability,https://github.com/tensorflow/probability,Apache-2.0,2017-10-23 23:50:54.000,2022-05-26 00:16:22.000000,2022-05-26 00:16:20,11449,133.0,938.0,166.0,398.0,488.0,678.0,3695,Probabilistic reasoning and statistical analysis in TensorFlow.,447.0,33,True,2022-02-14 17:24:33,0.16.0,42.0,tensorflow-probability,conda-forge/tensorflow-probability,,,['tensorflow'],,,https://pypi.org/project/tensorflow-probability,949118.0,950589.0,https://anaconda.org/conda-forge/tensorflow-probability,2022-01-26 19:31:32.633,57370.0,,,,,1.0,,,,,,,,,,,,,,,
131,DeepChem,deepchem/deepchem,others,,https://github.com/deepchem/deepchem,https://github.com/deepchem/deepchem,MIT,2015-09-24 23:20:28.000,2022-05-24 05:02:25.000000,2022-05-22 04:25:41,7603,123.0,1262.0,153.0,1504.0,407.0,1001.0,3629,"Democratizing Deep-Learning for Drug Discovery, Quantum Chemistry, Materials Science and Biology.",191.0,33,True,2022-01-18 21:26:19,2.6.1,16.0,deepchem,conda-forge/deepchem,,,['tensorflow'],90.0,90.0,https://pypi.org/project/deepchem,7638.0,8004.0,https://anaconda.org/conda-forge/deepchem,2022-01-19 16:40:21.191,9896.0,,,,,1.0,,,,,,,,,,,,,,,
132,ClearML,allegroai/clearml,ml-experiments,,https://github.com/allegroai/clearml,https://github.com/allegroai/clearml,Apache-2.0,2019-06-10 08:18:32.000,2022-05-25 13:47:46.000000,2022-05-25 13:47:41,1672,133.0,425.0,75.0,137.0,221.0,317.0,3191,"ClearML - Auto-Magical CI/CD to streamline your ML workflow. Experiment Manager, MLOps and Data-Management.",49.0,33,True,2022-05-17 17:33:52,1.4.1,60.0,clearml,,allegroai/trains,,,247.0,247.0,https://pypi.org/project/clearml,80747.0,81619.0,,,,https://hub.docker.com/r/allegroai/trains,2020-10-05 10:16:46.865671,,30114.0,2.0,430.0,,,,,,,,,,,,,,
133,ART,Trusted-AI/adversarial-robustness-toolbox,adversarial,,https://github.com/Trusted-AI/adversarial-robustness-toolbox,https://github.com/Trusted-AI/adversarial-robustness-toolbox,MIT,2018-03-15 14:40:43.000,2022-05-26 07:56:36.000000,2022-05-25 12:57:52,10047,351.0,806.0,91.0,924.0,83.0,599.0,3010,"Adversarial Robustness Toolbox (ART) - Python Library for Machine Learning Security - Evasion, Poisoning, Extraction,..",99.0,33,True,2022-05-24 10:46:51,1.10.2,40.0,adversarial-robustness-toolbox,conda-forge/adversarial-robustness-toolbox,,,,223.0,223.0,https://pypi.org/project/adversarial-robustness-toolbox,7098.0,7524.0,https://anaconda.org/conda-forge/adversarial-robustness-toolbox,2022-05-24 14:08:59.376,9379.0,,,,,1.0,,,,,,,,,,,,,,,
134,MONAI,Project-MONAI/MONAI,medical-data,,https://github.com/Project-MONAI/MONAI,https://github.com/Project-MONAI/MONAI,Apache-2.0,2019-10-11 16:41:38.000,2022-05-26 13:43:56.000000,2022-05-26 12:37:13,1922,145.0,579.0,85.0,2039.0,173.0,1457.0,3002,AI Toolkit for Healthcare Imaging.,96.0,33,True,2022-02-16 23:46:11,0.8.1,10.0,monai,conda-forge/monai,,,['pytorch'],319.0,319.0,https://pypi.org/project/monai,49689.0,49822.0,https://anaconda.org/conda-forge/monai,2022-01-09 02:58:07.863,669.0,,,,,2.0,,,,,,,,,,,,,,,
135,spark-nlp,JohnSnowLabs/spark-nlp,nlp,,https://github.com/JohnSnowLabs/spark-nlp,https://github.com/JohnSnowLabs/spark-nlp,Apache-2.0,2017-09-24 19:36:44.000,2022-05-26 11:27:00.000000,2022-05-22 10:05:20,16293,2132.0,545.0,90.0,7791.0,29.0,628.0,2740,State of the Art Natural Language Processing.,122.0,33,True,2022-05-06 13:49:06,3.4.4,99.0,spark-nlp,,,,['spark'],,,https://pypi.org/project/spark-nlp,1648948.0,1648948.0,,,,,,,,2.0,,,,,,,,,,,,,,,
136,Keras Tuner,keras-team/keras-tuner,hyperopt,,https://github.com/keras-team/keras-tuner,https://github.com/keras-team/keras-tuner,Apache-2.0,2019-06-06 22:38:21.000,2022-05-23 20:10:28.000000,2022-05-23 20:10:27,891,22.0,326.0,66.0,288.0,171.0,216.0,2541,Hyperparameter tuning for humans.,48.0,33,True,2022-03-25 05:32:04,1.1.2,12.0,keras-tuner,conda-forge/keras-tuner,,,['tensorflow'],1399.0,1399.0,https://pypi.org/project/keras-tuner,646127.0,646374.0,https://anaconda.org/conda-forge/keras-tuner,2022-01-12 03:27:55.158,6436.0,,,,,1.0,,,,,,,,,,,,,,,
137,BoTorch,pytorch/botorch,hyperopt,,https://github.com/pytorch/botorch,https://github.com/pytorch/botorch,MIT,2018-07-30 23:59:57.000,2022-05-24 18:29:19.000000,2022-05-19 17:12:40,1187,93.0,249.0,48.0,889.0,61.0,202.0,2274,Bayesian optimization in PyTorch.,74.0,33,True,2022-04-21 23:47:05,0.6.4,23.0,botorch,conda-forge/botorch,,,['pytorch'],247.0,247.0,https://pypi.org/project/botorch,169129.0,170323.0,https://anaconda.org/conda-forge/botorch,2022-04-22 01:48:14.629,25085.0,,,,,1.0,,,,,,,,,,,,,,,
138,Lifelines,CamDavidsonPilon/lifelines,medical-data,,https://github.com/CamDavidsonPilon/lifelines,https://github.com/CamDavidsonPilon/lifelines,MIT,2013-08-28 00:16:42.000,2022-05-24 22:24:23.000000,2022-05-24 22:24:23,2176,18.0,460.0,67.0,454.0,218.0,638.0,1882,Survival analysis in Python.,100.0,33,True,2022-03-15 15:20:26,0.27.0,100.0,lifelines,conda-forge/lifelines,,,,889.0,889.0,https://pypi.org/project/lifelines,329771.0,332446.0,https://anaconda.org/conda-forge/lifelines,2022-05-18 22:54:56.806,189947.0,,,,,2.0,,,,,,,,,,,,,,,
139,Geocoder,DenisCarriere/geocoder,geospatial-data,,https://github.com/DenisCarriere/geocoder,https://github.com/DenisCarriere/geocoder,MIT,2014-01-13 04:19:21.000,2022-05-09 22:53:04.000000,2018-10-12 15:53:05,1251,,258.0,53.0,152.0,73.0,217.0,1447,Python Geocoder.,73.0,33,False,2016-09-05 17:57:51,1.17.3,18.0,geocoder,conda-forge/geocoder,,,,4898.0,4898.0,https://pypi.org/project/geocoder,441927.0,443511.0,https://anaconda.org/conda-forge/geocoder,2019-06-27 16:40:50.469,99807.0,,,,,2.0,,,,,,,,,,,geocoder,,,,
140,snakemake,snakemake/snakemake,ml-experiments,,https://github.com/snakemake/snakemake,https://github.com/snakemake/snakemake,MIT,2015-10-17 15:43:54.867,2022-05-24 13:29:35.000000,2022-05-24 08:17:08,4475,154.0,326.0,20.0,708.0,567.0,402.0,1362,"This is the development home of the workflow management system Snakemake. For general information, see.",253.0,33,True,2022-05-24 08:18:05,7.8.0,170.0,snakemake,bioconda/snakemake,,,,1121.0,1121.0,https://pypi.org/project/snakemake,48752.0,54286.0,https://anaconda.org/bioconda/snakemake,2022-05-24 09:11:29.724,437230.0,,,,,2.0,,,,,,,,,,,,,,,
141,FiftyOne,voxel51/fiftyone,data-viz,,https://github.com/voxel51/fiftyone,https://github.com/voxel51/fiftyone,Apache-2.0,2020-04-22 13:43:28.000,2022-05-25 22:42:26.000000,2022-05-25 18:56:32,13349,551.0,170.0,27.0,1028.0,232.0,528.0,1295,"Visualize, create, and debug image and video datasets and model predictions.",38.0,33,True,2022-05-24 14:30:59,0.16.0,37.0,fiftyone,,,,"['tensorflow', 'pytorch', 'jupyter']",111.0,111.0,https://pypi.org/project/fiftyone,18047.0,18047.0,,,,,,,,2.0,,,,,,,,,,,,,,,
