,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,trending,updated_github_id,npm_id,npm_url,npm_monthly_downloads,helm_id,brew_id,apt_id,yum_id,maven_id,maven_url,snap_id,dnf_id,yay_id
216,TFlearn,tflearn/tflearn,ml-frameworks,,https://github.com/tflearn/tflearn,https://github.com/tflearn/tflearn,,2016-03-31 12:05:53.000,2021-01-25 09:41:59.000000,2020-11-30 04:34:51,613,,2329.0,466.0,255.0,548.0,362.0,9578,Deep learning library featuring a higher-level API for TensorFlow.,128.0,30,False,2020-11-11 19:26:11,0.5.0,8.0,tflearn,,,,['tensorflow'],3961.0,3961.0,https://pypi.org/project/tflearn,19695.0,19695.0,,,,,,,,3.0,,,,,,,,,,,,,,,
217,pretrainedmodels,Cadene/pretrained-models.pytorch,pytorch-utils,,https://github.com/Cadene/pretrained-models.pytorch,https://github.com/Cadene/pretrained-models.pytorch,BSD-3-Clause,2017-04-09 15:54:23.000,2022-04-22 09:08:45.000000,2020-04-16 08:02:22,154,,1757.0,227.0,46.0,80.0,94.0,8554,"Pretrained ConvNets for pytorch: NASNet, ResNeXt, ResNet, InceptionV4, InceptionResnetV2, Xception, DPN, etc.",22.0,30,False,,,1.0,pretrainedmodels,conda-forge/pretrainedmodels,,,['pytorch'],1651.0,1651.0,https://pypi.org/project/pretrainedmodels,102680.0,103000.0,https://anaconda.org/conda-forge/pretrainedmodels,2021-04-30 19:04:30.054,7699.0,,,,,1.0,,,,,,,,,,,,,,,
218,carla,carla-simulator/carla,others,,https://github.com/carla-simulator/carla,https://github.com/carla-simulator/carla,,2017-10-24 09:06:23.000,2022-06-23 11:38:17.000000,2021-11-19 11:13:47,5439,,2286.0,238.0,1174.0,558.0,3328.0,7893,Open-source simulator for autonomous driving research.,138.0,30,False,2021-11-16 19:51:12,0.9.13,24.0,carla,,,,,197.0,197.0,https://pypi.org/project/carla,29061.0,29061.0,,,,,,,,2.0,,,,,,,,,,,,,,,
219,Hyperopt,hyperopt/hyperopt,hyperopt,,https://github.com/hyperopt/hyperopt,https://github.com/hyperopt/hyperopt,,2011-09-06 22:24:59.000,2022-06-11 02:57:51.000000,2021-11-29 10:21:36,1194,,854.0,128.0,255.0,369.0,235.0,6272,Distributed Asynchronous Hyperparameter Optimization in Python.,93.0,30,False,,,7.0,hyperopt,conda-forge/hyperopt,,,,6916.0,6916.0,https://pypi.org/project/hyperopt,2129395.0,2139035.0,https://anaconda.org/conda-forge/hyperopt,2022-04-30 16:43:00.797,433831.0,,,,,2.0,,,,,,,,,,,,,,,
220,einops,arogozhnikov/einops,ml-frameworks,,https://github.com/arogozhnikov/einops,https://github.com/arogozhnikov/einops,MIT,2018-09-22 00:45:08.000,2022-06-22 16:15:26.000000,2022-04-01 05:47:58,397,3.0,227.0,55.0,58.0,36.0,78.0,5219,"Deep learning operations reinvented (for pytorch, tensorflow, jax and others).",17.0,30,True,2022-03-04 09:31:30,0.4.1,6.0,einops,conda-forge/einops,,,,3141.0,3141.0,https://pypi.org/project/einops,2727339.0,2727890.0,https://anaconda.org/conda-forge/einops,2022-03-04 10:57:10.315,18207.0,,,,,3.0,,,,,,,,,,,,,,,
221,PaddleSeg,PaddlePaddle/PaddleSeg,image,,https://github.com/PaddlePaddle/PaddleSeg,https://github.com/PaddlePaddle/PaddleSeg,Apache-2.0,2019-08-26 02:32:22.000,2022-06-23 01:35:26.000000,2022-06-23 01:35:25,2350,83.0,1074.0,65.0,1093.0,576.0,580.0,4993,"Easy-to-use image segmentation library with awesome pre-trained model zoo, supporting wide-range of practical tasks in..",79.0,30,True,2022-04-20 07:59:21,2.5,15.0,paddleseg,,,,['paddle'],578.0,578.0,https://pypi.org/project/paddleseg,1241.0,1241.0,,,,,,,,2.0,,,,,,,,,,,,,,,
222,cuDF,rapidsai/cudf,gpu-utilities,,https://github.com/rapidsai/cudf,https://github.com/rapidsai/cudf,Apache-2.0,2017-05-07 03:43:37.000,2022-06-23 14:09:35.000000,2022-06-23 02:48:53,35250,385.0,612.0,137.0,6501.0,721.0,3888.0,4816,cuDF - GPU DataFrame Library.,244.0,30,True,2022-06-07 17:26:45,22.06.00,24.0,cudf,,,,,,,https://pypi.org/project/cudf,1717.0,1717.0,,,,,,,,1.0,,,,,,,,,,,,,,,
223,DEAP,deap/deap,distributed-ml,,https://github.com/DEAP/deap,https://github.com/DEAP/deap,LGPL-3.0,2014-05-21 20:07:39.000,2022-06-23 03:15:35.000000,2022-01-22 18:26:24,2187,,968.0,199.0,195.0,199.0,256.0,4740,Distributed Evolutionary Algorithms in Python.,78.0,30,False,,,4.0,deap,conda-forge/deap,,,,2720.0,2720.0,https://pypi.org/project/deap,186784.0,189368.0,https://anaconda.org/conda-forge/deap,2022-04-11 15:37:59.925,186087.0,,,,,2.0,,,,,,,,,,,,,,,
224,Perspective,finos/perspective,data-viz,,https://github.com/finos/perspective,https://github.com/finos/perspective,Apache-2.0,2017-11-02 16:27:54.000,2022-06-23 00:41:00.000000,2022-06-22 19:57:27,5220,99.0,469.0,100.0,1265.0,72.0,448.0,4641,"A data visualization and analytics component, especially well-suited for large and/or streaming datasets.",71.0,30,True,,,20.0,perspective-python,conda-forge/perspective,,,['jupyter'],256.0,256.0,https://pypi.org/project/perspective-python,2735.0,8604.0,https://anaconda.org/conda-forge/perspective,2022-06-07 12:17:40.770,85580.0,,,,,2.0,,,,@finos/perspective-jupyterlab,https://www.npmjs.com/package/@finos/perspective-jupyterlab,2304.0,,,,,,,,,
225,NeMo,NVIDIA/NeMo,nlp,,https://github.com/NVIDIA/NeMo,https://github.com/NVIDIA/NeMo,Apache-2.0,2019-08-05 20:16:42.000,2022-06-23 08:21:19.000000,2022-06-22 02:52:18,4473,201.0,1008.0,129.0,3013.0,26.0,1096.0,4357,NeMo: a toolkit for conversational AI.,152.0,30,True,2022-06-03 20:40:57,1.9.0,31.0,nemo-toolkit,,,,['pytorch'],,,https://pypi.org/project/nemo-toolkit,17758.0,18018.0,,,,,,,,2.0,8607.0,,,,,,,,,,,,,,
226,imutils,PyImageSearch/imutils,image,,https://github.com/PyImageSearch/imutils,https://github.com/PyImageSearch/imutils,MIT,2015-01-11 20:05:39.000,2022-06-15 11:40:59.000000,2022-01-27 13:24:16,139,,970.0,150.0,108.0,86.0,77.0,4106,"A series of convenience functions to make basic image processing operations such as translation, rotation, resizing,..",21.0,30,True,,,3.0,imutils,conda-forge/imutils,,,,26020.0,26020.0,https://pypi.org/project/imutils,306935.0,309400.0,https://anaconda.org/conda-forge/imutils,2021-12-09 01:25:49.387,88762.0,,,,,2.0,,,,,,,,,,,,,,,
227,huey,coleifer/huey,data-pipelines,,https://github.com/coleifer/huey,https://github.com/coleifer/huey,MIT,2011-11-03 16:39:43.000,2022-06-13 12:52:38.000000,2022-06-13 12:52:26,942,7.0,338.0,82.0,163.0,,509.0,4103,a little task queue for python.,66.0,30,True,2021-11-28 15:46:21,2.4.2,44.0,huey,conda-forge/huey,,,,946.0,946.0,https://pypi.org/project/huey,141327.0,141812.0,https://anaconda.org/conda-forge/huey,2019-10-16 15:34:27.487,24290.0,,,,,2.0,,,,,,,,,,,,,,,
228,mlpack,mlpack/mlpack,ml-frameworks,,https://github.com/mlpack/mlpack,https://github.com/mlpack/mlpack,,2014-12-17 18:16:59.000,2022-06-23 13:36:11.000000,2022-06-23 02:26:55,28024,365.0,1408.0,180.0,1792.0,38.0,1403.0,4022,mlpack: a scalable C++ machine learning library --.,288.0,30,False,2020-10-28 16:27:07,3.4.2,40.0,mlpack,conda-forge/mlpack,,,,,,https://pypi.org/project/mlpack,110.0,2337.0,https://anaconda.org/conda-forge/mlpack,2021-11-09 18:05:21.719,104686.0,,,,,3.0,,,,,,,,,,,,,,,
229,sacred,IDSIA/sacred,ml-experiments,,https://github.com/IDSIA/sacred,https://github.com/IDSIA/sacred,MIT,2014-03-31 18:05:29.000,2022-06-23 07:47:58.000000,2022-06-23 07:47:33,1319,2.0,343.0,77.0,342.0,86.0,445.0,3842,"Sacred is a tool to help you configure, organize, log and reproduce experiments developed at IDSIA.",98.0,30,True,2022-03-28 13:51:55,0.8.3,11.0,sacred,conda-forge/sacred,,,,1414.0,1414.0,https://pypi.org/project/sacred,42145.0,42229.0,https://anaconda.org/conda-forge/sacred,2021-11-14 09:49:23.948,593.0,,,,,2.0,,,,,,,,,,,,,,,
230,D-Tale,man-group/dtale,data-viz,,https://github.com/man-group/dtale,https://github.com/man-group/dtale,LGPL-2.1,2019-07-15 09:34:48.000,2022-06-17 18:17:38.395000,2022-06-17 17:23:50,606,16.0,278.0,65.0,208.0,40.0,428.0,3484,Visualizer for pandas data structures.,24.0,30,True,2022-06-17 17:53:49,2.6.0,111.0,dtale,conda-forge/dtale,,,"['pandas', 'jupyter']",392.0,392.0,https://pypi.org/project/dtale,68999.0,73441.0,https://anaconda.org/conda-forge/dtale,2022-06-17 18:17:38.395,124377.0,,,,,2.0,,,,,,,,,,,,,,,
231,bqplot,bqplot/bqplot,data-viz,,https://github.com/bqplot/bqplot,https://github.com/bqplot/bqplot,Apache-2.0,2015-09-26 04:02:18.000,2022-06-23 09:54:53.000000,2022-05-31 14:01:29,3520,13.0,434.0,108.0,935.0,209.0,358.0,3310,Plotting library for IPython/Jupyter notebooks.,58.0,30,True,2022-01-07 12:38:39,0.12.32,56.0,bqplot,conda-forge/bqplot,,,['jupyter'],34.0,34.0,https://pypi.org/project/bqplot,93437.0,133264.0,https://anaconda.org/conda-forge/bqplot,2022-02-11 15:47:15.986,983062.0,,,,,2.0,,,,bqplot,https://www.npmjs.com/package/bqplot,26361.0,,,,,,,,,
232,AzureML SDK,Azure/MachineLearningNotebooks,ml-experiments,,https://github.com/Azure/MachineLearningNotebooks,https://github.com/Azure/MachineLearningNotebooks,MIT,2018-08-17 17:29:14.000,2022-06-20 21:31:06.000000,2022-06-20 21:31:06,1207,28.0,2114.0,2058.0,480.0,254.0,1031.0,3302,Python notebooks with ML and deep learning examples with Azure Machine Learning Python SDK | Microsoft.,60.0,30,True,2019-08-29 17:25:28,80469,28.0,azureml-sdk,,,,,,,https://pypi.org/project/azureml-sdk,1666269.0,1666279.0,,,,,,,,2.0,461.0,,,,,,,,,,,,,,
233,missingno,ResidentMario/missingno,data-viz,,https://github.com/ResidentMario/missingno,https://github.com/ResidentMario/missingno,MIT,2016-03-27 15:18:50.000,2022-02-27 20:46:03.000000,2022-02-27 20:46:03,186,,402.0,70.0,36.0,7.0,113.0,3209,Missing data visualization module for Python.,17.0,30,True,2022-02-27 20:38:13,0.5.1,5.0,missingno,conda-forge/missingno,,,,7700.0,7700.0,https://pypi.org/project/missingno,1063771.0,1066574.0,https://anaconda.org/conda-forge/missingno,2020-02-15 10:07:41.253,165395.0,,,,,2.0,,,,,,,,,,,,,,,
234,torchtext,pytorch/text,nlp,,https://github.com/pytorch/text,https://github.com/pytorch/text,BSD-3-Clause,2016-12-12 00:56:03.000,2022-06-23 11:34:12.000000,2022-06-22 18:10:42,1112,80.0,689.0,258.0,1138.0,260.0,401.0,3036,Data loaders and abstractions for text and NLP.,131.0,30,True,2022-03-10 18:31:55,0.12.0,18.0,torchtext,,,,['pytorch'],,,https://pypi.org/project/torchtext,135034.0,135034.0,,,,,,,,2.0,,,,,,,,,,,,,,,
235,mrjob,Yelp/mrjob,data-pipelines,,https://github.com/Yelp/mrjob,https://github.com/Yelp/mrjob,Apache-2.0,2010-10-13 18:35:21.000,2022-03-23 19:55:26.000000,2020-11-16 22:20:52,8622,,575.0,111.0,919.0,203.0,1093.0,2582,Run MapReduce jobs on Hadoop or Amazon Web Services.,142.0,30,False,,,13.0,mrjob,conda-forge/mrjob,,,,1011.0,1011.0,https://pypi.org/project/mrjob,76318.0,83104.0,https://anaconda.org/conda-forge/mrjob,2022-02-06 18:33:13.189,468264.0,,,,,2.0,,,,,,,,,,,,,,,
236,GluonNLP,dmlc/gluon-nlp,nlp,,https://github.com/dmlc/gluon-nlp,https://github.com/dmlc/gluon-nlp,Apache-2.0,2018-04-04 20:57:13.000,2022-05-18 19:05:58.000000,2021-08-24 19:11:38,840,,495.0,103.0,1039.0,232.0,296.0,2419,"Toolkit that enables easy text preprocessing, datasets loading and neural models building to help you speed up your..",82.0,30,True,2020-08-13 19:16:27,0.10.0,15.0,gluonnlp,,,,['mxnet'],857.0,857.0,https://pypi.org/project/gluonnlp,93124.0,93124.0,,,,,,,,2.0,,,,,,,,,,,,,,,
237,ImageHash,JohannesBuchner/imagehash,image,,https://github.com/JohannesBuchner/imagehash,https://github.com/JohannesBuchner/imagehash,BSD-2-Clause,2013-03-02 23:32:48.000,2022-05-24 19:41:19.000000,2021-09-07 19:15:32,209,,294.0,64.0,55.0,14.0,94.0,2417,A Python Perceptual Image Hashing Module.,20.0,30,True,2021-03-25 13:49:48,4.1.0,6.0,ImageHash,conda-forge/imagehash,,,,5301.0,5301.0,https://pypi.org/project/ImageHash,1385873.0,1388611.0,https://anaconda.org/conda-forge/imagehash,2021-07-15 15:00:27.543,183481.0,,,,,2.0,,,,,,,,,,,,,,,
238,NeuralProphet,ourownstory/neural_prophet,time-series-data,,https://github.com/ourownstory/neural_prophet,https://github.com/ourownstory/neural_prophet,MIT,2020-05-04 05:12:43.000,2022-06-23 08:31:02.000000,2022-06-22 22:32:42,886,22.0,290.0,45.0,262.0,57.0,198.0,2337,NeuralProphet: A simple forecasting package.,21.0,30,True,2022-03-22 02:30:23,0.3.2,12.0,neuralprophet,,,,['pytorch'],91.0,91.0,https://pypi.org/project/neuralprophet,63768.0,63768.0,,,,,,,,2.0,,,,,,,,,,,,,,,
239,TF-Agents,tensorflow/agents,reinforcement-learning,,https://github.com/tensorflow/agents,https://github.com/tensorflow/agents,Apache-2.0,2018-11-17 00:29:12.000,2022-06-22 21:31:25.000000,2022-06-22 21:30:34,2082,47.0,603.0,83.0,182.0,122.0,434.0,2301,"TF-Agents: A reliable, scalable and easy to use TensorFlow library for Contextual Bandits and Reinforcement Learning.",123.0,30,True,,,,tf-agents,,,,['tensorflow'],832.0,832.0,https://pypi.org/project/tf-agents,125604.0,125604.0,,,,,,,,1.0,,,,,,,,,,,,,,,
240,filterpy,rlabbe/filterpy,probabilistics,,https://github.com/rlabbe/filterpy,https://github.com/rlabbe/filterpy,MIT,2014-07-15 02:15:19.000,2022-06-07 03:26:49.000000,2022-06-03 17:23:01,571,7.0,503.0,73.0,70.0,45.0,156.0,2275,"Python Kalman filtering and optimal estimation library. Implements Kalman filter, particle filter, Extended Kalman..",42.0,30,True,,,5.0,filterpy,conda-forge/filterpy,,,,1478.0,1478.0,https://pypi.org/project/filterpy,705383.0,707178.0,https://anaconda.org/conda-forge/filterpy,2020-05-05 21:13:59.073,107727.0,,,,,2.0,,,,,,,,,,,,,,,
241,tslearn,tslearn-team/tslearn,time-series-data,,https://github.com/tslearn-team/tslearn,https://github.com/tslearn-team/tslearn,BSD-2-Clause,2017-05-04 13:08:13.000,2022-06-17 20:29:09.000000,2022-06-17 20:29:08,1584,3.0,275.0,60.0,135.0,83.0,184.0,2154,A machine learning toolkit dedicated to time-series data.,39.0,30,True,2021-08-16 07:09:52,0.5.2,21.0,tslearn,conda-forge/tslearn,,,['sklearn'],511.0,511.0,https://pypi.org/project/tslearn,94923.0,100011.0,https://anaconda.org/conda-forge/tslearn,2022-01-15 08:48:51.564,259498.0,,,,,2.0,,,,,,,,,,,,,,,
242,shapash,MAIF/shapash,interpretability,,https://github.com/MAIF/shapash,https://github.com/MAIF/shapash,Apache-2.0,2020-04-29 07:34:23.000,2022-06-22 04:58:20.000000,2022-05-09 07:42:07,1123,103.0,237.0,39.0,230.0,17.0,100.0,1889,Shapash makes Machine Learning models transparent and understandable by everyone.,34.0,30,True,2022-05-09 08:18:08,2.0.1,16.0,shapash,,,,['jupyter'],75.0,75.0,https://pypi.org/project/shapash,19045.0,19045.0,,,,,,,,2.0,,,,,,,,,,,,,,,
243,pyLDAvis,bmabey/pyLDAvis,interpretability,,https://github.com/bmabey/pyLDAvis,https://github.com/bmabey/pyLDAvis,BSD-3-Clause,2015-04-09 22:48:03.000,2022-06-22 04:24:13.000000,2021-03-24 13:03:31,240,,321.0,57.0,65.0,84.0,78.0,1620,Python library for interactive topic model visualization. Port of the R LDAvis package.,32.0,30,False,2021-03-24 13:05:21,3.3.1,5.0,pyldavis,conda-forge/pyldavis,,,['jupyter'],3612.0,3612.0,https://pypi.org/project/pyldavis,776425.0,777286.0,https://anaconda.org/conda-forge/pyldavis,2021-03-24 15:17:07.309,41340.0,,,,,2.0,,,,,,,,,,,,,,,
244,pingouin,raphaelvallat/pingouin,probabilistics,,https://github.com/raphaelvallat/pingouin,https://github.com/raphaelvallat/pingouin,GPL-3.0,2018-04-01 01:10:22.000,2022-06-23 08:15:48.000000,2022-06-20 17:13:37,1191,11.0,102.0,25.0,61.0,31.0,187.0,1098,Statistical package in Python based on Pandas.,31.0,30,False,2022-02-20 17:08:26,0.5.1,36.0,pingouin,conda-forge/pingouin,,,,603.0,603.0,https://pypi.org/project/pingouin,76869.0,78276.0,https://anaconda.org/conda-forge/pingouin,2022-02-20 19:06:42.211,59106.0,,,,,2.0,,,,,,,,,,,,,,,
245,kmodes,nicodv/kmodes,others,,https://github.com/nicodv/kmodes,https://github.com/nicodv/kmodes,MIT,2013-08-01 11:54:40.000,2022-06-21 19:33:11.000000,2022-06-21 19:33:11,516,13.0,371.0,52.0,34.0,17.0,132.0,1043,"Python implementations of the k-modes and k-prototypes clustering algorithms, for clustering categorical data.",21.0,30,True,2022-04-14 21:25:10,0.12.1,10.0,kmodes,conda-forge/kmodes,,,,1263.0,1263.0,https://pypi.org/project/kmodes,360161.0,360559.0,https://anaconda.org/conda-forge/kmodes,2022-04-15 01:12:43.970,10360.0,,,,,2.0,,,,,,,,,,,,,,,
246,ktrain,amaiya/ktrain,ml-frameworks,,https://github.com/amaiya/ktrain,https://github.com/amaiya/ktrain,Apache-2.0,2019-02-06 17:01:39.000,2022-05-23 19:42:53.000000,2022-05-22 19:18:50,2819,140.0,238.0,32.0,35.0,,415.0,1018,ktrain is a Python library that makes deep learning and AI more accessible and easier to apply.,15.0,30,True,2022-05-20 16:09:28,0.31.2,100.0,ktrain,,,,['tensorflow'],304.0,304.0,https://pypi.org/project/ktrain,24938.0,24938.0,,,,,,,,3.0,,,,,,,,,,,,,,,
247,igraph,igraph/python-igraph,graph,,https://github.com/igraph/python-igraph,https://github.com/igraph/python-igraph,GPL-2.0,2015-01-08 23:55:16.000,2022-06-23 13:45:18.000000,2022-06-23 13:45:13,1910,41.0,216.0,33.0,137.0,36.0,364.0,980,Python interface for igraph.,60.0,30,False,2022-06-08 20:43:44,0.9.11,16.0,python-igraph,conda-forge/igraph,,,,723.0,723.0,https://pypi.org/project/python-igraph,248273.0,259188.0,https://anaconda.org/conda-forge/igraph,2022-06-13 09:43:51.605,296493.0,,,,,1.0,419385.0,,,,,,,,,,,,,,
248,adapter-transformers,Adapter-Hub/adapter-transformers,others,,https://github.com/adapter-hub/adapter-transformers,https://github.com/adapter-hub/adapter-transformers,Apache-2.0,2020-04-21 16:21:43.000,2022-06-21 07:15:17.000000,2022-06-20 16:45:05,10379,425.0,143.0,14.0,180.0,61.0,130.0,873,Huggingface Transformers + Adapters =.,1316.0,30,True,2022-05-18 08:48:09,adapters3.0.1,11.0,adapter-transformers,,,,['huggingface'],77.0,77.0,https://pypi.org/project/adapter-transformers,43754.0,43754.0,,,,,,,,2.0,,,,,,,,,,,,,,,
249,Satpy,pytroll/satpy,geospatial-data,,https://github.com/pytroll/satpy,https://github.com/pytroll/satpy,GPL-3.0,2016-02-09 20:29:43.000,2022-06-23 11:10:36.000000,2022-06-13 22:38:48,10194,285.0,235.0,31.0,1366.0,298.0,466.0,841,Python package for earth-observing satellite data processing.,122.0,30,False,2022-04-14 07:42:13,0.36.0,46.0,satpy,conda-forge/satpy,,,,71.0,71.0,https://pypi.org/project/satpy,1819.0,3796.0,https://anaconda.org/conda-forge/satpy,2022-04-14 11:56:29.017,92920.0,,,,,3.0,,,,,,,,,,,,,,,
250,tensorflow-upstream,ROCmSoftwarePlatform/tensorflow-upstream,ml-frameworks,,https://github.com/ROCmSoftwarePlatform/tensorflow-upstream,https://github.com/ROCmSoftwarePlatform/tensorflow-upstream,Apache-2.0,2018-04-09 21:24:50.000,2022-06-22 23:46:02.000000,2022-06-22 17:41:49,133989,3552.0,69.0,48.0,1412.0,52.0,271.0,596,TensorFlow ROCm port.,4032.0,30,True,2019-10-11 17:16:09,2.0.0-rocm,2.0,tensorflow-rocm,,,,['tensorflow'],,,https://pypi.org/project/tensorflow-rocm,1564.0,1564.0,,,,,,,,3.0,20.0,,,,,,,,,,,,,,
251,hvPlot,holoviz/hvplot,data-viz,,https://github.com/holoviz/hvplot,https://github.com/holoviz/hvplot,BSD-3-Clause,2018-03-19 14:22:41.000,2022-06-23 11:11:09.000000,2022-06-23 11:10:02,479,31.0,69.0,21.0,306.0,143.0,279.0,577,"A high-level plotting API for pandas, dask, xarray, and networkx built on HoloViews.",36.0,30,True,2022-05-09 22:03:14,0.8.0,12.0,hvplot,conda-forge/hvplot,,,,1387.0,1387.0,https://pypi.org/project/hvplot,126312.0,130332.0,https://anaconda.org/conda-forge/hvplot,2022-05-09 16:16:22.098,184956.0,,,,,2.0,,,,,,,,,,,,,,,
252,vit-pytorch,lucidrains/vit-pytorch,image,,https://github.com/lucidrains/vit-pytorch,https://github.com/lucidrains/vit-pytorch,MIT,2020-10-03 22:47:24.000,2022-06-19 15:22:29.000000,2022-06-19 15:22:18,245,18.0,1699.0,123.0,32.0,88.0,97.0,10528,"Implementation of Vision Transformer, a simple way to achieve SOTA in vision classification with only a single..",15.0,29,True,2022-06-19 15:22:29,0.35.4,100.0,vit-pytorch,,,,['pytorch'],120.0,120.0,https://pypi.org/project/vit-pytorch,22521.0,22521.0,,,,,,,,2.0,,,,,,,,,,,,,,,
253,Gradio,gradio-app/gradio,others,,https://github.com/gradio-app/gradio,https://github.com/gradio-app/gradio,Apache-2.0,2018-12-19 08:24:04.000,2022-06-23 11:30:48.000000,2022-06-23 06:48:42,4185,459.0,472.0,76.0,695.0,165.0,633.0,7534,"Wrap UIs around any model, share with anyone.",81.0,29,True,2022-05-17 15:21:52,3.0,8.0,gradio,,,,,1.0,1.0,https://pypi.org/project/gradio,169935.0,169935.0,,,,,,,,2.0,,,,,,,,,,,,,,,
254,imageai,OlafenwaMoses/ImageAI,image,,https://github.com/OlafenwaMoses/ImageAI,https://github.com/OlafenwaMoses/ImageAI,MIT,2018-03-19 23:12:33.000,2022-06-21 23:53:23.000000,2021-05-08 20:05:36,292,,1925.0,278.0,71.0,260.0,429.0,7068,A python library built to empower developers to build applications and systems with self-contained Computer Vision..,15.0,29,False,2021-01-04 19:24:41,essentials-v5,10.0,imageai,conda-forge/imageai,,,,1118.0,1118.0,https://pypi.org/project/imageai,10359.0,25716.0,https://anaconda.org/conda-forge/imageai,2021-04-30 19:03:25.297,3011.0,,,,,2.0,761375.0,,,,,,,,,,,,,,
255,featuretools,alteryx/featuretools,hyperopt,,https://github.com/alteryx/featuretools,https://github.com/alteryx/featuretools,BSD-3-Clause,2017-09-08 22:15:17.000,2022-06-23 13:51:54.000000,2022-06-23 13:48:29,1042,74.0,795.0,159.0,1319.0,161.0,648.0,6226,An open source python library for automated feature engineering.,66.0,29,True,2022-06-10 15:21:07,1.9.2,100.0,featuretools,conda-forge/featuretools,,,,,,https://pypi.org/project/featuretools,150206.0,152340.0,https://anaconda.org/conda-forge/featuretools,2022-06-13 13:11:23.318,89663.0,,,,,2.0,,,,,,,,,,,,,,,
256,PyTorch3D,facebookresearch/pytorch3d,image,,https://github.com/facebookresearch/pytorch3d,https://github.com/facebookresearch/pytorch3d,,2019-10-25 02:23:45.000,2022-06-22 13:13:09.000000,2022-06-22 13:11:50,796,103.0,885.0,137.0,106.0,71.0,979.0,6090,PyTorch3D is FAIRs library of reusable components for deep learning with 3D data.,87.0,29,False,2022-04-28 16:15:23,0.6.2,11.0,pytorch3d,pytorch3d/pytorch3d,,,['pytorch'],222.0,222.0,https://pypi.org/project/pytorch3d,13296.0,14881.0,https://anaconda.org/pytorch3d/pytorch3d,2022-04-28 15:25:00.343,49159.0,,,,,2.0,,,,,,,,,,,,,,,
257,H2O-3,h2oai/h2o-3,distributed-ml,,https://github.com/h2oai/h2o-3,https://github.com/h2oai/h2o-3,Apache-2.0,2014-03-03 16:08:07.000,2022-06-23 13:59:02.000000,2022-06-21 04:32:47,30948,246.0,1869.0,396.0,6156.0,,,5858,"H2O is an Open Source, Distributed, Fast & Scalable Machine Learning Platform: Deep Learning, Gradient Boosting (GBM)..",226.0,29,True,,,,h2o,,,,,,,https://pypi.org/project/h2o,438355.0,438355.0,,,,,,,,2.0,,,,,,,,,,,,,,,
258,CleverHans,cleverhans-lab/cleverhans,adversarial,,https://github.com/cleverhans-lab/cleverhans,https://github.com/cleverhans-lab/cleverhans,MIT,2016-09-15 00:28:04.000,2022-01-23 02:08:30.000000,2021-09-23 22:14:27,3201,,1331.0,189.0,780.0,24.0,422.0,5521,"An adversarial example library for constructing attacks, building defenses, and benchmarking both.",128.0,29,True,2021-07-24 08:48:41,4.0.0,8.0,cleverhans,conda-forge/cleverhans,,,['tensorflow'],329.0,329.0,https://pypi.org/project/cleverhans,1226.0,1362.0,https://anaconda.org/conda-forge/cleverhans,2021-07-29 12:49:41.903,3271.0,,,,,2.0,,,,,,,,,,,,,,,
259,keras-rl,keras-rl/keras-rl,reinforcement-learning,,https://github.com/keras-rl/keras-rl,https://github.com/keras-rl/keras-rl,MIT,2016-07-02 15:53:12.000,2022-05-23 13:10:46.000000,2019-11-11 22:14:54,308,,1286.0,211.0,156.0,7.0,227.0,5283,Deep Reinforcement Learning for Keras.,40.0,29,False,2018-05-01 14:27:32,0.4.2,8.0,keras-rl,,,,['tensorflow'],586.0,586.0,https://pypi.org/project/keras-rl,2565.0,2565.0,,,,,,,,1.0,,,,,,,,,,,,,,,
260,librosa,librosa/librosa,audio,,https://github.com/librosa/librosa,https://github.com/librosa/librosa,ISC,2012-10-20 14:21:01.000,2022-06-23 12:28:28.000000,2022-06-21 10:47:29,3151,11.0,785.0,134.0,526.0,42.0,941.0,5237,Python library for audio and music analysis.,97.0,29,True,2022-02-15 23:13:49,0.9.1,34.0,librosa,conda-forge/librosa,,,,,,https://pypi.org/project/librosa,856281.0,863009.0,https://anaconda.org/conda-forge/librosa,2022-02-15 23:33:02.381,477688.0,,,,,2.0,,,,,,,,,,,,,,,
261,pyfolio,quantopian/pyfolio,financial-data,,https://github.com/quantopian/pyfolio,https://github.com/quantopian/pyfolio,Apache-2.0,2015-06-01 15:31:39.000,2021-12-26 17:08:51.000000,2020-07-15 13:46:58,1184,,1373.0,307.0,290.0,133.0,265.0,4453,Portfolio and risk analytics in Python.,56.0,29,False,2019-04-15 11:38:22,0.9.2,8.0,pyfolio,conda-forge/pyfolio,,,,423.0,423.0,https://pypi.org/project/pyfolio,6198.0,6365.0,https://anaconda.org/conda-forge/pyfolio,2020-05-16 14:11:57.267,8727.0,,,,,2.0,,,,,,,,,,,,,,,
