,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,helm_id,npm_id,npm_url,npm_monthly_downloads,brew_id,apt_id,yum_id,trending,updated_github_id,maven_id,maven_url,snap_id,dnf_id,yay_id
167,zipline,quantopian/zipline,financial-data,,https://github.com/quantopian/zipline,https://github.com/quantopian/zipline,Apache-2.0,2012-10-19 15:50:29.000,2022-10-07 08:24:02.000000,2020-10-14 16:36:49,6226,,4061.0,1007.0,1866.0,323.0,653.0,15735.0,"Zipline, a Pythonic Algorithmic Trading Library.",155.0,32,False,2020-10-05 15:43:07,1.4.1,13.0,zipline,conda-forge/zipline,,,,903.0,903.0,https://pypi.org/project/zipline,2580.0,2820.0,https://anaconda.org/conda-forge/zipline,2020-10-05 18:38:58.729,6722.0,,,,,1.0,,,,,,,,,,,,,,,
168,MindsDB,mindsdb/mindsdb,ml-frameworks,,https://github.com/mindsdb/mindsdb,https://github.com/mindsdb/mindsdb,GPL-3.0,2018-08-02 17:56:45.000,2023-01-26 13:01:12.000000,2023-01-25 11:49:12,9023,797.0,1426.0,335.0,2287.0,287.0,1592.0,12441.0,In-Database Machine Learning.,266.0,32,False,2023-01-20 13:06:00,23.1.3.2,100.0,mindsdb,,,,['pytorch'],,,https://pypi.org/project/mindsdb,6837.0,6837.0,,,,,,,,3.0,,,,,,,,,,,,,,,
169,Lime,marcotcr/lime,interpretability,,https://github.com/marcotcr/lime,https://github.com/marcotcr/lime,BSD-2-Clause,2016-03-15 22:18:10.000,2022-11-11 18:30:55.000000,2021-07-29 23:17:25,531,,1642.0,271.0,111.0,65.0,531.0,10380.0,Lime: Explaining the predictions of any machine learning classifier.,62.0,32,False,2020-04-03 22:05:03,0.2.0.0,18.0,lime,conda-forge/lime,,,,3149.0,3149.0,https://pypi.org/project/lime,342697.0,344621.0,https://anaconda.org/conda-forge/lime,2022-09-23 13:59:18.301,140509.0,,,,,1.0,,,,,,,,,,,,,,,
170,Sonnet,deepmind/sonnet,ml-frameworks,,https://github.com/deepmind/sonnet,https://github.com/deepmind/sonnet,Apache-2.0,2017-04-03 11:34:35.000,2022-12-15 15:12:04.000000,2022-12-15 15:11:58,854,3.0,1256.0,428.0,76.0,29.0,156.0,9504.0,TensorFlow-based neural network library.,56.0,32,True,2020-03-27 10:36:19,2.0.0,13.0,dm-sonnet,conda-forge/sonnet,,,['tensorflow'],981.0,981.0,https://pypi.org/project/dm-sonnet,20617.0,21149.0,https://anaconda.org/conda-forge/sonnet,2020-11-14 18:13:23.843,20226.0,,,,,3.0,,,,,,,,,,,,,,,
171,TPOT,EpistasisLab/tpot,hyperopt,,https://github.com/EpistasisLab/tpot,https://github.com/EpistasisLab/tpot,LGPL-3.0,2015-11-03 21:08:40.000,2023-01-03 22:17:44.000000,2022-07-29 17:42:53,2390,,1476.0,294.0,414.0,265.0,607.0,8912.0,A Python Automated Machine Learning tool that optimizes machine learning pipelines using genetic programming.,112.0,32,False,2021-01-06 15:19:33,0.11.7,27.0,tpot,conda-forge/tpot,,,['sklearn'],1933.0,1933.0,https://pypi.org/project/tpot,36319.0,38823.0,https://anaconda.org/conda-forge/tpot,2021-03-05 04:04:38.005,190352.0,,,,,2.0,,,,,,,,,,,,,,,
172,fuzzywuzzy,seatgeek/fuzzywuzzy,nlp,,https://github.com/seatgeek/fuzzywuzzy,https://github.com/seatgeek/fuzzywuzzy,GPL-2.0,2011-07-08 19:32:34.000,2021-11-02 23:56:01.000000,2021-09-09 20:54:41,384,,867.0,270.0,145.0,81.0,103.0,8821.0,Fuzzy String Matching in Python.,70.0,32,False,2020-02-13 22:14:12,0.18.0,23.0,fuzzywuzzy,conda-forge/fuzzywuzzy,,,,16340.0,16340.0,https://pypi.org/project/fuzzywuzzy,6441900.0,6447400.0,https://anaconda.org/conda-forge/fuzzywuzzy,2020-11-18 12:59:01.409,429034.0,,,,,2.0,,,,,,,,,,,,,,,
173,tensorboardX,lanpa/tensorboardX,ml-experiments,,https://github.com/lanpa/tensorboardX,https://github.com/lanpa/tensorboardX,MIT,2017-06-13 13:54:19.000,2023-01-24 16:41:22.000000,2023-01-24 07:14:31,500,4.0,854.0,87.0,244.0,69.0,370.0,7506.0,"tensorboard for pytorch (and chainer, mxnet, numpy, ...).",74.0,32,True,2022-06-05 10:13:32,2.5,15.0,tensorboardX,conda-forge/tensorboardx,,,,25772.0,25772.0,https://pypi.org/project/tensorboardX,1529912.0,1545493.0,https://anaconda.org/conda-forge/tensorboardx,2022-06-07 21:45:23.917,934569.0,,,,,2.0,350.0,,,,,,,,,,,,,,
174,imageai,OlafenwaMoses/ImageAI,image,,https://github.com/OlafenwaMoses/ImageAI,https://github.com/OlafenwaMoses/ImageAI,MIT,2018-03-19 23:12:33.000,2023-01-05 01:40:06.000000,2022-12-30 13:24:56,365,62.0,1979.0,282.0,84.0,271.0,435.0,7465.0,A python library built to empower developers to build applications and systems with self-contained Computer Vision..,16.0,32,True,2022-12-20 21:17:57,test-resources-v3,12.0,imageai,conda-forge/imageai,,,,1257.0,1257.0,https://pypi.org/project/imageai,8037.0,22530.0,https://anaconda.org/conda-forge/imageai,2021-04-30 19:03:25.297,4843.0,,,,,2.0,816956.0,,,,,,,,,,,,,,
175,auto-sklearn,automl/auto-sklearn,hyperopt,,https://github.com/automl/auto-sklearn,https://github.com/automl/auto-sklearn,BSD-3-Clause,2015-07-02 15:38:10.000,2023-01-05 14:09:22.000000,2022-12-07 08:59:21,2758,8.0,1187.0,213.0,686.0,141.0,814.0,6704.0,Automated Machine Learning with scikit-learn.,88.0,32,True,2022-08-18 18:55:56,0.14.7,34.0,auto-sklearn,conda-forge/auto-sklearn,,,['sklearn'],385.0,385.0,https://pypi.org/project/auto-sklearn,30252.0,30887.0,https://anaconda.org/conda-forge/auto-sklearn,2022-09-21 23:06:55.991,13355.0,,,,,2.0,41.0,,,,,,,,,,,,,,
176,Metaflow,Netflix/metaflow,ml-experiments,,https://github.com/Netflix/metaflow,https://github.com/Netflix/metaflow,Apache-2.0,2019-09-17 17:48:25.000,2023-01-26 07:24:37.000000,2023-01-25 15:28:48,609,36.0,569.0,243.0,780.0,204.0,258.0,6345.0,Build and manage real-life data science projects with ease!.,64.0,32,True,2023-01-25 15:32:37,2.7.20,69.0,metaflow,conda-forge/metaflow,,,,380.0,380.0,https://pypi.org/project/metaflow,72637.0,75173.0,https://anaconda.org/conda-forge/metaflow,2023-01-26 04:57:22.359,93834.0,,,,,2.0,,,,,,,,,,,,,,,
177,PaddleSeg,PaddlePaddle/PaddleSeg,image,,https://github.com/PaddlePaddle/PaddleSeg,https://github.com/PaddlePaddle/PaddleSeg,Apache-2.0,2019-08-26 02:32:22.000,2023-01-26 13:21:46.000000,2023-01-18 02:08:16,2706,41.0,1322.0,76.0,1395.0,152.0,1373.0,6288.0,"Easy-to-use image segmentation library with awesome pre-trained model zoo, supporting wide-range of practical tasks in..",95.0,32,True,2022-11-30 06:56:27,2.7.0,17.0,paddleseg,,,,['paddle'],794.0,794.0,https://pypi.org/project/paddleseg,4533.0,4533.0,,,,,,,,2.0,,,,,,,,,,,,,,,
178,Autograd,HIPS/autograd,others,,https://github.com/HIPS/autograd,https://github.com/HIPS/autograd,MIT,2014-11-24 15:50:23.000,2022-10-03 07:57:46.067000,2022-09-29 07:04:22,1382,,813.0,216.0,209.0,151.0,227.0,6151.0,Efficiently computes derivatives of numpy code.,52.0,32,True,2015-03-05 19:30:11,1.0,6.0,autograd,conda-forge/autograd,,,,4548.0,4548.0,https://pypi.org/project/autograd,888280.0,891682.0,https://anaconda.org/conda-forge/autograd,2022-10-03 07:57:46.067,261970.0,,,,,2.0,,,,,,,,,,,,,,,
179,NeMo,NVIDIA/NeMo,nlp,,https://github.com/NVIDIA/NeMo,https://github.com/NVIDIA/NeMo,Apache-2.0,2019-08-05 20:16:42.000,2023-01-26 13:56:00.000000,2023-01-26 03:28:32,5096,261.0,1289.0,137.0,4019.0,39.0,1385.0,5448.0,NeMo: a toolkit for conversational AI.,199.0,32,True,2022-12-24 02:49:19,1.14.0,36.0,nemo-toolkit,,,,['pytorch'],,,https://pypi.org/project/nemo-toolkit,21354.0,21857.0,,,,,,,,2.0,20141.0,,,,,,,,,,,,,,
180,GluonCV,dmlc/gluon-cv,image,,https://github.com/dmlc/gluon-cv,https://github.com/dmlc/gluon-cv,Apache-2.0,2018-02-26 01:33:21.000,2023-01-19 00:37:33.000000,2023-01-19 00:37:33,900,1.0,1168.0,153.0,950.0,42.0,774.0,5426.0,Gluon CV Toolkit.,117.0,32,True,2021-03-09 00:20:06,0.10.0,10.0,gluoncv,,,,['mxnet'],1009.0,1009.0,https://pypi.org/project/gluoncv,589383.0,589383.0,,,,,,,,2.0,,,,,,,,,,,,,,,
181,VisualDL,PaddlePaddle/VisualDL,ml-experiments,,https://github.com/PaddlePaddle/VisualDL,https://github.com/PaddlePaddle/VisualDL,Apache-2.0,2017-12-20 12:34:31.000,2023-01-20 22:38:14.000000,2023-01-17 11:21:11,907,27.0,604.0,146.0,759.0,101.0,343.0,4521.0,Deep Learning Visualization Toolkit.,32.0,32,True,2023-01-17 11:47:28,2.5.0,16.0,visualdl,,,,['paddle'],1675.0,1675.0,https://pypi.org/project/visualdl,70643.0,70651.0,,,,,,,,2.0,252.0,,,,,,,,,,,,,,
182,BentoML,bentoml/BentoML,model-serialisation,,https://github.com/bentoml/BentoML,https://github.com/bentoml/BentoML,Apache-2.0,2019-04-02 01:39:27.000,2023-01-26 12:41:53.000000,2023-01-25 11:02:41,2210,174.0,510.0,61.0,2498.0,115.0,683.0,4472.0,Unified Model Serving Framework.,141.0,32,True,2023-01-20 03:52:08,1.0.13,77.0,bentoml,,,,,492.0,492.0,https://pypi.org/project/bentoml,30257.0,30294.0,,,,,,,,1.0,1671.0,,,,,,,,5.0,,,,,,
183,River,online-ml/river,others,,https://github.com/online-ml/river,https://github.com/online-ml/river,BSD-3-Clause,2019-01-24 15:18:26.000,2023-01-24 17:17:43.000000,2023-01-22 19:14:17,3539,63.0,448.0,83.0,442.0,3.0,390.0,4045.0,Online machine learning in Python.,94.0,32,True,2022-10-27 14:26:01,0.14.0,7.0,river,conda-forge/river,,,,215.0,215.0,https://pypi.org/project/river,12377.0,13573.0,https://anaconda.org/conda-forge/river,2022-10-31 03:47:59.947,25116.0,,,,,2.0,,,,,,,,,,,,,,,
184,sacred,IDSIA/sacred,ml-experiments,,https://github.com/IDSIA/sacred,https://github.com/IDSIA/sacred,MIT,2014-03-31 18:05:29.000,2023-01-25 17:24:29.000000,2023-01-25 17:01:03,1336,11.0,353.0,70.0,357.0,91.0,455.0,3984.0,"Sacred is a tool to help you configure, organize, log and reproduce experiments developed at IDSIA.",101.0,32,True,2023-01-25 17:03:54,0.8.4,12.0,sacred,conda-forge/sacred,,,,1823.0,1823.0,https://pypi.org/project/sacred,37763.0,37922.0,https://anaconda.org/conda-forge/sacred,2021-11-14 09:49:23.948,2232.0,,,,,2.0,,,,,,,,,,,,,,,
185,VisPy,vispy/vispy,data-viz,,https://github.com/vispy/vispy,https://github.com/vispy/vispy,,2013-03-21 18:43:22.000,2023-01-23 18:29:50.000000,2023-01-23 18:29:47,7154,70.0,589.0,121.0,1098.0,283.0,1065.0,3002.0,High-performance interactive 2D/3D data visualization library.,183.0,32,False,2022-11-14 11:36:33,0.12.1,31.0,vispy,conda-forge/vispy,,,['jupyter'],975.0,975.0,https://pypi.org/project/vispy,36928.0,42246.0,https://anaconda.org/conda-forge/vispy,2022-11-14 20:27:26.121,334159.0,,,,,2.0,,,vispy,https://www.npmjs.com/package/vispy,14.0,,,,,,,,,,
186,datashader,holoviz/datashader,data-viz,,https://github.com/holoviz/datashader,https://github.com/holoviz/datashader,BSD-3-Clause,2015-12-23 18:02:20.000,2023-01-25 17:10:34.000000,2023-01-25 17:10:32,1395,19.0,351.0,97.0,637.0,122.0,403.0,2909.0,Quickly and accurately render even the largest data.,51.0,32,True,2022-11-17 19:35:28,0.14.3,28.0,datashader,conda-forge/datashader,,,,1819.0,1819.0,https://pypi.org/project/datashader,51663.0,59278.0,https://anaconda.org/conda-forge/datashader,2022-11-18 10:57:25.686,472175.0,,,,,2.0,,,,,,,,,,,,,,,
187,NeuralProphet,ourownstory/neural_prophet,time-series-data,,https://github.com/ourownstory/neural_prophet,https://github.com/ourownstory/neural_prophet,MIT,2020-05-04 05:12:43.000,2023-01-26 06:38:44.000000,2023-01-20 19:57:22,1216,104.0,369.0,47.0,541.0,104.0,299.0,2755.0,NeuralProphet: A simple forecasting package.,35.0,32,True,2023-01-15 20:50:05,0.5.1,18.0,neuralprophet,,,,['pytorch'],169.0,169.0,https://pypi.org/project/neuralprophet,123930.0,123930.0,,,,,,,,1.0,,,,,,,,,,,,,,,
188,STUMPY,TDAmeritrade/stumpy,time-series-data,,https://github.com/TDAmeritrade/stumpy,https://github.com/TDAmeritrade/stumpy,BSD-3-Clause,2019-05-03 19:23:44.000,2023-01-26 04:41:15.000000,2023-01-24 22:14:58,1176,50.0,243.0,52.0,163.0,48.0,344.0,2500.0,STUMPY is a powerful and scalable Python library for modern time series analysis.,32.0,32,True,2022-03-31 21:21:50,1.11.1,25.0,stumpy,conda-forge/stumpy,,,,346.0,346.0,https://pypi.org/project/stumpy,166649.0,171650.0,https://anaconda.org/conda-forge/stumpy,2022-03-31 21:30:16.208,220057.0,,,,,1.0,,,,,,,,,,,,,,,
189,scikit-optimize,scikit-optimize/scikit-optimize,hyperopt,,https://github.com/scikit-optimize/scikit-optimize,https://github.com/scikit-optimize/scikit-optimize,BSD-3-Clause,2016-03-20 21:10:54.000,2023-01-20 15:41:07.000000,2021-10-12 13:32:38,1570,,442.0,66.0,516.0,228.0,387.0,2490.0,Sequential model-based optimization with a `scipy.optimize` interface.,76.0,32,False,2021-10-12 15:33:19,0.9.0,23.0,scikit-optimize,conda-forge/scikit-optimize,,,,3614.0,3614.0,https://pypi.org/project/scikit-optimize,590785.0,599960.0,https://anaconda.org/conda-forge/scikit-optimize,2021-12-15 05:01:56.230,605573.0,,,,,2.0,,,,,,,,,,,,,,,
190,hdbscan,scikit-learn-contrib/hdbscan,others,,https://github.com/scikit-learn-contrib/hdbscan,https://github.com/scikit-learn-contrib/hdbscan,BSD-3-Clause,2015-04-22 13:32:37.000,2023-01-13 16:02:28.000000,2022-11-10 18:59:22,964,5.0,405.0,55.0,125.0,295.0,161.0,2340.0,A high performance implementation of HDBSCAN clustering.,81.0,32,True,2022-10-31 20:21:51,0.8.29-1,42.0,hdbscan,conda-forge/hdbscan,,,['sklearn'],1853.0,1853.0,https://pypi.org/project/hdbscan,464545.0,482206.0,https://anaconda.org/conda-forge/hdbscan,2022-11-02 08:26:34.498,1377591.0,,,,,2.0,,,,,,,,,,,,,,,
191,Lifelines,CamDavidsonPilon/lifelines,medical-data,,https://github.com/CamDavidsonPilon/lifelines,https://github.com/CamDavidsonPilon/lifelines,MIT,2013-08-28 00:16:42.000,2023-01-04 20:24:48.000000,2022-11-17 04:05:12,2217,6.0,500.0,69.0,461.0,228.0,657.0,2024.0,Survival analysis in Python.,101.0,32,True,2022-11-17 04:06:11,0.27.4,100.0,lifelines,conda-forge/lifelines,,,,1261.0,1261.0,https://pypi.org/project/lifelines,339032.0,342027.0,https://anaconda.org/conda-forge/lifelines,2022-11-17 15:11:18.052,236629.0,,,,,2.0,,,,,,,,,,,,,,,
192,FairScale,facebookresearch/fairscale,distributed-ml,,https://github.com/facebookresearch/fairscale,https://github.com/facebookresearch/fairscale,BSD-3-Clause,2020-07-07 19:02:01.000,2022-12-12 03:39:03.000000,2022-12-12 03:39:03,691,5.0,198.0,35.0,768.0,61.0,270.0,1973.0,PyTorch extensions for high performance and large scale training.,65.0,32,True,2022-12-11 18:09:19,0.4.13,35.0,fairscale,conda-forge/fairscale,,,['pytorch'],1308.0,1308.0,https://pypi.org/project/fairscale,682841.0,688962.0,https://anaconda.org/conda-forge/fairscale,2022-12-12 02:08:24.604,85695.0,,,,,2.0,,,,,,,,,,,,,,,
193,GPflow,GPflow/GPflow,probabilistics,,https://github.com/GPflow/GPflow,https://github.com/GPflow/GPflow,Apache-2.0,2016-01-14 11:29:24.000,2023-01-26 14:19:45.000000,2023-01-24 15:30:12,2421,11.0,419.0,75.0,1223.0,113.0,670.0,1696.0,Gaussian processes in TensorFlow.,80.0,32,True,2023-01-25 09:09:17,2.7.0,43.0,gpflow,conda-forge/gpflow,,,['tensorflow'],458.0,458.0,https://pypi.org/project/gpflow,60007.0,60339.0,https://anaconda.org/conda-forge/gpflow,2022-05-24 14:05:38.796,18624.0,,,,,2.0,,,,,,,,,,,,,,,
194,Graphviz,xflr6/graphviz,data-viz,,https://github.com/xflr6/graphviz,https://github.com/xflr6/graphviz,MIT,2014-01-12 17:49:29.000,2022-11-24 07:59:56.000000,2022-11-24 07:59:41,1181,3.0,183.0,29.0,39.0,7.0,140.0,1327.0,Simple Python interface for Graphviz.,19.0,32,True,,,13.0,graphviz,anaconda/python-graphviz,,,,39642.0,39642.0,https://pypi.org/project/graphviz,8166765.0,8167246.0,https://anaconda.org/anaconda/python-graphviz,2022-08-10 07:32:49.546,33228.0,,,,,2.0,,,,,,,,,,,,,,,
195,ipyleaflet,jupyter-widgets/ipyleaflet,geospatial-data,,https://github.com/jupyter-widgets/ipyleaflet,https://github.com/jupyter-widgets/ipyleaflet,MIT,2014-05-07 16:32:10.000,2023-01-09 07:51:57.000000,2022-10-27 16:02:31,1144,,325.0,61.0,558.0,206.0,329.0,1322.0,A Jupyter - Leaflet.js bridge.,81.0,32,True,2022-10-19 07:57:17,0.17.2,65.0,ipyleaflet,conda-forge/ipyleaflet,,,['jupyter'],3557.0,3557.0,https://pypi.org/project/ipyleaflet,140036.0,198943.0,https://anaconda.org/conda-forge/ipyleaflet,2022-10-19 12:34:41.863,947910.0,,,,,2.0,,,jupyter-leaflet,https://www.npmjs.com/package/jupyter-leaflet,47059.0,,,,,,,,,,
196,pmdarima,alkaline-ml/pmdarima,time-series-data,,https://github.com/alkaline-ml/pmdarima,https://github.com/alkaline-ml/pmdarima,MIT,2017-03-30 14:58:30.000,2022-12-20 22:34:59.000000,2022-12-20 22:29:43,1068,3.0,218.0,36.0,236.0,36.0,265.0,1311.0,"A statistical library designed to fill the void in Pythons time series analysis capabilities, including the equivalent..",22.0,32,True,2022-11-28 13:45:04,2.0.2,42.0,pmdarima,conda-forge/pmdarima,,,,3158.0,3158.0,https://pypi.org/project/pmdarima,1483901.0,1493013.0,https://anaconda.org/conda-forge/pmdarima,2022-11-30 20:17:51.334,246031.0,,,,,1.0,,,,,,,,,,,,,,,
197,cartopy,SciTools/cartopy,data-viz,,https://github.com/SciTools/cartopy,https://github.com/SciTools/cartopy,LGPL-3.0,2012-08-03 07:43:59.000,2023-01-26 14:23:52.000000,2022-12-14 23:52:13,2708,12.0,331.0,55.0,1011.0,293.0,825.0,1157.0,Cartopy - a cartographic python library with matplotlib support.,118.0,32,False,2022-12-12 22:21:03,0.21.1,23.0,cartopy,conda-forge/cartopy,,,,2932.0,2932.0,https://pypi.org/project/cartopy,63263.0,95413.0,https://anaconda.org/conda-forge/cartopy,2022-12-13 10:25:59.031,2636320.0,,,,,2.0,,,,,,,,,,,,,,,
198,petl,petl-developers/petl,data-pipelines,,https://github.com/petl-developers/petl,https://github.com/petl-developers/petl,MIT,2011-08-19 09:51:03.000,2022-11-23 22:16:41.153000,2022-11-23 19:30:21,1274,12.0,176.0,51.0,195.0,76.0,370.0,1093.0,Python Extract Transform and Load Tables of Data.,58.0,32,True,2022-11-23 18:32:16,1.7.12,44.0,petl,conda-forge/petl,,http://petl.readthedocs.org,,916.0,916.0,https://pypi.org/project/petl,319491.0,321562.0,https://anaconda.org/conda-forge/petl,2022-11-23 22:16:41.153,157465.0,,,,,2.0,,,,,,,,,,,,,,,
199,igraph,igraph/python-igraph,graph,,https://github.com/igraph/python-igraph,https://github.com/igraph/python-igraph,GPL-2.0,2015-01-08 23:55:16.000,2023-01-25 11:18:29.000000,2023-01-25 11:18:26,2489,73.0,232.0,35.0,165.0,36.0,419.0,1065.0,Python interface for igraph.,70.0,32,False,2023-01-01 10:06:29,0.10.3,20.0,python-igraph,conda-forge/igraph,,,,1211.0,1211.0,https://pypi.org/project/python-igraph,333977.0,346301.0,https://anaconda.org/conda-forge/igraph,2023-01-13 13:36:57.123,367993.0,,,,,1.0,526574.0,,,,,,,,,,,,,,
200,Hail,hail-is/hail,medical-data,,https://github.com/hail-is/hail,https://github.com/hail-is/hail,MIT,2015-10-27 20:55:42.000,2023-01-26 01:21:52.000000,2023-01-26 01:21:51,10375,162.0,216.0,60.0,10594.0,13.0,2013.0,855.0,Scalable genomic data analysis.,82.0,32,True,2023-01-17 19:52:34,0.2.108,96.0,hail,,,,['spark'],89.0,89.0,https://pypi.org/project/hail,38633.0,38633.0,,,,,,,,2.0,,,,,,,,,,,,,,,
201,NiBabel,nipy/nibabel,medical-data,,https://github.com/nipy/nibabel,https://github.com/nipy/nibabel,,2010-07-22 16:28:30.000,2023-01-25 15:37:19.000000,2023-01-13 15:52:18,5402,167.0,236.0,39.0,728.0,120.0,337.0,519.0,Python package to access a cacophony of neuro-imaging file formats.,94.0,32,False,2023-01-09 16:08:32,5.0.0,36.0,nibabel,conda-forge/nibabel,,,,9397.0,9397.0,https://pypi.org/project/nibabel,169146.0,175704.0,https://anaconda.org/conda-forge/nibabel,2023-01-10 02:37:01.398,524685.0,,,,,2.0,,,,,,,,,,,,,,,
202,InsightFace,deepinsight/insightface,image,,https://github.com/deepinsight/insightface,https://github.com/deepinsight/insightface,MIT,2017-09-01 00:36:51.000,2023-01-24 14:34:03.000000,2023-01-24 14:33:39,2145,39.0,4049.0,468.0,134.0,1186.0,907.0,13333.0,State-of-the-art 2D and 3D Face Analysis Project.,51.0,31,True,,,,insightface,,,,['mxnet'],234.0,234.0,https://pypi.org/project/insightface,43345.0,43345.0,,,,,,,,2.0,,,,,,,,,,,,,,,
203,Kornia,kornia/kornia,image,,https://github.com/kornia/kornia,https://github.com/kornia/kornia,Apache-2.0,2018-08-22 10:31:37.000,2023-01-26 13:38:09.000000,2023-01-26 13:11:01,2319,134.0,747.0,120.0,1373.0,194.0,502.0,7649.0,Open Source Differentiable Computer Vision Library.,200.0,31,True,2022-12-21 20:03:16,0.6.9,32.0,kornia,conda-forge/kornia,,,['pytorch'],,,https://pypi.org/project/kornia,988761.0,990637.0,https://anaconda.org/conda-forge/kornia,2022-12-22 03:04:14.451,59768.0,,,,,2.0,500.0,,,,,,,,,,,,,,
204,Pydub,jiaaro/pydub,audio,,https://github.com/jiaaro/pydub,https://github.com/jiaaro/pydub,MIT,2011-05-02 18:42:38.000,2023-01-25 20:57:35.000000,2022-12-08 17:49:19,746,1.0,890.0,127.0,202.0,249.0,262.0,6709.0,Manipulate audio with a simple and easy high level interface.,95.0,31,True,2021-03-10 02:10:41,0.25.1,31.0,pydub,conda-forge/pydub,,,,16928.0,16928.0,https://pypi.org/project/pydub,2666506.0,2667272.0,https://anaconda.org/conda-forge/pydub,2021-03-13 05:16:50.142,37562.0,,,,,2.0,,,,,,,,,,,,,,,
205,tensorpack,tensorpack/tensorpack,ml-frameworks,,https://github.com/tensorpack/tensorpack,https://github.com/tensorpack/tensorpack,Apache-2.0,2015-12-25 23:08:44.000,2022-12-28 06:22:25.000000,2022-11-26 10:13:22,2940,1.0,1818.0,202.0,206.0,7.0,1343.0,6252.0,"A Neural Net Training Interface on TensorFlow, with focus on speed + flexibility.",58.0,31,True,2019-01-18 19:18:13,doc-v0.9.0.1,3.0,tensorpack,conda-forge/tensorpack,,,['tensorflow'],1188.0,1188.0,https://pypi.org/project/tensorpack,11633.0,12084.0,https://anaconda.org/conda-forge/tensorpack,2022-02-06 19:35:57.930,6748.0,,,,,3.0,145.0,,,,,,,,,,,,,,
206,DeepPavlov,deepmipt/DeepPavlov,nlp,,https://github.com/deeppavlov/DeepPavlov,https://github.com/deeppavlov/DeepPavlov,Apache-2.0,2017-11-17 14:35:29.000,2023-01-25 11:43:59.000000,2023-01-10 07:47:00,2667,16.0,1060.0,210.0,998.0,52.0,569.0,5995.0,An open source library for deep learning end-to-end dialog systems and chatbots.,73.0,31,True,2023-01-10 07:52:29,1.0.2,56.0,deeppavlov,,,,['tensorflow'],320.0,320.0,https://pypi.org/project/deeppavlov,7076.0,7076.0,,,,,,,,2.0,,,,,,,,,,deeppavlov/DeepPavlov,,,,,
207,DoWhy,Microsoft/dowhy,interpretability,,https://github.com/py-why/dowhy,https://github.com/py-why/dowhy,MIT,2018-05-31 13:07:04.000,2023-01-25 19:54:11.000000,2023-01-24 20:32:24,798,78.0,787.0,137.0,471.0,105.0,226.0,5622.0,DoWhy is a Python library for causal inference that supports explicit modeling and testing of causal assumptions...,69.0,31,True,2022-12-17 06:13:06,0.9.1,11.0,dowhy,conda-forge/dowhy,,,,174.0,174.0,https://pypi.org/project/dowhy,83531.0,83888.0,https://anaconda.org/conda-forge/dowhy,2022-07-19 11:17:50.796,11443.0,,,,,2.0,31.0,,,,,,,,,py-why/dowhy,,,,,
208,deepface,serengil/deepface,image,,https://github.com/serengil/deepface,https://github.com/serengil/deepface,MIT,2020-02-08 20:42:28.000,2023-01-26 14:11:57.000000,2023-01-25 16:42:53,904,46.0,1138.0,97.0,52.0,2.0,579.0,5377.0,"A Lightweight Face Recognition and Facial Attribute Analysis (Age, Gender, Emotion and Race) Library for Python.",31.0,31,True,,,,deepface,,,,,1046.0,1046.0,https://pypi.org/project/deepface,67040.0,67040.0,,,,,,,,2.0,,,,,,,,,,,,,,,
209,PML,KevinMusgrave/pytorch-metric-learning,pytorch-utils,,https://github.com/KevinMusgrave/pytorch-metric-learning,https://github.com/KevinMusgrave/pytorch-metric-learning,MIT,2019-10-23 17:20:35.000,2023-01-21 05:30:04.000000,2023-01-21 05:24:11,1024,26.0,585.0,68.0,101.0,44.0,369.0,4998.0,"The easiest way to use deep metric learning in your application. Modular, flexible, and extensible. Written in PyTorch.",30.0,31,True,2023-01-21 05:30:05,1.7.2,54.0,pytorch-metric-learning,metric-learning/pytorch-metric-learning,,,['pytorch'],456.0,456.0,https://pypi.org/project/pytorch-metric-learning,157229.0,157490.0,https://anaconda.org/metric-learning/pytorch-metric-learning,2022-11-01 23:17:24.322,9417.0,,,,,1.0,,,,,,,,,,,,,,,
210,skorch,skorch-dev/skorch,ml-frameworks,,https://github.com/skorch-dev/skorch,https://github.com/skorch-dev/skorch,BSD-3-Clause,2017-07-18 00:13:54.000,2023-01-23 17:08:41.000000,2023-01-19 10:44:34,1031,12.0,324.0,82.0,472.0,47.0,409.0,4980.0,A scikit-learn compatible neural network library that wraps PyTorch.,54.0,31,True,2022-11-18 12:42:50,0.12.1,12.0,skorch,conda-forge/skorch,,,"['pytorch', 'sklearn']",682.0,682.0,https://pypi.org/project/skorch,77858.0,91220.0,https://anaconda.org/conda-forge/skorch,2021-11-30 10:48:50.965,694850.0,,,,,3.0,,,,,,,,,,,,,,,
