,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,npm_id,npm_url,npm_monthly_downloads,helm_id,trending,updated_github_id,brew_id,apt_id,yum_id,maven_id,maven_url,snap_id,dnf_id,yay_id
113,PySyft,OpenMined/PySyft,privacy-ml,,https://github.com/OpenMined/PySyft,https://github.com/OpenMined/PySyft,Apache-2.0,2017-07-18 20:41:16.000,2022-10-20 14:15:51.000000,2022-10-20 12:58:53,16917.0,1123.0,1824.0,208.0,3684.0,75.0,3104.0,8375.0,Data science on data without acquiring a copy.,468.0,34,True,2021-12-01 19:45:11,0.6.0,22.0,syft,,,,['pytorch'],,,https://pypi.org/project/syft,5570.0,5570.0,,,,,,,,1.0,,,,,,,,,,,,,,,
114,TextBlob,sloria/TextBlob,nlp,,https://github.com/sloria/TextBlob,https://github.com/sloria/TextBlob,MIT,2013-06-30 18:29:18.000,2021-12-09 03:19:59.000000,2021-10-22 03:17:05,562.0,,1048.0,270.0,155.0,95.0,155.0,8322.0,"Simple, Pythonic, text processing--Sentiment analysis, part-of-speech tagging, noun phrase extraction, translation,..",36.0,34,True,2013-09-26 02:29:01,0.7.0,7.0,textblob,conda-forge/textblob,,,,23652.0,23652.0,https://pypi.org/project/textblob,985665.0,988151.0,https://anaconda.org/conda-forge/textblob,2019-02-24 23:32:55.233,184003.0,,,,,2.0,100.0,,,,,,,,,,,,,,
115,DeepSpeed,microsoft/DeepSpeed,distributed-ml,,https://github.com/microsoft/DeepSpeed,https://github.com/microsoft/DeepSpeed,MIT,2020-01-23 18:35:18.000,2022-10-20 14:16:48.000000,2022-10-20 03:31:27,1178.0,160.0,880.0,141.0,1293.0,498.0,539.0,7991.0,"DeepSpeed is a deep learning optimization library that makes distributed training and inference easy, efficient, and..",138.0,34,True,2022-09-19 16:41:35,0.7.3,37.0,deepspeed,,deepspeed/deepspeed,,['pytorch'],421.0,421.0,https://pypi.org/project/deepspeed,560663.0,561098.0,,,,https://hub.docker.com/r/deepspeed/deepspeed,2022-09-02 00:25:31.275782,3.0,14361.0,2.0,,,,,,,,,,,,,,,
116,Pyro,pyro-ppl/pyro,probabilistics,,https://github.com/pyro-ppl/pyro,https://github.com/pyro-ppl/pyro,Apache-2.0,2017-06-16 05:03:47.000,2022-10-19 21:18:00.000000,2022-10-18 13:20:30,2353.0,9.0,905.0,201.0,2167.0,202.0,776.0,7644.0,Deep universal probabilistic programming with Python and PyTorch.,129.0,34,True,2022-09-06 20:37:01,1.8.2,29.0,pyro-ppl,conda-forge/pyro-ppl,,,['pytorch'],893.0,893.0,https://pypi.org/project/pyro-ppl,446807.0,448088.0,https://anaconda.org/conda-forge/pyro-ppl,2022-09-07 02:57:47.066,24348.0,,,,,1.0,,,,,,,,,,,,,,,
117,Catboost,catboost/catboost,ml-frameworks,,https://github.com/catboost/catboost,https://github.com/catboost/catboost,Apache-2.0,2017-07-18 05:29:04.000,2022-10-20 11:24:09.000000,2022-10-20 11:24:07,24103.0,555.0,1012.0,194.0,311.0,420.0,1467.0,6763.0,"A fast, scalable, high performance Gradient Boosting on Decision Trees library, used for ranking, classification,..",1029.0,34,True,2022-09-26 19:30:12,1.1,80.0,catboost,conda-forge/catboost,,,,,,https://pypi.org/project/catboost,2474673.0,2497852.0,https://anaconda.org/conda-forge/catboost,2022-09-26 20:30:55.793,1148991.0,,,,,2.0,91532.0,,,,,,,,,,,,,,
118,auto-sklearn,automl/auto-sklearn,hyperopt,,https://github.com/automl/auto-sklearn,https://github.com/automl/auto-sklearn,BSD-3-Clause,2015-07-02 15:38:10.000,2022-10-11 00:11:56.000000,2022-10-10 10:06:13,2750.0,123.0,1170.0,212.0,668.0,126.0,806.0,6553.0,Automated Machine Learning with scikit-learn.,87.0,34,True,2022-08-18 18:55:56,0.14.7,34.0,auto-sklearn,conda-forge/auto-sklearn,,,['sklearn'],334.0,334.0,https://pypi.org/project/auto-sklearn,35601.0,36196.0,https://anaconda.org/conda-forge/auto-sklearn,2022-09-21 23:06:55.991,10722.0,,,,,1.0,39.0,,,,,,,,,,,,,,
119,imbalanced-learn,scikit-learn-contrib/imbalanced-learn,sklearn-utils,,https://github.com/scikit-learn-contrib/imbalanced-learn,https://github.com/scikit-learn-contrib/imbalanced-learn,MIT,2014-08-16 05:08:26.000,2022-10-19 02:33:49.000000,2022-05-16 18:51:43,771.0,,1146.0,146.0,416.0,49.0,465.0,6118.0,A Python Package to Tackle the Curse of Imbalanced Datasets in Machine Learning.,63.0,34,True,2022-05-16 18:44:33,0.9.1,30.0,imbalanced-learn,conda-forge/imbalanced-learn,,,['sklearn'],12865.0,12865.0,https://pypi.org/project/imbalanced-learn,3111608.0,3116266.0,https://anaconda.org/conda-forge/imbalanced-learn,2022-05-16 19:16:17.050,279526.0,,,,,1.0,,,,,,,,,,,,,,,
120,speechbrain,speechbrain/speechbrain,audio,,https://github.com/speechbrain/speechbrain,https://github.com/speechbrain/speechbrain,Apache-2.0,2020-04-28 17:48:45.000,2022-10-20 14:45:55.000000,2022-10-11 07:31:09,6890.0,215.0,895.0,110.0,789.0,144.0,625.0,4711.0,A PyTorch-based Speech Toolkit.,184.0,34,True,2022-08-29 16:25:16,0.5.13,7.0,speechbrain,,,,['pytorch'],286.0,286.0,https://pypi.org/project/speechbrain,17318.0,17318.0,,,,,,,,1.0,,,,,,,,,,,,,,,
121,MLxtend,rasbt/mlxtend,sklearn-utils,,https://github.com/rasbt/mlxtend,https://github.com/rasbt/mlxtend,,2014-08-14 01:56:16.000,2022-10-12 01:26:49.000000,2022-10-12 01:26:26,1522.0,118.0,768.0,120.0,481.0,110.0,316.0,4105.0,A library of extension and helper modules for Pythons data analysis and machine learning libraries.,88.0,34,False,2022-09-17 17:35:28,0.21.0,26.0,mlxtend,conda-forge/mlxtend,,,['sklearn'],6979.0,6979.0,https://pypi.org/project/mlxtend,1824095.0,1827784.0,https://anaconda.org/conda-forge/mlxtend,2022-09-17 23:46:20.532,232422.0,,,,,1.0,,,,,,,,,,,,,,,
122,geopy,geopy/geopy,geospatial-data,,https://github.com/geopy/geopy,https://github.com/geopy/geopy,MIT,2010-03-04 22:05:28.000,2022-10-11 20:40:32.000000,2022-08-07 09:28:49,1090.0,9.0,582.0,95.0,254.0,21.0,238.0,3773.0,Geocoding library for Python.,128.0,34,True,2021-07-11 12:18:10,2.2.0,34.0,geopy,conda-forge/geopy,,,,43287.0,43287.0,https://pypi.org/project/geopy,4510113.0,4520689.0,https://anaconda.org/conda-forge/geopy,2021-07-12 18:34:05.605,835506.0,,,,,2.0,,,,,,,,,,,,,,,
123,MONAI,Project-MONAI/MONAI,medical-data,,https://github.com/Project-MONAI/MONAI,https://github.com/Project-MONAI/MONAI,Apache-2.0,2019-10-11 16:41:38.000,2022-10-20 14:33:09.000000,2022-10-20 13:57:27,2242.0,193.0,661.0,85.0,2444.0,212.0,1796.0,3461.0,AI Toolkit for Healthcare Imaging.,122.0,34,True,2022-09-16 14:56:47,1.0.0,13.0,monai,conda-forge/monai,,,['pytorch'],537.0,537.0,https://pypi.org/project/monai,43318.0,43861.0,https://anaconda.org/conda-forge/monai,2022-09-16 15:32:33.512,5439.0,,,,,2.0,,,,,,,,,,,,,,,
124,ART,Trusted-AI/adversarial-robustness-toolbox,adversarial,,https://github.com/Trusted-AI/adversarial-robustness-toolbox,https://github.com/Trusted-AI/adversarial-robustness-toolbox,MIT,2018-03-15 14:40:43.000,2022-10-20 12:25:37.000000,2022-10-19 21:38:30,10785.0,300.0,869.0,92.0,1034.0,84.0,635.0,3299.0,"Adversarial Robustness Toolbox (ART) - Python Library for Machine Learning Security - Evasion, Poisoning, Extraction,..",114.0,34,True,2022-09-28 13:31:24,1.12.1,45.0,adversarial-robustness-toolbox,conda-forge/adversarial-robustness-toolbox,,,,267.0,267.0,https://pypi.org/project/adversarial-robustness-toolbox,10010.0,10627.0,https://anaconda.org/conda-forge/adversarial-robustness-toolbox,2022-09-28 15:37:19.163,16685.0,,,,,1.0,,,,,,,,,,,,,,,
125,accelerate,huggingface/accelerate,pytorch-utils,,https://github.com/huggingface/accelerate,https://github.com/huggingface/accelerate,Apache-2.0,2020-10-30 13:27:12.000,2022-10-19 19:32:11.000000,2022-10-19 19:32:11,536.0,131.0,245.0,58.0,403.0,30.0,346.0,3081.0,"A simple way to train and use PyTorch models with multi-GPU, TPU, mixed-precision.",68.0,34,True,2022-10-17 15:13:18,0.13.2,20.0,accelerate,conda-forge/accelerate,,,['pytorch'],1175.0,1175.0,https://pypi.org/project/accelerate,561653.0,562394.0,https://anaconda.org/conda-forge/accelerate,2022-10-18 18:46:48.468,8899.0,,,,,1.0,,,,,,,,,,,,,,,
126,category_encoders,scikit-learn-contrib/category_encoders,sklearn-utils,,https://github.com/scikit-learn-contrib/category_encoders,https://github.com/scikit-learn-contrib/category_encoders,BSD-3-Clause,2015-11-29 19:32:37.000,2022-10-07 21:15:36.000000,2022-10-06 14:13:39,842.0,48.0,358.0,40.0,122.0,58.0,194.0,2075.0,A library of sklearn compatible categorical variable encoders.,56.0,34,True,2022-10-06 14:15:32,2.5.1.post0,16.0,category_encoders,conda-forge/category_encoders,,,['sklearn'],3997.0,3997.0,https://pypi.org/project/category_encoders,885627.0,888149.0,https://anaconda.org/conda-forge/category_encoders,2022-10-06 15:02:12.106,189183.0,,,,,1.0,,,,,,,,,,,,,,,
127,snakemake,snakemake/snakemake,ml-experiments,,https://github.com/snakemake/snakemake,https://github.com/snakemake/snakemake,MIT,2015-10-17 15:43:54.867,2022-10-20 14:03:01.000000,2022-10-18 12:07:56,4579.0,70.0,378.0,20.0,818.0,653.0,452.0,1497.0,"This is the development home of the workflow management system Snakemake. For general information, see.",268.0,34,True,2022-10-18 12:08:56,7.16.1,184.0,snakemake,bioconda/snakemake,,,,1233.0,1233.0,https://pypi.org/project/snakemake,59553.0,66077.0,https://anaconda.org/bioconda/snakemake,2022-10-14 13:12:37.012,548098.0,,,,,2.0,,,,,,,,,,,,,,,
128,arviz,arviz-devs/arviz,interpretability,,https://github.com/arviz-devs/arviz,https://github.com/arviz-devs/arviz,Apache-2.0,2015-07-29 11:51:10.000,2022-10-16 22:40:28.000000,2022-10-16 07:42:58,1426.0,24.0,306.0,43.0,1360.0,164.0,606.0,1283.0,Exploratory analysis of Bayesian models with Python.,131.0,34,True,2022-05-13 16:05:00,0.12.1,26.0,arviz,conda-forge/arviz,,,,2886.0,2886.0,https://pypi.org/project/arviz,590508.0,612703.0,https://anaconda.org/conda-forge/arviz,2022-07-13 00:49:21.932,909934.0,,,,,1.0,113.0,,,,,,,,,,,,,,
129,metrics,PyTorchLightning/metrics,distributed-ml,,https://github.com/Lightning-AI/metrics,https://github.com/Lightning-AI/metrics,Apache-2.0,2020-12-22 20:02:42.000,2022-10-19 15:38:09.000000,2022-10-12 19:20:22,930.0,64.0,222.0,27.0,676.0,50.0,406.0,1105.0,"Machine learning metrics for distributed, scalable PyTorch applications.",156.0,34,True,2022-10-04 19:54:29,0.10.0,23.0,metrics,conda-forge/torchmetrics,,,['pytorch'],5149.0,5149.0,https://pypi.org/project/metrics,2918.0,30766.0,https://anaconda.org/conda-forge/torchmetrics,2022-10-05 03:36:07.099,528097.0,,,,,2.0,1027.0,,,,,,Lightning-AI/metrics,,,,,,,,
130,Fiona,Toblerity/Fiona,geospatial-data,,https://github.com/Toblerity/Fiona,https://github.com/Toblerity/Fiona,BSD-3-Clause,2011-12-31 19:47:00.000,2022-10-19 19:21:57.000000,2022-03-01 20:04:14,1294.0,,178.0,48.0,437.0,80.0,614.0,964.0,Fiona reads and writes geographic data files.,66.0,34,True,2022-10-14 23:54:29,1.8.22,41.0,fiona,conda-forge/fiona,,,,9829.0,9829.0,https://pypi.org/project/fiona,3757711.0,3802138.0,https://anaconda.org/conda-forge/fiona,2022-10-15 20:33:14.946,3509776.0,,,,,2.0,,,,,,,,,,,,,,,
131,Hail,hail-is/hail,medical-data,,https://github.com/hail-is/hail,https://github.com/hail-is/hail,MIT,2015-10-27 20:55:42.000,2022-10-20 14:25:28.000000,2022-10-20 14:25:13,10183.0,226.0,217.0,59.0,10342.0,7.0,2010.0,828.0,Scalable genomic data analysis.,82.0,34,True,2022-10-19 16:47:04,0.2.104,92.0,hail,,,,['spark'],82.0,82.0,https://pypi.org/project/hail,75449.0,75449.0,,,,,,,,2.0,,,,,,,,,,,,,,,
132,detectron2,facebookresearch/detectron2,image,,https://github.com/facebookresearch/detectron2,https://github.com/facebookresearch/detectron2,Apache-2.0,2019-09-05 21:30:20.000,2022-10-20 05:12:14.000000,2022-10-20 05:09:54,1397.0,15.0,5807.0,352.0,521.0,244.0,2892.0,22583.0,"Detectron2 is a platform for object detection, segmentation and other visual recognition tasks.",218.0,33,True,2021-11-15 22:08:26,0.6,10.0,detectron2,conda-forge/detectron2,,,['pytorch'],753.0,753.0,https://pypi.org/project/detectron2,,3216.0,https://anaconda.org/conda-forge/detectron2,2022-04-25 07:03:51.961,93265.0,,,,,2.0,,,,,,,,,,,,,,,
133,Netron,lutzroeder/netron,interpretability,,https://github.com/lutzroeder/netron,https://github.com/lutzroeder/netron,MIT,2010-12-26 12:53:43.000,2022-10-20 03:51:03.000000,2022-10-20 03:50:56,6054.0,316.0,2282.0,273.0,130.0,25.0,842.0,20239.0,"Visualizer for neural network, deep learning, and machine learning models.",,33,True,2022-10-17 01:35:29,6.1.1,3.0,netron,,,,"['pytorch', 'tensorflow']",8.0,8.0,https://pypi.org/project/netron,9773.0,78233.0,,,,,,,,1.0,68460.0,,,,,,,,,,,,,,
134,Magenta,magenta/magenta,audio,,https://github.com/magenta/magenta,https://github.com/magenta/magenta,Apache-2.0,2016-05-05 20:10:40.000,2022-10-04 17:42:28.000000,2022-10-04 17:42:25,1417.0,7.0,3538.0,778.0,1122.0,315.0,583.0,17954.0,Magenta: Music and Art Generation with Machine Intelligence.,154.0,33,True,2022-08-01 18:18:44,2.1.4,48.0,magenta,,,,['tensorflow'],389.0,389.0,https://pypi.org/project/magenta,4225.0,4225.0,,,,,,,,1.0,,,,,,,,,,,,,,,
135,zipline,quantopian/zipline,financial-data,,https://github.com/quantopian/zipline,https://github.com/quantopian/zipline,Apache-2.0,2012-10-19 15:50:29.000,2022-10-07 08:24:02.000000,2020-10-14 16:36:49,6226.0,,4033.0,1007.0,1866.0,322.0,653.0,15509.0,"Zipline, a Pythonic Algorithmic Trading Library.",155.0,33,False,2020-10-05 15:43:07,1.4.1,13.0,zipline,conda-forge/zipline,,,,884.0,884.0,https://pypi.org/project/zipline,2392.0,2648.0,https://anaconda.org/conda-forge/zipline,2020-10-05 18:38:58.729,6414.0,,,,,1.0,,,,,,,,,,,,,,,
136,Prophet,facebook/prophet,time-series-data,,https://github.com/facebook/prophet,https://github.com/facebook/prophet,MIT,2016-11-16 01:50:08.000,2022-09-21 14:25:16.000000,2022-09-21 14:25:13,744.0,14.0,4226.0,421.0,379.0,261.0,1628.0,15027.0,Tool for producing high quality forecasts for time series data that has multiple seasonality with linear or non-linear..,158.0,33,True,2022-09-08 21:12:33,1.1.1,12.0,fbprophet,conda-forge/prophet,,,,,,https://pypi.org/project/fbprophet,1542308.0,1550358.0,https://anaconda.org/conda-forge/prophet,2022-09-10 11:55:01.225,144656.0,,,,,1.0,947.0,,,,,,,,,,,,,,
137,tensor2tensor,tensorflow/tensor2tensor,tensorflow-utils,,https://github.com/tensorflow/tensor2tensor,https://github.com/tensorflow/tensor2tensor,Apache-2.0,2017-06-15 16:57:39.000,2022-10-19 14:35:26.000000,2022-09-13 15:24:35,4373.0,2.0,3049.0,456.0,667.0,569.0,669.0,12664.0,Library of deep learning models and datasets designed to make deep learning more accessible and accelerate ML research.,242.0,33,True,2020-06-17 16:10:01,1.15.7,75.0,tensor2tensor,,,,['tensorflow'],1243.0,1243.0,https://pypi.org/project/tensor2tensor,13235.0,13235.0,,,,,,,,2.0,,,,,,,,,,,,,,,
138,Annoy,spotify/annoy,nn-search,,https://github.com/spotify/annoy,https://github.com/spotify/annoy,Apache-2.0,2013-04-01 20:29:40.000,2022-08-19 02:15:01.000000,2022-08-08 09:31:20,842.0,2.0,1035.0,327.0,251.0,39.0,317.0,10398.0,Approximate Nearest Neighbors in C++/Python optimized for memory usage and loading/saving to disk.,82.0,33,True,2022-08-08 09:33:59,1.17.1,19.0,annoy,conda-forge/python-annoy,,,,2306.0,2306.0,https://pypi.org/project/annoy,1256970.0,1260738.0,https://anaconda.org/conda-forge/python-annoy,2022-04-23 18:38:16.066,275068.0,,,,,2.0,,,,,,,,,,,,,,,
139,Lime,marcotcr/lime,interpretability,,https://github.com/marcotcr/lime,https://github.com/marcotcr/lime,BSD-2-Clause,2016-03-15 22:18:10.000,2022-10-09 00:39:43.000000,2021-07-29 23:17:25,531.0,,1608.0,274.0,109.0,57.0,530.0,10160.0,Lime: Explaining the predictions of any machine learning classifier.,61.0,33,False,2020-04-03 22:05:03,0.2.0.0,18.0,lime,conda-forge/lime,,,,2756.0,2756.0,https://pypi.org/project/lime,485183.0,486946.0,https://anaconda.org/conda-forge/lime,2022-09-23 13:59:18.301,123477.0,,,,,1.0,,,,,,,,,,,,,,,
140,Ludwig,ludwig-ai/ludwig,ml-frameworks,,https://github.com/ludwig-ai/ludwig,https://github.com/ludwig-ai/ludwig,Apache-2.0,2018-12-27 23:58:12.000,2022-10-20 13:45:00.000000,2022-10-19 22:28:05,2971.0,220.0,962.0,182.0,1793.0,193.0,655.0,8552.0,Data-centric declarative deep learning framework.,126.0,33,True,2022-10-13 02:08:29,0.6.2,25.0,ludwig,,,,['tensorflow'],135.0,135.0,https://pypi.org/project/ludwig,1593.0,1593.0,,,,,,,,2.0,,,,,,,,,,,,,,,
141,Vowpal Wabbit,VowpalWabbit/vowpal_wabbit,ml-frameworks,,https://github.com/VowpalWabbit/vowpal_wabbit,https://github.com/VowpalWabbit/vowpal_wabbit,BSD-3-Clause,2009-07-31 19:36:58.000,2022-10-20 14:18:51.000000,2022-10-20 13:33:48,10084.0,129.0,1719.0,361.0,3032.0,121.0,1079.0,8056.0,Vowpal Wabbit is a machine learning system which pushes the frontier of machine learning with techniques such as..,322.0,33,True,2022-10-14 11:04:45,9.5.0,25.0,vowpalwabbit,conda-forge/vowpalwabbit,,,,,,https://pypi.org/project/vowpalwabbit,89649.0,91731.0,https://anaconda.org/conda-forge/vowpalwabbit,2022-10-14 19:53:46.164,81204.0,,,,,2.0,,,,,,,,,,,,,,,
142,tensorboardX,lanpa/tensorboardX,ml-experiments,,https://github.com/lanpa/tensorboardX,https://github.com/lanpa/tensorboardX,MIT,2017-06-13 13:54:19.000,2022-09-23 21:46:25.000000,2022-09-04 08:45:11,496.0,5.0,848.0,86.0,241.0,65.0,369.0,7456.0,"tensorboard for pytorch (and chainer, mxnet, numpy, ...).",73.0,33,True,2022-06-05 10:13:32,2.5,15.0,tensorboardX,conda-forge/tensorboardx,,,,22641.0,22641.0,https://pypi.org/project/tensorboardX,1142622.0,1157410.0,https://anaconda.org/conda-forge/tensorboardx,2022-06-07 21:45:23.917,842648.0,,,,,2.0,349.0,,,,,,,,,,,,,,
143,stanza,stanfordnlp/stanza,nlp,,https://github.com/stanfordnlp/stanza,https://github.com/stanfordnlp/stanza,,2017-09-26 08:00:56.000,2022-10-20 05:16:49.000000,2022-09-15 06:04:09,3146.0,225.0,800.0,140.0,399.0,67.0,659.0,6345.0,Official Stanford NLP Python Library for Many Human Languages.,54.0,33,False,2022-09-15 05:47:38,1.4.2,15.0,stanza,stanfordnlp/stanza,,,,1263.0,1263.0,https://pypi.org/project/stanza,226625.0,226812.0,https://anaconda.org/stanfordnlp/stanza,2022-09-14 18:22:52.582,5827.0,,,,,2.0,,,,,,,,,,,,,,,
144,Metaflow,Netflix/metaflow,ml-experiments,,https://github.com/Netflix/metaflow,https://github.com/Netflix/metaflow,Apache-2.0,2019-09-17 17:48:25.000,2022-10-20 14:38:33.000000,2022-10-18 19:45:32,573.0,44.0,523.0,238.0,735.0,190.0,242.0,6063.0,Build and manage real-life data science projects with ease!.,55.0,33,True,2022-10-18 19:49:19,2.7.13,62.0,metaflow,conda-forge/metaflow,,,,325.0,325.0,https://pypi.org/project/metaflow,58695.0,60964.0,https://anaconda.org/conda-forge/metaflow,2022-09-17 02:32:34.098,77157.0,,,,,2.0,,,,,,,,,,,,,,,
145,OpenNMT,OpenNMT/OpenNMT-py,nlp,,https://github.com/OpenNMT/OpenNMT-py,https://github.com/OpenNMT/OpenNMT-py,MIT,2017-02-22 19:01:50.000,2022-10-19 07:31:42.000000,2022-09-16 16:12:48,2605.0,16.0,1989.0,167.0,895.0,88.0,1237.0,5745.0,Open Source Neural Machine Translation in PyTorch.,177.0,33,True,2022-09-14 16:50:33,2.3.0,33.0,OpenNMT-py,,,,['pytorch'],153.0,153.0,https://pypi.org/project/OpenNMT-py,3472.0,3472.0,,,,,,,,2.0,,,,,,,,,,,,,,,
146,BigDL,intel-analytics/BigDL,distributed-ml,,https://github.com/intel-analytics/BigDL,https://github.com/intel-analytics/BigDL,Apache-2.0,2016-08-29 07:59:50.000,2022-10-20 12:27:25.000000,2022-10-20 12:27:25,18206.0,765.0,987.0,244.0,4709.0,482.0,1030.0,4044.0,"Fast, distributed, secure AI for Big Data.",172.0,33,True,2022-09-28 03:06:27,2.1.0,16.0,bigdl,,,,,40.0,40.0,https://pypi.org/project/bigdl,4043.0,4043.0,,,,,,,,2.0,,,,,,,,,,,com.intel.analytics.bigdl:bigdl-SPARK_2.4,https://search.maven.org/artifact/com.intel.analytics.bigdl/bigdl-SPARK_2.4,,,
147,DeepChem,deepchem/deepchem,others,,https://github.com/deepchem/deepchem,https://github.com/deepchem/deepchem,MIT,2015-09-24 23:20:28.000,2022-10-17 15:00:38.000000,2022-10-16 09:19:20,7975.0,176.0,1341.0,154.0,1623.0,435.0,1027.0,3904.0,"Democratizing Deep-Learning for Drug Discovery, Quantum Chemistry, Materials Science and Biology.",205.0,33,True,2022-01-18 21:26:19,2.6.1,16.0,deepchem,conda-forge/deepchem,,,['tensorflow'],130.0,130.0,https://pypi.org/project/deepchem,9417.0,11133.0,https://anaconda.org/conda-forge/deepchem,2022-01-19 16:40:21.191,54932.0,,,,,1.0,,,,,,,,,,,,,,,
148,tensorflow-probability,tensorflow/probability,probabilistics,,https://github.com/tensorflow/probability,https://github.com/tensorflow/probability,Apache-2.0,2017-10-23 23:50:54.000,2022-10-20 01:16:10.000000,2022-10-19 16:12:03,11679.0,142.0,970.0,169.0,418.0,522.0,697.0,3792.0,Probabilistic reasoning and statistical analysis in TensorFlow.,461.0,33,True,2022-09-12 15:46:51,0.18.0,44.0,tensorflow-probability,conda-forge/tensorflow-probability,,,['tensorflow'],,,https://pypi.org/project/tensorflow-probability,1050606.0,1052354.0,https://anaconda.org/conda-forge/tensorflow-probability,2022-08-08 13:42:52.189,76934.0,,,,,1.0,,,,,,,,,,,,,,,
149,ClearML,allegroai/clearml,ml-experiments,,https://github.com/allegroai/clearml,https://github.com/allegroai/clearml,Apache-2.0,2019-06-10 08:18:32.000,2022-10-18 12:13:52.000000,2022-10-17 20:34:21,1834.0,101.0,474.0,76.0,152.0,283.0,359.0,3685.0,"ClearML - Auto-Magical CI/CD to streamline your ML workflow. Experiment Manager, MLOps and Data-Management.",54.0,33,True,2022-09-30 04:24:26,1.7.1,68.0,clearml,,allegroai/trains,,,323.0,323.0,https://pypi.org/project/clearml,63350.0,64116.0,,,,https://hub.docker.com/r/allegroai/trains,2020-10-05 10:16:46.865671,,30126.0,2.0,532.0,,,,,,,,,,,,,,
150,TensorFlow Datasets,tensorflow/datasets,tensorflow-utils,,https://github.com/tensorflow/datasets,https://github.com/tensorflow/datasets,Apache-2.0,2018-09-10 21:27:22.000,2022-10-20 14:48:11.000000,2022-10-20 11:36:09,5190.0,269.0,1274.0,107.0,3230.0,371.0,624.0,3424.0,"TFDS is a collection of datasets ready to use with TensorFlow, Jax, ...",270.0,33,True,2022-10-05 10:23:01,4.7.0,23.0,tensorflow-datasets,conda-forge/tensorflow-datasets,,,['tensorflow'],,,https://pypi.org/project/tensorflow-datasets,1158782.0,1159301.0,https://anaconda.org/conda-forge/tensorflow-datasets,2022-10-06 05:07:14.841,8828.0,,,,,2.0,,,,,,,,,,,,,,,
151,VisPy,vispy/vispy,data-viz,,https://github.com/vispy/vispy,https://github.com/vispy/vispy,,2013-03-21 18:43:22.000,2022-10-17 14:54:41.000000,2022-10-17 14:54:41,7055.0,73.0,585.0,123.0,1070.0,279.0,1059.0,2942.0,High-performance interactive 2D/3D data visualization library.,179.0,33,False,2022-07-04 15:33:11,0.11.0,29.0,vispy,conda-forge/vispy,,,['jupyter'],877.0,877.0,https://pypi.org/project/vispy,61208.0,66077.0,https://anaconda.org/conda-forge/vispy,2022-07-05 16:41:32.117,290415.0,,,,,2.0,,vispy,https://www.npmjs.com/package/vispy,29.0,,,,,,,,,,,
152,GPyTorch,cornellius-gp/gpytorch,probabilistics,,https://github.com/cornellius-gp/gpytorch,https://github.com/cornellius-gp/gpytorch,MIT,2017-06-09 14:48:20.000,2022-10-19 22:11:48.000000,2022-10-11 23:13:28,3701.0,50.0,435.0,52.0,800.0,288.0,871.0,2889.0,A highly efficient and modular implementation of Gaussian Processes in PyTorch.,107.0,33,True,2022-08-30 14:11:19,1.9.0,29.0,gpytorch,conda-forge/gpytorch,,,['pytorch'],758.0,758.0,https://pypi.org/project/gpytorch,201636.0,203436.0,https://anaconda.org/conda-forge/gpytorch,2022-09-08 15:38:42.972,55824.0,,,,,1.0,,,,,,,,,,,,,,,
153,datashader,holoviz/datashader,data-viz,,https://github.com/holoviz/datashader,https://github.com/holoviz/datashader,BSD-3-Clause,2015-12-23 18:02:20.000,2022-10-20 09:02:53.000000,2022-10-18 16:12:35,1375.0,22.0,349.0,92.0,617.0,120.0,395.0,2863.0,Quickly and accurately render even the largest data.,51.0,33,True,2022-08-10 16:21:44,0.14.2,27.0,datashader,conda-forge/datashader,,,,1465.0,1465.0,https://pypi.org/project/datashader,55311.0,62267.0,https://anaconda.org/conda-forge/datashader,2022-08-10 15:56:58.260,410406.0,,,,,2.0,,,,,,,,,,,,,,,
154,Keras Tuner,keras-team/keras-tuner,hyperopt,,https://github.com/keras-team/keras-tuner,https://github.com/keras-team/keras-tuner,Apache-2.0,2019-06-06 22:38:21.000,2022-10-16 23:05:24.000000,2022-10-16 23:05:24,925.0,25.0,339.0,64.0,321.0,179.0,230.0,2611.0,A Hyperparameter Tuning Library for Keras.,51.0,33,True,2022-07-16 04:22:02,1.1.3,14.0,keras-tuner,conda-forge/keras-tuner,,,['tensorflow'],1684.0,1684.0,https://pypi.org/project/keras-tuner,570756.0,571080.0,https://anaconda.org/conda-forge/keras-tuner,2022-10-16 18:12:11.417,10061.0,,,,,1.0,,,,,,,,,,,,,,,
