,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,helm_id,trending,updated_github_id,npm_id,npm_url,npm_monthly_downloads,brew_id,apt_id,yum_id,snap_id,maven_id,maven_url,dnf_id,yay_id
82,espnet,espnet/espnet,audio,,https://github.com/espnet/espnet,https://github.com/espnet/espnet,Apache-2.0,2017-12-13 00:45:11.000,2022-09-15 13:18:20.000000,2022-09-14 12:34:27,15763.0,327.0,1625.0,178.0,2624.0,312.0,1607.0,5471.0,End-to-End Speech Processing Toolkit.,293.0,36,True,2022-08-02 01:00:13,.202207,45.0,espnet,,,,,73.0,73.0,https://pypi.org/project/espnet,10285.0,10286.0,,,,,,,,1.0,76.0,,,,,,,,,,,,,,
83,joblib,joblib/joblib,data-pipelines,,https://github.com/joblib/joblib,https://github.com/joblib/joblib,BSD-3-Clause,2010-05-07 06:48:26.000,2022-09-15 14:30:18.000000,2022-09-15 13:57:13,1418.0,11.0,328.0,63.0,619.0,309.0,410.0,2919.0,Computing with Python functions.,111.0,36,True,,,23.0,joblib,conda-forge/joblib,,,,211780.0,211780.0,https://pypi.org/project/joblib,21934507.0,22089950.0,https://anaconda.org/conda-forge/joblib,2021-10-07 20:15:36.705,11502834.0,,,,,2.0,,,,,,,,,,,,,,,
84,Thinc,explosion/thinc,ml-frameworks,,https://github.com/explosion/thinc,https://github.com/explosion/thinc,MIT,2014-10-16 16:34:59.000,2022-09-15 13:58:58.000000,2022-09-13 07:05:23,5164.0,39.0,246.0,85.0,642.0,15.0,110.0,2584.0,"A refreshing functional take on deep learning, compatible with your favorite libraries.",55.0,36,True,2022-09-09 14:32:10,8.1.1,61.0,thinc,conda-forge/thinc,,,,23795.0,23795.0,https://pypi.org/project/thinc,4304788.0,4337821.0,https://anaconda.org/conda-forge/thinc,2022-07-08 17:40:18.742,2213253.0,,,,,2.0,,,,,,,,,,,,,,,
85,TF Addons,tensorflow/addons,tensorflow-utils,,https://github.com/tensorflow/addons,https://github.com/tensorflow/addons,Apache-2.0,2018-11-26 23:57:17.000,2022-09-13 12:47:06.000000,2022-08-24 21:06:35,1477.0,13.0,530.0,54.0,1830.0,202.0,716.0,1564.0,Useful extra functionality for TensorFlow 2.x maintained by SIG-addons.,197.0,36,True,2022-06-14 01:12:29,0.17.1,32.0,tensorflow-addons,,,,['tensorflow'],7319.0,7319.0,https://pypi.org/project/tensorflow-addons,2698626.0,2698626.0,,,,,,,,1.0,,,,,,,,,,,,,,,
86,pyproj,pyproj4/pyproj,geospatial-data,,https://github.com/pyproj4/pyproj,https://github.com/pyproj4/pyproj,MIT,2014-12-29 21:38:25.000,2022-09-13 03:03:09.000000,2022-09-11 00:36:17,1386.0,55.0,181.0,30.0,561.0,13.0,499.0,787.0,Python interface to PROJ (cartographic projections and coordinate transformations library).,52.0,36,True,2022-09-10 01:18:41,3.4.0,44.0,pyproj,conda-forge/pyproj,,,,15765.0,15765.0,https://pypi.org/project/pyproj,5588902.0,5640385.0,https://anaconda.org/conda-forge/pyproj,2022-09-10 06:38:52.744,4170137.0,,,,,1.0,,,,,,,,,,,,,,,
87,MXNet,apache/incubator-mxnet,ml-frameworks,,https://github.com/apache/incubator-mxnet,https://github.com/apache/incubator-mxnet,Apache-2.0,2015-04-30 16:21:15.000,2022-09-13 13:04:00.000000,2022-09-08 08:04:27,11890.0,43.0,6523.0,1093.0,11092.0,1785.0,7743.0,20077.0,"Lightweight, Portable, Flexible Distributed/Mobile Deep Learning with Dynamic, Mutation-aware Dataflow Dep Scheduler;..",980.0,35,True,2022-05-10 20:10:05,1.9.1,34.0,mxnet,mxnet,,,['mxnet'],,,https://pypi.org/project/mxnet,422551.0,423027.0,https://anaconda.org/anaconda/mxnet,2022-05-02 19:57:38.379,8118.0,,,,,2.0,25446.0,,,,,,,,,,,,,,
88,EasyOCR,JaidedAI/EasyOCR,ocr,,https://github.com/JaidedAI/EasyOCR,https://github.com/JaidedAI/EasyOCR,Apache-2.0,2020-03-14 11:46:39.000,2022-09-15 12:22:21.000000,2022-09-15 11:31:42,552.0,38.0,2198.0,281.0,182.0,110.0,541.0,15794.0,"Ready-to-use OCR with 80+ supported languages and all popular writing scripts including Latin, Chinese, Arabic,..",108.0,35,True,2022-09-15 11:34:18,1.6.2,20.0,easyocr,,,,,1546.0,1546.0,https://pypi.org/project/easyocr,98461.0,178528.0,,,,,,,,1.0,2161809.0,,,,,,,,,,,,,,
89,PyTorch Geometric,pyg-team/pytorch_geometric,graph,,https://github.com/pyg-team/pytorch_geometric,https://github.com/pyg-team/pytorch_geometric,MIT,2017-10-06 16:03:03.000,2022-09-15 13:58:15.000000,2022-09-15 11:43:42,5805.0,232.0,2731.0,243.0,1102.0,961.0,1720.0,15496.0,Graph Neural Network Library for PyTorch.,307.0,35,True,2022-08-17 10:32:00,2.1.0,32.0,torch-geometric,conda-forge/pytorch_geometric,,,['pytorch'],,,https://pypi.org/project/torch-geometric,94475.0,94893.0,https://anaconda.org/conda-forge/pytorch_geometric,2022-08-19 23:46:40.777,10891.0,,,,,1.0,,,,,,,,,,,,,,,
90,imgaug,aleju/imgaug,image,,https://github.com/aleju/imgaug,https://github.com/aleju/imgaug,MIT,2015-07-10 20:31:33.000,2022-06-15 13:04:48.000000,2020-06-01 14:58:26,2913.0,,2273.0,229.0,331.0,274.0,221.0,12946.0,Image augmentation for machine learning experiments.,36.0,35,False,2020-02-06 06:18:40,0.4.0,3.0,imgaug,conda-forge/imgaug,,,,11141.0,11141.0,https://pypi.org/project/imgaug,566366.0,568695.0,https://anaconda.org/conda-forge/imgaug,2021-12-31 00:20:29.231,90869.0,,,,,2.0,,,,,,,,,,,,,,,
91,dgl,dmlc/dgl,graph,,https://github.com/dmlc/dgl,https://github.com/dmlc/dgl,Apache-2.0,2018-04-20 14:49:09.000,2022-09-15 14:14:22.000000,2022-09-15 11:27:20,2452.0,148.0,2404.0,180.0,2812.0,232.0,1513.0,10305.0,"Python package built to ease deep learning on graph, on top of existing DL frameworks.",229.0,35,True,2022-07-18 15:43:47,0.9.0,26.0,dgl,,,,,31.0,31.0,https://pypi.org/project/dgl,35045.0,35045.0,,,,,,,,1.0,,,,,,,,,,,,,,,
92,ParlAI,facebookresearch/ParlAI,nlp,,https://github.com/facebookresearch/ParlAI,https://github.com/facebookresearch/ParlAI,MIT,2017-04-24 17:10:44.000,2022-09-15 04:12:36.000000,2022-09-15 04:12:35,4246.0,78.0,1851.0,290.0,3257.0,84.0,1339.0,9436.0,A framework for training and evaluating AI models on a variety of openly available dialogue datasets.,198.0,35,True,2022-08-23 22:36:35,1.7.0,21.0,parlai,,,,['pytorch'],87.0,87.0,https://pypi.org/project/parlai,3674.0,3674.0,,,,,,,,2.0,,,,,,,,,,,,,,,
93,Great Expectations,great-expectations/great_expectations,data-pipelines,,https://github.com/great-expectations/great_expectations,https://github.com/great-expectations/great_expectations,Apache-2.0,2017-09-11 00:18:46.000,2022-09-15 14:10:39.000000,2022-09-15 13:13:18,9525.0,468.0,1065.0,68.0,4575.0,173.0,1198.0,7145.0,Always know what to expect from your data.,320.0,35,True,2022-09-08 21:51:07,0.15.22,136.0,great_expectations,conda-forge/great-expectations,,,,,,https://pypi.org/project/great_expectations,5235430.0,5244107.0,https://anaconda.org/conda-forge/great-expectations,2022-09-09 02:38:43.119,468561.0,,,,,2.0,,,,,,,,,,,,,,,
94,Catboost,catboost/catboost,ml-frameworks,,https://github.com/catboost/catboost,https://github.com/catboost/catboost,Apache-2.0,2017-07-18 05:29:04.000,2022-09-15 10:00:37.000000,2022-09-15 10:00:35,23892.0,576.0,999.0,194.0,306.0,409.0,1449.0,6719.0,"A fast, scalable, high performance Gradient Boosting on Decision Trees library, used for ranking, classification,..",1024.0,35,True,2022-05-19 07:31:43,1.0.6,79.0,catboost,conda-forge/catboost,,,,,,https://pypi.org/project/catboost,2478662.0,2501676.0,https://anaconda.org/conda-forge/catboost,2022-05-19 10:30:35.525,1121116.0,,,,,2.0,87304.0,,,,,,,,,,,,,,
95,PyOD,yzhao062/pyod,others,,https://github.com/yzhao062/pyod,https://github.com/yzhao062/pyod,BSD-2-Clause,2017-10-03 20:29:04.000,2022-09-15 13:09:04.000000,2022-09-15 04:47:52,1605.0,94.0,1153.0,151.0,178.0,124.0,135.0,6194.0,A Comprehensive and Scalable Python Library for Outlier Detection (Anomaly Detection).,43.0,35,True,2022-09-15 13:09:04,1.0.5,32.0,pyod,conda-forge/pyod,,,,1542.0,1542.0,https://pypi.org/project/pyod,403773.0,405007.0,https://anaconda.org/conda-forge/pyod,2022-09-15 08:00:18.546,37020.0,,,,,1.0,,,,,,,,,,,,,,,
96,UMAP,lmcinnes/umap,data-viz,,https://github.com/lmcinnes/umap,https://github.com/lmcinnes/umap,BSD-3-Clause,2017-07-02 01:11:17.000,2022-09-14 17:13:49.000000,2022-09-14 17:13:49,1617.0,34.0,633.0,125.0,225.0,338.0,300.0,5776.0,Uniform Manifold Approximation and Projection.,104.0,35,True,2022-04-13 21:19:42,0.5.3,26.0,umap-learn,conda-forge/umap-learn,,,,6149.0,6149.0,https://pypi.org/project/umap-learn,646822.0,672317.0,https://anaconda.org/conda-forge/umap-learn,2022-04-14 03:58:56.571,1351273.0,,,,,2.0,,,,,,,,,,,,,,,
97,sktime,alan-turing-institute/sktime,time-series-data,,https://github.com/alan-turing-institute/sktime,https://github.com/alan-turing-institute/sktime,BSD-3-Clause,2018-11-06 15:08:24.000,2022-09-15 12:48:05.000000,2022-09-14 22:17:11,2972.0,295.0,904.0,108.0,1899.0,438.0,880.0,5692.0,A unified framework for machine learning with time series.,196.0,35,True,2022-08-24 06:20:31,0.13.2,29.0,sktime,conda-forge/sktime-all-extras,,,['sklearn'],586.0,586.0,https://pypi.org/project/sktime,309594.0,310520.0,https://anaconda.org/conda-forge/sktime-all-extras,2022-09-06 07:08:22.371,12958.0,,,,,1.0,76.0,,,,,,,,,,,,,,
98,Flax,google/flax,ml-frameworks,,https://github.com/google/flax,https://github.com/google/flax,Apache-2.0,2020-01-10 09:48:37.000,2022-09-15 02:17:54.000000,2022-09-14 21:57:37,3007.0,171.0,385.0,73.0,1412.0,76.0,488.0,3521.0,Flax is a neural network library for JAX that is designed for flexibility.,170.0,35,True,2022-08-17 06:38:26,0.6.0,19.0,flax,conda-forge/flax,,,['jax'],1363.0,1363.0,https://pypi.org/project/flax,302639.0,303236.0,https://anaconda.org/conda-forge/flax,2022-06-22 03:50:17.324,10739.0,,,,,2.0,42.0,,,,,,,,,,,,,,
99,Rasterio,rasterio/rasterio,geospatial-data,,https://github.com/rasterio/rasterio,https://github.com/rasterio/rasterio,,2013-11-04 16:36:27.000,2022-09-08 19:55:03.000000,2022-09-08 19:38:05,3592.0,42.0,471.0,154.0,962.0,139.0,1433.0,1816.0,Rasterio reads and writes geospatial raster datasets.,131.0,35,False,2022-08-19 18:48:01,1.3.2,76.0,rasterio,conda-forge/rasterio,,,,5502.0,5502.0,https://pypi.org/project/rasterio,837012.0,859393.0,https://anaconda.org/conda-forge/rasterio,2022-08-19 22:33:35.528,1745160.0,,,,,2.0,761.0,,,,,,,,,,,,,,
100,Wand,emcconville/wand,image,,https://github.com/emcconville/wand,https://github.com/emcconville/wand,MIT,2011-09-30 21:36:38.000,2022-08-22 21:57:19.809000,2022-08-22 08:34:44,1782.0,33.0,194.0,29.0,197.0,16.0,364.0,1202.0,The ctypes-based simple ImageMagick binding for Python.,101.0,35,True,2022-08-15 01:14:48,0.6.10,22.0,wand,conda-forge/wand,,,,12486.0,12486.0,https://pypi.org/project/wand,472240.0,472860.0,https://anaconda.org/conda-forge/wand,2022-08-22 21:57:19.809,16159.0,,,,,2.0,8468.0,,,,,,,,,,,,,,
101,fastText,facebookresearch/fastText,nlp,,https://github.com/facebookresearch/fastText,https://github.com/facebookresearch/fastText,MIT,2016-07-16 13:38:42.000,2022-09-10 14:51:02.000000,2022-03-04 15:19:01,381.0,,4338.0,855.0,246.0,429.0,606.0,23916.0,Library for fast text representation and classification.,59.0,34,True,2020-04-28 09:51:33,0.9.2,4.0,fasttext,conda-forge/fasttext,,,,3280.0,3280.0,https://pypi.org/project/fasttext,863849.0,864484.0,https://anaconda.org/conda-forge/fasttext,2022-04-16 18:03:36.665,37513.0,,,,,2.0,,,,,,,,,,,,,,,
102,Faiss,facebookresearch/faiss,nn-search,,https://github.com/facebookresearch/faiss,https://github.com/facebookresearch/faiss,MIT,2017-02-07 16:07:05.000,2022-09-15 11:34:57.000000,2022-09-08 16:53:46,654.0,29.0,2627.0,444.0,549.0,210.0,1662.0,17904.0,A library for efficient similarity search and clustering of dense vectors.,106.0,34,True,2022-01-10 12:19:49,1.7.2,13.0,pymilvus,conda-forge/faiss,,,,730.0,730.0,https://pypi.org/project/pymilvus,152781.0,169829.0,https://anaconda.org/conda-forge/faiss,2022-09-14 10:20:28.048,477354.0,,,,,1.0,,,,,,,,,,,,,,,
103,DVC,iterative/dvc,ml-experiments,,https://github.com/iterative/dvc,https://github.com/iterative/dvc,Apache-2.0,2017-03-04 08:16:33.000,2022-09-15 14:04:28.000000,2022-09-15 12:57:50,7940.0,343.0,950.0,134.0,4190.0,643.0,3237.0,10279.0,Data Version Control | Git for Data & Models | ML Experiments Management.,273.0,34,True,2022-09-15 12:28:31,2.26.0,201.0,dvc,conda-forge/dvc,,,,,,https://pypi.org/project/dvc,2580491.0,2617688.0,https://anaconda.org/conda-forge/dvc,2022-09-14 19:18:05.178,1202932.0,,,,,2.0,121922.0,,,,,,,dvc,dvc,dvc,,,,,
104,Theano,Theano/Theano,ml-frameworks,,https://github.com/Theano/Theano,https://github.com/Theano/Theano,,2011-08-10 03:48:06.000,2022-03-16 06:30:00.008000,2021-11-23 08:52:10,28127.0,,2400.0,552.0,4114.0,584.0,2086.0,9615.0,"Theano was a Python library that allows you to define, optimize, and evaluate mathematical expressions involving..",384.0,34,False,,,8.0,theano,conda-forge/theano,,,,12869.0,12869.0,https://pypi.org/project/theano,305736.0,334393.0,https://anaconda.org/conda-forge/theano,2022-03-16 06:30:00.008,2120647.0,,,,,2.0,,,,,,,,,,,,,,,
105,PaddleHub,PaddlePaddle/PaddleHub,others,,https://github.com/PaddlePaddle/PaddleHub,https://github.com/PaddlePaddle/PaddleHub,Apache-2.0,2018-12-21 06:00:48.000,2022-09-15 13:15:42.000000,2022-09-15 13:15:42,2515.0,32.0,1751.0,162.0,880.0,473.0,654.0,9202.0,"Awesome pre-trained models toolkit based on PaddlePaddle. (400+ models including Image, Text, Audio, Video and Cross-..",64.0,34,True,2021-04-16 08:20:11,2.1.0,27.0,paddlehub,,,,['paddle'],924.0,924.0,https://pypi.org/project/paddlehub,16844.0,16857.0,,,,,,,,1.0,578.0,,,,,,,,,,,,,,
106,AutoKeras,keras-team/autokeras,hyperopt,,https://github.com/keras-team/autokeras,https://github.com/keras-team/autokeras,Apache-2.0,2017-11-19 23:18:20.000,2022-09-14 23:52:29.000000,2022-09-14 23:52:27,1335.0,20.0,1342.0,305.0,834.0,96.0,746.0,8604.0,AutoML library for deep learning.,137.0,34,True,2022-08-31 16:47:06,1.0.20,57.0,autokeras,,,,['tensorflow'],362.0,362.0,https://pypi.org/project/autokeras,22422.0,22562.0,,,,,,,,1.0,8152.0,,,,,,,,,,,,,,
107,PySyft,OpenMined/PySyft,privacy-ml,,https://github.com/OpenMined/PySyft,https://github.com/OpenMined/PySyft,Apache-2.0,2017-07-18 20:41:16.000,2022-09-15 13:12:46.000000,2022-09-15 13:12:45,16236.0,861.0,1801.0,210.0,3593.0,68.0,3081.0,8318.0,Data science on data without acquiring a copy.,449.0,34,True,2021-12-01 19:45:11,0.6.0,22.0,syft,,,,['pytorch'],,,https://pypi.org/project/syft,4199.0,4199.0,,,,,,,,1.0,,,,,,,,,,,,,,,
108,TextBlob,sloria/TextBlob,nlp,,https://github.com/sloria/TextBlob,https://github.com/sloria/TextBlob,MIT,2013-06-30 18:29:18.000,2021-12-09 03:19:59.000000,2021-10-22 03:17:05,562.0,,1043.0,270.0,155.0,94.0,155.0,8267.0,"Simple, Pythonic, text processing--Sentiment analysis, part-of-speech tagging, noun phrase extraction, translation,..",36.0,34,True,2013-09-26 02:29:01,0.7.0,7.0,textblob,conda-forge/textblob,,,,22889.0,22889.0,https://pypi.org/project/textblob,905891.0,908314.0,https://anaconda.org/conda-forge/textblob,2019-02-24 23:32:55.233,176887.0,,,,,2.0,100.0,,,,,,,,,,,,,,
109,auto-sklearn,automl/auto-sklearn,hyperopt,,https://github.com/automl/auto-sklearn,https://github.com/automl/auto-sklearn,BSD-3-Clause,2015-07-02 15:38:10.000,2022-09-11 12:30:03.000000,2022-08-31 16:32:01,2745.0,118.0,1162.0,213.0,665.0,115.0,806.0,6480.0,Automated Machine Learning with scikit-learn.,86.0,34,True,2022-08-18 18:55:56,0.14.7,34.0,auto-sklearn,conda-forge/auto-sklearn,,,['sklearn'],319.0,319.0,https://pypi.org/project/auto-sklearn,35508.0,36070.0,https://anaconda.org/conda-forge/auto-sklearn,2022-02-18 18:13:43.553,9567.0,,,,,1.0,39.0,,,,,,,,,,,,,,
110,folium,python-visualization/folium,geospatial-data,,https://github.com/python-visualization/folium,https://github.com/python-visualization/folium,MIT,2013-05-09 04:21:35.000,2022-05-19 13:05:50.000000,2022-05-06 07:27:35,1528.0,,2087.0,174.0,673.0,207.0,732.0,5887.0,Python Data. Leaflet.js Maps.,129.0,34,True,2021-11-19 21:01:43,0.12.1.post1,22.0,folium,conda-forge/folium,,,,17947.0,17947.0,https://pypi.org/project/folium,799483.0,813808.0,https://anaconda.org/conda-forge/folium,2021-12-03 19:47:05.533,1117381.0,,,,,2.0,,,,,,,,,,,,,,,
111,Chainer,chainer/chainer,ml-frameworks,,https://github.com/chainer/chainer,https://github.com/chainer/chainer,MIT,2015-06-05 05:50:37.000,2022-08-19 09:12:07.000000,2022-06-29 08:16:52,30606.0,2.0,1322.0,290.0,6584.0,12.0,2030.0,5722.0,A flexible framework of neural networks for deep learning.,319.0,34,True,2022-06-29 08:19:03,7.8.1.post1,100.0,chainer,conda-forge/chainer,,,,2761.0,2761.0,https://pypi.org/project/chainer,26027.0,26347.0,https://anaconda.org/conda-forge/chainer,2022-01-21 17:09:00.786,9930.0,,,,,2.0,,,,,,,,,,,,,,,
112,speechbrain,speechbrain/speechbrain,audio,,https://github.com/speechbrain/speechbrain,https://github.com/speechbrain/speechbrain,Apache-2.0,2020-04-28 17:48:45.000,2022-09-14 20:51:16.000000,2022-09-14 08:43:39,6729.0,229.0,863.0,111.0,773.0,181.0,569.0,4558.0,A PyTorch-based Speech Toolkit.,175.0,34,True,2022-08-29 16:25:16,0.5.13,7.0,speechbrain,,,,['pytorch'],261.0,261.0,https://pypi.org/project/speechbrain,23331.0,23331.0,,,,,,,,1.0,,,,,,,,,,,,,,,
113,MLxtend,rasbt/mlxtend,sklearn-utils,,https://github.com/rasbt/mlxtend,https://github.com/rasbt/mlxtend,,2014-08-14 01:56:16.000,2022-09-14 02:49:10.000000,2022-09-14 02:49:10,1518.0,137.0,760.0,120.0,479.0,110.0,314.0,4066.0,A library of extension and helper modules for Pythons data analysis and machine learning libraries.,90.0,34,False,2022-05-27 02:02:36,0.20.0,25.0,mlxtend,conda-forge/mlxtend,,,['sklearn'],6773.0,6773.0,https://pypi.org/project/mlxtend,1380961.0,1384592.0,https://anaconda.org/conda-forge/mlxtend,2022-05-27 14:04:50.178,225133.0,,,,,1.0,,,,,,,,,,,,,,,
114,DeepChem,deepchem/deepchem,others,,https://github.com/deepchem/deepchem,https://github.com/deepchem/deepchem,MIT,2015-09-24 23:20:28.000,2022-09-15 14:29:45.000000,2022-09-15 14:29:44,7952.0,298.0,1323.0,152.0,1615.0,428.0,1022.0,3837.0,"Democratizing Deep-Learning for Drug Discovery, Quantum Chemistry, Materials Science and Biology.",201.0,34,True,2022-01-18 21:26:19,2.6.1,16.0,deepchem,conda-forge/deepchem,,,['tensorflow'],123.0,123.0,https://pypi.org/project/deepchem,8242.0,9595.0,https://anaconda.org/conda-forge/deepchem,2022-01-19 16:40:21.191,41947.0,,,,,1.0,,,,,,,,,,,,,,,
115,geopy,geopy/geopy,geospatial-data,,https://github.com/geopy/geopy,https://github.com/geopy/geopy,MIT,2010-03-04 22:05:28.000,2022-08-17 07:43:46.000000,2022-08-07 09:28:49,1090.0,9.0,578.0,96.0,253.0,19.0,238.0,3736.0,Geocoding library for Python.,128.0,34,True,2021-07-11 12:18:10,2.2.0,34.0,geopy,conda-forge/geopy,,,,42075.0,42075.0,https://pypi.org/project/geopy,4609626.0,4619918.0,https://anaconda.org/conda-forge/geopy,2021-07-12 18:34:05.605,802843.0,,,,,2.0,,,,,,,,,,,,,,,
116,MONAI,Project-MONAI/MONAI,medical-data,,https://github.com/Project-MONAI/MONAI,https://github.com/Project-MONAI/MONAI,Apache-2.0,2019-10-11 16:41:38.000,2022-09-15 13:37:50.000000,2022-09-15 13:37:50,2180.0,197.0,645.0,84.0,2365.0,197.0,1731.0,3329.0,AI Toolkit for Healthcare Imaging.,117.0,34,True,2022-07-25 18:28:21,0.9.1,12.0,monai,conda-forge/monai,,,['pytorch'],488.0,488.0,https://pypi.org/project/monai,47301.0,47790.0,https://anaconda.org/conda-forge/monai,2022-07-25 17:28:03.805,4404.0,,,,,1.0,,,,,,,,,,,,,,,
117,tensorflow-hub,tensorflow/hub,tensorflow-utils,,https://github.com/tensorflow/hub,https://github.com/tensorflow/hub,Apache-2.0,2018-03-12 07:55:42.000,2022-09-08 08:36:17.000000,2022-09-08 08:36:15,1089.0,23.0,1642.0,141.0,204.0,15.0,639.0,3184.0,A library for transfer learning by reusing parts of TensorFlow models.,95.0,34,True,2021-04-14 13:17:26,0.12.0,15.0,tensorflow-hub,conda-forge/tensorflow-hub,,,['tensorflow'],13155.0,13155.0,https://pypi.org/project/tensorflow-hub,3214383.0,3215714.0,https://anaconda.org/conda-forge/tensorflow-hub,2021-04-18 18:01:14.779,67904.0,,,,,1.0,,,,,,,,,,,,,,,
118,spark-nlp,JohnSnowLabs/spark-nlp,nlp,,https://github.com/JohnSnowLabs/spark-nlp,https://github.com/JohnSnowLabs/spark-nlp,Apache-2.0,2017-09-24 19:36:44.000,2022-09-15 12:21:33.000000,2022-09-14 17:53:02,25040.0,6806.0,578.0,92.0,11913.0,38.0,669.0,2911.0,State of the Art Natural Language Processing.,129.0,34,True,2022-08-24 15:35:49,4.1.0,100.0,spark-nlp,,,,['spark'],,,https://pypi.org/project/spark-nlp,2487396.0,2487396.0,,,,,,,,2.0,,,,,,,,,,,,,,,
119,category_encoders,scikit-learn-contrib/category_encoders,sklearn-utils,,https://github.com/scikit-learn-contrib/category_encoders,https://github.com/scikit-learn-contrib/category_encoders,BSD-3-Clause,2015-11-29 19:32:37.000,2022-09-06 18:54:54.000000,2022-09-06 18:54:54,818.0,24.0,358.0,40.0,116.0,59.0,191.0,2036.0,A library of sklearn compatible categorical variable encoders.,55.0,34,True,2022-06-02 14:44:54,2.5.0,15.0,category_encoders,conda-forge/category_encoders,,,['sklearn'],3890.0,3890.0,https://pypi.org/project/category_encoders,867949.0,870420.0,https://anaconda.org/conda-forge/category_encoders,2022-06-02 22:08:38.573,182905.0,,,,,1.0,,,,,,,,,,,,,,,
120,snakemake,snakemake/snakemake,ml-experiments,,https://github.com/snakemake/snakemake,https://github.com/snakemake/snakemake,MIT,2015-10-17 15:43:54.867,2022-09-15 14:09:02.000000,2022-09-09 15:34:17,4540.0,55.0,365.0,20.0,788.0,641.0,433.0,1479.0,"This is the development home of the workflow management system Snakemake. For general information, see.",260.0,34,True,2022-08-29 10:49:33,7.14.0,179.0,snakemake,bioconda/snakemake,,,,1204.0,1204.0,https://pypi.org/project/snakemake,63849.0,70139.0,https://anaconda.org/bioconda/snakemake,2022-08-30 01:14:40.981,522121.0,,,,,2.0,,,,,,,,,,,,,,,
121,PyVista,pyvista/pyvista,data-viz,,https://github.com/pyvista/pyvista,https://github.com/pyvista/pyvista,MIT,2017-05-31 18:01:42.000,2022-09-15 13:39:59.000000,2022-09-13 16:43:33,3009.0,222.0,279.0,31.0,1724.0,280.0,669.0,1446.0,3D plotting and mesh analysis through a streamlined interface for the Visualization Toolkit (VTK).,106.0,34,True,2022-08-01 19:01:23,0.36.1,47.0,pyvista,conda-forge/pyvista,,,['jupyter'],930.0,930.0,https://pypi.org/project/pyvista,53618.0,59155.0,https://anaconda.org/conda-forge/pyvista,2022-08-01 19:06:21.044,221060.0,,,,,2.0,657.0,,,,,,,,,,,,,,
122,ipyleaflet,jupyter-widgets/ipyleaflet,geospatial-data,,https://github.com/jupyter-widgets/ipyleaflet,https://github.com/jupyter-widgets/ipyleaflet,MIT,2014-05-07 16:32:10.000,2022-09-14 15:11:39.000000,2022-09-03 07:27:36,1131.0,52.0,324.0,61.0,546.0,186.0,317.0,1292.0,A Jupyter - Leaflet.js bridge.,80.0,34,True,2022-08-23 09:10:35,0.17.1,64.0,ipyleaflet,conda-forge/ipyleaflet,,,['jupyter'],2755.0,2755.0,https://pypi.org/project/ipyleaflet,119914.0,181704.0,https://anaconda.org/conda-forge/ipyleaflet,2022-08-23 09:37:45.585,883764.0,,,,,2.0,,,,,jupyter-leaflet,https://www.npmjs.com/package/jupyter-leaflet,50162.0,,,,,,,,
123,arviz,arviz-devs/arviz,interpretability,,https://github.com/arviz-devs/arviz,https://github.com/arviz-devs/arviz,Apache-2.0,2015-07-29 11:51:10.000,2022-09-14 15:45:49.000000,2022-09-14 15:19:50,1415.0,29.0,290.0,43.0,1345.0,163.0,597.0,1264.0,Exploratory analysis of Bayesian models with Python.,129.0,34,True,2022-05-13 16:05:00,0.12.1,26.0,arviz,conda-forge/arviz,,,,2755.0,2755.0,https://pypi.org/project/arviz,719129.0,740265.0,https://anaconda.org/conda-forge/arviz,2022-07-13 00:49:21.932,845363.0,,,,,1.0,113.0,,,,,,,,,,,,,,
124,NIPYPE,nipy/nipype,medical-data,,https://github.com/nipy/nipype,https://github.com/nipy/nipype,Apache-2.0,2010-07-22 17:06:49.000,2022-09-14 23:13:12.000000,2022-09-14 23:13:10,14605.0,41.0,462.0,51.0,2221.0,363.0,918.0,646.0,Workflows and interfaces for neuroimaging packages.,238.0,34,True,2022-09-01 22:11:24,1.8.4,44.0,nipype,conda-forge/nipype,,,,1062.0,1062.0,https://pypi.org/project/nipype,61949.0,68696.0,https://anaconda.org/conda-forge/nipype,2022-09-02 02:41:56.515,499337.0,,,,,1.0,,,,,,,,,,,,,,,
125,detectron2,facebookresearch/detectron2,image,,https://github.com/facebookresearch/detectron2,https://github.com/facebookresearch/detectron2,Apache-2.0,2019-09-05 21:30:20.000,2022-09-15 10:12:34.000000,2022-09-12 21:58:12,1392.0,17.0,5706.0,348.0,518.0,239.0,2871.0,22226.0,"Detectron2 is a platform for object detection, segmentation and other visual recognition tasks.",214.0,33,True,2021-11-15 22:08:26,0.6,10.0,detectron2,conda-forge/detectron2,,,['pytorch'],728.0,728.0,https://pypi.org/project/detectron2,,2988.0,https://anaconda.org/conda-forge/detectron2,2022-04-25 07:03:51.961,83687.0,,,,,2.0,,,,,,,,,,,,,,,
