,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,helm_id,npm_id,npm_url,npm_monthly_downloads,brew_id,apt_id,yum_id,updated_github_id,trending,maven_id,maven_url,snap_id,dnf_id,yay_id
203,spleeter,deezer/spleeter,audio,,https://github.com/deezer/spleeter,https://github.com/deezer/spleeter,MIT,2019-09-26 15:40:46.000,2023-02-20 00:23:32.000000,2022-11-25 10:25:05,496.0,,2371.0,374.0,110.0,167.0,549.0,21786.0,Deezer source separation library including pretrained models.,19.0,31,True,2021-09-03 09:59:00,2.3.0,10.0,spleeter,conda-forge/spleeter,,,['tensorflow'],463.0,463.0,https://pypi.org/project/spleeter,14013.0,68547.0,https://anaconda.org/conda-forge/spleeter,2020-06-30 14:33:43.220,73204.0,,,,,2.0,2160902.0,,,,,,,,,,,,,,
204,Magenta,magenta/magenta,audio,,https://github.com/magenta/magenta,https://github.com/magenta/magenta,Apache-2.0,2016-05-05 20:10:40.000,2023-01-18 21:45:23.000000,2023-01-18 21:45:16,1419.0,2.0,3584.0,779.0,1125.0,328.0,585.0,18254.0,Magenta: Music and Art Generation with Machine Intelligence.,155.0,31,True,2022-08-01 18:18:44,2.1.4,48.0,magenta,,,,['tensorflow'],407.0,407.0,https://pypi.org/project/magenta,7400.0,7400.0,,,,,,,,2.0,,,,,,,,,,,,,,,
205,Lime,marcotcr/lime,interpretability,,https://github.com/marcotcr/lime,https://github.com/marcotcr/lime,BSD-2-Clause,2016-03-15 22:18:10.000,2022-11-11 18:30:55.000000,2021-07-29 23:17:25,531.0,,1649.0,270.0,111.0,66.0,531.0,10453.0,Lime: Explaining the predictions of any machine learning classifier.,62.0,31,False,2020-04-03 22:05:03,0.2.0.0,18.0,lime,conda-forge/lime,,,,3289.0,3289.0,https://pypi.org/project/lime,385549.0,387509.0,https://anaconda.org/conda-forge/lime,2022-09-23 13:59:18.301,147006.0,,,,,2.0,,,,,,,,,,,,,,,
206,Qlib,microsoft/qlib,financial-data,,https://github.com/microsoft/qlib,https://github.com/microsoft/qlib,MIT,2020-08-14 06:46:00.000,2023-03-01 01:46:34.000000,2023-02-21 01:23:22,1901.0,26.0,1831.0,250.0,767.0,171.0,514.0,10402.0,"Qlib is an AI-oriented quantitative investment platform, which aims to realize the potential, empower the research,..",112.0,31,True,2023-01-29 10:54:52,0.9.1,17.0,pyqlib,,,,['pytorch'],41.0,41.0,https://pypi.org/project/pyqlib,7946.0,7957.0,,,,,,,,1.0,335.0,,,,,,,,,,,,,,
207,auto-sklearn,automl/auto-sklearn,hyperopt,,https://github.com/automl/auto-sklearn,https://github.com/automl/auto-sklearn,BSD-3-Clause,2015-07-02 15:38:10.000,2023-02-28 17:49:51.000000,2022-12-07 08:59:21,2758.0,1.0,1187.0,212.0,688.0,142.0,816.0,6768.0,Automated Machine Learning with scikit-learn.,88.0,31,True,2023-02-13 12:35:21,0.15.0,35.0,auto-sklearn,conda-forge/auto-sklearn,,,['sklearn'],409.0,409.0,https://pypi.org/project/auto-sklearn,36060.0,36668.0,https://anaconda.org/conda-forge/auto-sklearn,2022-09-21 23:06:55.991,14005.0,,,,,2.0,41.0,,,,,,,,,,,,,,
208,tensorpack,tensorpack/tensorpack,ml-frameworks,,https://github.com/tensorpack/tensorpack,https://github.com/tensorpack/tensorpack,Apache-2.0,2015-12-25 23:08:44.000,2022-12-28 06:22:25.000000,2022-11-26 10:13:22,2940.0,,1820.0,201.0,206.0,7.0,1343.0,6256.0,"A Neural Net Training Interface on TensorFlow, with focus on speed + flexibility.",58.0,31,True,2019-01-18 19:18:13,doc-v0.9.0.1,3.0,tensorpack,conda-forge/tensorpack,,,['tensorflow'],1203.0,1203.0,https://pypi.org/project/tensorpack,13543.0,14003.0,https://anaconda.org/conda-forge/tensorpack,2022-02-06 19:35:57.930,7802.0,,,,,3.0,147.0,,,,,,,,,,,,,,
209,deepface,serengil/deepface,image,,https://github.com/serengil/deepface,https://github.com/serengil/deepface,MIT,2020-02-08 20:42:28.000,2023-03-01 14:22:17.000000,2023-03-01 14:22:17,990.0,132.0,1192.0,98.0,61.0,3.0,624.0,5672.0,"A Lightweight Face Recognition and Facial Attribute Analysis (Age, Gender, Emotion and Race) Library for Python.",36.0,31,True,,,,deepface,,,,,1143.0,1143.0,https://pypi.org/project/deepface,91237.0,91237.0,,,,,,,,2.0,,,,,,,,,,,,,,,
210,Darts,unit8co/darts,time-series-data,,https://github.com/unit8co/darts,https://github.com/unit8co/darts,Apache-2.0,2018-09-13 15:17:28.000,2023-03-01 20:27:44.000000,2023-02-28 19:09:04,952.0,59.0,597.0,45.0,706.0,195.0,706.0,5473.0,A python library for user-friendly forecasting and anomaly detection on time series.,80.0,31,True,2023-01-12 12:46:39,0.23.1,34.0,u8darts,conda-forge/u8darts-all,unit8/darts,,,203.0,203.0,https://pypi.org/project/u8darts,13158.0,14290.0,https://anaconda.org/conda-forge/u8darts-all,2023-01-12 20:41:12.563,22538.0,https://hub.docker.com/r/unit8/darts,2023-01-12 12:58:48.377478,,377.0,2.0,,,,,,,,,,,,,,,
211,huey,coleifer/huey,data-pipelines,,https://github.com/coleifer/huey,https://github.com/coleifer/huey,MIT,2011-11-03 16:39:43.000,2023-02-24 14:13:15.000000,2023-02-24 14:12:58,956.0,8.0,355.0,83.0,166.0,,549.0,4389.0,a little task queue for python.,67.0,31,True,2023-02-09 14:36:55,2.4.5,47.0,huey,conda-forge/huey,,,,1142.0,1142.0,https://pypi.org/project/huey,77156.0,77645.0,https://anaconda.org/conda-forge/huey,2019-10-16 15:34:27.487,28898.0,,,,,2.0,,,,,,,,,,,,,,,
212,mlpack,mlpack/mlpack,ml-frameworks,,https://github.com/mlpack/mlpack,https://github.com/mlpack/mlpack,,2014-12-17 18:16:59.000,2023-03-01 18:14:55.000000,2023-02-28 22:00:39,28610.0,211.0,1458.0,182.0,1930.0,29.0,1476.0,4288.0,"mlpack: a fast, header-only C++ machine learning library.",299.0,31,False,2022-12-29 15:40:58,4.0.1,42.0,mlpack,conda-forge/mlpack,,,,,,https://pypi.org/project/mlpack,5121.0,7461.0,https://anaconda.org/conda-forge/mlpack,2022-12-30 21:56:55.663,131056.0,,,,,3.0,,,,,,,,,,,,,,,
213,Dedupe,dedupeio/dedupe,nlp,,https://github.com/dedupeio/dedupe,https://github.com/dedupeio/dedupe,MIT,2012-04-20 14:57:36.000,2023-02-17 16:35:10.000000,2023-02-17 16:34:52,3273.0,56.0,487.0,118.0,356.0,62.0,727.0,3654.0,"A python library for accurate and scalable fuzzy matching, record deduplication and entity-resolution.",69.0,31,True,,,12.0,dedupe,conda-forge/dedupe,,,,266.0,266.0,https://pypi.org/project/dedupe,131398.0,133012.0,https://anaconda.org/conda-forge/dedupe,2022-12-12 17:16:06.331,24220.0,,,,,2.0,,,,,,,,,,,,,,,
214,aim,aimhubio/aim,ml-experiments,,https://github.com/aimhubio/aim,https://github.com/aimhubio/aim,Apache-2.0,2019-05-31 18:25:07.000,2023-03-02 14:32:39.000000,2023-02-27 09:18:31,2031.0,59.0,195.0,37.0,1728.0,205.0,601.0,3199.0,Aim easy-to-use and performant open-source ML experiment tracker.,52.0,31,True,2023-02-27 09:35:11,3.16.1,48.0,aim,conda-forge/aim,,,,158.0,158.0,https://pypi.org/project/aim,42211.0,43363.0,https://anaconda.org/conda-forge/aim,2023-02-27 13:28:48.603,23050.0,,,,,2.0,,,,,,,,,,,,,,,
215,Core ML Tools,apple/coremltools,model-serialisation,,https://github.com/apple/coremltools,https://github.com/apple/coremltools,BSD-3-Clause,2017-06-30 07:39:02.000,2023-02-21 21:38:44.000000,2023-02-21 21:38:44,1021.0,18.0,459.0,114.0,677.0,191.0,918.0,3139.0,"Core ML tools contain supporting tools for Core ML model conversion, editing, and validation.",145.0,31,True,2023-02-03 21:01:06,6.2,31.0,coremltools,conda-forge/coremltools,,,,2882.0,2882.0,https://pypi.org/project/coremltools,117021.0,118603.0,https://anaconda.org/conda-forge/coremltools,2021-10-15 05:58:32.248,43273.0,,,,,2.0,5970.0,,,,,,,,,,,,,,
216,VisPy,vispy/vispy,data-viz,,https://github.com/vispy/vispy,https://github.com/vispy/vispy,,2013-03-21 18:43:22.000,2023-02-01 18:49:41.000000,2023-01-23 18:29:47,7154.0,30.0,592.0,119.0,1098.0,288.0,1067.0,3021.0,High-performance interactive 2D/3D data visualization library.,183.0,31,False,2022-11-14 11:36:33,0.12.1,31.0,vispy,conda-forge/vispy,,,['jupyter'],1044.0,1044.0,https://pypi.org/project/vispy,45231.0,50603.0,https://anaconda.org/conda-forge/vispy,2022-11-14 20:27:26.121,347761.0,,,,,2.0,,,vispy,https://www.npmjs.com/package/vispy,22.0,,,,,,,,,,
217,ImageHash,JohannesBuchner/imagehash,image,,https://github.com/JohannesBuchner/imagehash,https://github.com/JohannesBuchner/imagehash,BSD-2-Clause,2013-03-02 23:32:48.000,2023-02-07 11:44:22.000000,2023-02-07 11:44:22,319.0,8.0,316.0,62.0,68.0,6.0,114.0,2670.0,A Python Perceptual Image Hashing Module.,25.0,31,True,2021-03-25 13:49:48,4.1.0,7.0,ImageHash,conda-forge/imagehash,,,,8023.0,8023.0,https://pypi.org/project/ImageHash,1304381.0,1308127.0,https://anaconda.org/conda-forge/imagehash,2022-09-28 13:22:48.042,284735.0,,,,,2.0,,,,,,,,,,,,,,,
218,STUMPY,TDAmeritrade/stumpy,time-series-data,,https://github.com/TDAmeritrade/stumpy,https://github.com/TDAmeritrade/stumpy,BSD-3-Clause,2019-05-03 19:23:44.000,2023-03-02 10:05:25.000000,2023-02-16 23:44:19,1183.0,38.0,247.0,53.0,165.0,49.0,346.0,2558.0,STUMPY is a powerful and scalable Python library for modern time series analysis.,32.0,31,True,2022-03-31 21:21:50,1.11.1,25.0,stumpy,conda-forge/stumpy,,,,369.0,369.0,https://pypi.org/project/stumpy,199188.0,205268.0,https://anaconda.org/conda-forge/stumpy,2022-03-31 21:30:16.208,279718.0,,,,,2.0,,,,,,,,,,,,,,,
219,dtreeviz,parrt/dtreeviz,interpretability,,https://github.com/parrt/dtreeviz,https://github.com/parrt/dtreeviz,MIT,2018-08-13 21:45:15.000,2023-02-25 17:06:31.000000,2023-02-20 21:22:46,597.0,165.0,296.0,50.0,106.0,42.0,126.0,2433.0,A python library for decision tree visualization and model interpretation.,22.0,31,True,2023-02-20 21:24:36,2.2.0,35.0,dtreeviz,conda-forge/dtreeviz,,,,640.0,640.0,https://pypi.org/project/dtreeviz,90993.0,92291.0,https://anaconda.org/conda-forge/dtreeviz,2023-02-21 05:50:39.583,36355.0,,,,,2.0,,,,,,,,,,,,,,,
220,torchaudio,pytorch/audio,audio,,https://github.com/pytorch/audio,https://github.com/pytorch/audio,BSD-2-Clause,2017-05-05 00:38:05.000,2023-03-02 14:03:11.000000,2023-03-02 13:53:34,1919.0,165.0,502.0,72.0,2393.0,158.0,581.0,1999.0,"Data manipulation and transformation for audio signal processing, powered by PyTorch.",194.0,31,True,2022-12-15 23:57:49,0.13.1,22.0,torchaudio,,,,['pytorch'],,,https://pypi.org/project/torchaudio,620858.0,620858.0,,,,,,,,2.0,,,,,,,,,,,,,,,
221,TFX,tensorflow/tfx,data-pipelines,,https://github.com/tensorflow/tfx,https://github.com/tensorflow/tfx,Apache-2.0,2019-02-04 17:14:36.000,2023-03-02 07:15:33.000000,2023-03-02 07:11:31,4970.0,155.0,625.0,93.0,4929.0,132.0,690.0,1904.0,TFX is an end-to-end platform for deploying production ML pipelines.,166.0,31,True,2022-12-19 16:48:53,1.12.0,87.0,tfx,,,,['tensorflow'],,,https://pypi.org/project/tfx,609144.0,609144.0,,,,,,,,2.0,,,,,,,,,,,,,,,
222,TF Recommenders,tensorflow/recommenders,recommender-systems,,https://github.com/tensorflow/recommenders,https://github.com/tensorflow/recommenders,Apache-2.0,2020-06-26 21:38:01.000,2023-02-23 12:16:57.000000,2023-02-14 04:50:52,353.0,15.0,229.0,49.0,294.0,183.0,169.0,1527.0,TensorFlow Recommenders is a library for building recommender system models using TensorFlow.,41.0,31,True,2023-02-03 02:08:24,0.7.3,16.0,tensorflow-recommenders,,,,['tensorflow'],195.0,195.0,https://pypi.org/project/tensorflow-recommenders,397823.0,397823.0,,,,,,,,1.0,,,,,,,,,,,,,,,
223,ipyleaflet,jupyter-widgets/ipyleaflet,geospatial-data,,https://github.com/jupyter-widgets/ipyleaflet,https://github.com/jupyter-widgets/ipyleaflet,MIT,2014-05-07 16:32:10.000,2023-02-10 13:49:02.000000,2023-02-10 13:49:02,1145.0,1.0,326.0,61.0,560.0,212.0,332.0,1332.0,A Jupyter - Leaflet.js bridge.,82.0,31,True,2022-10-19 07:57:17,0.17.2,65.0,ipyleaflet,conda-forge/ipyleaflet,,,['jupyter'],3784.0,3784.0,https://pypi.org/project/ipyleaflet,167316.0,236691.0,https://anaconda.org/conda-forge/ipyleaflet,2022-10-19 12:34:41.863,965683.0,,,,,2.0,,,jupyter-leaflet,https://www.npmjs.com/package/jupyter-leaflet,57599.0,,,,,,,,,,
224,pmdarima,alkaline-ml/pmdarima,time-series-data,,https://github.com/alkaline-ml/pmdarima,https://github.com/alkaline-ml/pmdarima,MIT,2017-03-30 14:58:30.000,2022-12-20 22:34:59.000000,2022-12-20 22:29:43,1068.0,2.0,218.0,36.0,236.0,37.0,265.0,1327.0,"A statistical library designed to fill the void in Pythons time series analysis capabilities, including the equivalent..",22.0,31,True,2022-11-28 13:45:04,2.0.2,42.0,pmdarima,conda-forge/pmdarima,,,,4721.0,4721.0,https://pypi.org/project/pmdarima,1879514.0,1890207.0,https://anaconda.org/conda-forge/pmdarima,2022-11-30 20:17:51.334,310106.0,,,,,2.0,,,,,,,,,,,,,,,
225,pingouin,raphaelvallat/pingouin,probabilistics,,https://github.com/raphaelvallat/pingouin,https://github.com/raphaelvallat/pingouin,GPL-3.0,2018-04-01 01:10:22.000,2023-03-01 09:37:57.000000,2023-02-22 21:12:48,1218.0,14.0,121.0,30.0,86.0,35.0,212.0,1284.0,Statistical package in Python based on Pandas.,40.0,31,False,2022-12-29 22:57:18,0.5.3,38.0,pingouin,conda-forge/pingouin,,,,985.0,985.0,https://pypi.org/project/pingouin,70752.0,72432.0,https://anaconda.org/conda-forge/pingouin,2022-12-30 03:59:42.755,85698.0,,,,,2.0,,,,,,,,,,,,,,,
226,agate,wireservice/agate,others,,https://github.com/wireservice/agate,https://github.com/wireservice/agate,MIT,2014-04-25 13:59:09.000,2023-03-01 07:56:28.000000,2023-01-12 06:10:52,1485.0,17.0,142.0,41.0,130.0,9.0,633.0,1122.0,A Python data analysis library that is optimized for humans instead of machines.,51.0,31,True,,,7.0,agate,conda-forge/agate,,,,1517.0,1517.0,https://pypi.org/project/agate,2569591.0,2571207.0,https://anaconda.org/conda-forge/agate,2023-01-05 00:05:13.909,118015.0,,,,,2.0,,,,,,,,,,,,,,,
227,pyjanitor,pyjanitor-devs/pyjanitor,others,,https://github.com/pyjanitor-devs/pyjanitor,https://github.com/pyjanitor-devs/pyjanitor,MIT,2018-03-04 22:43:33.000,2023-03-02 06:04:21.000000,2023-02-19 17:41:46,1462.0,10.0,157.0,21.0,720.0,109.0,417.0,1115.0,Clean APIs for data cleaning. Python implementation of R package Janitor.,106.0,31,True,2022-11-12 20:42:09,0.24.0,51.0,pyjanitor,conda-forge/pyjanitor,,,,330.0,330.0,https://pypi.org/project/pyjanitor,36780.0,39381.0,https://anaconda.org/conda-forge/pyjanitor,2022-10-17 18:30:36.327,156115.0,,,,,2.0,,,,,,,,,,,,,,,
228,petl,petl-developers/petl,data-pipelines,,https://github.com/petl-developers/petl,https://github.com/petl-developers/petl,MIT,2011-08-19 09:51:03.000,2022-11-23 22:16:41.153000,2022-11-23 19:30:21,1274.0,,176.0,51.0,195.0,76.0,370.0,1098.0,Python Extract Transform and Load Tables of Data.,58.0,31,True,2022-11-23 18:32:16,1.7.12,44.0,petl,conda-forge/petl,,http://petl.readthedocs.org,,3298.0,3298.0,https://pypi.org/project/petl,341659.0,343741.0,https://anaconda.org/conda-forge/petl,2022-11-23 22:16:41.153,162455.0,,,,,2.0,,,,,,,,,,,,,,,
229,tensorflow-upstream,ROCmSoftwarePlatform/tensorflow-upstream,ml-frameworks,,https://github.com/ROCmSoftwarePlatform/tensorflow-upstream,https://github.com/ROCmSoftwarePlatform/tensorflow-upstream,Apache-2.0,2018-04-09 21:24:50.000,2023-03-01 17:22:29.000000,2023-03-01 17:22:28,147811.0,4243.0,74.0,50.0,1673.0,62.0,274.0,629.0,TensorFlow ROCm port.,4311.0,31,True,2019-10-11 17:16:09,2.0.0-rocm,2.0,tensorflow-rocm,,,,['tensorflow'],,,https://pypi.org/project/tensorflow-rocm,1756.0,1756.0,,,,,,,,3.0,21.0,,,,,,,,,,,,,,
230,python-soundfile,bastibe/python-soundfile,audio,,https://github.com/bastibe/python-soundfile,https://github.com/bastibe/python-soundfile,BSD-3-Clause,2013-08-27 13:36:52.000,2023-02-24 10:30:39.000000,2023-02-24 10:30:39,548.0,23.0,83.0,17.0,182.0,72.0,117.0,523.0,"SoundFile is an audio library based on libsndfile, CFFI, and NumPy.",30.0,31,True,2023-02-15 15:39:02,0.12.1,15.0,soundfile,anaconda/pysoundfile,,,,18266.0,18266.0,https://pypi.org/project/soundfile,1230004.0,1230123.0,https://anaconda.org/anaconda/pysoundfile,,,,,,,2.0,12990.0,,,,,,,,,7.0,,,,,
231,glfw,glfw/glfw,image,,https://github.com/glfw/glfw,https://github.com/glfw/glfw,Zlib,2013-04-18 15:24:53.000,2023-03-02 12:56:58.000000,2023-01-26 17:41:46,4610.0,4.0,3748.0,386.0,609.0,455.0,1211.0,10276.0,"A multi-platform library for OpenGL, OpenGL ES, Vulkan, window and input.",186.0,30,False,2022-07-22 13:50:50,3.3.8,19.0,glfw,conda-forge/glfw,,,,,,https://pypi.org/project/glfw,98105.0,132764.0,https://anaconda.org/conda-forge/glfw,2022-07-23 14:48:23.443,100063.0,,,,,2.0,3131235.0,,,,,,,,,,,,,,
232,TFlearn,tflearn/tflearn,ml-frameworks,,https://github.com/tflearn/tflearn,https://github.com/tflearn/tflearn,,2016-03-31 12:05:53.000,2021-01-25 09:41:59.000000,2020-11-30 04:34:51,613.0,,2318.0,463.0,255.0,551.0,362.0,9585.0,Deep learning library featuring a higher-level API for TensorFlow.,128.0,30,False,2020-11-11 19:26:11,0.5.0,8.0,tflearn,,,,['tensorflow'],4326.0,4326.0,https://pypi.org/project/tflearn,16681.0,16681.0,,,,,,,,3.0,,,,,,,,,,,,,,,
233,OCRmyPDF,ocrmypdf/OCRmyPDF,ocr,,https://github.com/ocrmypdf/OCRmyPDF,https://github.com/ocrmypdf/OCRmyPDF,MPL-2.0,2013-12-20 08:26:28.000,2023-02-24 14:10:30.678000,2023-02-15 20:00:26,3372.0,22.0,657.0,130.0,138.0,105.0,832.0,8339.0,"OCRmyPDF adds an OCR text layer to scanned PDF files, allowing them to be searched.",79.0,30,True,2016-02-17 09:22:48,4.0,43.0,ocrmypdf,conda-forge/ocrmypdf,,,,481.0,481.0,https://pypi.org/project/ocrmypdf,25311.0,26854.0,https://anaconda.org/conda-forge/ocrmypdf,2023-02-24 14:10:30.678,38599.0,,,,,2.0,,,,,,ocrmypdf,ocrmypdf,,,,,,,,
234,Facets Overview,pair-code/facets,data-viz,,https://github.com/PAIR-code/facets,https://github.com/PAIR-code/facets,Apache-2.0,2017-07-07 14:03:03.000,2023-02-18 14:13:46.000000,2023-02-18 14:13:42,274.0,10.0,862.0,271.0,97.0,78.0,80.0,7082.0,Visualizations for machine learning datasets.,30.0,30,True,2019-07-01 16:35:20,1.0.0,4.0,facets-overview,,,,['jupyter'],168.0,168.0,https://pypi.org/project/facets-overview,577365.0,577365.0,,,,,,,,2.0,,,,,,,,,,,,,,,
235,Hyperopt,hyperopt/hyperopt,hyperopt,,https://github.com/hyperopt/hyperopt,https://github.com/hyperopt/hyperopt,,2011-09-06 22:24:59.000,2023-02-06 14:10:33.000000,2021-11-29 10:21:36,1194.0,,879.0,126.0,261.0,375.0,243.0,6607.0,Distributed Asynchronous Hyperparameter Optimization in Python.,93.0,30,False,,,7.0,hyperopt,conda-forge/hyperopt,,,,9316.0,9316.0,https://pypi.org/project/hyperopt,1774244.0,1786487.0,https://anaconda.org/conda-forge/hyperopt,2022-04-30 16:43:00.797,661129.0,,,,,2.0,,,,,,,,,,,,,,,
236,DeepPavlov,deepmipt/DeepPavlov,nlp,,https://github.com/deeppavlov/DeepPavlov,https://github.com/deeppavlov/DeepPavlov,Apache-2.0,2017-11-17 14:35:29.000,2023-03-02 11:49:07.000000,2023-02-17 09:31:28,2671.0,8.0,1073.0,209.0,1004.0,55.0,569.0,6053.0,An open source library for deep learning end-to-end dialog systems and chatbots.,73.0,30,True,2023-02-17 09:43:09,1.1.0,57.0,deeppavlov,,,,['tensorflow'],325.0,325.0,https://pypi.org/project/deeppavlov,7849.0,7849.0,,,,,,,,2.0,,,,,,,,,deeppavlov/DeepPavlov,,,,,,
237,triton,openai/triton,model-serialisation,,https://github.com/openai/triton,https://github.com/openai/triton,MIT,2014-08-30 17:07:16.000,2023-03-02 12:11:38.000000,2023-03-02 07:45:03,714.0,133.0,475.0,120.0,777.0,121.0,315.0,5538.0,Development repository for the Triton language and compiler.,83.0,30,True,,,,triton,,,,,328.0,328.0,https://pypi.org/project/triton,472707.0,472707.0,,,,,,,,2.0,,,,,,,,,,,,,,,
238,cleanlab,cleanlab/cleanlab,others,,https://github.com/cleanlab/cleanlab,https://github.com/cleanlab/cleanlab,AGPL-3.0,2018-05-11 01:55:21.000,2023-03-02 01:11:05.000000,2023-03-01 23:35:53,1241.0,73.0,439.0,70.0,409.0,51.0,154.0,5387.0,"The standard data-centric AI package for data quality and machine learning with messy, real-world data and labels.",29.0,30,False,2023-03-01 09:08:04,2.3.0,7.0,cleanlab,conda-forge/cleanlab,,,,100.0,100.0,https://pypi.org/project/cleanlab,14469.0,14778.0,https://anaconda.org/conda-forge/cleanlab,2022-11-28 21:19:04.246,10818.0,,,,,2.0,,,,,,,,,,,,,,,
239,cuDF,rapidsai/cudf,gpu-utilities,,https://github.com/rapidsai/cudf,https://github.com/rapidsai/cudf,Apache-2.0,2017-05-07 03:43:37.000,2023-03-02 07:32:51.000000,2023-03-01 23:32:54,36284.0,289.0,665.0,137.0,7632.0,730.0,4484.0,5366.0,cuDF - GPU DataFrame Library.,259.0,30,True,2023-02-09 16:14:34,23.02.00,34.0,cudf,,,,,,,https://pypi.org/project/cudf,1804.0,1804.0,,,,,,,,1.0,,,,,,,,,,,,,,,
240,skorch,skorch-dev/skorch,ml-frameworks,,https://github.com/skorch-dev/skorch,https://github.com/skorch-dev/skorch,BSD-3-Clause,2017-07-18 00:13:54.000,2023-03-02 05:53:03.000000,2023-02-13 13:01:38,1032.0,6.0,327.0,82.0,473.0,50.0,411.0,5049.0,A scikit-learn compatible neural network library that wraps PyTorch.,54.0,30,True,2022-11-18 12:42:50,0.12.1,12.0,skorch,conda-forge/skorch,,,"['pytorch', 'sklearn']",779.0,779.0,https://pypi.org/project/skorch,55795.0,69083.0,https://anaconda.org/conda-forge/skorch,2021-11-30 10:48:50.965,717601.0,,,,,3.0,,,,,,,,,,,,,,,
241,DEAP,deap/deap,distributed-ml,,https://github.com/DEAP/deap,https://github.com/DEAP/deap,LGPL-3.0,2014-05-21 20:07:39.000,2023-02-09 10:52:46.000000,2023-02-05 17:30:02,2235.0,6.0,1016.0,194.0,206.0,213.0,267.0,5002.0,Distributed Evolutionary Algorithms in Python.,79.0,30,False,,,5.0,deap,conda-forge/deap,,,,3330.0,3330.0,https://pypi.org/project/deap,167818.0,170987.0,https://anaconda.org/conda-forge/deap,2022-10-29 13:22:14.841,256721.0,,,,,2.0,,,,,,,,,,,,,,,
242,pyfolio,quantopian/pyfolio,financial-data,,https://github.com/quantopian/pyfolio,https://github.com/quantopian/pyfolio,Apache-2.0,2015-06-01 15:31:39.000,2023-01-12 17:12:11.000000,2020-07-15 13:46:58,1184.0,,1453.0,306.0,292.0,140.0,265.0,4843.0,Portfolio and risk analytics in Python.,56.0,30,False,2019-04-15 11:38:22,0.9.2,8.0,pyfolio,conda-forge/pyfolio,,,,690.0,690.0,https://pypi.org/project/pyfolio,7654.0,7832.0,https://anaconda.org/conda-forge/pyfolio,2020-05-16 14:11:57.267,10865.0,,,,,2.0,,,,,,,,,,,,,,,
243,imutils,PyImageSearch/imutils,image,,https://github.com/PyImageSearch/imutils,https://github.com/PyImageSearch/imutils,MIT,2015-01-11 20:05:39.000,2023-01-18 13:25:06.000000,2022-01-27 13:24:16,139.0,,1004.0,153.0,112.0,90.0,78.0,4307.0,"A series of convenience functions to make basic image processing operations such as translation, rotation, resizing,..",21.0,30,False,,,3.0,imutils,conda-forge/imutils,,,,31741.0,31741.0,https://pypi.org/project/imutils,381182.0,383920.0,https://anaconda.org/conda-forge/imutils,2022-11-06 01:39:14.437,123230.0,,,,,2.0,,,,,,,,,,,,,,,
244,Ignite,pytorch/ignite,ml-frameworks,,https://github.com/pytorch/ignite,https://github.com/pytorch/ignite,BSD-3-Clause,2017-11-23 17:31:21.000,2023-03-01 04:27:46.000000,2023-02-27 20:33:25,1548.0,55.0,568.0,59.0,1678.0,112.0,1061.0,4212.0,High-level library to help with training and evaluating neural networks in PyTorch flexibly and transparently.,188.0,30,True,2023-02-18 01:34:47,0.4.11,22.0,pytorch-ignite,pytorch/ignite,,,['pytorch'],,,https://pypi.org/project/pytorch-ignite,89370.0,91624.0,https://anaconda.org/pytorch/ignite,2023-02-18 01:37:11.804,128483.0,,,,,3.0,,,,,,,,,,,,,,,
245,D-Tale,man-group/dtale,data-viz,,https://github.com/man-group/dtale,https://github.com/man-group/dtale,LGPL-2.1,2019-07-15 09:34:48.000,2023-02-28 00:06:39.000000,2023-02-22 19:50:56,667.0,36.0,325.0,68.0,236.0,38.0,459.0,3902.0,Visualizer for pandas data structures.,29.0,30,True,2023-02-22 20:18:43,2.12.3,121.0,dtale,conda-forge/dtale,,,"['pandas', 'jupyter']",636.0,636.0,https://pypi.org/project/dtale,156974.0,162181.0,https://anaconda.org/conda-forge/dtale,2023-02-22 20:52:45.205,192689.0,,,,,2.0,,,,,,,,,,,,,,,
246,AzureML SDK,Azure/MachineLearningNotebooks,ml-experiments,,https://github.com/Azure/MachineLearningNotebooks,https://github.com/Azure/MachineLearningNotebooks,MIT,2018-08-17 17:29:14.000,2023-02-14 05:22:05.000000,2023-02-14 05:22:05,1261.0,12.0,2257.0,2011.0,514.0,315.0,1052.0,3632.0,Python notebooks with ML and deep learning examples with Azure Machine Learning Python SDK | Microsoft.,61.0,30,True,2019-08-29 17:25:28,80469,28.0,azureml-sdk,,,,,,,https://pypi.org/project/azureml-sdk,1379987.0,1379996.0,,,,,,,,2.0,482.0,,,,,,,,,,,,,,
