,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,helm_id,trending,npm_id,npm_url,npm_monthly_downloads,updated_github_id,brew_id,apt_id,yum_id,maven_id,maven_url,snap_id,dnf_id,yay_id
156,tensorboardX,lanpa/tensorboardX,ml-experiments,,https://github.com/lanpa/tensorboardX,https://github.com/lanpa/tensorboardX,MIT,2017-06-13 13:54:19.000,2023-08-06 17:48:44.000000,2023-08-06 17:48:44,524.0,16.0,859.0,86.0,270.0,73.0,373.0,7661.0,"tensorboard for pytorch (and chainer, mxnet, numpy, ...).",81.0,33,True,2022-06-05 10:13:32,2.5,16.0,tensorboardX,conda-forge/tensorboardx,,,,33163.0,33163.0,https://pypi.org/project/tensorboardX,2416608.0,2445958.0,https://anaconda.org/conda-forge/tensorboardx,2023-07-30 23:09:19.892,1085774.0,,,,,2.0,398.0,,,,,,,,,,,,,,
157,PaddleSeg,PaddlePaddle/PaddleSeg,image,,https://github.com/PaddlePaddle/PaddleSeg,https://github.com/PaddlePaddle/PaddleSeg,Apache-2.0,2019-08-26 02:32:22.000,2023-08-10 09:52:28.000000,2023-08-09 12:08:48,2839.0,11.0,1528.0,87.0,1584.0,294.0,1557.0,7443.0,"Easy-to-use image segmentation library with awesome pre-trained model zoo, supporting wide-range of practical tasks in..",112.0,33,True,2023-04-11 13:27:26,2.8.0,18.0,paddleseg,,,,['paddle'],979.0,979.0,https://pypi.org/project/paddleseg,2276.0,2276.0,,,,,,,,2.0,,,,,,,,,,,,,,,
158,Tokenizers,huggingface/tokenizers,nlp,,https://github.com/huggingface/tokenizers,https://github.com/huggingface/tokenizers,Apache-2.0,2019-11-01 17:52:20.000,2023-08-09 10:48:30.000000,2023-08-07 13:15:10,1685.0,24.0,601.0,117.0,509.0,240.0,562.0,7387.0,Fast State-of-the-Art Tokenizers optimized for Research and Production.,76.0,33,True,2023-04-05 08:02:19,0.13.3,73.0,tokenizers,conda-forge/tokenizers,,,,68.0,68.0,https://pypi.org/project/tokenizers,11053173.0,11085351.0,https://anaconda.org/conda-forge/tokenizers,2023-06-16 19:20:53.569,1190595.0,,,,,2.0,27.0,,,,,,,,,,,,,,
159,PyOD,yzhao062/pyod,others,,https://github.com/yzhao062/pyod,https://github.com/yzhao062/pyod,BSD-2-Clause,2017-10-03 20:29:04.000,2023-07-19 11:57:07.000000,2023-07-16 10:19:01,1688.0,8.0,1258.0,147.0,200.0,163.0,143.0,7298.0,A Comprehensive and Scalable Python Library for Outlier Detection (Anomaly Detection).,48.0,33,True,2023-06-25 06:09:29,1.1.0,36.0,pyod,conda-forge/pyod,,,,2636.0,2636.0,https://pypi.org/project/pyod,574958.0,576937.0,https://anaconda.org/conda-forge/pyod,2023-06-26 04:46:35.290,77215.0,,,,,1.0,,,,,,,,,,,,,,,
160,Bayesian Optimization,fmfn/BayesianOptimization,hyperopt,,https://github.com/bayesian-optimization/BayesianOptimization,https://github.com/bayesian-optimization/BayesianOptimization,MIT,2014-06-06 08:18:56.000,2023-08-10 12:17:31.000000,2023-07-14 06:46:40,354.0,10.0,1397.0,133.0,122.0,12.0,305.0,6938.0,A Python implementation of global optimization with gaussian processes.,41.0,33,True,2023-04-25 21:59:23,1.4.3,13.0,bayesian-optimization,,,,,2017.0,2017.0,https://pypi.org/project/bayesian-optimization,202231.0,202232.0,,,,,,,,1.0,133.0,,,,,,bayesian-optimization/BayesianOptimization,,,,,,,,
161,Metaflow,Netflix/metaflow,ml-experiments,,https://github.com/Netflix/metaflow,https://github.com/Netflix/metaflow,Apache-2.0,2019-09-17 17:48:25.000,2023-08-09 00:08:34.000000,2023-08-09 00:08:33,743.0,59.0,610.0,268.0,952.0,233.0,308.0,6901.0,Build and manage real-life data science projects with ease!.,72.0,33,True,2023-07-17 14:03:16,2.9.11,91.0,metaflow,conda-forge/metaflow,,,,503.0,503.0,https://pypi.org/project/metaflow,136114.0,139962.0,https://anaconda.org/conda-forge/metaflow,2023-07-19 20:43:51.522,142386.0,,,,,2.0,,,,,,,,,,,,,,,
162,PML,KevinMusgrave/pytorch-metric-learning,pytorch-utils,,https://github.com/KevinMusgrave/pytorch-metric-learning,https://github.com/KevinMusgrave/pytorch-metric-learning,MIT,2019-10-23 17:20:35.000,2023-07-25 15:01:13.000000,2023-07-25 15:00:08,1165.0,52.0,612.0,66.0,122.0,46.0,419.0,5377.0,"The easiest way to use deep metric learning in your application. Modular, flexible, and extensible. Written in PyTorch.",38.0,33,True,2023-07-25 15:01:13,2.3.0,54.0,pytorch-metric-learning,metric-learning/pytorch-metric-learning,,,['pytorch'],836.0,836.0,https://pypi.org/project/pytorch-metric-learning,260012.0,260258.0,https://anaconda.org/metric-learning/pytorch-metric-learning,2023-06-16 19:17:36.446,10602.0,,,,,1.0,,,,,,,,,,,,,,,
163,ClearML,allegroai/clearml,ml-experiments,,https://github.com/allegroai/clearml,https://github.com/allegroai/clearml,Apache-2.0,2019-06-10 08:18:32.000,2023-08-04 16:59:46.000000,2023-08-04 16:54:55,2176.0,75.0,582.0,86.0,226.0,357.0,494.0,4610.0,"ClearML - Auto-Magical CI/CD to streamline your ML workflow. Experiment Manager, MLOps and Data-Management.",84.0,33,True,2023-08-01 09:19:47,1.12.1,86.0,clearml,,allegroai/trains,,,666.0,666.0,https://pypi.org/project/clearml,212046.0,212677.0,,,,https://hub.docker.com/r/allegroai/trains,2020-10-05 10:16:46.865671,,30180.0,2.0,1408.0,,,,,,,,,,,,,,
164,MLxtend,rasbt/mlxtend,sklearn-utils,,https://github.com/rasbt/mlxtend,https://github.com/rasbt/mlxtend,,2014-08-14 01:56:16.000,2023-08-03 18:16:40.000000,2023-07-14 23:18:16,1628.0,27.0,805.0,117.0,513.0,118.0,335.0,4482.0,A library of extension and helper modules for Pythons data analysis and machine learning libraries.,99.0,33,False,2023-04-02 18:57:58,0.22.0,27.0,mlxtend,conda-forge/mlxtend,,,['sklearn'],10102.0,10102.0,https://pypi.org/project/mlxtend,750637.0,754527.0,https://anaconda.org/conda-forge/mlxtend,2023-06-16 13:24:16.113,283974.0,,,,,1.0,,,,,,,,,,,,,,,
165,aim,aimhubio/aim,ml-experiments,,https://github.com/aimhubio/aim,https://github.com/aimhubio/aim,Apache-2.0,2019-05-31 18:25:07.000,2023-08-09 20:01:59.000000,2023-08-04 12:42:12,2385.0,143.0,243.0,45.0,2011.0,280.0,636.0,4094.0,"Aim An easy-to-use & supercharged open-source AI metadata tracker (experiment tracking, AI agents tracing).",64.0,33,True,2023-06-02 08:59:51,3.17.5,55.0,aim,conda-forge/aim,,,,287.0,287.0,https://pypi.org/project/aim,95719.0,97188.0,https://anaconda.org/conda-forge/aim,2023-06-16 19:26:46.894,36725.0,,,,,2.0,,,,,,,,,,,,,,,
166,tensorflow-probability,tensorflow/probability,probabilistics,,https://github.com/tensorflow/probability,https://github.com/tensorflow/probability,Apache-2.0,2017-10-23 23:50:54.000,2023-08-08 19:23:08.000000,2023-08-08 19:23:06,11936.0,54.0,1017.0,168.0,450.0,569.0,724.0,3950.0,Probabilistic reasoning and statistical analysis in TensorFlow.,480.0,33,True,2023-08-04 17:50:20,0.21.0,47.0,tensorflow-probability,conda-forge/tensorflow-probability,,,['tensorflow'],,,https://pypi.org/project/tensorflow-probability,1322507.0,1326161.0,https://anaconda.org/conda-forge/tensorflow-probability,2023-07-23 10:45:53.935,109645.0,,,,,1.0,,,,,,,,,,,,,,,
167,ART,Trusted-AI/adversarial-robustness-toolbox,adversarial,,https://github.com/Trusted-AI/adversarial-robustness-toolbox,https://github.com/Trusted-AI/adversarial-robustness-toolbox,MIT,2018-03-15 14:40:43.000,2023-08-10 13:15:28.000000,2023-08-03 21:17:25,11628.0,168.0,1002.0,97.0,1220.0,104.0,715.0,3870.0,"Adversarial Robustness Toolbox (ART) - Python Library for Machine Learning Security - Evasion, Poisoning, Extraction,..",130.0,33,True,2023-06-30 22:18:12,1.15.0,51.0,adversarial-robustness-toolbox,conda-forge/adversarial-robustness-toolbox,,,,403.0,403.0,https://pypi.org/project/adversarial-robustness-toolbox,45020.0,45839.0,https://anaconda.org/conda-forge/adversarial-robustness-toolbox,2023-07-01 02:28:37.959,30319.0,,,,,1.0,,,,,,,,,,,,,,,
168,VisPy,vispy/vispy,data-viz,,https://github.com/vispy/vispy,https://github.com/vispy/vispy,,2013-03-21 18:43:22.000,2023-07-27 06:37:09.000000,2023-07-17 15:51:35,7263.0,48.0,591.0,118.0,1126.0,294.0,1093.0,3098.0,High-performance interactive 2D/3D data visualization library.,187.0,33,False,2023-05-17 15:53:12,0.13.0,33.0,vispy,conda-forge/vispy,,,['jupyter'],1212.0,1212.0,https://pypi.org/project/vispy,79882.0,85854.0,https://anaconda.org/conda-forge/vispy,2023-06-16 13:22:11.969,417279.0,,,,,2.0,,,,vispy,https://www.npmjs.com/package/vispy,11.0,,,,,,,,,
169,datashader,holoviz/datashader,data-viz,,https://github.com/holoviz/datashader,https://github.com/holoviz/datashader,BSD-3-Clause,2015-12-23 18:02:20.000,2023-08-08 08:38:05.000000,2023-08-08 08:38:05,1458.0,42.0,352.0,94.0,701.0,124.0,431.0,3043.0,Quickly and accurately render even the largest data.,53.0,33,True,2023-07-05 19:35:53,0.15.1,31.0,datashader,conda-forge/datashader,,,,2734.0,2734.0,https://pypi.org/project/datashader,72409.0,88814.0,https://anaconda.org/conda-forge/datashader,2023-07-06 09:20:40.941,639812.0,,,,,2.0,,,,,,,,,,,,,,,
170,BoTorch,pytorch/botorch,hyperopt,,https://github.com/pytorch/botorch,https://github.com/pytorch/botorch,MIT,2018-07-30 23:59:57.000,2023-08-10 12:07:07.000000,2023-08-09 22:31:49,1635.0,100.0,319.0,52.0,1366.0,48.0,365.0,2704.0,Bayesian optimization in PyTorch.,98.0,33,True,2023-08-02 01:09:14,0.9.1,37.0,botorch,conda-forge/botorch,,,['pytorch'],626.0,626.0,https://pypi.org/project/botorch,186160.0,188352.0,https://anaconda.org/conda-forge/botorch,2023-06-16 19:21:08.624,78947.0,,,,,1.0,,,,,,,,,,,,,,,
171,scikit-optimize,scikit-optimize/scikit-optimize,hyperopt,,https://github.com/scikit-optimize/scikit-optimize,https://github.com/scikit-optimize/scikit-optimize,BSD-3-Clause,2016-03-20 21:10:54.000,2023-07-23 16:37:56.000000,2021-10-12 13:32:38,1570.0,,480.0,64.0,530.0,245.0,391.0,2641.0,Sequential model-based optimization with a `scipy.optimize` interface.,76.0,33,False,2021-10-12 15:33:19,0.9.0,23.0,scikit-optimize,conda-forge/scikit-optimize,,,,4607.0,4607.0,https://pypi.org/project/scikit-optimize,560966.0,569998.0,https://anaconda.org/conda-forge/scikit-optimize,2023-06-16 13:23:01.487,659371.0,,,,,1.0,,,,,,,,,,,,,,,
172,tslearn,tslearn-team/tslearn,time-series-data,,https://github.com/tslearn-team/tslearn,https://github.com/tslearn-team/tslearn,BSD-2-Clause,2017-05-04 13:08:13.000,2023-07-24 09:55:51.000000,2023-07-18 10:18:05,1614.0,12.0,310.0,59.0,165.0,107.0,190.0,2561.0,A machine learning toolkit dedicated to time-series data.,43.0,33,True,2023-07-05 12:11:29,0.6.1,23.0,tslearn,conda-forge/tslearn,,,['sklearn'],917.0,917.0,https://pypi.org/project/tslearn,258408.0,287451.0,https://anaconda.org/conda-forge/tslearn,2023-07-05 17:51:11.053,1103649.0,,,,,1.0,,,,,,,,,,,,,,,
173,hdbscan,scikit-learn-contrib/hdbscan,others,,https://github.com/scikit-learn-contrib/hdbscan,https://github.com/scikit-learn-contrib/hdbscan,BSD-3-Clause,2015-04-22 13:32:37.000,2023-08-03 16:13:47.436000,2023-07-21 20:18:10,985.0,20.0,428.0,55.0,130.0,316.0,163.0,2503.0,A high performance implementation of HDBSCAN clustering.,84.0,33,True,2023-07-18 17:50:51,0.8.33,46.0,hdbscan,conda-forge/hdbscan,,,['sklearn'],2491.0,2491.0,https://pypi.org/project/hdbscan,553813.0,602356.0,https://anaconda.org/conda-forge/hdbscan,2023-08-03 16:13:47.436,1650492.0,,,,,1.0,,,,,,,,,,,,,,,
174,Lifelines,CamDavidsonPilon/lifelines,medical-data,,https://github.com/CamDavidsonPilon/lifelines,https://github.com/CamDavidsonPilon/lifelines,MIT,2013-08-28 00:16:42.000,2023-07-21 00:20:21.000000,2023-07-21 00:20:21,2255.0,22.0,519.0,70.0,474.0,246.0,670.0,2150.0,Survival analysis in Python.,111.0,33,True,2023-05-01 16:15:35,0.27.7,100.0,lifelines,conda-forge/lifelines,,,,1751.0,1751.0,https://pypi.org/project/lifelines,331697.0,334954.0,https://anaconda.org/conda-forge/lifelines,2023-06-16 13:24:15.529,280178.0,,,,,2.0,,,,,,,,,,,,,,,
175,PennyLane,PennyLaneAI/PennyLane,others,,https://github.com/PennyLaneAI/pennylane,https://github.com/PennyLaneAI/pennylane,Apache-2.0,2018-04-17 16:45:42.000,2023-08-10 14:11:51.000000,2023-08-10 13:33:25,3507.0,198.0,469.0,52.0,3460.0,209.0,771.0,1853.0,PennyLane is a cross-platform Python library for differentiable programming of quantum computers. Train a quantum..,143.0,33,True,2023-08-02 15:36:16,0.31.1,48.0,pennylane,conda-forge/pennylane,,,,591.0,591.0,https://pypi.org/project/pennylane,35261.0,36240.0,https://anaconda.org/conda-forge/pennylane,2023-06-30 17:57:03.243,20546.0,,,,,1.0,70.0,,,,,,,,,,,,,,
176,Geocoder,DenisCarriere/geocoder,geospatial-data,,https://github.com/DenisCarriere/geocoder,https://github.com/DenisCarriere/geocoder,MIT,2014-01-13 04:19:21.000,2023-06-16 13:21:27.128000,2018-10-12 15:53:05,1251.0,,273.0,52.0,153.0,80.0,218.0,1541.0,Python Geocoder.,73.0,33,False,2016-09-05 17:57:51,1.17.3,18.0,geocoder,conda-forge/geocoder,,,,7464.0,7464.0,https://pypi.org/project/geocoder,451408.0,453054.0,https://anaconda.org/conda-forge/geocoder,2023-06-16 13:21:27.128,128403.0,,,,,2.0,,,,,,,,,,,,,geocoder,,
177,pmdarima,alkaline-ml/pmdarima,time-series-data,,https://github.com/alkaline-ml/pmdarima,https://github.com/alkaline-ml/pmdarima,MIT,2017-03-30 14:58:30.000,2023-08-07 13:28:03.000000,2023-07-03 18:08:53,1073.0,3.0,226.0,35.0,244.0,44.0,268.0,1404.0,"A statistical library designed to fill the void in Pythons time series analysis capabilities, including the equivalent..",22.0,33,True,2023-03-15 20:42:28,2.0.3,43.0,pmdarima,conda-forge/pmdarima,,,,5870.0,5870.0,https://pypi.org/project/pmdarima,1499212.0,1524315.0,https://anaconda.org/conda-forge/pmdarima,2023-06-16 19:23:20.782,853520.0,,,,,1.0,,,,,,,,,,,,,,,
178,Wand,emcconville/wand,image,,https://github.com/emcconville/wand,https://github.com/emcconville/wand,MIT,2011-09-30 21:36:38.000,2023-06-16 20:29:18.000000,2023-06-16 20:29:14,1824.0,6.0,192.0,29.0,205.0,19.0,380.0,1298.0,The ctypes-based simple ImageMagick binding for Python.,102.0,33,True,2023-01-05 13:25:52,0.6.11,23.0,wand,conda-forge/wand,,,,16785.0,16785.0,https://pypi.org/project/wand,770796.0,771736.0,https://anaconda.org/conda-forge/wand,2023-06-16 16:16:46.218,27624.0,,,,,2.0,20830.0,,,,,,,,,,,,,,
179,cartopy,SciTools/cartopy,data-viz,,https://github.com/SciTools/cartopy,https://github.com/SciTools/cartopy,LGPL-3.0,2012-08-03 07:43:59.000,2023-08-09 21:12:28.547000,2023-08-07 03:09:55,2859.0,86.0,342.0,57.0,1070.0,275.0,888.0,1246.0,Cartopy - a cartographic python library with matplotlib support.,124.0,33,False,2023-08-05 00:46:57,0.22.0,24.0,cartopy,conda-forge/cartopy,,,,3602.0,3602.0,https://pypi.org/project/cartopy,68716.0,148306.0,https://anaconda.org/conda-forge/cartopy,2023-08-09 21:12:28.547,3104033.0,,,,,2.0,,,,,,,,,,,,,,,
180,igraph,igraph/python-igraph,graph,,https://github.com/igraph/python-igraph,https://github.com/igraph/python-igraph,GPL-2.0,2015-01-08 23:55:16.000,2023-07-31 09:43:20.000000,2023-07-31 08:48:31,2647.0,77.0,239.0,34.0,183.0,42.0,463.0,1140.0,Python interface for igraph.,71.0,33,False,2023-07-13 14:24:44,0.10.6,23.0,python-igraph,conda-forge/igraph,,,,2078.0,2078.0,https://pypi.org/project/python-igraph,264292.0,283666.0,https://anaconda.org/conda-forge/igraph,2023-07-15 16:20:54.682,444722.0,,,,,1.0,561721.0,,,,,,,,,,,,,,
181,Nilearn,nilearn/nilearn,medical-data,,https://github.com/nilearn/nilearn,https://github.com/nilearn/nilearn,,2011-01-09 19:02:23.000,2023-08-10 13:14:32.000000,2023-08-10 13:14:31,9977.0,117.0,510.0,72.0,2071.0,271.0,1556.0,1029.0,Machine learning for NeuroImaging in Python.,224.0,33,False,2023-04-28 09:19:30,0.10.1,21.0,nilearn,conda-forge/nilearn,,,['sklearn'],2469.0,2469.0,https://pypi.org/project/nilearn,28510.0,31239.0,https://anaconda.org/conda-forge/nilearn,2023-06-16 13:17:38.098,237064.0,,,,,2.0,134.0,,,,,,,,,,,,,,
182,Hail,hail-is/hail,medical-data,,https://github.com/hail-is/hail,https://github.com/hail-is/hail,MIT,2015-10-27 20:55:42.000,2023-08-10 13:30:55.000000,2023-08-10 03:48:03,10887.0,202.0,222.0,59.0,11290.0,57.0,2054.0,884.0,Cloud-native genomic dataframes and batch computing.,89.0,33,True,2023-07-27 23:39:57,0.2.120,100.0,hail,,,,['spark'],108.0,108.0,https://pypi.org/project/hail,19841.0,19841.0,,,,,,,,2.0,,,,,,,,,,,,,,,
183,InsightFace,deepinsight/insightface,image,,https://github.com/deepinsight/insightface,https://github.com/deepinsight/insightface,,2017-09-01 00:36:51.000,2023-08-08 11:15:43.000000,2023-08-08 11:15:43,2271.0,35.0,4527.0,484.0,147.0,921.0,1324.0,17149.0,State-of-the-art 2D and 3D Face Analysis Project.,57.0,32,False,2023-04-02 07:43:27,0.7,1.0,insightface,,,,['mxnet'],614.0,614.0,https://pypi.org/project/insightface,252966.0,322433.0,,,,,,,,2.0,277868.0,,,,,,,,,,,,,,
184,Coqui TTS,coqui-ai/TTS,audio,,https://github.com/coqui-ai/TTS,https://github.com/coqui-ai/TTS,MPL-2.0,2020-05-20 15:45:28.000,2023-08-10 14:11:36.000000,2023-08-07 11:21:14,4383.0,101.0,1769.0,178.0,538.0,25.0,639.0,13969.0,"- a deep learning toolkit for Text-to-Speech, battle-tested in research and production.",137.0,32,True,2023-08-07 11:21:39,0.16.2,66.0,tts,conda-forge/tts,,,"['pytorch', 'tensorflow']",,,https://pypi.org/project/tts,31589.0,73232.0,https://anaconda.org/conda-forge/tts,2023-06-16 19:27:41.222,9352.0,,,,,2.0,1195338.0,,,,,,,,,,,,,,
185,PaddleHub,PaddlePaddle/PaddleHub,others,,https://github.com/PaddlePaddle/PaddleHub,https://github.com/PaddlePaddle/PaddleHub,Apache-2.0,2018-12-21 06:00:48.000,2023-07-06 21:38:18.000000,2023-03-28 11:49:55,2665.0,,2047.0,185.0,1000.0,565.0,695.0,12054.0,"Awesome pre-trained models toolkit based on PaddlePaddle. (400+ models including Image, Text, Audio, Video and Cross-..",68.0,32,True,2022-11-28 08:29:05,2.3.1,29.0,paddlehub,,,,['paddle'],1342.0,1342.0,https://pypi.org/project/paddlehub,4326.0,4338.0,,,,,,,,2.0,660.0,,,,,,,,,,,,,,
186,Turi Create,apple/turicreate,ml-frameworks,,https://github.com/apple/turicreate,https://github.com/apple/turicreate,BSD-3-Clause,2017-12-01 00:42:04.000,2023-05-27 00:04:03.000000,2021-11-29 19:55:31,1571.0,,1125.0,347.0,1682.0,498.0,1294.0,11054.0,Turi Create simplifies the development of custom machine learning models.,86.0,32,False,2020-09-30 22:44:07,6.4.1,30.0,turicreate,,,,,357.0,357.0,https://pypi.org/project/turicreate,27567.0,27701.0,,,,,,,,3.0,9130.0,,,,,,,,,,,,,,
187,Activeloop,activeloopai/Hub,data-pipelines,,https://github.com/activeloopai/deeplake,https://github.com/activeloopai/deeplake,MPL-2.0,2019-08-09 06:17:59.000,2023-08-10 12:33:42.000000,2023-08-10 12:33:40,7969.0,531.0,500.0,80.0,2072.0,47.0,381.0,6632.0,"Database for AI. Store Vectors, Images, Texts, Videos, etc. Use with LLMs/LangChain. Store, query, version, &..",116.0,32,True,2023-08-10 04:57:46,3.6.18,100.0,hub,,,,,460.0,460.0,https://pypi.org/project/hub,4874.0,4874.0,,,,,,,,2.0,,,,,,,activeloopai/deeplake,,,,,,,,
188,H2O-3,h2oai/h2o-3,distributed-ml,,https://github.com/h2oai/h2o-3,https://github.com/h2oai/h2o-3,Apache-2.0,2014-03-03 16:08:07.000,2023-08-10 08:18:00.000000,2023-08-09 18:17:49,32037.0,133.0,1935.0,393.0,6587.0,2639.0,6375.0,6433.0,"H2O is an Open Source, Distributed, Fast & Scalable Machine Learning Platform: Deep Learning, Gradient Boosting (GBM)..",244.0,32,True,,,,h2o,,,,,4.0,4.0,https://pypi.org/project/h2o,359457.0,359457.0,,,,,,,,2.0,,,,,,,,,,,,,,,
189,skorch,skorch-dev/skorch,ml-frameworks,,https://github.com/skorch-dev/skorch,https://github.com/skorch-dev/skorch,BSD-3-Clause,2017-07-18 00:13:54.000,2023-08-08 10:23:25.251000,2023-08-02 14:57:12,1067.0,24.0,347.0,83.0,505.0,45.0,442.0,5263.0,A scikit-learn compatible neural network library that wraps PyTorch.,59.0,32,True,2023-06-26 15:29:37,0.14.0,14.0,skorch,conda-forge/skorch,,,"['pytorch', 'sklearn']",924.0,924.0,https://pypi.org/project/skorch,70503.0,92601.0,https://anaconda.org/conda-forge/skorch,2023-08-08 10:23:25.251,773452.0,,,,,3.0,,,,,,,,,,,,,,,
190,DEAP,deap/deap,distributed-ml,,https://github.com/DEAP/deap,https://github.com/DEAP/deap,LGPL-3.0,2014-05-21 20:07:39.000,2023-07-28 00:22:03.000000,2023-07-28 00:16:45,2332.0,81.0,1048.0,191.0,226.0,220.0,273.0,5224.0,Distributed Evolutionary Algorithms in Python.,87.0,32,False,,,6.0,deap,conda-forge/deap,,,,3815.0,3815.0,https://pypi.org/project/deap,186610.0,195977.0,https://anaconda.org/conda-forge/deap,2023-07-21 14:58:59.700,318500.0,,,,,2.0,,,,,,,,,,,,,,,
191,River,online-ml/river,others,,https://github.com/online-ml/river,https://github.com/online-ml/river,BSD-3-Clause,2019-01-24 15:18:26.000,2023-08-09 21:36:17.000000,2023-08-09 21:35:56,3729.0,108.0,474.0,83.0,501.0,10.0,432.0,4354.0,Online machine learning in Python.,103.0,32,True,2023-06-27 09:20:33,0.18.0,11.0,river,conda-forge/river,,,,336.0,336.0,https://pypi.org/project/river,13491.0,15174.0,https://anaconda.org/conda-forge/river,2023-06-16 19:25:37.799,47133.0,,,,,2.0,,,,,,,,,,,,,,,
192,Captum,pytorch/captum,interpretability,,https://github.com/pytorch/captum,https://github.com/pytorch/captum,BSD-3-Clause,2019-08-27 15:34:41.000,2023-08-07 22:18:37.000000,2023-07-08 00:30:37,1017.0,10.0,429.0,217.0,702.0,146.0,318.0,4106.0,Model interpretability and understanding for PyTorch.,102.0,32,True,2022-12-28 01:14:50,0.6.0,8.0,captum,conda-forge/captum,,,['pytorch'],1365.0,1365.0,https://pypi.org/project/captum,139271.0,139996.0,https://anaconda.org/conda-forge/captum,2023-06-16 19:28:19.191,14519.0,,,,,1.0,,,,,,,,,,,,,,,
193,TensorFlow Datasets,tensorflow/datasets,tensorflow-utils,,https://github.com/tensorflow/datasets,https://github.com/tensorflow/datasets,Apache-2.0,2018-09-10 21:27:22.000,2023-08-10 14:03:26.000000,2023-08-10 14:03:18,5969.0,152.0,1398.0,111.0,3951.0,388.0,683.0,3963.0,"TFDS is a collection of datasets ready to use with TensorFlow, Jax, ...",291.0,32,True,2023-04-13 11:21:10,4.9.2,30.0,tensorflow-datasets,conda-forge/tensorflow-datasets,,,['tensorflow'],,,https://pypi.org/project/tensorflow-datasets,1603393.0,1604189.0,https://anaconda.org/conda-forge/tensorflow-datasets,2023-06-16 19:25:46.849,21499.0,,,,,2.0,,,,,,,,,,,,,,,
194,Core ML Tools,apple/coremltools,model-serialisation,,https://github.com/apple/coremltools,https://github.com/apple/coremltools,BSD-3-Clause,2017-06-30 07:39:02.000,2023-08-09 21:08:28.000000,2023-08-01 21:36:50,1063.0,24.0,513.0,115.0,745.0,220.0,973.0,3545.0,"Core ML tools contain supporting tools for Core ML model conversion, editing, and validation.",155.0,32,True,2023-04-03 16:26:24,6.3,33.0,coremltools,conda-forge/coremltools,,,,3253.0,3253.0,https://pypi.org/project/coremltools,141499.0,143106.0,https://anaconda.org/conda-forge/coremltools,2023-06-16 19:23:14.592,51071.0,,,,,2.0,7513.0,,,,,,,,,,,,,,
195,implicit,benfred/implicit,recommender-systems,,https://github.com/benfred/implicit,https://github.com/benfred/implicit,MIT,2016-04-17 03:45:23.000,2023-07-25 23:46:06.092000,2023-07-20 22:35:36,425.0,17.0,577.0,81.0,219.0,78.0,384.0,3234.0,Fast Python Collaborative Filtering for Implicit Feedback Datasets.,34.0,32,True,2023-06-13 05:27:17,0.7.0,15.0,implicit,conda-forge/implicit,,,,1066.0,1066.0,https://pypi.org/project/implicit,135359.0,150177.0,https://anaconda.org/conda-forge/implicit,2023-07-25 23:46:06.092,517655.0,,,,,1.0,536.0,,,,,,,,,,,,,,
196,GPyTorch,cornellius-gp/gpytorch,probabilistics,,https://github.com/cornellius-gp/gpytorch,https://github.com/cornellius-gp/gpytorch,MIT,2017-06-09 14:48:20.000,2023-08-08 12:45:22.000000,2023-08-05 22:27:17,3817.0,28.0,485.0,56.0,863.0,292.0,948.0,3186.0,A highly efficient implementation of Gaussian Processes in PyTorch.,124.0,32,True,2023-06-02 22:04:02,1.11,32.0,gpytorch,conda-forge/gpytorch,,,['pytorch'],1462.0,1462.0,https://pypi.org/project/gpytorch,214228.0,216975.0,https://anaconda.org/conda-forge/gpytorch,2023-06-16 19:18:19.251,112658.0,,,,,2.0,,,,,,,,,,,,,,,
197,NeuralProphet,ourownstory/neural_prophet,time-series-data,,https://github.com/ourownstory/neural_prophet,https://github.com/ourownstory/neural_prophet,MIT,2020-05-04 05:12:43.000,2023-08-09 16:17:44.000000,2023-08-09 16:05:36,1345.0,21.0,418.0,52.0,687.0,38.0,433.0,3079.0,NeuralProphet: A simple forecasting package.,40.0,32,True,2023-06-14 22:41:07,0.6.2,25.0,neuralprophet,,,,['pytorch'],283.0,283.0,https://pypi.org/project/neuralprophet,149681.0,149681.0,,,,,,,,2.0,,,,,,,,,,,,,,,
198,StatsForecast,Nixtla/statsforecast,time-series-data,,https://github.com/Nixtla/statsforecast,https://github.com/Nixtla/statsforecast,Apache-2.0,2021-11-24 02:19:14.000,2023-08-10 07:32:48.000000,2023-08-07 20:49:01,1181.0,49.0,191.0,25.0,343.0,86.0,119.0,2799.0,Lightning fast forecasting with statistical and econometric models.,27.0,32,True,2023-02-28 19:25:43,1.5.0,23.0,statsforecast,conda-forge/statsforecast,,,,392.0,392.0,https://pypi.org/project/statsforecast,478187.0,480860.0,https://anaconda.org/conda-forge/statsforecast,2023-06-18 08:40:58.514,45449.0,,,,,2.0,,,7.0,,,,,,,,,,,,
